	TCGA-3X-AAV9-01A	TCGA-3X-AAVA-01A	TCGA-3X-AAVB-01A	TCGA-3X-AAVC-01A	TCGA-3X-AAVE-01A	TCGA-4G-AAZO-01A	TCGA-4G-AAZT-01A	TCGA-W5-AA2G-01A	TCGA-W5-AA2H-01A	TCGA-W5-AA2I-01A	TCGA-W5-AA2O-01A	TCGA-W5-AA2Q-01A	TCGA-W5-AA2R-01A	TCGA-W5-AA2T-01A	TCGA-W5-AA2U-01A	TCGA-W5-AA2W-01A	TCGA-W5-AA2X-01A	TCGA-W5-AA2Z-01A	TCGA-W5-AA30-01A	TCGA-W5-AA31-01A	TCGA-W5-AA33-01A	TCGA-W5-AA34-01A	TCGA-W5-AA36-01A	TCGA-W5-AA38-01A	TCGA-W5-AA39-01A	TCGA-W6-AA0S-01A	TCGA-WD-A7RX-01A	TCGA-YR-A95A-01A	TCGA-ZD-A8I3-01A	TCGA-ZH-A8Y1-01A	TCGA-ZH-A8Y2-01A	TCGA-ZH-A8Y4-01A	TCGA-ZH-A8Y5-01A	TCGA-ZH-A8Y6-01A	TCGA-ZH-A8Y8-01A	TCGA-ZU-A8S4-01A
hsa-miR-126-3p|+1|-2	0.7823537831974999	2.9415367058988897	1.68689531313959	2.94465780005529	2.8153330398005	1.85105148889197	2.47541166806421	3.23985366931446	3.41751130457817	1.9415081760376698	3.4229440151355397	3.18023154848267	3.38256286015343	1.62288613209913	3.3241960597347404	2.15926017939004	2.69237296049182	1.83572309586998	2.79018959908825	2.9315675176148397	2.72533279299829	2.9606227959503504	3.6825118056427204	2.92139014225596	3.9011448775861	1.80550363350694	2.01437648765681	3.6558009267622404	3.1070752486371602	2.06981482981234	1.00992947627327	3.4063254025915004	2.79110837662099	3.79914021909213	1.8495474974948098	3.0678042764075695
hsa-miR-126-3p|+1|0	7.86417966656196	9.1192199853909	7.73973394416694	9.16955391151214	8.64377832523471	8.396532560454851	9.11750398648615	9.2399192610041	10.1904166160813	8.335167136431862	9.04469579984158	9.100396887652721	9.23727874913001	7.38236554457013	9.24692699897841	7.86591536230071	8.77087848769698	8.12667640621215	9.12032780464648	9.189140822329811	9.02762479406354	8.292672189550169	9.27536651492646	8.64557653462646	9.75923979327901	7.7689088753160895	9.098053177676869	9.51093364875468	9.018771303400811	8.33642412525089	7.84731189586107	9.14369926964011	8.585762469526241	9.873942833571581	7.716316401966259	9.027590888121411
hsa-miR-126-3p|-1|-1	4.6086837355541395	5.36084704770676	3.3772273552545897	5.11702953100995	4.85317232917537	4.15779585467138	5.095748641512009	5.29778963956058	6.33677705188873	4.27026649979554	4.39909733980181	4.492199437742981	5.03666609808663	2.45633761645788	4.6838708914501295	3.22040079008993	4.19813763103808	4.27663266965671	5.48941068322554	4.80526743745491	5.2750152128739805	3.63092200419318	3.8430665201452006	3.20471930968265	4.8520367401774696	3.7524872271410095	5.633458809490549	5.0971647527235096	4.14352485629374	3.4482159464338795	4.18862366970684	4.55861975817139	3.84457923790756	5.69491078108006	4.08705624200101	4.4381527077775
hsa-miR-126-3p|-1|0	3.85785915017233	5.6067576654811	3.82242879694332	5.2015320382937595	4.20880959767279	4.612863921217531	4.26641462646087	5.0933135762507895	5.4251979282524	4.55466698320949	5.57535365341017	4.411663801422639	4.56255924887884	3.1685162834048395	4.58978000509776	3.9436830101199	4.631302961926809	4.86130410514668	5.601852176642111	4.93599102993431	4.24503992786629	3.8406537318827096	4.7247718489993495	3.94340278485741	5.43485420406354	4.13198158964227	5.59767793593448	4.87315070277736	4.69529743440707	3.56977234494721	3.8764158540845495	4.77645829936621	3.9271258290784004	6.19450866732981	3.73068270322486	4.9442031880207
hsa-miR-126-3p|0|-1	6.32863542959283	7.28655428672232	5.42060048951399	6.181794417663371	6.002145067771161	6.2634450766033805	6.57580744794309	6.5975426334149505	7.7139749605088195	6.47507710859454	7.044035203168559	5.80697882317676	6.497326534759799	4.05779910661447	6.29195318620206	4.57780695758621	5.8631641240523305	6.3372158023322305	7.6676293096915	6.07240360853633	6.522505754505559	5.12610546374845	5.49451381444692	5.02882693801216	6.67338329152517	6.14719119587334	7.90658197664512	6.56277133195987	5.513137206688241	5.13184426835883	5.75187144021864	5.9813011750758305	5.05810391250348	7.80846520818458	6.08126938376161	5.6992250968332305
hsa-miR-126-3p|0|-2	3.39768450805091	5.585404069809459	3.7510438870172407	5.59428540517067	5.289355682147621	4.42356931280621	5.01325269672454	5.37887556032995	5.65263893361361	4.5685525427251505	4.97602254416066	5.25344832725019	5.768474612989019	4.04828481252405	5.961321940727201	4.83600064483159	4.97877953138311	4.27663266965671	5.539685400247429	5.260987553389651	4.94775218107434	4.8268385046008095	5.818101900366	5.34553962818209	6.721821659038071	3.9104691251954704	5.19652953069444	5.925472181538531	5.405150133634749	4.56730982778614	4.67245207494634	5.8613242020257	4.7212820596628	6.5782541060068	3.94329210059718	5.920579815467531
hsa-miR-126-3p|0|0	9.81438765473323	11.5946759414116	9.922280737840051	11.204613800622699	10.6978798311705	10.997447098132401	11.6568619120366	11.287154118433499	12.6064888329851	10.799381579404098	11.4511785917735	11.0403483678114	11.5251134396985	9.661731448609931	11.3902130591661	10.0095906759957	10.8012512811025	10.7966079453245	11.9861229528526	11.098186107479401	11.3152839837363	10.2495659237007	11.003697640568198	10.3432919090523	11.780139899915	10.051590303512802	12.1752159004332	11.3505829911024	11.135499628006402	10.2826590472994	10.232676153768999	11.237123263438699	10.7610159306252	12.9770672400122	9.97579393404712	11.0481668030108
hsa-miR-126-5p|0|-1	3.9615008576571102	4.47509401774056	2.3973980168296802	3.86860774473872	4.0180252786702	3.56458485650078	4.86432320822621	3.70273584178623	5.93461613245193	4.4460332463470795	3.50762173768348	3.99160381330752	4.20508778805321	2.30476619709604	4.44202685813965	2.8210979794362903	3.7924283937141	3.7067402077091898	4.3626311629861405	3.50919451253566	4.592522023743481	3.3515817728628	3.1389783745187203	3.10487665629677	4.06030050780489	2.72571959973002	4.554370233439309	4.442705187444941	3.52333599306552	3.26835731274095	3.45538085403216	3.33946878255528	2.64266868377402	4.896150767912981	4.11829253445143	3.43917313781312
hsa-miR-126-5p|0|-2	0.7823537831974999	2.8960079395460703	2.0854504750139	2.6400513311443397	2.4257108320799703	2.5395525712089704	2.37327362645223	1.39199851997105	3.0078442889105896	2.6903844622508197	3.2370404964370603	2.4326473914304	2.6829813421331403	1.85887585615107	3.0378366007601696	2.1021590549633897	3.06903905736871	1.57363654545238	2.69198903186068	2.6046718968283997	2.9090488498374802	2.5474849745281096	2.33068803451183	2.35328049223356	3.5179413885791404	1.52187174345835	2.69423542228754	2.76595082735127	2.84306149936785	1.89475129292627	1.8888894991027099	2.9033568441785897	2.23944601880827	3.94380417957106	1.5159687796491599	2.83877737261078
hsa-miR-126-5p|0|0	7.348598086239471	7.8932653734333895	6.6589845029954695	7.412419988112269	6.87020366110088	7.36877451784804	7.58355436498428	7.0364865122127	8.762157473282	8.037378646068209	8.02784670049696	7.22715534219031	7.52299228624211	6.16423901773402	7.5405786983087095	6.451179629958039	7.100899114451409	7.385664504563071	8.19695403158342	7.31088046171932	7.32362502063553	6.92681718238616	7.09034582701157	6.7801917444229804	8.25301790455826	6.58708561808125	7.8430571429071705	8.12667427187009	7.2643347090653005	6.70688836041226	6.4652701983667695	7.63001391803849	6.749387340466889	8.65675148930782	7.4009792844998	7.54387256276111
hsa-miR-127-3p|0|-1	7.757826375069651	5.97294984235525	7.47896964043254	6.5855793878328095	5.509768892233911	9.1216034678178	6.85064434410903	7.00763727710616	6.05413077294874	7.57407255859339	6.34688041708177	5.3942317657244505	6.28695654138393	6.18826137711837	6.78961592807252	10.379674260950098	7.16692103799496	7.174894167063449	4.70234374389655	9.97570367166808	7.471486144635239	9.096458364514131	6.9966975751931395	7.895655575546429	6.868876911211691	5.80480878738175	5.846621281176901	8.06075612994323	7.937430245408349	6.383995538329611	8.13693047210201	6.12220674855574	6.74028384897301	6.59149376185902	9.66033835170046	8.65899309374519
hsa-miR-127-3p|0|-2	5.6003794718059	4.14614431839561	5.092703147388519	5.463503336890169	4.42001326952256	9.00872087451268	5.20880087423601	5.46628670330038	4.54255432310621	4.51935688596477	4.5263178961037	4.01359922576564	4.75116507261375	4.26091440247748	4.89093447935068	9.60316154249774	5.582677345793231	5.70576784093056	3.33676827398149	8.73227223241549	5.80757782504118	7.383534767899599	5.752204867782719	7.1865269424091105	6.051927326662331	3.23608718920784	3.84561661613587	5.962552207351719	6.74991990603622	4.91956413427364	7.347595569315879	4.543847846926321	5.76722335854133	4.730497207671901	7.4912370748255706	7.50334271256919
hsa-miR-127-3p|0|0	9.134911648094329	7.230340337535111	8.98265328280771	7.483334581421301	6.15751786170882	9.6738162693505	7.438300761380219	8.00202058462749	6.64670411699999	8.79987814605477	7.747899311680889	6.055146287474611	7.078215023236071	7.196753193010171	7.43027888173597	11.0441363980795	8.19549672479063	8.49793562308587	6.01622365122108	10.686079598367	8.43502470657443	10.1567652143325	7.7922518048699105	8.50821116600006	7.615926136316889	6.40257961027252	7.129613229643309	9.08585877106203	8.73426349018939	7.25814660414932	8.81199477118608	6.89032482992136	7.59898602160851	7.577355064589901	10.427920354851699	9.77538671337037
hsa-miR-127-5p|0|+1	3.58243605666793	4.90096557827259	5.09990379055518	3.3520561593218194	3.05106365146945	6.03978725771659	4.105829889351869	4.96413098298248	1.74324443369127	4.71307438262337	4.8839873698678495	3.18023154848267	3.1723048501580093	3.1859751340619398	3.6275862012124995	5.8060582026493	4.430916687964331	5.531780008699269	4.34658214436517	6.46051282698928	4.57903297569333	5.5924537049537095	4.350253257191779	3.52106499330647	3.7222290484878497	4.07970976211211	4.718845344396139	4.4543222998325405	4.6127395061751795	3.21965680750849	5.6389998850356	2.9489209497624804	3.81019111091484	4.6314236033497505	5.260106806328861	5.38761955969445
hsa-miR-127-5p|0|-1	6.544294093423719	6.042506206625039	7.08443129758426	5.53689568263033	5.45603158781318	8.70326938810412	6.8186149020416	6.6775617513801695	5.574826880659191	6.26729284734365	5.75928605191296	4.89902038792393	5.16543796905056	4.9282321840621295	6.10051507105771	8.700981204458321	6.00709011314058	6.678023014389519	5.75561606020497	7.7191127216926505	7.38110626212679	6.98592611380916	6.46614463435728	6.6326372332535195	6.25484298649704	4.892312511198799	6.533051240958941	6.59461505831718	6.91405175394429	5.098563131804419	7.787885235982079	4.862310450689209	6.036287511788321	6.08019051308257	7.14070786435956	7.09420585873382
hsa-miR-127-5p|0|0	5.15205622858492	6.48061588023636	6.9110665207392	5.47712810786647	5.33472665125605	8.382726640120799	6.29770708826028	7.0364865122127	4.524270671166519	6.44151585435833	6.30016539688672	4.6689109005868294	5.17488330203559	5.07600942918391	5.86641496375392	8.44523195135185	6.43984126277999	6.904364711299389	6.099983329969139	8.223425177575429	6.93361467158062	7.28162354568162	6.67617016033929	6.39968248825305	6.01352883025651	5.26426146687991	6.548752178653929	6.6712787308823005	6.896710209232481	4.81689592886954	7.814118402248759	5.082718847455059	5.8070047872305	6.327057683664731	6.9856118431892	7.16024900348021
hsa-miR-128-3p|0|+1	3.37283385984052	4.47509401774056	3.8737410782375004	4.29509091994388	3.37442447842464	2.6358148672848998	3.3926779196067103	4.3797541477615605	3.91525632373093	4.8948966243392995	3.2370404964370603	4.7757350277481	4.2770197800741805	5.26447265607567	4.15131192525225	3.44367870739097	5.13208867174628	3.5451428984263904	3.33676827398149	4.33808406203198	3.85514324450487	5.09575886113874	3.21921611728697	3.9043380956818505	5.63782258429268	4.980483151731639	3.90537718636908	3.92990251622436	3.90665961081521	4.76692841221243	5.11373326690213	4.154152410014009	3.66380433775425	4.648415585833121	4.41514986992487	4.3881480527457
hsa-miR-128-3p|0|-1	2.5944393468239	2.69800175879115	2.96894479287424	4.427302492242481	4.2567428722866705	2.58848644530286	3.1670695194764398	3.59048881661346	4.12392315023444	4.24454925362471	4.39909733980181	3.77691857733027	3.6497103536740805	4.84825004711375	4.44202685813965	4.688629660759889	4.7737111618408	1.9872520279755401	2.34951469739739	3.89934163103211	3.58517054457723	4.24265790634207	4.25829534067379	5.6232441149194905	5.14630133033506	3.23608718920784	2.60092756833662	4.66894537629577	3.8459975375074498	4.5178139718856	4.26668369763292	4.92064888783754	3.6247630085352003	4.21869423293153	2.82287282742813	4.75987663001811
hsa-miR-128-3p|0|-2	1.88742977151351	1.13308101555251	1.60828413623081	3.4100304273991	3.40310594161318	1.68097978042705	2.22476513348315	1.97230874324909	3.45660334668905	3.26856197175268	3.8694172440265096	2.82974591739919	2.62902663948008	3.8213271345944904	3.78684101701701	3.92733851900831	2.82914974050011	1.83572309586998	1.3746745896333399	2.80042368229395	2.3338393222044904	2.05310875358203	3.3317792965035498	4.59816529102069	4.27028582660599	2.4241549578492596	1.5977486572742001	4.04193482373804	2.41218205286707	3.76907296112424	2.38521548642653	4.0324460989091495	2.64266868377402	2.5830413408915898	2.0785554173021104	3.2654052705470096
hsa-miR-128-3p|0|0	5.573367592935081	5.5709907050261	5.482514506202509	6.60121760015645	6.1148064721454505	4.9489490789337	5.58133955403608	6.39523926212129	6.495361654542401	6.7479686525209495	6.08279384154636	6.368467632499441	6.06619076185291	7.35754248394904	6.7295995804820095	6.65848048828932	7.49714277325658	5.24645780398711	5.09707947669016	6.442297902449571	5.8972659568941	6.730114002069559	6.1297258648367	6.9552425812117304	7.93381457546878	6.2689041475096605	5.45832202770164	6.5356872200826395	5.952583390476531	6.98702748337484	6.7429815779053	6.893241336584341	5.895772264497481	6.79213095588786	5.951424401732201	6.56664804238943
hsa-miR-1287-5p|0|-1	3.80310554062034	2.5877774851639	3.57620934678706	2.82189478871814	3.70902971371157	2.6816398445768903	3.3394964570361902	4.0805991874035	3.76763496835285	3.35121362343079	3.99205260882424	5.117877055226191	3.4148088750544705	5.47084955931334	4.29074945701902	2.95612577611713	4.97877953138311	2.9112282717084903	4.10085375219721	2.9315675176148397	3.11000467593216	2.7687921719754303	3.96443453567171	6.43437547387171	3.14428517796057	2.85574638458291	3.3391627682343596	4.51104478648542	3.1744119298638998	3.42692219512294	4.63369841624238	4.33663291605609	3.8946717309117402	1.7438095242434901	3.58921873376688	3.1895808053287595
hsa-miR-1287-5p|0|-2	2.71797660300577	1.85805499607552	2.5312550614044502	1.62920056468393	3.2217847908242	2.5395525712089704	2.22476513348315	2.19336918227977	2.7802429752659	2.02444570393042	3.80395502402717	4.0983733688927995	2.88063470975748	4.32535450187801	3.7486448989655297	2.41510197053048	3.3674446852282705	2.1243674855914	3.08921015980008	1.95335286731513	2.2681130415244	1.43090068025233	3.6825118056427204	6.14286126014703	1.4555165669692502	1.80550363350694	2.60092756833662	4.08740752653386	2.57054281526244	2.72182622804156	3.71871800810624	3.47022052191714	3.38882070441365	0.9114568211545059	1.69237796141926	2.3041157053946097
hsa-miR-1307-3p|+1|+1	6.17539554086437	6.43359161349322	6.184104760341429	8.40906819574482	8.348971350850789	6.361728223588151	6.9035137419676795	8.64018294285517	6.990933627444309	6.46583258150492	8.00981468781723	8.176761040958821	7.297280767266769	8.03086321608011	7.701698318426191	5.986489032550829	8.27398936582803	6.095925106168179	7.62335599429173	7.23249030387223	6.350577086696839	6.90947435262182	9.290534681122132	8.8863720619493	9.97130793505176	7.7689088753160895	6.428304253879861	7.9212266006106695	7.10088032207903	5.6694212512935	8.31740916027552	7.631761229793921	8.58893544596382	8.38242147988566	6.24352256748364	7.6537668594947
hsa-miR-1307-3p|+1|+2	4.55446354997781	4.47509401774056	4.04766195850654	5.79800231526312	5.65992309957176	4.03959417917305	3.74596463705959	5.79650705965868	4.21793181258896	4.8501235097759805	6.6926456786207495	5.82574853879521	4.67333241733851	5.920078437006331	5.52602696684932	3.7894550984621502	5.772766597507959	3.89100924419609	5.3911242396423305	4.8501710155888	3.83258440630355	5.08549979863122	6.896545829469969	6.933578870628929	7.19906713608999	5.9281874049941505	4.740882734754	5.2845317106327006	4.55073614619387	3.26835731274095	6.25793545106094	5.02005831059665	6.23083249405451	6.11727896756698	4.67529580641704	5.0763880254646
hsa-miR-1307-3p|+1|0	2.8317647517381697	2.69800175879115	2.44341087435956	5.37166049670848	5.522896190952669	4.07436572720846	4.17829422050673	4.871099681062519	4.5057523282374605	4.01028673840398	5.65176281222443	5.537749554512611	4.41094328474154	5.26857547829249	5.58682852191427	4.22349765107344	5.5434476514318005	2.30832623953809	3.57580535108763	4.47340019559955	3.0329478069903906	3.60242452015025	7.4926800887423495	7.613287165203491	7.036233185754349	4.18242553563653	2.86449111234611	6.806588742899329	3.76093086820566	2.97753727074498	5.241656905529809	5.009345094901691	5.7537153241631405	4.924327804723441	3.0121486244542	4.88533944813147
hsa-miR-1307-3p|0|+1	8.51359708311174	9.03574464912153	8.249855221895059	9.40025564204079	9.06147930796809	8.44300738854106	7.83560496830056	10.045142592345499	7.98692136271626	8.305935826170419	9.59225311404336	9.03603564913309	8.26421021541569	8.98293422821174	8.85138755882799	7.48260454591758	9.475594025865329	8.22143898629541	9.08448845286501	8.32831798716491	7.48239567837945	8.402123169572741	9.70397976560102	9.328120244917288	10.998812554494801	9.95605347215412	8.282109510454639	8.18448985362705	8.314769623013849	7.544291646534389	9.01646145806737	8.5746196823212	9.23797533169061	9.885186169531439	8.402002987628599	8.61980788224133
hsa-miR-1307-3p|0|+2	5.6003794718059	6.58113047575017	5.1836196536873205	6.6258914181083	6.07079192143535	5.41691012713634	4.6625882042409295	6.85809196685306	4.56060915836781	5.89820062160616	7.17925436509665	6.12247930551868	5.53170513466856	6.73360344506429	6.305172462926969	4.78248503051261	6.28790428612743	5.58026643413762	6.13310733397609	5.5803771308988095	4.34405865089756	6.14536057330838	6.88736581427666	6.9576297017840005	7.859989235555919	7.781236064096951	5.76294336561727	5.39715884485146	5.249918078863231	4.2772695511601295	6.58436804950172	6.156597372899459	6.598873401762099	7.28311131174204	6.46623033888416	5.344566855588269
hsa-miR-1307-3p|0|-1	0.7823537831974999	1.75980891621977	1.60828413623081	3.3520561593218194	2.68124955954374	2.5395525712089704	1.82131554309369	3.28863422955847	1.86447585972207	2.4713726077471803	2.77297737058613	3.0585567090248	2.32407013531317	2.8775843694143504	3.00580803556391	2.89019102777754	3.4116871146893195	1.3680600590588603	1.7118687645311998	2.18131698803637	1.0858499029888	2.42264426467693	3.8430665201452006	4.2228314614004905	4.97703166197506	2.91661384092161	0.8565335895773791	4.17426660802961	1.8781412784461298	2.0137879064210797	1.9532537613332501	2.53635723558771	3.1066000863962797	2.84129030430111	2.51393716487325	2.37429165078354
hsa-miR-1307-3p|0|0	4.36584790374563	5.03302139600416	4.54640370494745	6.857091520453861	6.312966881362519	5.91584915712036	5.14307288299072	6.1986733759808805	5.3125159899799	5.792722555996031	7.00086818574162	6.03915124868947	5.18426719837762	6.06629665637655	6.30187898204743	5.90536473481392	6.43449024042077	4.153853529349569	4.86891019290139	5.34966016397016	3.92077750142909	4.71149163368999	7.81502388845253	8.041187233398821	8.09879171170253	5.84450995369962	4.5037148783157805	7.1745930042258	4.72928262636022	4.723924723510049	5.619298586875519	6.0403778214054205	6.384813282621419	6.19450866732981	5.10761864047672	5.93806284065917
hsa-miR-1307-5p|0|+1	1.17624981067326	4.69041373369514	3.3042954477156496	5.51724699336603	4.12520236042306	2.58848644530286	4.64077202490823	5.28582474508288	4.1716930681471	3.7909425075182903	4.716208431982889	4.945528463725849	3.47721604693062	5.103831556820099	3.3241960597347404	2.5059563090068195	5.6208684862002505	3.41752157337482	4.17543405377254	4.24026472859979	3.76271091990519	4.383302279469319	5.239469626621481	4.94468985454758	6.825204422999329	4.589972120097469	4.5418721597673795	2.8027677920890097	4.1930739729805495	2.79012695704363	5.2798057741125	4.725004095792	3.1066000863962797	5.16768339943635	2.98980330131074	4.2642541727080205
hsa-miR-1307-5p|0|+2	1.65983510361663	4.755592976969349	3.0000675207099996	4.41319660150928	3.25363206448233	3.1736835698959203	3.7729587922052	3.8723487459146697	3.3359983306473	3.50353879529335	5.0054408816345095	4.21686836891824	2.51465823935979	4.0766415040556	3.4485449852579904	2.46124422047884	4.172652795019101	2.75102822806659	3.4612318532118898	2.7539190626146097	3.0719906481109303	3.54368311410356	4.6970187931105	4.4017845300193095	5.34493335331562	3.81777018374695	4.01794833588333	2.3839415507179402	3.4161385938498396	2.32132486589821	4.26668369763292	3.89951871706195	2.68123483432029	4.9382126042287195	2.82287282742813	2.93479311793212
hsa-miR-1307-5p|0|-1	0.925937428549136	4.00316647161386	2.69236177243813	7.35084807554047	6.8364276559183494	3.9299493624381	7.0193558788535	5.33310022059994	5.5836828325524195	4.05042006442564	4.8839873698678495	7.117176348440031	4.92914673504948	6.992393412259589	5.79792968388783	4.30166297175785	6.90202130468974	1.83572309586998	4.24634768970224	5.12142509074868	5.513506463602719	4.78940496250995	7.991038046474411	7.91543803147596	7.93381457546878	3.88022648765185	4.783972646462139	4.7930731986596395	5.084724474469219	3.7520504696197	7.39471209608224	6.12717017195464	4.98291150653755	4.52504137240463	2.7714022037368102	4.785857253684839
hsa-miR-1307-5p|0|0	3.34754764159921	6.858364937163159	5.3738423316545	9.56521694547155	8.26161229126429	6.19003625808396	8.74567966817919	7.6189738105987095	7.43936218940922	6.596948156827249	7.93151826893828	8.26536356591164	6.6608620555649605	8.98729740747452	7.54893776263229	6.5072388256163505	8.44738686374477	4.87108119222316	6.65039970504879	7.3446164721954	7.19025160879447	7.203137527460929	9.97310374229305	10.049436029699098	10.6010038547727	6.3035020130887105	7.23623994047929	7.08401994756593	7.10520069009318	5.8361931314203295	8.71555194575143	8.20141216727502	6.60390100230971	7.802784594164	5.3015181577155595	7.2997684830304195
hsa-miR-130a-3p|0|+1	4.861828993800531	4.55049482846804	4.5358233657636395	2.12083781935872	4.05464281734536	4.03959417917305	4.596124302254309	3.59048881661346	4.14800581736495	5.7261433678821305	4.5263178961037	5.307864619322519	4.16773056297151	4.45342043308816	4.33008172413877	3.6960670394945003	3.2259433981549703	5.3479655343512595	5.068010255842781	4.61021819909474	5.03925098751207	5.4071663735716795	3.6539255447718597	4.0000853593604395	2.01772881939223	4.980483151731639	5.54854639193633	3.92990251622436	4.82668352618743	4.24112597378389	4.04833449465942	3.94520230051638	4.149723276508779	3.49539825967492	4.49664984942704	3.97910383498962
hsa-miR-130a-3p|0|-1	3.26891585191152	2.84899541851143	2.90460970166589	0.8776391532733141	4.24094140815194	4.42356931280621	3.9251055471377794	2.7055416835555697	4.56060915836781	4.76826293416446	3.80395502402717	4.7497613469671105	3.31582458414662	3.95970888506908	4.23658068826016	4.3637138413173	1.96072566368254	4.40331637111511	3.7567210532394903	3.9823671256905495	4.7331299457664295	3.28140988228499	3.8430665201452006	4.6813981266179105	2.29887285657216	3.6841095813455498	3.84561661613587	4.46584661369849	4.25659852797109	3.9138604650595403	3.97271870589036	3.1573702198868596	4.30596863384929	2.7809314243395495	3.0121486244542	3.0678042764075695
hsa-miR-130a-3p|0|0	5.89904695253875	5.655386933721959	5.771162561490249	2.9833622586628596	5.15246832581259	5.47010665374958	6.0360162754199695	4.91836508541581	5.85638567625565	6.892968653509519	5.31835799145064	6.25302312791213	5.193590452136969	6.12404588601142	5.861949046163669	4.961700130682099	4.51443967948433	6.5741164062207496	6.090377941458289	6.08184767208284	6.34261635612456	6.606416081598869	5.087434229263639	5.278379031227651	3.94260985931528	6.1408274519215	6.307990568805719	5.650441861510969	6.58648451680618	5.910950035610809	5.69653921706207	5.30924351227679	5.87927992670684	4.730497207671901	5.808726871489361	5.065823606220951
hsa-miR-130b-3p|0|0	3.26891585191152	2.40483741952724	3.51288312110534	4.73007839122137	1.96911957896598	2.76914150372711	2.14435467338592	2.55416137012662	2.84059705090038	4.18269718452261	3.4229440151355397	2.06244448733102	2.51465823935979	3.97986773108184	3.5848655833118905	2.2141870535058397	4.631302961926809	3.3066169552356	3.8955622065818	3.1266899590765798	1.8853015609615	2.35592430476143	2.401181327687	2.99760716369265	5.859682075527691	2.6560300120296003	3.01675870211968	2.90789618679721	3.2698673341634	2.79012695704363	1.42743870304352	2.9489209497624804	2.01628279154393	3.4573356809894102	3.79653158824254	3.78665920245092
hsa-miR-130b-5p|0|+1	1.8154817383907198	2.52933755709904	3.61693346171511	3.8891368195290204	2.11495373562913	2.00317193721468	1.5363139586643002	2.84253545997966	3.0595457197645497	3.5179227848386496	3.4229440151355397	2.55767754953509	2.2545027764968903	3.52469016783019	2.68019822656181	2.2141870535058397	3.9204351506884	3.08930391378659	4.06206614513077	3.48091949781039	1.594895340259	1.87396211641444	2.8167385410332297	2.6176065771338397	4.16911023922368	2.7921973734959304	2.7387197369679503	2.23025137283697	3.2698673341634	2.41081394369947	2.2887370826345697	2.3451238469847797	2.43266893105493	3.6383369412446	3.0558270351583796	3.9333454096762
hsa-miR-132-3p|0|-1	3.26891585191152	3.82027391869416	3.63687239509839	3.5711622402504397	3.88200863602345	2.89118238490601	2.57079430014244	3.9040033209556495	4.9511853787438795	3.08753484497183	3.8694172440265096	3.58461147814959	3.77920520374246	3.41051030262299	3.66907808762384	4.67889936412525	3.2746689424805404	3.12242558760417	2.69198903186068	3.81124477546608	3.89922949524415	3.04775014011536	3.7915083888459598	3.57181006617621	5.297779942900259	3.6841095813455498	2.64833571210269	4.70828839242143	4.02082937528134	3.76907296112424	4.27929273669759	4.09458227300717	4.05009973819965	2.84129030430111	3.38177262706696	3.7073154935263997
hsa-miR-132-3p|0|0	6.672012845294451	7.52953219182239	7.19279044105377	6.4155666804203	6.460124325447019	6.13756669040484	5.60781922337904	6.9632520387050905	7.51538518173467	6.816482771290691	7.14661907096466	6.13758134855718	6.99267652929088	6.46346824098536	6.707367572377451	7.41094005246704	6.552805390265629	6.823590192372861	5.9593141974555	6.65020211060772	6.54349312802676	6.29086617503845	7.09034582701157	6.54962422637404	7.8920923314889	6.7999471409736	6.041212301716159	7.591083667108201	6.812026418342731	6.948319994691009	7.1962439336356	7.21798374548611	6.97569265400537	6.88107590669756	7.266865589575651	6.72945254978837
hsa-miR-134-5p|0|-1	6.39801579736349	4.00316647161386	5.84158263960561	5.12570601907299	4.68817892805016	7.62038741655215	5.2763884539714505	6.297324732110259	4.02335906647262	5.13776909616754	5.34161187818054	4.59789219676129	4.50381074548954	5.094617002029071	4.70397204059309	8.6079026039702	6.131351925578651	5.73283005750811	4.44030270470964	8.3529039631603	6.42785785481559	6.5919935899596505	5.9994546578446295	5.85602458030435	5.360314782725	4.74904791291594	4.70769911586003	5.929639562158769	7.05917836465744	5.05064077235118	6.894092664822169	5.418549079610571	5.79386581818163	5.05750556862563	6.84797632149565	7.8326653937329995
hsa-miR-134-5p|0|-2	5.55138793725969	3.98153327034251	5.02622708605863	5.2015320382937595	4.64079640284946	7.98834462355971	5.24299042196705	5.854362100786901	3.41751130457817	4.48316084178976	5.0054408816345095	4.32636522889444	4.61900874673958	4.8591740198556606	4.908364242685799	9.38487736753798	5.68536280964987	4.97447077611883	4.04227414085471	8.32335011070112	6.095028451657139	6.1254697265448605	6.1245263918979695	6.62063636580886	5.375533950024309	4.02547258636896	4.42423234276563	5.91710113171072	6.80938100834005	4.9719625995748205	6.6754249621637305	5.44263930930824	5.45857869602525	4.12468265607515	6.271579398638611	7.4576060962291395
hsa-miR-134-5p|0|0	7.3196323759613	5.03302139600416	6.89873320346138	5.995540169527169	5.10960493459247	8.51991600580707	5.486674870134539	6.992993401052231	4.6306504138559905	5.98359219147596	6.32371198001412	4.6549840885499005	5.11726083970924	5.66699131346717	5.4387567178247	9.634018974903448	6.60136735045588	6.91385523393351	5.27720704006443	9.105956435718689	6.713628843591749	7.48848567032341	6.45375983895199	7.0567095241126	6.125787942541	5.905843352145389	5.633458809490549	6.54658195530605	7.725069814846719	5.52156922862787	7.25965728454481	5.79425698568071	6.22757886003921	5.8932637970048	8.09625407683732	8.83339561430405
