	TCGA-3B-A9HI-01A	TCGA-3B-A9HJ-01A	TCGA-3B-A9HL-01A	TCGA-3B-A9HO-01A	TCGA-3B-A9HP-01A	TCGA-3B-A9HQ-01A	TCGA-3B-A9HR-01A	TCGA-3B-A9HS-01A	TCGA-3B-A9HT-01A	TCGA-3B-A9HU-01A	TCGA-3B-A9HV-01A	TCGA-3B-A9HX-01A	TCGA-3B-A9HY-01A	TCGA-3B-A9HZ-01A	TCGA-3B-A9I0-01A	TCGA-3B-A9I1-01A	TCGA-3B-A9I3-01A	TCGA-3R-A8YX-01A	TCGA-DX-A1KU-01A	TCGA-DX-A1KW-01A	TCGA-DX-A1KX-01A	TCGA-DX-A1KY-01A	TCGA-DX-A1KZ-01A	TCGA-DX-A1L0-01A	TCGA-DX-A1L1-01A	TCGA-DX-A1L2-01A	TCGA-DX-A1L3-01A	TCGA-DX-A1L4-01A	TCGA-DX-A23R-01A	TCGA-DX-A23T-01A	TCGA-DX-A23U-01A	TCGA-DX-A23V-01A	TCGA-DX-A23Y-01A	TCGA-DX-A23Z-01A	TCGA-DX-A240-01A	TCGA-DX-A2IZ-01A	TCGA-DX-A2J0-01A	TCGA-DX-A2J1-01A	TCGA-DX-A2J4-01A	TCGA-DX-A3LS-01A	TCGA-DX-A3LT-01A	TCGA-DX-A3LU-01A	TCGA-DX-A3LW-01A	TCGA-DX-A3LY-01B	TCGA-DX-A3M1-01A	TCGA-DX-A3M2-01A	TCGA-DX-A3U5-01A	TCGA-DX-A3U6-01A	TCGA-DX-A3U7-01A	TCGA-DX-A3U8-01A	TCGA-DX-A3U9-01A	TCGA-DX-A3UA-01A	TCGA-DX-A3UB-01A	TCGA-DX-A3UC-01A	TCGA-DX-A3UD-01A	TCGA-DX-A3UE-01A	TCGA-DX-A3UF-01A	TCGA-DX-A48J-01A	TCGA-DX-A48K-01A	TCGA-DX-A48L-01A	TCGA-DX-A48N-01A	TCGA-DX-A48O-01A	TCGA-DX-A48P-01A	TCGA-DX-A48R-01A	TCGA-DX-A48U-01A	TCGA-DX-A48V-01A	TCGA-DX-A6B7-01A	TCGA-DX-A6B8-01A	TCGA-DX-A6B9-01A	TCGA-DX-A6BA-01A	TCGA-DX-A6BB-01A	TCGA-DX-A6BE-01A	TCGA-DX-A6BF-01A	TCGA-DX-A6BG-01A	TCGA-DX-A6BH-01A	TCGA-DX-A6BK-01A	TCGA-DX-A6YQ-01A	TCGA-DX-A6YR-01A	TCGA-DX-A6YS-01A	TCGA-DX-A6YT-01A	TCGA-DX-A6YU-01A	TCGA-DX-A6YV-01A	TCGA-DX-A6YX-01A	TCGA-DX-A6YZ-01A	TCGA-DX-A6Z0-01A	TCGA-DX-A6Z2-01A	TCGA-DX-A7EF-01A	TCGA-DX-A7EI-01A	TCGA-DX-A7EL-01A	TCGA-DX-A7EM-01A	TCGA-DX-A7EN-01A	TCGA-DX-A7EO-01A	TCGA-DX-A7EQ-01A	TCGA-DX-A7ER-01A	TCGA-DX-A7ES-01A	TCGA-DX-A7ET-01A	TCGA-DX-A7EU-01A	TCGA-DX-A8BG-01A	TCGA-DX-A8BH-01A	TCGA-DX-A8BJ-01A	TCGA-DX-A8BK-01A	TCGA-DX-A8BL-01A	TCGA-DX-A8BM-01A	TCGA-DX-A8BN-01A	TCGA-DX-A8BO-01A	TCGA-DX-A8BP-01A	TCGA-DX-A8BQ-01A	TCGA-DX-A8BR-01A	TCGA-DX-A8BS-01A	TCGA-DX-A8BT-01A	TCGA-DX-A8BU-01A	TCGA-DX-A8BV-01A	TCGA-DX-A8BX-01A	TCGA-DX-A8BZ-01A	TCGA-DX-AATS-01A	TCGA-DX-AB2E-01A	TCGA-DX-AB2F-01A	TCGA-DX-AB2G-01A	TCGA-DX-AB2H-01A	TCGA-DX-AB2J-01A	TCGA-DX-AB2L-01A	TCGA-DX-AB2O-01A	TCGA-DX-AB2P-01A	TCGA-DX-AB2Q-01A	TCGA-DX-AB2S-01A	TCGA-DX-AB2T-01A	TCGA-DX-AB2V-01A	TCGA-DX-AB2W-01A	TCGA-DX-AB2X-01A	TCGA-DX-AB2Z-01A	TCGA-DX-AB30-01A	TCGA-DX-AB32-01A	TCGA-DX-AB35-01A	TCGA-DX-AB36-01A	TCGA-DX-AB37-01A	TCGA-DX-AB3A-01A	TCGA-DX-AB3B-01A	TCGA-DX-AB3C-01A	TCGA-FX-A2QS-01A	TCGA-FX-A3NJ-01A	TCGA-FX-A3NK-01A	TCGA-FX-A3RE-01A	TCGA-FX-A3TO-01A	TCGA-FX-A48G-01A	TCGA-FX-A76Y-01A	TCGA-FX-A8OO-01A	TCGA-HB-A2OT-01A	TCGA-HB-A3L4-01A	TCGA-HB-A3YV-01A	TCGA-HB-A43Z-01A	TCGA-HB-A5W3-01A	TCGA-HS-A5N7-01A	TCGA-HS-A5N8-01A	TCGA-HS-A5NA-01A	TCGA-IE-A3OV-01A	TCGA-IE-A4EH-01A	TCGA-IE-A4EI-01A	TCGA-IE-A4EJ-01A	TCGA-IE-A4EK-01A	TCGA-IE-A6BZ-01A	TCGA-IF-A3RQ-01A	TCGA-IF-A4AJ-01A	TCGA-IF-A4AK-01A	TCGA-IS-A3K6-01A	TCGA-IS-A3K7-01A	TCGA-IS-A3K8-01A	TCGA-IS-A3KA-01A	TCGA-IW-A3M4-01A	TCGA-IW-A3M5-01A	TCGA-IW-A3M6-01A	TCGA-JV-A5VE-01A	TCGA-JV-A5VF-01A	TCGA-JV-A75J-01A	TCGA-K1-A3PN-01A	TCGA-K1-A3PO-01A	TCGA-K1-A42W-01A	TCGA-K1-A42X-01A	TCGA-K1-A6RT-01A	TCGA-K1-A6RU-01A	TCGA-K1-A6RV-01A	TCGA-KD-A5QS-01A	TCGA-KD-A5QT-01A	TCGA-KD-A5QU-01A	TCGA-KF-A41W-01A	TCGA-LI-A67I-01A	TCGA-LI-A9QH-01A	TCGA-MB-A5Y8-01A	TCGA-MB-A5Y9-01A	TCGA-MB-A5YA-01A	TCGA-MB-A8JK-01A	TCGA-MB-A8JL-01A	TCGA-MJ-A68H-01A	TCGA-MJ-A68J-01A	TCGA-MJ-A850-01A	TCGA-MO-A47P-01A	TCGA-MO-A47R-01A	TCGA-N1-A6IA-01A	TCGA-PC-A5DK-01A	TCGA-PC-A5DL-01A	TCGA-PC-A5DM-01A	TCGA-PC-A5DN-01A	TCGA-PC-A5DO-01A	TCGA-PC-A5DP-01A	TCGA-PT-A8TR-01A	TCGA-QC-A6FX-01A	TCGA-QC-A7B5-01A	TCGA-QC-AA9N-01A	TCGA-QQ-A5V2-01A	TCGA-QQ-A5V9-01A	TCGA-QQ-A5VA-01A	TCGA-QQ-A5VB-01A	TCGA-QQ-A5VC-01A	TCGA-QQ-A5VD-01A	TCGA-QQ-A8VB-01A	TCGA-QQ-A8VD-01A	TCGA-QQ-A8VF-01A	TCGA-QQ-A8VG-01A	TCGA-QQ-A8VH-01A	TCGA-RN-A68Q-01A	TCGA-RN-AAAQ-01A	TCGA-SG-A6Z4-01A	TCGA-SG-A6Z7-01A	TCGA-SG-A849-01A	TCGA-SI-A71O-01A	TCGA-SI-A71P-01A	TCGA-SI-A71Q-01A	TCGA-SI-AA8B-01A	TCGA-SI-AA8C-01A	TCGA-UE-A6QT-01A	TCGA-UE-A6QU-01A	TCGA-VT-A80G-01A	TCGA-VT-A80J-01A	TCGA-VT-AB3D-01A	TCGA-WK-A8XO-01A	TCGA-WK-A8XQ-01A	TCGA-WK-A8XS-01A	TCGA-WK-A8XT-01A	TCGA-WK-A8XX-01A	TCGA-WK-A8XY-01A	TCGA-WK-A8XZ-01A	TCGA-WK-A8Y0-01A	TCGA-WP-A9GB-01A	TCGA-X2-A95T-01A	TCGA-X6-A7W8-01A	TCGA-X6-A7WA-01A	TCGA-X6-A7WB-01A	TCGA-X6-A7WC-01A	TCGA-X6-A7WD-01A	TCGA-X6-A8C2-01A	TCGA-X6-A8C3-01A	TCGA-X6-A8C5-01A	TCGA-X6-A8C6-01A	TCGA-X6-A8C7-01A	TCGA-X9-A971-01A	TCGA-X9-A973-01A	TCGA-Z4-A8JB-01A	TCGA-Z4-A9VC-01A	TCGA-Z4-AAPF-01A	TCGA-Z4-AAPG-01A
hsa-let-7a-3p|0|+1	3.48358769426471	4.23257218230257	5.045901533826219	2.7454070541867597	3.30547949116876	3.2432237965923303	3.1686363226567997	4.958123993646179	4.15717134789733	2.03459707669967	4.25764362389856	3.8166243053526	2.6732383704347997	2.6697835700045096	2.43141834003581	2.59054206800828	2.8359078932844	5.148867567912861	4.53855991312802	3.3756264598651997	2.39442387878736	4.297098399028941	4.04104303376334	4.3640061755034605	2.10669951073984	2.38433235195393	3.6386127897083598	4.30621375772937	4.34139694599969	3.72499746027386	2.2914589381813197	4.30282871498409	3.24264738319177	4.735402947807059	5.479118816035861	4.70925556402466	2.2557862177116297	4.0943962261850695	3.7648593483458597	3.5804769665067897	4.1594419799882	2.53685910718142	4.97905790037216	4.145300595905479	3.15077606030247	3.79661851735291	3.3633929396507503	3.59227967402336	2.8405264521673703	4.77508376805305	3.04271297672131	5.26429422721085	5.22370679751738	3.47855170252515	2.6925015651729196	2.8209374278046204	1.8216367759013101	0.8151341928790541	5.03874583246792	1.6021238294384799	4.12415538492734	2.72190544550623	3.5461061479761	3.87565598657072	1.4490946332590402	1.26617252466495	3.4955743029662	4.32825638513704	3.30223593386284	2.2241630848423397	3.0347715606358796	3.41935065969619	3.6200728788563197	3.48099410583408	4.7032270047291	3.2529314372428595	3.65911087752853	3.3985241450075696	4.0342238293453	4.75917719878738	3.25752457855575	3.28825276431198	3.15735866579629	3.31221194211246	5.11628455394443	3.21166401054019	5.400911993053369	3.75552994733884	1.9093734070206898	2.95280988811822	3.8326469245320696	4.678498464504121	4.62806154174935	5.14491329812132	3.25245431153318	4.30252690802625	4.54369641873972	3.08146495917568	4.2767877186913505	5.17550923259488	3.1046164564317	3.88295767576067	1.63547128960854	2.92989624681654	3.0428670575579	4.95857062043613	3.0948710338744996	3.43805260229763	3.40618117519919	3.2319624328252403	5.71914653975141	3.3497672522075295	4.933314448204509	4.419664562656929	4.8437034290181105	3.34870397884279	5.161024360445929	4.55176295601819	5.087568936029969	5.09570934644953	4.35901836593417	3.90026950712484	5.08280078847516	4.9112756745897	1.9744430289550001	4.35910529336151	3.61525808890793	4.519655899535111	4.363441757249859	3.8266200980972997	4.53519640009873	3.76310685099097	3.5091486714991302	4.52354214922765	4.07903543636307	3.90502883103537	5.55852858320284	4.23973016116763	3.66591338595004	3.26692283048943	3.24444432195131	4.81963096038808	3.23964513949193	2.65132826895094	2.5072063815999504	5.60062586703354	3.3362779436071603	3.6273171885398297	3.85621712068091	1.8565591219355602	2.66812123513875	2.8910397139955197	3.32331964706698	2.9416442800928504	1.88531120036278	3.22721852829542	2.60114146300354	2.92276151010359	3.5614203859268	3.83991292075312	3.5663909774074503	2.33284426449958	3.33058844545695	2.91864344700455	3.0617750457682003	3.4265875021194203	3.31146271692949	3.3687349897207794	5.3028738209305795	3.8370212552779503	4.658784072212	4.934613463327941	2.95209576616162	2.3773085727050898	3.10120684268823	1.2872972754416498	4.248024251905259	3.64200865450572	3.52929382801342	4.40284450959763	4.40800472488244	3.96761237954368	5.406057362588401	3.4474711305746	4.89797180267326	5.593480822198269	4.05042149694158	3.99346212318224	2.88369296735868	4.33349113634297	5.75560128848894	3.0491976092783304	3.6277447583344196	4.44040607589666	2.84759590282658	3.95630635857658	4.143524711151509	2.91048021087879	2.4388770321467	5.33316421922764	5.41603986793761	1.4040794280267799	3.49053356561704	4.228429747578621	3.86333817749948	4.11389487947894	3.33937670577885	4.9899425837150595	4.32386581317997	1.54976047734285	4.504256907384669	4.46846730586537	3.79147398879837	3.10085021735428	4.985485274076081	2.80697958270628	4.7131666882502	6.02898229765192	3.5827797161484902	1.45982995875373	4.04502996364658	3.02887571118445	3.4606178156817697	2.7728799986214603	2.70299656862514	3.87229751852166	3.5796016458410698	2.68804965942671	2.78057583404296	2.6415993180342796	4.8670784205605795	3.90073622995691	3.52556746718585	3.87658748472935	4.4650867071779405	4.20124161379815	3.9444460265208705	3.65248992048751	3.51123127242334	3.1431500336262594	4.632077571726	3.4516647009408503	3.95140737926237	3.8615009931003903	2.52709761693643	4.53128342954605	4.4306646268782695	4.10442947254365	3.44426411957237	4.30404370367058	2.83953455891334	5.254378931871121	5.44989239220739	4.6472841354396	4.35202568720033	3.93779014140406	5.402996800519491	4.124857600287029	5.63391128328328
hsa-let-7a-3p|0|0	3.08735840242191	4.11893593646854	3.6771518827838703	3.68022690102412	3.1398148368726897	3.2121696634887003	3.45227329464814	2.84510871954488	3.6967043720979103	3.49527100100442	3.55369843425277	3.7303247814377998	3.6659151366642497	3.0810045409251	4.21544093550974	3.7610856914450097	3.9954275551983196	4.48179936480929	4.00923514462528	1.2264400413044199	1.9809825416607298	2.78757082884588	2.96004001726327	3.51715245035679	3.6991129584232496	0.768505111027513	2.8073664089845	3.2610293960687	3.3472421184856302	3.31213149411969	3.8984534238536104	2.36842513347244	3.72137528196405	3.50160926399565	4.442765971927	5.17883849919051	3.8785607615833904	3.60557561332879	3.86417383759615	3.2230927183342404	3.4464903929655297	4.82672540065202	3.77491088478124	2.85511718997257	4.69572542554942	4.57559655297807	4.29154205252401	3.3963638871484	3.8432566242143498	4.09135714847049	3.4265820852401503	4.2533363955907	3.73757063333448	3.90224594928635	3.9034632136827003	2.89634011639481	3.4103840133317704	2.0135863191777097	4.80000062924126	1.86657917382319	3.2046033693355502	2.675843821641	3.91638802269971	3.49301360073036	3.1353131252937003	3.4378379804732297	2.7109279698493	3.7242431286685096	3.8553854062387996	2.37768626864589	4.152889120332371	1.8048493635091698	3.3473387209987497	4.022231149427999	5.26106780748077	3.6944579676761498	4.27558030631247	2.14935603253437	3.17744961106315	3.82973119720366	2.49345006916178	2.8460083267469	3.9838334742663597	3.1138260726354	2.81420714400848	3.35978877141656	4.04169047287073	4.10043949099503	3.58806534793481	3.71552008404671	4.0891890048874	4.5193427677492	4.01956983511415	5.2547349474002	2.5462818828792098	5.25412320852383	3.28046559304346	2.8354534585832596	3.72856708458943	5.275449687908139	4.208192328878	3.93869406612507	2.94555934536419	3.39465806670143	4.0485359000221095	4.34441287574628	4.00786994401703	3.19703253704678	3.2328470616310203	3.57900974845856	4.63247184135376	3.8687226592640798	3.92884020432293	4.955874345298009	3.22324513917023	3.90907853858005	4.09765672930041	4.05292243763229	4.28867321446304	4.64820215444663	3.3156566295342405	4.23203153547103	4.95960443165512	4.538929605522781	4.03397495829736	4.1132572058851595	3.12010468269791	3.77619230971731	4.407053512300769	3.2916236188939907	3.3863179458285404	3.42350817778035	3.06224166709575	3.89255161140129	4.1445537505411805	2.4064659492159	4.426369837400981	3.47159325198197	4.262166794241351	3.8109270808499103	4.742206134466019	3.8546545946643103	4.6289683644884505	2.93971062467654	3.8941519750999505	5.195465013399191	4.433542860251901	5.691905826713961	2.67647348553721	3.68899214105446	3.10620945552743	4.31216945743396	2.59583877569414	3.7281292722457797	3.74796210797965	3.90120601315069	3.96410280318011	3.88587467068798	4.698006500887099	2.8697242227602704	4.060800643991731	2.9187127286134795	3.8796808551322504	4.22617243994071	3.8775199620240097	3.54344708930763	3.0348279967225804	4.34640293949022	4.73607000702973	4.96517088277777	4.849382527349549	4.11807239078044	2.6599349478711902	3.88857109052435	3.29195435982881	2.97146878021685	4.67139147768823	3.56175051223605	2.7553670468527205	4.956702690739981	3.36970861084965	4.2342556514183	4.72530458111549	3.23030957378659	4.7980618560511905	4.13517231474075	3.70383735238354	4.057955780490641	3.64208513179398	4.0800883707869	5.23318594420365	2.8335850028773795	2.1977841280043404	3.85589949231242	2.32494592370753	2.92149552655896	3.2891827926433996	3.83828997052502	2.80384074959972	3.9726512273892998	4.41588001248209	2.3550787103727204	3.61632083401606	3.58991920301652	3.1120018156212	3.15373589231961	4.0538243472055795	5.06167139683723	5.38185034788245	3.80857818671444	5.75074167472542	4.36655630665921	2.73908434159096	2.55052851369903	3.5600665391637896	3.64788546053427	4.14040353976936	4.886413511320541	4.228043212196799	3.9074747901466695	3.60239190588269	2.45314452858848	4.4081041239489105	2.92840266468014	2.7939986126834397	2.19026393904165	4.40772829530956	2.53702181779631	2.3404831641572996	3.04929931142576	4.5033217040968	3.62799439188712	4.18504279979269	4.5005608891686295	3.1933018250304706	3.73105527414419	3.4174220470785897	4.1240420823396	3.75624464384533	2.93498114386634	3.70607790480493	3.78463041901546	4.4667616905062095	3.81889548975352	3.89974187119164	4.0526944456780996	5.148177296912981	3.18595425859478	4.17009572193253	4.71794287598218	5.00207388853014	4.23586090540465	4.66071059640949	3.91935594243279	4.26246376739772	3.1076107853455697	3.84844195943738	3.2052675080540096	5.64841179060306
hsa-let-7a-5p|+1|0	2.3932465939721803	1.27733474234328	2.70107405848294	2.98704028181157	2.44448611606979	2.5948153820779103	2.12908018972515	2.4590691986081	1.6852661318925402	2.53266625906142	3.1790432432018	2.0951007726421897	2.01438195487549	2.31156291019966	2.6491743862445	2.17513326816665	2.3981447442237003	3.8759658287467302	2.27124910298058	2.94475437757627	2.39442387878736	3.3183293522111703	1.6645127559497	1.9777515536911499	1.40790968577084	1.26724061973402	1.8981301918996998	2.54349600008625	2.3844437174456403	2.2512582711952	1.68974879864152	1.4144108147542098	0.42073761231978496	2.4928906800704103	2.0582631536311498	1.70679255248385	2.6634754315692697	3.10730962274189	3.7648593483458597	2.9906319442788196	1.97594472603847	2.4122173025557796	2.46370300919888	1.00413863538515	2.30470552582623	2.10975025592977	2.3588441497042596	2.19331738348198	2.02906656013822	1.9969736252899901	2.23084168393151	1.9650738632188702	2.90576903439213	2.87611829906427	3.42147513807474	1.7114201154897202	3.1050846836522696	3.22559573870759	2.82532354646254	3.3736671036006403	3.13526877924318	2.85187360662796	3.59793158428829	2.83903884761408	3.93314995104764	3.6137448444161	2.67452097583337	1.7183289939501798	3.7452593154099203	3.3101481637979298	0.892636829212504	2.88232383456462	1.93504692308748	4.022231149427999	3.20136311638484	3.81597958222141	3.2891964928435997	4.024357996812999	1.7513709123368002	4.03231493924428	2.0516300273927	3.2099903145618303	4.2197665398987905	2.32500651535502	4.329520690792	3.32415882104146	1.61473230172169	2.21648191157438	2.2250524130279103	2.6767288287132596	1.91561776725716	1.6506674798194398	3.06415815650142	2.53540213606727	2.42765872420276	3.0446429453572703	2.65879588191621	1.732209320221	1.4175228667591298	2.48760830966919	2.6011684691754198	1.85401492903751	2.02310190661772	3.0786312518294596	1.7410417309732602	2.9931446814921703	2.52719038981423	2.70104313324033	3.37314045782901	2.15952789953499	3.46238304849119	3.3497672522075295	4.1525123976011	3.15931566943465	2.97586666953967	3.12708817942325	3.2716243412995	2.1466857712392198	1.6781470563874799	2.27207724919981	2.8934392208488195	3.28215123096465	2.19106317965449	2.61677243254764	2.2210128152305497	2.65132638588295	1.7210963809717899	2.58577035565848	2.74106507711569	1.2342783277328702	2.76963194739807	1.5352741385935602	2.2534616682919104	1.99552483750474	1.6596474260190501	1.5537453570973998	2.7627171200880403	2.31500894943136	2.35446788327952	2.329245421445	2.99659373439192	3.47248186537632	3.0304786542187703	2.11646021858255	2.12873241408175	3.36947580019898	0.8503496365116792	2.70934645440583	1.9712809777474298	2.2724172394872597	1.76388294331754	2.59851869265386	2.50716493785779	1.8098564991996398	2.10972615241735	1.11220038473588	2.2854831032431	1.02047576440346	2.2807200045204903	4.46145309485624	3.12887269297598	2.53483270084035	2.03785925047902	1.85779758624924	1.2242640872114	1.8959235609296203	2.50175385974379	2.06549376339303	2.47270282316512	1.5818957419384199	1.5374188018994701	2.05207749620283	3.5410304351649304	2.47126664944515	1.8989012772081202	1.2872972754416498	1.95613244804592	2.13015589341887	2.9764985381096802	3.92058038975523	2.2313681387146898	2.3880915121756603	1.6022475967539	2.01755827674422	2.6083498958163798	3.0516325638190605	1.1239811007841698	0.7892521331028791	3.2163741248180497	3.02587183263749	5.457016208051781	2.1529114462788	3.82324518974477	3.9042174295875096	1.96964062341207	3.11642509010041	2.4296940648294902	1.58280433633073	1.49615750610941	1.4378934760118798	2.00510958733657	1.75138973450818	1.5074895673135098	3.21427632666848	2.92660732639247	3.40828656838629	3.33937670577885	3.3087879239782705	3.2412897415747404	1.54976047734285	2.4462850895742796	3.21789770904981	3.13221383612675	2.96382254952983	3.06795630272874	1.5087296158856	2.6479778132021896	0.0	3.941189997666	2.02283968083345	3.1885731928926897	2.5664966785328702	2.50718225129109	2.59854342247476	2.77625163450359	2.01961746290621	1.92945039700571	2.57628666541606	1.9765956078814	2.7702959058691206	2.9076353183591097	2.61956670341861	1.14625397399634	3.23105648650029	3.0336075080833598	2.67174279694955	3.10272637850943	2.43256163513817	3.34994335794635	2.58149513354948	2.51824203536043	3.96413008038333	3.76259882549944	2.79113618174379	3.4696154952705096	3.4796207370143395	1.6885454812288099	2.9312529093599804	2.41937226552627	2.38392820131958	2.3519846100527997	1.99045560492463	2.7818898497149505	1.71869186493023	2.43967103963862	4.6306945323376905	3.0825882913465397	2.5196853517780298	3.2520873331593902
hsa-let-7a-5p|-1|-1	5.70775807803226	4.754156077584231	4.04665890549822	4.21139562995221	4.63818868740365	4.57203166839482	3.5863024955242095	5.00939939806655	4.35760654422917	3.78771046527737	5.11149437551551	4.08353083675691	4.05901577393351	3.95025297741302	4.0720410872883	4.465820964699519	4.155266865758549	5.61942046686682	3.92331637278246	5.5409021205504	5.248268660335089	6.108978274575059	4.78572343647078	4.26946621628405	3.9512461421032703	4.96581478298171	4.92859862806947	4.682947915495469	5.13498004866065	4.12550920616131	4.50484608697872	4.30282871498409	1.8909891206808	5.09235501941403	4.96540852762304	4.98615715132712	4.433194887366991	5.19844456410582	5.555055457905481	5.44166105365388	4.18875010248026	3.6470589870356602	4.57268369066346	3.95258859695877	3.65165579637367	3.87116606396869	3.4108451510668703	4.36243424986356	2.12924155221037	3.69671404678339	4.86902017547415	5.52914687383717	6.42749973396723	3.8397192050757303	4.69449431857704	3.33618638076102	4.3408921032201295	5.312249549953901	4.7813349745074	4.80084129825192	4.58054116091169	5.18786384400353	4.71190412206518	5.271146560108719	5.4679042692483	4.26813038826789	5.00735180424112	4.32825638513704	4.45417975936095	3.97173582991235	4.45287329256887	5.5113914547825	3.6200728788563197	4.94349024918211	4.93568966560927	4.38614536869991	4.18135554304909	5.845690736893519	4.596605871738901	6.1718450673077205	4.82084727998828	5.36581626680801	5.60085505335967	5.07957684373718	6.776102314215209	5.278538872616889	4.62756588148775	3.41143325525841	4.10705856641543	4.518113760965731	3.76886519244125	4.55260956060749	4.881339186870691	4.73259753441636	4.588184707201269	4.785997785495691	5.552195592873559	5.03780114892517	3.95273359392004	4.32264606558929	4.30383781089806	5.14498620876313	3.50371965078858	3.39465806670143	4.02984674310533	4.56577344910621	3.9348409553181405	4.48180786725565	4.80135966115317	4.33367630592303	5.94863745832296	5.22541249245458	6.8342805931779695	4.56491087990622	5.48079311775917	4.413379690604	5.5491806545794296	4.72071043485177	4.9767313296825595	4.82570604571772	5.96689373881929	4.68221017067567	4.00523942398633	3.81962901448577	4.18684670335383	5.15706016382226	5.90483760331981	3.18306593961365	4.68019838984238	3.56329124503423	5.56043998766013	4.45172446429365	4.94814859270027	4.57376758753113	4.54715145342077	4.845300539032481	5.71656805130885	5.21891580401803	4.1783808692906295	4.4898595069765195	4.15282956073709	4.671561634742889	4.38673574642811	3.04065079099898	4.4339474579999605	5.03668316103207	4.1802545011489505	3.65930025074403	4.211554863287461	3.5958212720170404	3.61774620467372	3.99778436347527	4.2217931386517105	4.19093609030617	3.3969498366626203	3.9234689452533997	3.84943964721093	4.22432670142454	4.361298166526979	6.2744867998255005	3.9202179136462902	3.4718299777306	4.13481566170944	3.6033938973930297	2.58769120262408	3.97654765569222	3.5269097608708595	4.0420971114877995	4.8645520254895995	3.3177864285463197	4.16082977934885	3.8295973275103803	4.38277121497823	4.12375089993575	4.0145986696008995	3.2147538829484703	4.01087561706354	4.38737095863673	5.372446955976289	4.81891702003989	3.5954287568512404	4.62313121144298	5.46266455042337	3.95258068590751	5.55097830275662	5.11207772865555	3.50835080125545	3.5756361275369706	3.78248595939702	5.11998772061677	7.82651572947027	4.8173634518121	5.91163732446106	5.94231619205912	5.55268785502661	5.5216200432903895	5.242505330558481	2.91048021087879	3.98434874144039	3.94089019143932	4.17635634785231	3.4434649573278797	3.5920254903863698	5.06748386485044	5.1028072814956795	5.507097626894231	4.3547047394837	5.43017974306842	5.60191044844012	4.59288893854559	4.14469158948286	4.5168444677824	5.46014053150088	5.2413575552585705	5.8028575710515895	3.9357756079418396	5.51217507388031	3.69010037209831	5.37672095204015	3.6800571711446204	5.75982435836123	4.12203548396974	4.22307904921744	4.49128742526275	5.23707681192438	5.29221239710145	4.40772829530956	4.61701004156016	3.99131609857781	4.51313026146858	3.3524505497147996	4.5814141451313	4.20099406493837	4.44314943295855	4.3168582862957505	4.73231693040143	4.25247109575454	4.33732215169369	4.57983387236909	4.51359577214013	5.00534571355632	5.64077104925488	5.47281902793378	4.128977532153811	4.402984457424231	5.600239117839731	4.18829776789252	4.72280921083448	3.96622186436617	3.91314792770803	3.91760679332066	4.88492982620988	5.948003726451759	3.7454129608854196	4.822149425527879	6.8105109161146995	5.55907701764639	4.45495125616849	4.95869501746681
