	TCGA-BF-A1PU-01A	TCGA-BF-A1PV-01A	TCGA-BF-A1PX-01A	TCGA-BF-A1PZ-01A	TCGA-BF-A1Q0-01A	TCGA-BF-A3DJ-01A	TCGA-BF-A3DL-01A	TCGA-BF-A3DM-01A	TCGA-BF-A3DN-01A	TCGA-BF-A5EP-01A	TCGA-BF-A5EQ-01A	TCGA-BF-A5ER-01A	TCGA-BF-A5ES-01A	TCGA-BF-A9VF-01A	TCGA-BF-AAOU-01A	TCGA-BF-AAOX-01A	TCGA-BF-AAP1-01A	TCGA-BF-AAP2-01A	TCGA-BF-AAP4-01A	TCGA-BF-AAP6-01A	TCGA-BF-AAP7-01A	TCGA-BF-AAP8-01A	TCGA-D3-A5GT-01A	TCGA-D9-A3Z4-01A	TCGA-D9-A4Z2-01A	TCGA-D9-A4Z3-01A	TCGA-D9-A4Z5-01A	TCGA-DA-A960-01A	TCGA-EB-A1NK-01A	TCGA-EB-A24C-01A	TCGA-EB-A24D-01A	TCGA-EB-A299-01A	TCGA-EB-A3HV-01A	TCGA-EB-A3XB-01A	TCGA-EB-A3XC-01A	TCGA-EB-A3XD-01A	TCGA-EB-A3XE-01A	TCGA-EB-A3XF-01A	TCGA-EB-A3Y6-01A	TCGA-EB-A3Y7-01A	TCGA-EB-A41A-01A	TCGA-EB-A41B-01A	TCGA-EB-A42Y-01A	TCGA-EB-A42Z-01A	TCGA-EB-A430-01A	TCGA-EB-A431-01A	TCGA-EB-A44N-01A	TCGA-EB-A44O-01A	TCGA-EB-A44P-01A	TCGA-EB-A4IQ-01A	TCGA-EB-A4IS-01A	TCGA-EB-A4OY-01A	TCGA-EB-A4OZ-01A	TCGA-EB-A4P0-01A	TCGA-EB-A4XL-01A	TCGA-EB-A51B-01A	TCGA-EB-A550-01A	TCGA-EB-A551-01A	TCGA-EB-A57M-01A	TCGA-EB-A5FP-01A	TCGA-EB-A5UM-01A	TCGA-EB-A5VU-01A	TCGA-EB-A6QY-01A	TCGA-EB-A6QZ-01A	TCGA-EB-A6R0-01A	TCGA-EB-A82B-01A	TCGA-EB-A82C-01A	TCGA-EB-A85I-01A	TCGA-EB-A85J-01A	TCGA-EB-A97M-01A	TCGA-ER-A194-01A	TCGA-ER-A196-01A	TCGA-ER-A19K-01A	TCGA-ER-A19T-01A	TCGA-ER-A2NB-01A	TCGA-ER-A2NF-01A	TCGA-ER-A42H-01A	TCGA-FR-A2OS-01A	TCGA-FR-A3R1-01A	TCGA-FR-A728-01A	TCGA-FS-A1ZN-01A	TCGA-FW-A5DX-01A	TCGA-GF-A2C7-01A	TCGA-GF-A769-01A	TCGA-GN-A263-01A	TCGA-GN-A26C-01A	TCGA-GN-A4U5-01A	TCGA-GN-A8LN-01A	TCGA-HR-A5NC-01A	TCGA-IH-A3EA-01A	TCGA-XV-A9VZ-01A	TCGA-XV-A9W2-01A	TCGA-XV-A9W5-01A	TCGA-XV-AAZV-01A	TCGA-XV-AAZW-01A	TCGA-XV-AAZY-01A	TCGA-YG-AA3N-01A
hsa-let-7g-5p|0|-1	7.766389694508151	7.7639341546924605	6.76158393900592	7.653135165855299	7.65701183803481	8.299234596286299	10.5001938963561	7.42008073955384	8.45488354419717	7.054385733382911	6.41109564114434	7.06357892069375	7.09801375952111	8.45726746893065	7.97347069744291	7.5856188508435896	7.375144787135531	7.53528778881404	6.9461633761073305	6.35758715999022	6.94283918442181	6.54964489909727	7.82284874484326	6.8723993245344195	6.851695101082161	4.50973015367597	7.21347049190083	8.40139317906053	7.452780446432179	7.65746690277004	8.45996783281787	7.79853817125144	6.95778936741288	6.739236248326679	6.53583124232761	7.821838915646841	7.65818989839927	6.60783309790511	6.45380547432204	7.44912622572813	6.9750016758363795	7.30536444579815	6.339810069045041	6.129817828879481	7.53856857158182	7.193740801714769	7.34714776086944	6.466870965592671	6.6197225654954694	5.906685047191269	6.464757511434669	6.68698961969859	7.52952158312517	7.50782848186443	6.87088276053159	6.30435723498106	6.38953716865144	6.17553049120109	7.7011161758977495	7.2040307997576205	7.20733291579906	6.04701233773246	6.73548547949103	7.6143892398009	6.357557428254	7.145480575288071	7.50792305027143	7.37151450949247	7.837111387213779	8.74172439157586	7.576508202769211	6.87790253820441	6.8221513295157195	7.36961907287547	7.70701019894868	7.5104733265368795	8.32522807092783	5.9431784576921105	7.991948008742581	9.09674548308501	7.08611634818583	6.1823693321097695	6.52085094326929	7.4037787117340494	6.964341447182139	8.07627999839046	6.88679102124017	8.22096530625738	5.680691674448191	8.83200229195154	7.998721009085781	7.63788424911257	7.32194687633102	7.21071191107232	6.941415389201209	7.77806594160483	8.46834089222177
hsa-let-7g-5p|0|-2	4.55722496452359	5.386384698066929	4.3681388497009	4.49459941807376	4.83679843392863	5.609562890687539	8.12090650696779	4.378385087089891	5.41828963771143	3.92757961789823	3.4239409354944996	3.48708105934367	3.85405337721023	5.37030982775578	5.19481576227124	4.89487203144162	4.1789032948317795	4.76379894963998	3.6787624280311797	3.0412992845799796	4.40621412243941	4.18635166140112	4.419769790615139	4.82315095998339	3.8404560303001998	1.4931580609829098	4.76908839955766	4.65783390645821	3.3719084389957796	5.145675877983151	5.62921426965079	5.085560106798041	4.02764107691249	4.094465900474431	4.669026242754559	5.51896901205741	5.05929659588322	3.90332286595554	3.69248985299298	4.60750531279865	3.7051174880052797	3.91585869203046	3.0348435050122595	3.17413052968786	4.45627858124039	4.6046736188477	4.63945112832792	4.08907232115483	2.89981218163638	3.32614957050335	3.7482517080083704	3.0360575754137997	4.80108469745324	3.92136423902692	3.60578074841392	3.29774359844393	2.9920225830113703	3.34845977575019	3.93200701539405	4.14498887012369	3.9826678386345695	3.2112424621592996	3.1931251689829	3.36405246673922	3.49832966928465	4.00157892809218	4.37915791689674	4.10029118400035	4.8981477993432	5.40761688836029	4.96930798685978	4.29329182829464	3.94244353382029	3.69114237872623	3.84278850755259	4.6312244411056	5.37358835774449	3.05948763902354	5.783366370934741	6.16343183804366	3.4544680462957995	2.9746232014799396	3.29825493320884	4.52840709099425	3.70340018482064	5.12155666752811	3.80268000272671	4.77801560076035	2.10242469384225	5.61487405616	5.190518479406769	4.34758647494132	4.17017447921408	4.66773210363856	3.32489019835863	5.2060024256374	5.54104357398463
hsa-let-7g-5p|0|0	9.66032677210123	9.47856873723958	8.315141880539759	10.0962412788306	9.620474530719019	9.73504361854535	10.045996910189402	9.78790033731106	9.45701423289206	9.861152150184429	9.941786265761689	9.88781574199709	9.98356373871492	10.0019920078925	9.741527477021311	9.98185391604053	9.894384723894358	9.36354442829932	8.96216248952611	9.31068888515548	8.96234166563276	8.59021419480764	10.071075074779	8.14524585363322	9.194912103596561	8.832799264813039	8.83978039396678	10.7804369709192	9.804396511043132	8.234783247677509	10.2169627155202	9.03115605689983	8.55989211309932	8.822410389472429	8.26484652918793	8.91659658334433	9.42662206553939	8.64222304523049	8.489378773343821	9.28101023106235	9.7210228762134	9.34682579869761	9.732885235308089	9.16740116581977	9.53539612969944	10.1415914997974	9.6202021136061	9.08263239096583	9.92635527843078	8.946608171108561	8.59558802714014	9.57829968802059	9.77601796304311	10.2255372431315	9.84215422684101	9.75879070039611	9.12357062313614	8.82782367496127	10.138835271514198	9.78184894299177	9.8945456119568	9.229299863088599	9.23141635430165	10.127581019441699	8.35671822170586	9.0988353194715	10.523239705184698	9.87846119614298	9.93998814054048	10.9422720857101	9.337042613600811	8.955851348272189	9.27690300891756	9.547683827313811	9.607529931231971	9.46232720472093	10.419198140736698	8.64315477547879	9.1793251088706	10.3711309014474	9.721898830289721	9.31165774795842	9.44233389050141	9.90562464962393	9.69801359599483	10.0405863625086	9.400645612228551	10.4896693638123	9.047633584940561	10.0676018374676	9.560660648173211	9.734323402434391	9.889274445708221	9.59190824725268	9.70877119838218	9.43997596534856	10.214249780945801
hsa-let-7i-3p|0|-1	3.64030103134237	2.9897704940507595	3.85658455246202	3.39367929235843	4.233257086212911	4.44444786271871	3.92832895572738	3.08394701362612	3.9790947891882698	2.65304148392162	2.31987856196546	2.31372871846064	3.94381768148418	3.81594010104359	3.93079392777148	4.27687399128358	2.29613387543149	3.5415548392955	4.41322443439735	4.235706061838	3.47269954564578	3.7353075305751497	2.35612194774939	4.1022289557358995	3.62654017975033	1.4931580609829098	3.15791886254565	0.9372276168179691	2.34815374695971	3.9102706387152897	3.2900628071432503	3.7333734025724703	4.34106519570571	4.32355550528612	4.5898960983701	5.19710978844396	3.62896187641762	5.60732576087137	4.675748367463321	3.0881476258870695	3.96989761736948	3.6248148216620897	3.53377687300404	2.64947944819136	4.935744774461241	4.39213026545083	3.8249226737730098	5.2068955577042	4.6033013398636795	3.83217902474598	3.13319855510362	2.53646164613848	2.63486075315966	3.5680632642428898	3.2186543508010095	3.0637564683408396	3.3461232603736297	4.54923027667972	2.9389660856542905	3.0973477728754104	3.27963998407412	2.66577074781586	5.42918579571032	2.53130617751154	2.9174199619960897	5.66224105898628	2.96915970184483	4.39214650881181	3.56157428250193	3.0216543082090896	4.10648235835961	3.3144603677827997	5.28452882234233	4.2517176008711	4.417746310101379	5.10209495370278	4.158467640604	3.1474401272245496	5.7147642011607	3.5464232959099595	5.04133898714364	2.50211360696264	3.57577481326231	3.88736520427523	4.618963324448901	4.79215701084046	3.80268000272671	3.7912692273645097	2.5972374365151802	4.029904713643471	2.48868728192766	3.6097282692893398	3.66884092762929	3.54143881455885	2.7923955858579803	4.5003874628976295	3.6794301247224395
hsa-let-7i-3p|0|-2	4.9568607423736	2.6500848425094903	7.15780528207366	3.80770062417936	5.63587173261907	6.63734236169428	10.862673812981901	3.8717198014504097	5.69850834100747	3.95859009279463	2.45733547156636	2.9650577012497203	3.54542865707916	6.608744810886401	4.92842889554821	4.65836258217926	2.49691880678011	4.32704623029795	5.39524536625628	4.73086825910831	5.73130295965155	3.83750319114953	3.48564741906402	5.75878464938212	1.8931048256301901	1.4931580609829098	2.5248779863508504	2.97477479029668	5.241287285998509	5.39719898798545	4.76625465520092	5.642950589513919	3.1895732678115203	5.07400183519365	6.7763959364842306	5.397002795562661	4.91138532663503	4.879855181041441	4.00774464833189	4.48269597965703	3.92900637308979	3.91585869203046	3.17665829601884	3.17413052968786	6.076809918486509	7.087267770485691	5.15688375652792	5.86167698992491	3.2360127625204997	3.89189864125834	4.00264026406977	3.8282781361153706	4.66733188617158	3.7555018005634397	3.34607074967511	1.68187235110872	3.3005551022567796	4.817080400937679	3.1643503181539905	3.92334642004085	4.50955894675719	3.2112424621592996	6.16184337962388	3.07673535700255	5.44649109772184	6.12578130905213	5.2436051087694	6.743362039156589	6.11778910320134	4.494769986322559	4.52484460616655	5.50645537846951	7.17557426877465	4.14143606779211	6.96979695108115	6.77571288004512	3.23707544543195	3.3830798559533597	8.4569763323989	7.1561062756303295	5.08542284631114	1.06879588183365	2.9543222170694	5.86792535299808	6.40438985955987	6.773878055501941	5.06120459162885	3.8817543899110403	1.46307975835026	6.67729833956676	2.60263198958766	4.41803953966823	4.63785752103304	5.639068930769861	2.94504244352134	6.9273619931809405	4.86691743040319
hsa-let-7i-3p|0|0	3.7290324290907204	3.08728534488641	2.84096984845488	3.4460015892864	4.02984780522981	3.20358636647724	2.18781235166026	4.07369519999775	2.4812314924137997	2.72694870856507	2.8557723249393905	1.0940746036568298	3.54542865707916	3.09019074877935	3.51733096547641	4.123435349201141	1.56349947160023	3.16723622050784	4.09223569414293	2.28013618142217	2.54813625592283	2.23724489594216	2.04927824178146	2.7380575929736204	3.62654017975033	2.93643357681691	3.00353948308179	1.90478657615143	3.00259112217585	3.0277188343159995	3.2900628071432503	3.45672571568018	3.70939759901941	4.46582844178707	4.32256863328786	4.5877503026703	2.96225879311354	5.501509330172611	4.5300034709559105	2.49002273268592	3.92900637308979	3.5513118432531803	3.6355513940449304	2.84633221347937	4.1944141142361095	3.84111944942477	3.7403988433812003	5.55127609828655	4.88728992620374	4.0575190183691	3.08994792935269	1.7658833898327801	2.10139915109697	2.5696077644765998	3.6393410237393398	3.90561965200244	3.0482470888081097	4.71985533157605	3.1643503181539905	3.69683171995204	3.57154567179214	4.24647376835182	4.8152167857706605	2.23833300174496	2.2466145177665497	4.8345150837528	3.2011570658355804	3.1195804310770203	3.15787735566782	2.21778472281733	3.4902596304086204	3.5249143754081897	4.9783368400068095	3.5253863297127794	3.69410495492398	4.50551359491246	4.01541326718814	2.70101082840244	4.4955381499711695	1.54477431412835	4.88798585513379	2.870201079349	3.9526382278678502	2.4370877703928797	4.791776709236419	3.9910156429968704	3.4216987266532897	3.7912692273645097	3.86952214366217	2.66310617859023	1.91364660981138	3.27210573628401	3.66884092762929	2.97945781901179	3.1262960089037	3.4530444113111205	3.6603025913535805
hsa-let-7i-5p|0|+1	9.53787132285872	7.216815431891661	8.707045642882889	9.10138690521119	9.07100679870871	8.4322922224623	7.601525578986	6.55874833628521	7.34836323854874	10.0036346784989	9.93481406442634	10.129851983723801	10.4898808758776	8.95485539208382	8.37542568356384	8.70799614350168	7.8565656497219	7.08091957459906	8.00272844864155	8.47909393695765	8.23080006481966	8.53500936513433	9.208288534522831	7.441966992158519	9.00911069002098	8.67304446605464	10.5858497871408	7.50163392192251	9.53563751002572	7.6866669831848	8.78075387291088	6.97831538845546	9.455559088823199	7.8869584265134405	7.82785517065554	8.63300228565409	8.74230202761416	8.949914227728039	7.279560615682219	7.906738324447599	8.79491511316819	8.834751634883268	9.07066982861817	8.75989315127933	9.601173548362619	9.08704566873343	10.332171929801401	9.22616518312056	9.801777245278199	11.5671214630231	9.735535803402461	9.455409320611619	9.83785760769627	11.3310272623033	10.7709617875624	9.896644292172551	10.086224785341301	10.100831386949901	10.118785578321699	9.34447566737552	9.1827956170411	8.94058676305351	8.30676181185493	9.69366826047493	6.542836022112071	8.6264753205758	8.52015065691411	8.52458874589197	8.766338852347259	9.08509431815405	10.077076840196	8.767917128090732	8.974511443583449	9.121194939781631	9.25122833183235	9.11726579775853	9.676014328979381	8.666601297902389	9.79346840364394	9.39851688617065	9.062362866262712	9.318494753700278	8.80464197187263	9.47886507281864	9.71173520869294	10.0878478895432	9.22198745398372	9.31979968581448	9.411858786788189	6.911058766105139	9.460002119453788	8.21177969454232	8.90918359041963	8.65667669348309	8.679542163133299	8.10945487413674	8.702573169112611
hsa-let-7i-5p|0|-1	7.894205534851331	9.17319871902556	7.88289501172615	8.091233833709719	7.82771388847404	9.445277096948251	11.723029125660998	8.61839974502089	8.26013199117484	8.27672766594676	7.400464805096361	9.02750610075749	8.54042374489186	9.59730815771917	8.021734371190808	8.63463866452124	7.14781896917307	7.076185615692849	7.9677762688795	8.423451582105251	8.08814019554557	7.51287388366622	7.743185274624129	7.85972063798586	7.9001099433759405	5.516365489862161	8.78528917592553	8.33141230722203	8.5511327128487	9.26211202215892	7.9151533343535	8.38184098639353	8.91988509764761	8.45823057121755	8.53683636809049	8.2053125315423	8.72578972196904	8.685148945190901	7.99340700785329	9.533355725451619	7.93481563941207	6.9418071007337305	7.67958879859214	7.32120854971071	8.62066601686528	8.60929056609455	8.34867112291924	8.21917080531785	8.00993481660646	10.2511890108887	7.72566919624251	8.3711798016763	8.65786966180947	9.342064184499609	7.806809218056981	8.08303206814512	7.91464966469962	8.306596682505031	7.94510485689082	9.2197181726478	7.696647034223489	8.000754302559201	8.219100465490019	8.8603172260176	5.884061191949401	7.93929629375363	8.487574457120639	8.437653139386919	8.61549909783409	9.00429958727111	8.38874965300897	7.17875577199893	8.51793383007285	7.30393874548336	9.288983475016481	7.54981547497816	8.36756958556629	7.84227376832616	9.72223940146642	10.2328110154899	7.68375726058242	7.82732657169171	7.49933735181275	9.16467523659519	8.95774574873808	7.679652910748401	8.33594316317137	8.315982921445299	7.42697120624575	9.187519418612439	8.24744657268298	8.639796443494768	8.38740743400607	8.1465064654086	8.69935624985612	8.389970405825519	8.64717947964459
hsa-let-7i-5p|0|-2	2.7086004439131	3.1786242044217903	3.18453151315063	3.03226967146905	3.42888497114564	5.01794774762792	8.64982573085859	3.5848406512798197	3.66834603377227	4.23675873031567	1.99807864822255	3.24955274034048	2.61016538252873	4.97005862039049	4.0179787310827795	3.2929823857593705	2.49691880678011	2.55548438781021	3.24799010179925	3.70640553689991	3.57407241838939	2.81992301052122	2.9019121797331295	3.52396025283403	2.62805419765787	0.6825868249890861	3.5413533780153594	2.69801173085833	3.19903540324251	4.32111841750228	2.86616781193256	3.83071074795218	2.48089501883429	3.5511239590747303	4.88329444189483	3.11805076421656	3.52174359733025	3.66925176001369	2.68661720809866	3.7139051181953198	2.74258522753384	1.9097464122237802	0.884822265501363	1.9931987769178798	3.5766990688503397	4.67694351072065	3.7403988433812003	4.05189675384898	2.2391809426847997	4.463908544690709	3.0453605120101295	1.13777293746549	3.4787171215078505	4.09810241725399	2.48139610538745	2.85942274132325	3.15452095868661	4.47965764603021	2.2898420042430097	5.193284960658611	2.8273708644764306	1.7781440121008798	3.34541591651146	3.36405246673922	2.0967574398638202	3.22389620154794	2.83748312038126	4.4440473087377805	3.87665499631858	3.70607670201593	2.9198177035748305	2.85791258255126	3.9590007102270097	1.78801551850481	3.4376868041269	2.74136241684615	2.8442100976654796	2.64167233025593	5.754363945821019	6.6062511213412	2.34683338213279	2.7576270226593502	2.37104174220091	4.62837559341593	3.7557178338204102	3.2625143900560296	3.1654501751511606	3.00356920949731	1.5736571517226399	4.39247707363024	3.0932268351100403	3.3462473505264403	3.5884503504936003	3.94484680517973	3.08307246986723	4.0882082823258	3.5811509053927097
hsa-let-7i-5p|0|0	8.20673572487498	7.924282295526071	7.715791926850951	8.4701041673663	7.94385023753138	8.71201911992091	9.69004107717852	8.337578575851309	7.912184805563871	8.34579628855294	8.254833852454869	8.86672075983834	8.50215152522002	8.10432618404184	7.473360091709581	8.07120816033857	6.8321511500681	6.01938917195531	7.80670876105515	8.95889890229212	7.55831542290464	7.07401817484236	7.27618605372998	6.73120791401165	7.092441152379191	7.191835142703731	7.152779529325321	7.445951178202421	8.6191958718751	8.299851118180639	8.17274217487927	7.6413974890882095	8.51828974807768	8.083710539780611	7.73895640013616	7.6878130192653	8.398412660833669	8.70911651032606	7.358788497714139	8.69151091723189	7.77527212962757	5.9319361272600695	7.101108759134821	7.27496171517145	7.660503071783429	8.849730215903179	8.08151950226117	7.607030585946849	8.43259644577537	9.434717297733359	6.88100170018305	8.228348812673559	7.58621663401669	8.71969034196073	7.5309765956102	8.75493433537968	8.120429215499911	8.3990025784479	7.568023430086219	8.8705144565905	7.7559894391540505	8.211739076942411	8.5111604612261	8.37250227883178	6.72627282555092	6.72390649548296	8.12419142828217	8.04042708027493	7.03787456718017	8.46812590367702	8.593073026228321	7.41080604069727	8.885827715373539	7.9588016986006105	9.04411801867787	8.02246600479834	7.38168625120135	7.96384354906363	9.241606690417061	8.95502392502092	8.627175346596639	7.87025973064667	8.16667236005474	8.44820121990626	9.603487394181089	8.14039103782727	7.92572285260417	7.86574175981708	8.04136514075408	8.53024832892663	7.13397850043966	7.81477779772346	7.89138988938869	7.75737037051855	8.29527325172737	8.0304865965497	8.60778479999872
hsa-miR-100-5p|+1|-1	6.28031100223572	7.94881572120564	3.35720338222902	4.17624565546215	6.5411816569214	7.32569519600548	3.3899855593326302	7.5271884012870505	7.176161379870041	4.4912307913022405	3.55224473168993	1.70907978788658	2.49609896849093	1.69018859136698	4.48387363203316	2.11268657324841	4.91126139895032	4.15813592530378	3.6787624280311797	3.9052052923397795	4.13476902472398	5.2535952396295	1.74598651215197	5.246832821329639	6.749526595464981	2.8176540542982	5.47497294993917	0.543419169306904	3.59766268244933	5.867380940616231	6.436083972759941	6.2205036172881	6.028088655705361	3.67348960488361	3.5683019006525805	6.254264070263059	5.66168092946338	6.005944188091941	4.21272512841251	2.9332299166673304	2.5402474656249	4.20662184460782	3.3057720852883303	5.9326846519044505	1.7125465503513602	1.169815829285	4.207301400051279	3.2056991302895295	3.6045302127582097	1.76884675185862	4.157301682766279	2.20202039559256	2.10139915109697	4.09810241725399	5.70047256642487	2.2267349718541096	5.3293354006427	5.607778476918911	3.1643503181539905	2.86763944588505	3.07115600318968	3.13348277577513	2.7591585205085405	4.34974752688044	4.88561352245983	3.34729340055215	1.60844970670651	2.48923734084106	2.20236868061398	2.03703708789958	3.879166175806	2.6774925390725897	3.3034870537831895	2.11423641580953	2.87239293923334	4.13290947058408	3.23707544543195	4.36821299663442	8.00226426399934	5.386022847127809	5.8378710210971105	5.65522825146761	2.88410118003839	5.73967964902727	3.08007030497886	6.9513849234920295	3.80268000272671	7.76433717135633	4.83048567018717	4.1965557026216604	5.50574453581948	3.3462473505264403	6.526998422282059	6.6872188008041205	4.5812293417047805	3.75994696841661	2.82268360409545
hsa-miR-100-5p|0|-1	13.510267228836	15.1007690999939	11.9577624185431	11.7846407812643	14.083622524858	14.5364309919045	10.057276285618	14.353579070113001	14.301013104117999	12.080197163090599	11.256740589923599	9.50855114797396	10.5429110651385	9.667139593812118	12.4301471547352	10.085734047157901	12.6644396755533	11.956373797998099	11.274917185155802	11.1661538126576	12.657314407309	13.0917946098729	10.3116541417134	12.3102307820371	14.2573482784981	10.6682471980619	13.643381160301098	8.01927776521867	12.142111861368198	12.7870843751332	13.5056607497793	13.6056516857672	14.3913375926071	10.6476896303973	10.4571308577045	13.9319791545612	13.3750003804317	13.0297301358287	11.1021799110833	10.2616497426016	9.76597754671307	11.244367949068598	10.6173784683526	13.722709306346399	9.58671837893881	8.60929056609455	11.620921325177697	10.0749453441662	10.703853259585001	9.858929762577551	11.924098470924498	10.0446142747983	10.2083667588676	11.223346855522198	13.1150524726474	8.40780983100099	12.5472780524249	13.6161183132184	12.0237138368173	9.47406765858464	12.1448534245354	10.7878898103866	10.4379191904575	12.552986995445199	12.4920829761659	11.438741990425001	9.808188546095131	11.0186092781166	10.079088809049999	10.1511061412604	11.3260637778825	10.066613858744699	10.308612547300099	9.158836029917632	10.4356576983336	11.2673886853282	11.129808044874101	11.2012229888134	15.1334635137428	13.942623406336	12.580122536336901	13.203852834179301	10.271469517691699	14.011092645116902	9.845239404523221	13.957915224719802	12.1754967371831	15.0718129641171	12.329802583055	10.6916202727373	13.850712682370801	11.420912999461601	14.1205797415346	14.6382124290291	12.9419143897036	11.575219082105999	10.1977614841986
hsa-miR-100-5p|0|-2	7.436597185815541	9.4294383368254	6.5933200342969505	5.27967876234397	9.09893131095587	9.39440356787885	7.38330028349612	8.69697396759366	8.92439008000883	5.9808604724515595	3.83050760684066	1.43410327630442	3.362211439981	3.81594010104359	6.45044634789096	3.37686275178981	5.612194160845059	4.76379894963998	4.72798776645815	3.9951948006640796	6.147780384171491	6.4531418241520795	2.60901175453551	7.147129094057469	7.01748640636469	3.2433965232806097	6.569441713723509	1.90478657615143	6.5536761373440395	7.63267375546751	6.9412604534250795	8.242862091322129	7.89061653267947	4.723617283712019	4.606073154778941	7.78988548119807	7.435053886022151	6.86413682932322	5.033468105192969	4.3254371899774	2.83402032334809	4.36516021324562	3.7306169439794905	5.87747852497749	2.58742595137432	2.2477723715905	4.474807025105401	4.3255010422871205	3.5811115131318503	2.9300729811374997	4.58869751339081	2.80777826388206	5.3877209105690005	4.1789640372015695	5.567326638641009	2.62129666726456	5.3406362850113	8.92808074411699	4.79048331044034	3.5493967871483303	5.34467463967954	3.54736648919237	4.4843307290299	5.51166362001781	6.92834838148329	4.72499694125666	3.08981675607487	5.474310540710161	4.13510635934114	5.05824314352405	5.088764345355769	4.69245996255444	4.14414600383058	3.5686446562669105	5.52237107649881	5.41778037052572	4.74676128329366	4.77950971934851	11.3948753209006	11.501484734087999	6.34356133155916	6.267057588769621	3.49954283326763	9.4766314729736	4.63301692640433	8.36464719837407	6.522496525276481	7.704646084261861	4.26517343339347	5.9926313274175	7.41960233955966	5.40139108617213	6.96401732273377	8.7287066810313	5.869718642714809	6.253319218079981	4.09006139689875
hsa-miR-100-5p|0|0	11.0179009175381	12.6463825770309	9.62311467343649	10.1236054449963	12.3845585771511	12.1495744735518	8.00586109870401	12.2077965464364	11.3473901244857	10.0115118850775	9.11573447635439	7.7888399838155	8.02494159833981	7.00869175753747	9.82019955869848	7.6132627489688005	10.288228597303599	9.150391374832429	8.22393735587775	8.93351542068172	10.369267117	10.289976440455	7.996921159896471	9.295194109029259	11.4450825662789	8.907407226186052	10.7278405716785	5.24987090205035	11.5717869343434	9.43094930645499	11.4335212623806	10.5572024921937	11.8569456293167	8.13874463371887	7.5365014039714096	10.8261289774439	11.016988160938402	11.0351740891011	8.42309263341882	8.10123341964831	7.279465330261449	8.112403266415429	8.72595249998418	11.523395953374	7.219461198064329	6.01661480705192	9.36304140377728	7.8591793470683395	8.58973391659109	7.89584616886038	9.484194078712859	8.37640066333308	8.3835537624619	9.833844091665132	10.8216328065221	6.56209981685831	10.4345829702165	11.6102452446773	9.71511184034632	7.483318114823249	9.81725063929184	9.33186496773824	8.37619749479175	11.1865165762673	10.7098164371078	8.41530712165333	7.97941627768028	9.32659598630531	7.632329489711419	7.95338591816126	8.50760131600555	8.33982148761423	7.84945501372797	7.32774073039386	8.84691916265342	8.70856446035182	9.00097941852197	9.09210907355979	12.667532447979902	12.44564362303	11.3586056916047	11.2065329340643	8.638629476924619	12.401989864717699	7.85893366094091	11.858453273987699	10.3530703936964	12.8947059553651	10.3605934906334	8.603793547008491	10.6143569903	9.30772403333025	12.196346958199301	12.447508805510301	10.3964949720399	8.71066566995345	7.49485166803733
hsa-miR-101-3p|-1|-1	10.759922237261698	12.772457092758698	9.85448248416184	11.0628411937585	10.2875896989309	9.848249906848439	9.76271152105763	9.920875010402401	9.74766783975698	9.81741538081303	10.920580699995899	10.7969891285024	9.05778852664606	10.3302048000526	9.368075763837231	10.4167674867297	9.3929479538354	11.2718717726474	10.660808653867699	8.68747367734779	10.2237854187532	10.9224317319259	9.96179184417222	11.7161021388395	12.131316484888801	11.026860130694	13.059648917348301	12.203102115777	7.982612546718721	11.0122128144886	10.752326988100199	11.7452462025473	11.9381411840397	11.6729117574871	9.98801881016685	11.0787532603529	9.92154713233659	10.7329257559954	10.5070334359979	10.857036556193302	12.3099823862597	11.456618942883301	10.691255380443302	10.2627540532866	10.749315548359	10.0476092238435	8.79089568929501	9.637989552754801	10.0936932928594	10.991240609010598	11.181147053080801	9.8631307138783	10.710783875515501	8.58646434642058	11.1085836290305	10.2143639490555	9.61327561038623	10.5441044330766	9.97854901838965	10.558084823662599	9.87660964126824	10.2385811747603	8.66745911364834	9.985128398951401	9.68587840469573	10.3636266232979	9.212448622943858	7.8443460352836505	9.4832211689971	7.55577039159925	12.2627036177633	10.5692692847562	9.954102523313711	11.1349626723495	9.716353422472618	10.6337586060127	11.8474297825731	9.83796421249397	11.4098705917504	11.156667907543099	9.6539929737195	11.112749282973	10.086624481972999	9.04465989231818	8.40288122201733	10.1709537863003	11.442824753804901	11.199972345811	10.0510563143211	9.50067735997322	11.1855992302121	9.64718210394215	8.01186816117786	8.64769626457074	10.7299693206986	10.953513192971899	10.944278128299501
