	TCGA-FA-8693-01A	TCGA-FA-A4BB-01A	TCGA-FA-A4XK-01A	TCGA-FA-A6HN-01A	TCGA-FA-A6HO-01A	TCGA-FA-A7DS-01A	TCGA-FA-A7Q1-01A	TCGA-FA-A82F-01A	TCGA-FA-A86F-01A	TCGA-FF-8041-01A	TCGA-FF-8042-01A	TCGA-FF-8043-01A	TCGA-FF-8046-01A	TCGA-FF-8047-01A	TCGA-FF-8061-01A	TCGA-FF-8062-01A	TCGA-FF-A7CQ-01A	TCGA-FF-A7CR-01A	TCGA-FF-A7CW-01A	TCGA-FF-A7CX-01A	TCGA-FM-8000-01A	TCGA-G8-6324-01A	TCGA-G8-6325-01A	TCGA-G8-6326-01A	TCGA-G8-6906-01A	TCGA-G8-6907-01A	TCGA-G8-6909-01A	TCGA-G8-6914-01A	TCGA-GR-7353-01A	TCGA-GR-A4D4-01A	TCGA-GR-A4D5-01A	TCGA-GR-A4D6-01A	TCGA-GR-A4D9-01B	TCGA-GS-A9TQ-01A	TCGA-GS-A9TT-01A	TCGA-GS-A9TU-01A	TCGA-GS-A9TV-01A	TCGA-GS-A9TW-01A	TCGA-GS-A9TX-01A	TCGA-GS-A9TY-01A	TCGA-GS-A9TZ-01A	TCGA-GS-A9U3-01A	TCGA-GS-A9U4-01A	TCGA-RQ-A68N-01A	TCGA-RQ-A6JB-01A	TCGA-RQ-AAAT-01A	TCGA-VB-A8QN-01A
hsa-miR-103a-3p|+4|0	4.61161747834446	2.01823523206247	1.9293951187523801	2.6184878850560804	2.4504896512884	2.72476741055009	3.0887889613865203	2.7142461222139	1.87693331760616	4.68517655357708	5.57431508655937	5.138468735223049	5.3474021213678	5.49761957958457	4.89699365795265	4.7691166675616605	3.38034921454166	3.38102173565346	2.61493109022144	4.537276975600941	4.35994739257976	4.2603944345685	5.28110245403337	4.3304228425070095	3.97186051367363	5.29919820296042	4.259326063113311	5.06656060858864	5.72489670246284	1.68706165782018	2.89529520555478	2.4911745984254505	3.10982402658376	2.19838859979867	3.89383681049766	2.3293307514784902	2.4269516928309	2.589174080822	1.77430039228217	1.52811750531802	1.7463141098526103	1.68036081371718	1.8392933485791698	3.04587077377897	1.7160669216619298	2.41187963841756	1.9052615574711
hsa-miR-103a-3p|-1|0	3.4829991612258704	3.2804811356995804	3.23677791636481	3.60755137495156	2.7979857611676096	3.2952172137101097	3.38769031634774	2.96752597802131	2.6247265353730898	1.1814330311111698	2.93030773396029	2.3878704305882796	1.93983272135374	1.9449847813401397	2.66274999534745	1.8586819159239099	3.1950568967238504	2.91917560842111	2.69324577339584	1.80981792370087	2.8168573809129	1.7095607442764598	1.63989021167152	1.4240382332400803	1.76907431907513	1.3350297440406498	1.4225674758360902	2.5670345878439798	2.49204968418222	3.49409682632369	3.3950550466015796	3.2606841946272898	3.5466947187691895	2.42958043953969	3.68099209106199	3.27732402422944	3.23915924877558	3.1744169168889997	2.37737816400208	2.86399964364932	2.83248663548118	2.6408678387255096	2.0782456704207797	3.81405891425873	3.5323110724734197	2.08449092837257	2.1681971745767
hsa-miR-103a-3p|0|+1	7.7090920150213895	7.07470735576801	6.89452793620911	7.824015792479991	7.283754051566089	8.48893608426902	8.330368190607869	8.32973359641442	8.60337393976879	6.62096995385858	7.159435163723661	7.191656465647429	5.80813441250134	7.019482071335339	6.579691758512371	6.2903980548638705	9.108496232199169	8.42885564470281	7.9386177458624605	6.313258890026339	7.38002341186496	6.02306161313728	7.14927612154646	6.09199559358289	6.50512124281466	6.51978227697651	6.36943507944884	7.89442885390144	7.3638010795725295	6.988515674765769	7.71725661837121	7.54345369140402	7.720423857141559	7.79677050764623	8.760440871179629	8.54294159914199	8.606089741852651	8.207159120572049	8.03494459643332	7.982083093175559	8.7673024783757	8.70938442966509	7.24020669980563	7.625431282499861	7.707158680095319	7.7940615799896396	7.12449851190917
hsa-miR-103a-3p|0|+2	3.5604960683435296	2.5346193150798904	3.3992320657606103	3.67741784297564	2.7979857611676096	4.466385984681759	4.5154220985052005	4.59661240393551	4.61599456249333	2.49809886764467	3.2687851712270497	2.8069309404338103	2.13879282227281	1.75500759916401	2.93837742598518	2.0987739229170503	6.03645245825017	4.3306744302442	3.90793866623972	2.11812950667523	2.7183422462782096	1.4938982603504198	3.0716724175060404	1.9128463138524199	1.6633522522770101	1.90344413250845	2.74719676990232	3.8379365231426097	3.75161985401893	2.98868591579824	3.50588311659542	3.30954615133571	4.02374731813703	4.04921353514214	5.0359619853838895	4.3220295047934805	4.49666154091887	4.36235837781891	3.95645866572052	4.35536570480118	5.024897717018691	4.689699545233791	3.45826323627526	3.04587077377897	3.3009885537212997	3.1863635259454197	2.6419900473241897
hsa-miR-103a-3p|0|-1	11.491754279523198	10.7126234122306	10.735956786962	11.171939478116501	10.999946422834102	12.7792953950767	12.4071614491684	11.8026947216557	11.644885999942801	11.615374996645501	11.974783176152899	11.804609172172198	12.292358824602498	12.8532169751303	11.785224449904302	11.5198357844104	13.515896864581402	12.3248282474123	11.9035436851549	11.286244502955501	11.7681143001999	11.578337457002	11.9299151753455	11.4608740890881	11.6894959662412	11.865921077966199	11.929646785906	11.9914385138027	12.3423861974715	11.062440553256302	11.3060075420099	11.0530040821766	11.6177655707057	12.068856397219	12.7464866532091	12.122792162937902	12.137574552632598	12.9440799622858	12.1655589484659	11.9751493404674	12.1647096389661	11.835584325046801	12.1684683059489	11.881671364856802	11.841643748745401	11.9972576316309	11.1974514182367
hsa-miR-103a-3p|0|-2	5.23702495663836	5.60010781333433	5.27202291210914	5.7365468079493	5.97792094078329	6.537698853213481	6.8383633588976505	6.21037339318688	6.182586132656269	6.96885002928742	6.36107396478979	6.8472118465178005	7.17525059700066	7.28418391093547	6.37710288920085	5.91458922648692	7.520557001635701	6.87053730504557	6.48394289965259	6.3521329354360905	6.7167396775037895	6.707910151602349	6.369708246596449	6.381355761797661	6.48586716678313	6.9792790910098805	7.294268452557019	6.44631036405711	7.9528844255493	5.902798540560171	6.05570782500542	5.2719924971403	5.52460783696825	7.081222238145941	7.09586490320259	6.63500899364441	6.3736987868122	6.705443644077961	6.86279473554128	6.682868245368639	6.6761705548929	5.977689839812631	6.39492042583086	6.0619907119882	5.910123434430081	6.84529061186023	5.5524142891952595
hsa-miR-103a-3p|0|-3	2.41123204766283	1.6686636717963301	2.12787940970272	1.64011528792314	2.4504896512884	3.2952172137101097	2.2978140886951	2.25649856820404	1.9452820256785301	3.9421285556234698	1.9558512876444398	2.84284877680274	4.49558313005404	3.93089680845299	2.72224937805429	3.15060594727723	4.30935886205933	3.0492179064471903	2.96985701103806	3.09050476211142	1.9224189166761398	4.078463472712549	3.14253732149807	3.6488116439293394	3.73146512234265	3.3415362192172497	4.96583900367241	2.44183166426213	4.22485719582281	1.91647767812197	1.6959878900434802	1.86447176185662	2.6651519202130296	3.0319823849043597	4.3627476919105606	2.9264138305450396	2.65892173411613	3.09192177889528	3.46017196803257	3.6929389593232407	3.44506625989689	2.70325632111032	4.04177590205749	3.12802032670982	2.92039072043513	3.1863635259454197	2.1681971745767
hsa-miR-103a-3p|0|0	14.7084330862992	14.38207870053	13.9129800718934	15.008337637600501	14.2035348686937	15.546692236911198	15.6525468871856	15.3077379017538	15.1510133828865	13.917480459218302	14.749514422009803	14.6640278091747	14.0252666187081	14.736217101197697	14.1453955997248	13.9721408318637	15.896391548144901	15.427576354059301	15.136303268977999	13.765482705887802	14.5904001547731	13.505781451640301	14.3206094722765	13.8157857990374	13.5862826355006	13.9953229804547	13.5941701744181	14.9836681291309	14.7570582482917	14.663094834572501	14.600812645388201	14.6753606306394	14.7787283923864	14.8694211924988	15.885445561006698	15.623290995185899	15.2540427462621	15.5147190880643	14.980746551013	14.6179389650658	15.257752079128599	15.2950131756534	14.3612441535394	15.061745566004902	14.7033546088257	14.7225524891009	14.3851729513969
hsa-miR-106a-5p|0|0	2.03040770290408	2.5346193150798904	2.30232973795347	2.81727672669756	3.2381460283092203	8.28037808799407	5.661546563769179	5.88359500655478	6.9763081439205	2.06006423160841	1.5924514926779199	0.7703134886498121	2.4695157660634197	2.11283133648189	0.616582552808594	2.36710240969463	7.4956903505441295	7.3968462735533205	7.30244467780049	6.565653016971389	2.08938885865869	1.9825084621845201	1.9074089097946398	1.95819397185468	1.76907431907513	2.01635855471907	1.7453965325146399	1.57063803748198	2.14373456795174	5.44153465102419	4.93921828967574	2.7252743313675696	5.90140638070798	6.856353986780701	7.3939845997282	4.913905415668981	5.61921223506204	6.21443763022215	5.53444051146384	5.22596090336731	5.024897717018691	5.52131855308352	6.338580604773529	5.083424718952999	2.40193513564898	7.368275457942411	5.17774855695351
hsa-miR-106b-3p|-1|-1	4.5559376329374	3.8150833736297405	4.65288856731341	4.602051872421059	4.48140431256359	5.388078179050879	5.1136155791539	4.2438931774291495	4.12051788346631	4.99345430273877	6.44928786175779	4.70322437542706	4.98346817381034	5.7089064395969205	5.43937368469926	4.5027623284513	4.900495680465281	4.53984049530479	5.07920793136897	4.7670859411426605	5.4828192208994295	3.75364385009736	4.370353793437	2.47744625812138	4.34104752187913	5.01657746896424	3.63554842416947	5.1083625552627	5.46073407404608	6.420172164653679	4.56558897034969	5.58146840449229	4.907108752914651	5.43557082850351	5.41260093271634	4.5768908434399105	3.4186174804345093	3.86268554243666	4.26574422701957	3.6929389593232407	3.3145532454079505	3.4492793395684997	2.18435244524504	5.4132929763724995	4.352324859124	5.5013480493013605	4.14765051439314
hsa-miR-106b-3p|-2|-2	3.92523353600067	4.06093264995874	4.20285014836776	4.38952637245458	3.7972022443207902	4.676915831416941	4.5154220985052005	3.7311275319063197	4.73661433690907	4.777002627358669	4.0980242719624105	3.7762647426761604	5.15407527050756	4.514285453000911	3.75820885366623	3.5783156253120203	6.378669320872481	4.51304172620803	5.0645501868926	5.440772884452749	5.068532207493179	4.49638671595257	3.39559687937132	4.59730821604147	4.830621036781929	5.29919820296042	4.71200807720038	4.33706986482706	4.1451054474959905	6.20911353457526	5.06521931136909	5.01640635593444	4.089906814168529	5.67962924903936	4.62362517821635	4.2627534716227995	4.49666154091887	4.49668134230286	4.82958761453799	6.18180861963917	5.2379479245418095	4.08634535415175	4.538429151136481	4.00007155633266	4.411621645755349	7.16606445404936	4.24582266742359
hsa-miR-106b-3p|-2|-3	4.1424212130371405	3.94323857619725	5.02060408642039	3.8077526031537903	4.1991100383546796	4.89986146460249	4.94039419110078	4.11000375447781	4.33950308265828	5.613926561065741	4.638040008827001	4.2339968792313	5.77861915042652	5.057615808685799	4.42825628112693	4.14046430506278	6.1427828062988095	4.8845846715381	4.37991887728639	4.7582070074252005	5.08839065252559	4.11673140930857	3.9038461460373903	3.7163553077864804	5.260381590431019	6.132071524565691	4.8860898492152804	4.10898221278294	4.79436376267188	5.980940650004599	4.548428423520679	4.81115217859308	4.5320077654805395	6.1537623271772	4.57508769055174	4.45508073273613	4.1093194547741	4.2901959730051	4.9092283017213605	6.266631703329929	4.724324686869821	3.88574577873226	3.54048385846941	4.62707750930846	3.98687223125402	6.9179854618415	3.28340838871621
hsa-miR-106b-3p|0|-1	7.96564501051871	7.5067921788195004	7.87470494180476	7.86014177514588	8.10544690136289	9.287338960023769	8.61192208189881	7.90296591169004	7.727809252723861	8.81474769362376	11.3259596449115	9.43057343952885	9.562444708450368	9.74003543702514	9.84010326389157	8.75271885562147	8.39279773881335	7.8563863504725395	8.38155420286957	8.78479891484027	9.397589428392711	7.964970988418809	8.923804175679509	6.833210180519839	8.254630354468219	9.09238792152702	8.01198237518471	8.68414398178257	10.1659037289692	9.68855770738003	7.909284554161269	8.98907767691964	8.92839291673177	9.02321307488496	9.001041461728779	7.6819104192746295	6.22483429437775	7.623412257697691	6.92734279549006	6.91831345347335	6.06479853120495	6.5613308263749	6.84259633109869	8.830923563405811	8.20157313585535	8.43318212024502	8.17520534674131
hsa-miR-106b-3p|0|-2	4.0379105322383495	3.34378287707066	3.6778024583848197	4.58397427083271	4.48140431256359	5.59361699017055	5.28041856571878	4.5585657956962	4.33950308265828	5.975483862059869	6.976913838301639	5.9955295804377995	5.85130509834734	7.13613519029166	6.03390557065837	5.35188332348217	5.40661566724635	4.89153717166643	5.1223082679169805	6.63519566475734	6.14495429477764	5.91320012478932	5.802588942699679	5.10040550797045	5.81742103422393	6.87083173725782	5.20809964100067	5.04519648032717	7.567201850048799	5.83428279868082	4.01077180292462	4.971565485823111	4.15316491703934	6.209255244417469	5.72217743740402	4.73354899864316	3.7886853852943303	4.39712965479041	4.59925354412997	3.6929389593232407	3.72748662762767	3.5880135725780695	4.0132647712414995	4.2406328330083705	4.66005717839036	6.0871640578871	4.52143675837445
hsa-miR-106b-5p|0|+1	6.948163389149371	7.1954513907727895	7.037113083128821	7.68887982604722	7.337858883112429	8.92850805792188	8.61132011292602	7.836951686623781	8.09425172994393	6.481213201203589	8.472374328081159	7.69258465961446	7.129220860837151	7.35706170477276	7.561988438627191	6.61106000738199	8.84072820665539	8.32868010319116	8.4035597617345	8.212076196636371	7.58262891715389	7.07887862779319	6.1508346259078	6.9792195012430405	6.64361473891022	7.1925470177840305	6.15481759701357	7.06608202044901	7.71123150006623	8.83496222258694	7.15095727653849	8.39283580383122	7.360551614575441	8.98624779937002	8.51559269742884	8.13374929974398	6.770674019119361	7.831578691451111	7.650703860850821	7.51175995938059	6.99127429867027	7.08518642101472	7.18055712239156	7.86884878016136	8.31591909242961	8.43543509561198	7.679027373275219
hsa-miR-106b-5p|0|+2	2.90283108996316	3.1448815787737594	2.7263755281730098	3.45676755144551	2.7979857611676096	4.02046661233653	3.14310661085962	3.1491725532986896	2.8193927769268297	1.1814330311111698	3.17990170996954	1.55606689370801	2.4695157660634197	2.52370293847193	2.46793964757029	1.94323061847956	4.670979850381809	3.69896142585536	4.00325041030025	3.7401543788333704	3.2981948179359595	2.2119403463354903	1.42928757950613	2.31263890307242	2.04644130712279	3.00088543788821	2.42481882622323	2.78891149514598	2.2079444122281497	4.48333345458417	2.83995221674257	3.65029215727018	3.2320544097526605	4.931447472780429	3.89383681049766	3.76131201515822	2.4269516928309	3.70510412057534	2.62391473816644	3.76135097925893	2.9248616608154796	2.6408678387255096	2.95757314289834	4.38126670829498	3.7002537968954905	4.6920708863536	3.24593968391224
hsa-miR-106b-5p|0|-1	4.11699470811476	4.16974530897042	3.3992320657606103	3.98352737099479	4.3471508058331905	5.2731707104298895	5.249803451556231	4.645829023879849	4.31387996236471	4.67327618289993	6.23988863680299	5.40790917730003	6.02475011362968	5.9046519101337	4.80366964310219	5.36726660761891	6.1427828062988095	5.22450934044178	5.62011218303391	6.58083980229224	5.35749305550129	6.0919139712401105	4.42822851389084	5.93072791947893	5.640665596941219	6.40521594752653	5.369288969949941	4.50296482715636	6.225181293958	5.99356253559629	3.60880137761483	4.877472742537599	4.32782617400741	6.240032724299639	6.402536753943339	5.53636812880411	4.37149053173255	5.02726504018853	5.118056959899071	5.249969451121941	4.56120575358483	3.8309130232702797	6.21258100850263	5.06268602008202	5.1172619682774405	5.76767315160444	4.44082385396461
hsa-miR-106b-5p|0|-2	2.7786050190332996	2.42180215548929	1.08649972840173	1.8959765232202501	2.31318544124303	2.4703710612474	2.8484195340148997	2.12382913644176	2.78250433638878	3.4782154319011003	5.35840763613003	4.602060837371269	4.789945642125559	4.9058528165701105	4.13178762112812	4.04803323264187	2.73291020081745	2.89169894145685	3.2544779904572003	4.69447565054158	4.48506950832979	4.96343451238867	3.92410194949597	4.70764039480004	4.63474916533658	4.76512508337765	3.9808906906156896	3.22866974177028	5.379423334420509	2.8841106670670498	1.6959878900434802	2.5735013913799705	1.33717133945972	4.36062604823978	3.72614738952177	3.32446736159762	2.04503348789871	2.17385619171374	3.0180610531326497	1.52811750531802	2.25338574828257	2.01149075937342	3.32541735247207	2.28426908619104	2.5500300568441903	3.26953356342717	2.45761397796651
hsa-miR-106b-5p|0|0	6.73489839249799	7.102426187637779	6.617501723606289	7.346887830798201	6.8960454571946395	8.300078210092371	8.11030591627365	7.512293946164651	7.4193438279959105	7.10574896199952	8.975743748410359	8.369424875964741	7.25242946874644	8.07364218163674	7.84899447343237	7.07409804664561	8.02683237512877	7.97404810124766	8.245221933784519	8.96778100119591	8.24244922990784	7.934497028649019	6.77852462018958	7.6619327506951205	7.36006803770167	8.38977492336678	7.123947596117049	7.07665009751753	8.3163722736226	8.77133404926383	6.876262866175599	8.12924258266548	6.89854672010928	8.96337475889082	8.1393871365267	8.06774579522037	6.627457020989269	7.290422310592071	7.7008026107920395	7.49678853230625	6.7787492798108	6.7356339013986695	7.6975935821894	7.804727477976099	8.041849527358039	8.16646831968107	7.216961571765689
hsa-miR-107|0|-2	5.23702495663836	5.60010781333433	5.27202291210914	5.7365468079493	5.97792094078329	6.537698853213481	6.8383633588976505	6.21037339318688	6.182586132656269	6.96885002928742	6.36107396478979	6.8472118465178005	7.17525059700066	7.28418391093547	6.37710288920085	5.91458922648692	7.520557001635701	6.87053730504557	6.48394289965259	6.3521329354360905	6.7167396775037895	6.707910151602349	6.369708246596449	6.381355761797661	6.48586716678313	6.9792790910098805	7.294268452557019	6.44631036405711	7.9528844255493	5.902798540560171	6.05570782500542	5.2719924971403	5.52460783696825	7.081222238145941	7.09586490320259	6.63500899364441	6.3736987868122	6.705443644077961	6.86279473554128	6.682868245368639	6.6761705548929	5.977689839812631	6.39492042583086	6.0619907119882	5.910123434430081	6.84529061186023	5.5524142891952595
hsa-miR-107|0|-3	2.41123204766283	1.6686636717963301	2.12787940970272	1.64011528792314	2.4504896512884	3.2952172137101097	2.2978140886951	2.25649856820404	1.9452820256785301	3.9421285556234698	1.9558512876444398	2.84284877680274	4.49558313005404	3.93089680845299	2.72224937805429	3.15060594727723	4.30935886205933	3.0492179064471903	2.96985701103806	3.09050476211142	1.9224189166761398	4.078463472712549	3.14253732149807	3.6488116439293394	3.73146512234265	3.3415362192172497	4.96583900367241	2.44183166426213	4.22485719582281	1.91647767812197	1.6959878900434802	1.86447176185662	2.6651519202130296	3.0319823849043597	4.3627476919105606	2.9264138305450396	2.65892173411613	3.09192177889528	3.46017196803257	3.6929389593232407	3.44506625989689	2.70325632111032	4.04177590205749	3.12802032670982	2.92039072043513	3.1863635259454197	2.1681971745767
hsa-miR-107|0|0	2.32503049066377	2.5346193150798904	2.12787940970272	2.6184878850560804	2.31318544124303	2.78192726452444	4.69886584534023	3.4555605049877203	4.24775753289943	2.06006423160841	2.62830838511879	2.6934786730561604	1.93983272135374	1.9449847813401397	3.08156891469469	2.17067782875344	4.70608920646296	3.4006484661527803	4.14931914880031	1.73937937696204	2.37458637358733	1.4938982603504198	1.9865891857386002	1.28858074980431	1.1402394103324098	1.90344413250845	1.2292785091033798	2.8882409114940604	3.68550254013681	3.1775204533585204	2.72245875524983	2.7955650108220698	2.01902902279493	2.8038002071076398	3.89383681049766	3.09901852091608	4.21025166831545	4.00473716419738	2.66119912538935	3.46577783605758	4.16639590355025	3.80269479709562	3.1790865850270293	2.42090519412733	2.14668545600198	4.56613192673201	3.3555470513153796
hsa-miR-10a-5p|+1|+1	6.97671548826807	6.51813712011171	8.3818899910083	4.2815006197811805	4.71739804565795	5.104171071160559	7.691037831452951	8.434107639778349	5.876158214819959	4.46816999712346	5.378519009393719	5.47810763533511	5.1309036632225995	2.6382170842609503	6.72130202752875	6.1237819596806204	5.20047177027164	3.43911862537424	5.09371825012489	5.53735128878325	6.154405322286809	5.585012821594809	5.30446960605928	4.8706766774322805	6.208928132947579	4.62969388248412	4.51400092092635	6.88553104876277	5.12052645025104	6.54546787940274	5.94203683196712	4.571774344819169	6.39570076248235	5.63400922829278	1.94655721143098	5.79253669214821	5.02595755974899	5.86294645689778	4.37075922605985	6.58244555065428	5.4855253041450505	6.47455941871536	2.89644000738412	4.6825016643415305	4.69229733934398	2.90352196472208	7.546611911356231
hsa-miR-10a-5p|+1|-1	10.3567662625386	9.631033679971221	10.254095485266301	7.5397651473323	8.83771013373276	8.8252236986345	10.2789153899748	11.382881503355902	9.06113194509898	8.7482373279458	9.08533968894828	9.81883971610064	9.11262700567985	6.949120480377769	10.6581348443693	10.462190789998198	7.74815706267516	6.803926349232099	8.20902623978992	9.06458672151807	9.41735065166913	10.2052838563946	9.647576078452962	9.06982358602601	10.061536476922699	9.283595107717689	9.32110763031924	9.71910902641325	9.63156414793543	9.53674886182378	8.56391223049147	7.63496179766662	9.0846140804349	8.15472862082938	4.90463587893443	8.571312762356731	8.42893986908939	8.49889388141517	7.07624434469867	9.285417552971412	8.56686652148218	9.572134919839769	6.83447080235013	7.5266698034007	7.45571400983164	5.552062439707821	10.946146484879101
hsa-miR-10a-5p|+1|-2	7.86231953329515	5.827501851491519	5.41185089423046	5.69504108750332	6.7507157899312995	7.046356726895469	6.72273642849234	8.10949876647766	7.01657509679199	6.73125951299142	6.0771413430540004	6.72743046459119	7.305134079892079	5.078049473011889	7.52278519736873	7.5045398357574	6.0637787274843005	5.561764821120041	5.868156348917969	5.65203557107795	5.51252060349363	8.35741198934158	7.43517050921474	7.51224206915909	6.97996017633754	6.89687498524435	7.80205197643758	6.27335679547119	7.884541344136361	6.429491824098611	5.91551247538875	5.19606280770055	5.4759540392908095	4.9124661672725995	2.22345892438618	5.87401820004704	6.32950833738741	6.739714684604759	5.5593412411889895	5.966869387588989	7.20438719450269	8.14312346284083	5.5070489395990805	4.837040234294429	5.3573555017679695	3.56122597162344	7.285504738415081
hsa-miR-10a-5p|+1|0	7.11799175381727	6.59169362390204	7.8111678153664	5.1487449660500495	6.76395069312171	6.93106003990696	8.29931150733692	9.55426827370792	7.428326904097201	5.75044960498949	5.634089823519219	5.9468494817084006	5.8654129500978	4.10029738191906	6.992968135056991	6.64616626525709	7.530384880192269	6.13943346429037	6.36337385804957	6.29802391561615	6.16379483929217	6.7358399137566	6.06678539046893	6.4384740743495295	6.76358861160401	5.48725598014774	5.90259818971073	7.6685626765293895	5.97140392837459	6.78211504593979	7.04176014767349	5.2218192897417595	6.8516440221153	5.82881486941427	2.9116252009883397	6.74954911844617	6.84711048578684	7.02182176332224	5.36965311135635	7.1271671383688195	6.83934427813397	7.44147702812232	4.74327105068487	5.553673031396349	5.09331636976507	5.25830870281688	7.85887459776446
hsa-miR-10a-5p|-1|-1	5.78112490710685	5.16459306930908	6.73628956388808	3.28836518978964	3.63379755653018	4.31968711022452	5.95516897647004	6.744326843358491	4.38942320743497	2.9167506303093798	3.4696342706482404	3.83094049287653	3.5581603568649705	1.75500759916401	5.1670026368998	4.43137552897784	3.94800812588973	2.5132520210406204	3.6178939926603197	3.7036218806242798	4.5437833034988495	4.01908826464712	4.2309667195696905	2.95110698628698	4.21575385571649	3.20526063754735	3.55532253512954	5.533510136903731	3.32918285233032	5.15734830214309	4.38404164980729	2.9879634381572098	4.8699335489052595	3.9030194817126698	1.15274972835428	4.3103675363387595	3.8525345115604104	4.36235837781891	2.37737816400208	5.3196870951024104	4.2037511176341305	5.21366616502378	2.6221559273093	3.20574308004924	3.42128115266846	2.25745215620785	6.4976485848603
hsa-miR-10a-5p|-1|-2	4.7830765043731205	4.16974530897042	4.96978183622593	2.11322332705601	3.5749404386791896	4.1989613808309105	5.310397480545349	6.0977098768363796	4.40163793576115	2.69927423273727	3.54274793769593	3.010135974423	3.48694623637439	2.26316951425648	4.17501724325393	4.24409074087965	3.38034921454166	2.9461387372733503	3.49209400711454	3.1729894311364704	3.71067054948285	4.154010451192939	4.04000466405445	3.1979123127354403	3.9268796236896097	3.384243582679	3.55532253512954	4.56432608177396	3.3857973057810002	4.48333345458417	3.90688259946311	1.98968910752159	3.63797640989299	3.60500167348071	1.94655721143098	3.7440773831342704	3.46019882689026	4.36235837781891	2.73299605978019	4.26400305345685	3.5061466484178103	4.80798555847964	2.46260401947654	2.42090519412733	2.97382901199813	1.66030622123197	5.44904006370941
hsa-miR-10a-5p|0|+1	6.22373814679922	5.36097085726473	7.546530262074291	3.64290750208154	3.69034732604056	4.21979700326279	6.9960904648753095	7.53696263406646	5.3670990966409295	2.65154875316674	3.8896048684655	3.7947211885341097	3.6260239552126903	2.26316951425648	5.38518180955405	4.792095792388	4.16541830434396	2.8351240403031404	4.00325041030025	4.11872560037505	5.27324883808883	4.01908826464712	3.7980680453116102	3.48804873768372	5.09741093592414	3.4660430172466405	2.74719676990232	5.95608397302086	3.87540453342354	5.5480526141408495	5.23571871990834	3.65029215727018	5.399751246284031	4.61660724199725	1.15274972835428	5.0251022229524	4.66614657576594	5.04929369809177	3.2559861521691698	6.03753993856899	4.91657403450689	5.89323226210701	2.3756828589560297	3.5417284889232006	3.93392382617114	2.90352196472208	6.61251066156696
hsa-miR-10a-5p|0|-1	12.668819292885198	12.036432515378001	13.183239751143	9.94318099406413	11.1131896100227	11.196769942325899	12.9636796171595	13.954213101714801	11.650014843515	10.3905486859076	10.890468055585	11.5304855287725	10.9370289551283	8.802848191085198	12.574953020667902	12.376253206905801	10.4993511610566	9.12473704853356	10.6563911264191	11.0041496148572	11.6615416433604	11.8738130970428	11.298218011589	10.575084376367	12.020606876226699	11.164250909565899	10.8137308174212	12.1667440165836	11.2763633986873	12.143464342186197	11.120695878343401	10.0081543412669	11.7486502118738	10.756241674184599	7.431956789304861	11.146567509061	10.900955528145198	11.172781971487	9.48592837884017	11.990817356855901	10.991325339377802	12.067926979419598	8.84834961504564	10.0515044935101	9.99395014632239	8.568664983746	13.478473872040801
hsa-miR-10a-5p|0|-2	10.1708091439829	8.42262980231166	8.38431762668317	8.04824805158642	8.97492696971655	9.65937181208308	9.6691139504652	10.867608197844902	9.709245878845222	8.66880547405087	7.956199334145559	8.67109965386908	9.166320943726491	7.0088780658152805	9.51478773601131	9.297452396655778	9.115042094979419	8.17760220435866	8.48974372620813	8.11543960733681	7.670884262473611	9.96326156901688	9.18161879802856	9.279463783043699	8.92779403094923	8.54016797660443	9.29972238230142	8.69447321383949	9.456782892356278	8.9704237028704	8.4013830028413	7.48615799699883	8.32558961237687	7.70874264740371	5.22084790838091	8.54977693804284	8.86792774646517	9.34155118119085	7.95369320156034	8.88654777373357	9.6779452504607	10.475838939140699	7.77605545448563	7.556643778734161	7.92969183122127	6.132304454487441	9.93956163116464
hsa-miR-10a-5p|0|-3	6.026185199859261	4.93720863051798	4.40765686981541	4.14019325942675	5.25613503968426	4.44884390130965	4.167855207107491	6.13481445399615	5.973471075398081	5.12158957791102	4.23668975435428	5.30222399200313	5.4445734509258905	3.838101969368	5.98615962629495	5.84487205506862	2.4310485481747697	3.3611243121358596	4.30707225601148	3.87768138099065	4.98624657549045	7.102907917346999	5.53267268396626	6.19266386762609	5.72190761001964	5.60025705762614	5.91068166407629	4.73415067045797	6.42750360271546	6.012290698637051	4.176314679196549	3.79457815528008	4.02374731813703	2.95985856846255	0.49343302518813104	4.2135141827963905	4.86500108414446	3.81204704369147	3.8794527193546804	4.90156301880212	5.6836141245053104	6.88104410426147	4.63515716659996	2.1333254598659	3.8506691053452498	2.5513637271324705	6.38582196335474
hsa-miR-10a-5p|0|0	6.87420858076059	6.59169362390204	7.767199915788879	4.78725222024795	6.40704428858792	6.351996823619761	8.14149366742326	9.28976407093256	7.31018702517545	4.7086867946532	4.4030041202753205	4.96190691985765	5.08341314321171	2.9356081014707405	6.23112926660747	5.736505713680731	7.444633067660691	5.73410541879161	5.95018409204272	5.429631710908049	5.40577509371477	5.57817228243759	5.03326076187716	5.752359516784919	6.0076363259901395	4.419917146206269	4.93446633761677	6.95017608238134	5.0867721607684	6.50195796608142	6.991853430566831	5.01640635593444	6.624970759503161	5.53819916849728	3.19468866104806	6.29970149241285	6.28392142611321	7.05486290691984	4.701222768412009	7.15286229027717	6.94790178463038	7.5663160957709	4.4771180024504105	5.3114931406592305	5.295736597885631	4.66160174014692	7.80030445314813
