	TCGA-3H-AB3K-01A	TCGA-3H-AB3L-01A	TCGA-3H-AB3M-01A	TCGA-3H-AB3O-01A	TCGA-3H-AB3S-01A	TCGA-3H-AB3T-01A	TCGA-3H-AB3U-01A	TCGA-3H-AB3X-01A	TCGA-3U-A98D-01A	TCGA-3U-A98E-01A	TCGA-3U-A98F-01A	TCGA-3U-A98G-01A	TCGA-3U-A98H-01A	TCGA-3U-A98I-01A	TCGA-3U-A98J-01A	TCGA-LK-A4NW-01A	TCGA-LK-A4NY-01A	TCGA-LK-A4NZ-01A	TCGA-LK-A4O0-01A	TCGA-LK-A4O2-01A	TCGA-LK-A4O4-01A	TCGA-LK-A4O5-01A	TCGA-LK-A4O6-01A	TCGA-LK-A4O7-01A	TCGA-MQ-A4KX-01A	TCGA-MQ-A4LC-01A	TCGA-MQ-A4LI-01A	TCGA-MQ-A4LJ-01A	TCGA-MQ-A4LM-01A	TCGA-MQ-A4LP-01A	TCGA-MQ-A4LV-01A	TCGA-MQ-A6BL-01A	TCGA-MQ-A6BN-01A	TCGA-MQ-A6BQ-01A	TCGA-MQ-A6BR-01A	TCGA-MQ-A6BS-01A	TCGA-NQ-A57I-01A	TCGA-NQ-A638-01A	TCGA-SC-A6LM-01A	TCGA-SC-A6LN-01A	TCGA-SC-A6LP-01A	TCGA-SC-A6LQ-01A	TCGA-SC-A6LR-01A	TCGA-SC-AA5Z-01A	TCGA-SH-A7BC-01A	TCGA-SH-A7BD-01A	TCGA-SH-A7BH-01A	TCGA-SH-A9CT-01A	TCGA-SH-A9CU-01A	TCGA-TS-A7OU-01B	TCGA-TS-A7OY-01A	TCGA-TS-A7OZ-01A	TCGA-TS-A7P0-01A	TCGA-TS-A7P1-01A	TCGA-TS-A7P3-01A	TCGA-TS-A7P6-01A	TCGA-TS-A7P7-01A	TCGA-TS-A7P8-01A	TCGA-TS-A7PB-01A	TCGA-TS-A8AF-01A	TCGA-TS-A8AI-01A	TCGA-TS-A8AS-01A	TCGA-TS-A8AV-01A	TCGA-TS-A8AY-01A	TCGA-UD-AABY-01A	TCGA-UD-AABZ-01A	TCGA-UD-AAC1-01A	TCGA-UD-AAC4-01A	TCGA-UD-AAC5-01A	TCGA-UD-AAC6-01A	TCGA-UD-AAC7-01A	TCGA-UT-A88C-01B	TCGA-UT-A88D-01B	TCGA-UT-A88E-01B	TCGA-UT-A88G-01B	TCGA-UT-A97Y-01A	TCGA-XT-AASU-01A	TCGA-YS-A95B-01A	TCGA-YS-A95C-01A	TCGA-YS-AA4M-01A	TCGA-ZN-A9VO-01A	TCGA-ZN-A9VP-01A	TCGA-ZN-A9VQ-01A	TCGA-ZN-A9VS-01A	TCGA-ZN-A9VU-01A	TCGA-ZN-A9VV-01A	TCGA-ZN-A9VW-01A
hsa-miR-140-3p|0|0	4.8683186788779995	5.20716646748979	5.15283848987367	5.04633449157556	4.3922246635706905	4.65036596998295	5.747831969238599	4.80772243350319	5.62757841558688	5.884446558225559	4.17668809553877	5.05928974220304	4.629391117707169	3.66812369931931	4.63497730570597	4.05065791981979	4.75817238533689	4.96261513390966	4.96934535664517	4.708258607858889	6.10252299713666	4.693337209890269	4.7557910912592405	3.93748019353529	6.0355928545422195	5.3671564332137	5.3792079961377	5.36372193691738	5.07478107849781	3.7296823935245	4.0111473665992	5.17375307573056	4.14895892343014	6.7606664803745495	7.13721154131765	4.03690045686169	3.92895974150586	6.01262587701522	3.8841186760413198	4.44631322878963	4.8203620443866795	5.471166923588741	6.78265043972847	5.62115450607775	5.5851070587179805	5.48647181414873	6.76894977011321	4.70443653016791	4.84427955548506	5.546857669932789	4.95889812464644	4.98389189836247	5.4422452385809805	3.6091468224581402	4.27074603083208	4.87773168527334	4.1283263658850196	5.83129908525066	5.37086128696982	4.60805483440592	4.37916348346576	6.374354027267341	4.44492620142863	4.88247595687579	3.70815360168413	4.512705409835981	6.28818709405795	3.9588041077832203	4.73604972575193	4.989735100176651	3.7936195951924105	5.2122880600274195	5.783803258323379	5.47077660037668	3.56315722284544	3.94853049786148	5.14360655262909	3.9132523081424906	5.1845647575637	5.34798117109112	5.71664196595039	4.24221981361955	3.4940643055540495	5.94537651248935	5.29482092427217	5.796638123143969	3.4082166409044903
hsa-miR-140-5p|0|-1	2.7236775027222997	1.77240438191129	1.9640270916701799	3.2721206109661205	2.99704946821052	2.6369965391288104	2.8422345033571803	2.18472185429815	2.4993442549980096	4.22389454454628	1.91695201037819	2.11415826652728	2.02311071846128	2.3198320724706	2.10836708281424	2.63007880738331	2.027405459168	2.6083868571704905	3.3360218701716	1.68632096105531	1.35280472213737	2.84324955571141	1.88417006870915	2.3209702686055897	3.63953393730245	2.7355459913540696	2.21338446493917	2.25738607475387	3.17077184679039	1.9550355794836398	1.2478782045963	2.9877708982175295	2.5046764129866803	3.0861975952543395	3.5715978155832797	1.32839257604671	2.7524051649011403	2.94661508831032	0.8557596733710541	2.12010805438615	1.96132180950103	3.4279007166650404	2.91825144937254	3.0833618822803097	3.0592073807270497	2.8008845055106004	3.64333853244667	2.23008060727364	2.15889794138866	3.2351226361268504	2.97824565084724	2.23355096836677	1.93099296365087	1.97176753445005	2.6918357366005803	2.11084782188354	1.73061004462078	2.6322202829427597	2.8276281164065	2.5052428000174998	2.20216979939834	2.5488777327175898	2.21469685689783	2.4592901109445098	1.1690200956607901	2.0279491910133203	3.20814561063477	2.7946458141801696	2.7337097272901403	2.07659487391997	1.67665719779395	2.8740374488717206	2.3577645698697203	2.80504088008187	1.40409688782918	1.63041467174173	2.60402730692373	1.71802670812285	2.48024477236958	2.22607764254763	3.61489197914371	1.4949153626168799	1.2099234842193998	3.18914782799233	3.4936033171495895	2.81473554328309	2.00184222686279
hsa-miR-140-5p|0|0	6.022627528848	6.016318487274389	6.30116299581203	6.647473908381809	6.51021259403336	5.824863789365	6.93949578442564	5.78887012159881	6.76242411475289	7.03784432803522	6.27923071916636	6.76143423436738	6.00466363430156	6.55710304210238	6.3067707586305595	6.03911406179657	5.7843444629048095	5.3311408944510195	6.384696775674451	6.650419898408389	5.19068870546344	6.3627166502967505	5.338921443180481	6.12810274715766	5.9722677463232	5.4556960291216505	5.723451481438009	5.81508084090294	6.6008556901695705	5.2344684099988	5.82487507214965	6.20537252447116	5.83167031634668	5.864972136043121	7.188274889055231	4.03690045686169	5.82723997253474	6.21477578600607	5.0612775364016	5.52944860845659	6.11383704040293	6.70497084449446	6.5155655098876	7.193828107105549	6.50252809824741	6.102388635616809	6.838225965221009	6.07572161093413	6.524413752580741	6.52797454350173	6.4712441061823895	5.952015202828309	6.26067350330553	5.89753180842007	6.236348150804419	5.6941920969279405	5.81077947457752	5.8192714253157405	6.0893639492754605	6.38189002636774	6.154480495340789	5.83210139972289	6.03302635137457	6.12911253215538	5.32134110457421	6.160271658059179	7.5460787194944	6.41996242252334	6.21861260411522	6.189925160506309	6.224037379092691	6.60206751433468	6.192279251930669	6.86062446268093	5.43759733352069	6.198280536803661	6.83551099069446	5.37723674284436	6.34249470229674	6.27183071630708	6.59610465178228	6.07134412213027	5.39058643503244	6.99898375630676	6.651430108541519	6.75934357483406	6.466769524469889
hsa-miR-142-3p|+1|+1	3.80934542673262	4.42880838950401	3.54087232321444	6.290074504774059	2.52646532131035	5.121347130662611	3.14639141304384	3.92462869432635	2.4993442549980096	3.98024674228965	1.83296567074409	3.86347330092445	3.9235048445606	3.6375937366483395	5.03542527024035	3.98461490151958	2.41780961222442	2.67899745586773	4.452337955644	2.9364114621225696	1.07728294058475	2.9088519224104203	1.88417006870915	2.9375583097517	3.5466451787727498	3.0328036219430095	2.21338446493917	2.0258299817947902	3.8016465725224196	1.64158419901418	4.0111473665992	5.337298852368031	2.11032927222484	1.87130996229656	2.09819099782596	1.9528299363926398	2.4830332183962898	2.94661508831032	2.33587114071568	4.18701595550485	3.2753882570835002	3.61865899221874	1.6515960279271102	3.5426441552560495	3.1101191836919906	1.7760089897459799	2.6700639461926	2.40786091156916	2.5948042072975297	2.9429243445636804	3.88367422635639	3.4372065133869505	3.64777728273208	3.5098293328248102	2.03551321127732	4.23470663583561	2.2037766820904703	4.34915650279097	2.8697476506545097	3.5818350268618704	3.13811049945056	2.2137646137858398	5.44017906702935	4.3085884780287005	1.07714524699284	3.3554027317687405	3.4388458682787597	3.5100200914688804	3.06877466235748	3.41336577608717	4.0879482380505	4.5289069618852595	5.1999292508182595	2.8627412412653	2.9674083591270204	3.4914949603166003	3.38321230551368	1.56693112639203	4.3460665717413995	5.44050537674365	3.48414843939892	4.02920162241966	1.81028706491044	3.38442266090906	3.7485466288424703	1.63200964129345	4.180238002877609
hsa-miR-142-3p|+1|-1	9.45543966906473	10.230697089793699	8.78483141699352	12.208910948254198	8.31846364994741	10.7159223486671	8.187906713064379	9.89643785420267	8.23994106112486	9.299310750063269	7.377586235684889	9.15743865974346	9.59983629344423	8.924767802712081	10.0333301564083	9.828699282962178	8.74308996971077	9.07131200723715	10.4812066808673	8.837975562377279	7.791609680160531	8.98287399305269	8.0419959392843	9.27337683755637	10.0249498143235	9.38797735235144	7.90611102230694	8.870314321161231	9.838109821567429	7.27620681034376	9.94160447390793	11.949502064725099	8.169160328627619	8.54571311388571	7.98948006033262	7.779224123856599	7.97529271496721	8.99593629397457	8.816326751879892	10.4078573247604	9.851755544888539	9.92183073346246	7.67102902295462	9.53826855261543	9.295492268983962	7.76273396238202	8.735840571083129	8.61811041219636	7.76976267616333	7.87869311157933	9.934957002752759	9.26424424928841	9.93454379840475	8.729953115692659	8.84471656482286	10.483992048814802	7.0458612392972695	10.4650083363718	8.500688949730849	8.880390167415019	8.572814727247701	8.838997606701241	10.790992914187	9.678347371420971	6.66648384745861	8.09426219176805	8.812852331457801	8.74241955913281	8.75431544504562	9.161423746367038	9.30263859941397	9.892355271457161	11.0863725442505	7.75505956678108	8.550729069595949	8.857942042669858	9.95003802094819	7.29796911545575	9.287451646251839	11.2106835013794	9.21054770254859	9.09829937990912	7.25381067979687	9.04670616732437	9.56491231615069	7.13019156623901	9.47270445814782
hsa-miR-142-3p|+1|-2	4.71783336580812	5.95442349480996	3.6834462567144706	7.495445071253691	3.1074423675587406	7.2255041583315895	3.61123659541408	5.44482259715017	3.13045967616408	5.2055554957580705	2.39811629948148	4.6032177010943895	4.77779370299733	4.12955747598093	5.30083916067045	5.53083095119118	3.7143398763419104	5.522503081278809	5.85668200140736	4.535026107645559	3.4435429901106103	4.64602857743623	3.69619422177324	4.19526516794663	6.1426157374658	5.78106434840621	3.2460703892283305	4.36563683118029	5.825183719200259	2.1644621686784897	5.3530637383637805	7.39442785235018	3.7727660360507596	4.63267359228097	3.47813093633124	4.0632236228053795	3.58709129369699	4.53896618818596	4.2337079871348795	6.428212220388369	4.96105703215561	5.34184044452334	3.15346895559514	4.77359818382728	5.438432841908639	4.58147761244793	4.7579034343555	4.03401094407468	2.98758861229679	3.66140737809046	5.295411525545731	4.82399670600088	5.961790638751401	3.3808530811976802	4.08246750993657	5.71121991115664	2.62120203399558	6.544357656439231	4.25450857160358	3.42151974425319	4.36522397294672	4.808971660922039	6.210447894871019	4.66710670571066	2.11422411976474	2.4535044965791	3.27790840195018	3.8736944548013597	4.0762222789407	4.17761333768103	3.7605942294846897	5.561693991795041	6.72344848038386	3.3800286907011605	3.37971648981466	4.033053928674709	5.2483100458041605	2.20111730906315	4.41651589252507	6.7990623441437	5.420273079508441	4.37458433082663	2.11863466308063	3.46064564716947	5.46701089306915	2.37820331792524	4.02910529838858
hsa-miR-142-3p|+1|0	9.11410844852689	9.76926652192999	8.627028738464839	11.667204208901	7.86251578138579	10.6851041343485	7.97279677299122	9.25110956878301	7.894961441892941	9.093723353532651	7.17075979789092	8.65002450397017	8.82467388561624	8.52694729031214	9.69984487335563	8.91287564685073	7.703256288405019	8.22764174012166	9.50681468179432	8.49186462993479	6.84831009666736	8.269822504397629	6.94613908218195	8.49997964807003	9.382166382058001	8.65960950925056	7.017133812600759	7.76940950183337	9.35620857824411	6.88151056720312	9.31492296643798	10.955543829244302	7.8028341934226795	8.154776433636611	7.2811349148993205	6.8391176617618	7.345123331825159	8.43758439250971	8.37578655928865	9.60282037791455	8.95952463558643	9.05552342601567	6.8326430640874	8.857223712504641	8.40902453313326	7.21106242540635	7.921280578066231	8.04789770873933	7.568963958543759	8.09110473550511	9.38824674319771	8.82745754106778	9.386140995147711	8.60498177265744	7.75429642580776	9.54973584672496	6.97376648718413	9.68812963660674	8.129718839134869	8.56321243986742	8.21597277674211	7.967787058272211	10.3821443349091	9.303192961888449	6.24895378227438	8.16207636128413	8.699843635176789	8.824083106460119	8.1933355488761	8.84543412865643	9.094773627882251	9.6090088543996	10.4018101047884	7.572583198658839	8.05065921919972	8.381839099354151	9.106095292068789	6.92728488971163	9.01047849618469	10.9475916986379	9.07514722700026	8.80930162233848	6.95104600026009	8.64403088322585	9.14813898504407	6.84746194890483	9.29362256290846
hsa-miR-142-3p|0|-1	8.936485256009519	9.39578590972425	8.77052465076339	11.7221591115132	8.07782072788015	10.1393602108981	8.13849765666837	8.98518718846498	7.97818953918586	8.5710985043088	7.25183344340676	8.846911791120679	9.04887427943074	9.2362662107414	10.1031978634808	8.06978035069389	7.281322225531089	7.43644238161045	9.1721284924145	8.68048423324269	6.3601056058370995	8.202745113960919	6.67773737910778	7.71534200715036	8.360859527772702	7.721626648308799	7.1767812349387805	7.75211703995524	8.88092486852315	7.17552335759801	8.89700413608127	9.96973546244025	7.23320011452186	7.622159784626731	7.25882555383562	7.07407304259547	7.486628629502371	8.536940607391971	7.76820195992792	8.688161153997429	8.73866278744024	8.281272760599169	6.86116336758257	8.77097226976838	8.57847786875986	6.8094991279187	7.5067064972576105	8.03102883496579	7.61953440063503	7.6310881610360894	8.92371149416118	8.90559169110701	8.50628112810521	8.66391975823277	7.555831164695911	9.15942372711433	7.3285077274045305	9.479784421968109	7.722515726194151	8.88588707952101	8.35823469201733	7.870729334304349	10.2918369743499	9.192568474717321	6.82669792616861	8.635950367106311	8.96269692526123	8.978129389140971	8.49484965317512	9.081194667981551	9.30550366799581	9.32027525902906	10.3351113299285	7.913617133159599	8.491618609122009	8.68831516077708	9.257456476934891	7.205071016667159	9.3194040122824	10.582848585296901	8.60153062219889	9.1539660910948	7.43592538947503	8.77481369380096	9.203224726470179	6.92739937670869	9.453663386653131
hsa-miR-142-3p|0|-2	4.54980334712434	5.94030083918404	3.76268318822279	7.613713434339029	3.4383734316811	7.02255984064899	3.90935836964509	5.09935909699337	3.23980477647149	4.64509269680243	2.66423953879819	4.61726479231802	4.9839478299481	4.3898218125039	5.565853476793049	4.23237959077239	2.9098473268321903	3.79155364552723	4.82245014664233	3.80119710377231	1.6365021205202	3.97174485367425	1.88417006870915	3.0578400451590197	5.07207520201929	4.21982054201335	2.21338446493917	3.2845329479346095	4.739799797036031	2.3473058244020804	3.4997682453181804	5.95634543314641	3.6908943306137596	3.24173788550349	2.7047080087986295	2.72061572755124	3.1000832379656202	3.79587857813641	3.3662077050732404	4.36495123049388	4.16049685965666	4.4707032601207	2.72732186159029	4.70288871092288	3.7786535101058196	3.60777614261765	3.55202630746028	3.73393344368411	3.2726711822066004	3.39163515410409	4.316200157805779	4.79774508050788	4.066415010410379	4.3098881378385006	2.75628861524683	4.69807124164214	2.6803819999570697	5.74492041513338	3.7786188401669403	3.89262850536578	4.12166082953219	3.99112934641185	6.03773845866804	4.835022233831809	1.6869325773071298	3.18830259795761	3.85868702420021	4.54038516385462	4.09469483590307	4.64008022202518	4.6169354395669	5.4878808232186	6.67032756746817	3.49396520082406	3.53415816096134	4.13218748181521	5.05190098611715	2.85106687570189	4.88251041529718	6.81486151329763	5.2775464123657105	4.739764329766389	2.43757607025284	3.71002437816605	5.306206316114441	3.01535929040248	4.481317549941769
hsa-miR-142-3p|0|0	6.71388562967926	7.509514709431519	6.68700344085774	9.75855497768686	5.80930244989981	8.56265602743862	6.251295770861981	6.96406235968193	5.88910201266278	6.61290771087739	4.92936013671832	6.7958076899987105	7.16108628960096	7.02935339996405	8.25444060772329	5.45968777436443	4.62695117549507	5.2828369225743605	6.6593517995165	6.26291426127877	5.49051600644905	6.536217004740879	4.787380533918901	5.168760893236009	6.21042455252846	4.9960681770582	5.02352309957742	5.98080678983939	7.095388426697809	4.6742563327503	6.8383316491902	7.5086733447477005	4.751674323477441	6.078673998388081	5.6156655591214095	4.730082339640219	5.7858240007334105	6.66231367612617	5.889941305283919	5.6917339253714	5.83173193811063	6.06450620832527	4.72432263299842	6.8479211645489	6.54477830912197	4.98986488586666	5.645227062876871	6.07242779455427	5.69281134598009	5.94576570062875	6.923681430993379	6.88683856514461	6.0983735295496	6.94362699164331	4.931721511196731	6.40678941722515	5.222109214210611	7.776326292199871	6.22331649722997	6.86637524673513	6.34408416572203	5.9378341199629805	8.69731044077605	7.545670007821981	4.62779324431867	6.790479261271349	6.68475658555359	7.17410007540165	6.37792413446147	6.65479701191467	7.23554100220978	7.49098319769842	8.35958580731222	6.026036752230571	6.18002923298967	6.626647271395509	7.15735718513606	4.6927256792372	6.95296897053061	8.77161164558779	6.682130901457831	6.8846201537085	5.4270737009911505	6.53284953852827	7.0023327388108	4.78164749016172	7.285991454206071
hsa-miR-142-5p|-2|-1	4.00075663119068	4.38776805588103	3.57053660148439	6.5360982138610195	3.9489249804568702	4.29602557393116	2.4563376763891203	3.81704686382885	3.60937165426561	2.76709968493647	2.1430393201909	4.61726479231802	4.75750528422977	4.19391976801432	4.832375903586731	2.44601375969462	2.8016631488488	2.2547991879178797	3.75144890456406	4.28438420536973	4.7945410427615	4.2115939739001105	3.55650548942977	3.36815234656254	2.9453662275196804	3.2464331559852004	4.512588283455191	4.446047273783679	4.18609207172778	3.31246675966828	4.23832408093033	4.1617188625864	2.7827710487983195	3.39875494724046	3.20230863827138	2.38720707764388	3.1381949078513096	4.51688319065385	3.96114227360907	3.0308146832217098	3.92882016910702	4.22877630229764	3.44703324523639	4.831564726110139	4.2105861035676	2.0603445183545803	2.6700639461926	3.0937326589962297	3.2726711822066004	2.00760732424084	4.0426981525844505	3.8358603407949703	3.47604879235257	3.42513875562482	3.16520764276254	4.106718922834911	2.1207520993850904	5.0711143453624805	3.8221720299674304	3.5818350268618704	3.9454987644214397	3.95934050762787	4.79588312092429	4.06004204697693	2.7113374556118797	4.3037313124552	3.63769057761377	4.1639033583093	3.9601258931553196	3.93360466384947	4.06107480622644	3.90567833015949	4.32917515704086	2.3999095798835497	3.27843644797086	5.12936949625259	3.6001760987235	2.7841300605089403	3.8816415084620806	4.79343698359829	2.65703017405645	3.47657740554341	2.69861591035654	4.15445386119975	3.99357968913792	1.8577045865092399	4.66342427280526
hsa-miR-142-5p|-2|-2	2.41677934100731	3.1461243617694503	2.13260238258471	5.30839398568708	1.4572863759630799	3.89926674432325	1.26457725920832	2.6906375816969903	2.03662843485062	1.7552065436809001	0.0	2.98122419137894	3.45416610033989	1.51766832497886	2.6551794657567003	2.93990848277	2.09007203609342	2.7017866725354804	3.1838456162432904	2.53764985099099	2.87328817784284	2.4612832912466	2.19803522508083	2.11455624237173	4.07330094061381	3.4324709614515	2.75693024714207	2.7380903591897203	3.2243389801339197	1.04267324288266	2.53908829363606	4.63403441081545	2.29899624378361	3.04454338814369	2.0470331293055097	1.2388507429176299	1.72043533906288	1.86727972636868	2.0836714659074	2.70023512416335	2.7108758277402205	3.8003037037079306	1.4542921393777999	2.91483015758575	2.7416784234344	1.08346983531431	2.6700639461926	1.2535964614383401	0.838078227675617	1.32801715996688	2.00364524126566	2.80761321871781	2.78819889640355	2.14063620406314	1.87061060891938	3.74601216275573	0.8261060623450491	4.19634317962528	3.02691028385724	2.14343772707044	1.58541905325541	3.01870630973851	3.83612666678622	2.83504041160681	0.636848260630553	2.12369524435279	1.9058154170472499	1.8767124534793	1.0613293423285801	1.93200125878923	2.59009957004874	3.25394033962876	3.3241681689546203	0.651095435071571	1.64013735767005	2.66823145361736	2.2105256863164504	1.3981397124086898	2.10692479106355	3.9282688749154104	1.91066103217927	1.84712424513156	0.9672376659082541	1.43279147230501	2.0392082069402298	0.0	2.4614412040800095
hsa-miR-142-5p|-2|-3	3.73292398846081	5.045050820109981	2.6597893453187003	6.864596012592339	2.52646532131035	5.4838651976524195	1.92794801189338	3.97555350004061	2.70402823092887	3.42853874038528	0.714286588872923	4.10192254562005	4.966377439392559	2.7773713504612005	3.79876758258848	3.4769033115456702	2.55741988791709	3.68120829939165	4.1577278361285295	3.13162617722858	3.74767250210377	4.04651991182377	3.55650548942977	2.3209702686055897	5.05952246581679	3.83587241656928	3.61069929898139	4.22686160087727	5.15283304553864	1.77524084392989	3.66525745945823	5.65517656689421	2.84465800976596	3.7362207377422596	3.1056156244034905	3.0969594372283598	3.1000832379656202	4.27519462290721	3.1197311028745496	3.61320711752206	3.59626488804442	4.51137100760933	2.6370682027546497	4.430194888741299	4.07620553868127	2.3514769575501497	2.98136121092403	2.52815098817001	2.3932523100592897	2.2229703559229104	3.84101999808683	3.87405210867607	3.54721132015323	3.1095160622045	2.96158390005121	4.6063887335162095	0.8261060623450491	6.164881037864441	4.10383811314337	2.25638856949857	3.3511149013179904	4.668585656009769	5.18377520388183	3.81653210586648	1.4140194403557602	2.94788595587498	2.07213120564038	3.58332902314839	3.06877466235748	2.89456736054186	3.1450156995555894	4.2892229572095495	5.27016312995055	2.61664964777504	2.7824988860310502	4.11289824237972	3.86256763583173	1.3981397124086898	3.10989577097698	5.33926804131647	3.45651529750038	3.21925122338642	1.59911488070155	1.86550537175699	4.27427459361065	1.03542840667758	3.0377804281648904
hsa-miR-142-5p|0|-1	2.5113224145517097	3.2413519296934403	1.66726602650316	5.49727151125817	1.61511151007521	3.92310453539417	1.56734839643574	3.01663583409922	1.61756673193013	2.45615456930122	0.513101060276246	2.69369547649398	3.1770495700138803	2.5338845468461604	2.79942996492289	1.89487003233349	2.027405459168	1.7420832356558302	3.1838456162432904	2.86499299646964	2.3835583182046602	2.5868484411609503	1.76228931487886	0.999401433099287	2.70863351318078	1.93736509734528	1.8984849226182101	3.05765137296083	3.35015221133263	1.4145572606613401	2.9772055682435	3.80718888517105	1.4904483037593899	2.91183886712048	1.9389309055954098	1.9528299363926398	0.939710521828326	3.16113309024123	2.2152752257731803	1.95199216939923	1.96132180950103	2.6610277828539903	1.5231021893719099	2.91483015758575	3.2528879604069196	2.3514769575501497	0.0	1.9140675084996497	1.5312698650072398	1.9280296929876	3.12768401628457	2.75400684563501	2.5316680350135	1.91078012657577	1.4705362456614899	2.97907167501434	0.59956773196124	4.5371284071422595	2.69334716739155	2.41078748954226	2.07091109042359	2.92306752123622	3.74686112865162	2.8072066755570297	0.502021343466202	2.2134805455945297	1.9058154170472499	1.7550765730578899	2.53160741063615	2.328443218649	2.15452302149622	3.0889939777059903	3.88288923788607	1.43886786777205	2.1789563006050803	2.09101433846965	3.27921177012339	0.986497641034754	2.01909014676748	4.2955946430867495	2.50346407293603	2.21317688977665	0.876335716383338	2.7770457635522803	3.2792568654712	1.2092367255236498	2.4614412040800095
hsa-miR-142-5p|0|0	4.73752510248804	5.606457286112209	3.88577950639949	7.679796536674041	3.82514591576771	6.392806436358731	3.90935836964509	5.36111919108292	3.64956012436741	5.17425671339149	2.3384493676307203	4.7633777461181905	4.736927477808731	3.66812369931931	5.439422972311981	4.072017084925069	3.4770355971703197	3.80213782498817	4.984780741101151	4.22857208061697	4.320629007622109	4.46159167242273	2.53224717296605	3.4139524138434	4.85196839316388	3.94185483168163	3.1508048119832996	4.36563683118029	5.4399879220507	3.09958529425865	4.99709697692695	5.64271884139104	2.7827710487983195	4.58261841222449	3.93736697031858	3.33161398661793	3.8392620671782005	5.003378677029231	3.76027708323948	4.39804865254708	3.99578248387596	5.02541259332032	3.4646336766646098	5.05888568807124	4.9443746158236	3.8321810541091503	3.7292137658448796	4.17581669448451	3.5106085131347102	3.5328177517821095	4.74421624940675	4.6514937481035705	4.24825578289159	4.33331679602846	3.16520764276254	5.037476106491679	2.73722973352027	6.280517539909249	4.630248474970821	4.62918453229602	4.433612486554151	4.09717845975732	6.14644427316175	5.230398003888309	1.91634004882895	4.153030184597879	4.433229717333139	4.82362642364966	4.49311569052196	4.70826683297966	4.52159328976434	5.16570636617762	6.428155811622339	3.63310593163016	4.16475736407316	4.20686442421641	4.96518358670639	2.7841300605089403	4.41651589252507	6.55376016418886	4.92107827232654	4.39253983614782	3.43158408132518	4.9729448344424805	4.658757109489559	3.01535929040248	4.57524234856813
hsa-miR-143-3p|-1|+1	1.29077361970487	2.99034794837438	2.54493666673393	2.8551265490319597	2.87750431558954	1.69478852553148	2.2161992947905	1.67011274939599	2.91656707580645	0.841502590617529	2.07154251903056	5.36423252930411	2.66971547986825	4.10744908446945	1.4092631868197598	2.8438398656662405	2.55741988791709	2.7017866725354804	1.5954155341055	0.7986310440279741	4.1686335145800095	1.80897159332838	3.62803986317989	2.22145170467304	1.5087703662911698	1.20550463081855	2.471714073438	2.45686591006367	2.7993737510596	3.8557572958156903	1.6146524846838302	2.29263943306647	1.56587802715964	0.7866677532367021	2.52942449523844	2.8165810524393304	1.99420526232864	2.1225702392951797	2.9786619044556297	2.64615987229912	3.4763364678342596	2.82487483645961	3.77789287915716	2.84148907999413	2.0508965009813402	0.804123341218697	3.45454181562032	2.52815098817001	1.99752205343777	0.720181077040115	2.2839672998562404	3.0713854804567795	1.70067961470071	2.19280167274844	2.13582822276584	1.8406827302703899	2.03265627061739	2.39351969501184	1.53247251302008	2.41078748954226	4.42019167457027	3.4884394765999502	3.08710743476167	2.18428966744573	3.24224577698606	1.56505339133391	1.5015516951604098	1.12942887381945	2.23121795010896	1.85387990512301	2.15452302149622	3.03818229363845	3.4096301740328596	0.8918392347120021	2.38788915355971	3.3338175904596503	3.27921177012339	2.7841300605089403	2.60615826559869	2.73129703249004	1.4320757045043	2.6905128552891497	3.02913513555767	2.60858624280257	1.16612382272442	3.14940841430782	0.678993312594359
hsa-miR-143-3p|-1|-1	5.501499159228469	7.52615741727111	6.050580925270459	7.75807014241971	7.0746819363072	7.4937124308628	5.38109200738596	6.168478087666889	7.515969466501581	6.14878230542877	6.27127500938154	8.828162615056868	6.962698489348379	7.771299918676269	5.83221407483021	7.47952986542889	6.81591464290622	7.3498183113249	6.969722052149731	6.42688073834334	8.92080674111521	6.4144532641961804	8.02718786659983	6.1485666086982205	6.73989399272822	5.79809797792858	6.54621790023846	7.145830442938969	8.9461454970306	8.13443828693148	8.00413562716917	8.03965482488914	6.43983779354826	6.01269865419763	7.382633627658241	6.8160837162085794	7.90380792045792	7.12334681020731	8.12482376015369	7.63638403970002	7.652351693067111	7.51015448394351	8.53109603878061	7.46196402657662	7.149893713426191	6.479367793106429	7.17303508000013	7.143992204155411	5.94971962604229	5.64965994814438	7.65691086143437	7.5273607240411105	6.534645648932151	6.65376476222533	7.26047170121721	6.092748899806041	6.426571888909139	7.314694655201559	6.673204805140231	6.4781939697019695	9.36700595158722	8.09391936042753	7.917610200881809	6.33318786494406	7.3218110586207406	5.95431871869072	4.7962479231023805	5.536995775020079	6.6549675399248205	5.65183317050831	7.1392606983917	7.031902157976379	7.47035653318341	4.30902216990478	5.535957297522691	7.96016996439284	8.01603414897018	7.246063284752059	6.69757630569969	7.16228350671233	6.661100447350281	6.554620564173031	6.1658378305707	6.87215392567495	6.149329999216531	7.6432960296468	5.24651698073794
