	TCGA-OR-A5J1-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5JA-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5JI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5JP-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5JR-01A	TCGA-OR-A5JS-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5JZ-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5K1-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5K4-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5K6-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5KU-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OU-A5PI-01A	TCGA-P6-A5OF-01A	TCGA-P6-A5OG-01A	TCGA-PA-A5YG-01A	TCGA-PK-A5H8-01A	TCGA-PK-A5H9-01A	TCGA-PK-A5HA-01A	TCGA-PK-A5HB-01A
hsa-miR-1224-5p|0|+5	7.02278989580596	1.3599201872494298	3.4141099413017404	4.06485306606062	7.35371947338698	0.37980035875701296	1.1808666904081397	0.0	4.47449017062681	6.57438070012772	0.35715624530390705	7.582568547519999	2.4070731884528103	1.17391407084699	3.1535245457335	2.2426326164456003	5.09713510041217	3.76212461667671	6.21671999880484	5.141041024054481	3.50549757935659	0.0	1.3838237685979098	3.4656897181718396	3.50260714271312	2.2229730473838702	3.2327621032609906	3.9346372811003	3.5077112711805403	9.15641836741874	1.55121079970117	5.6991471522862005	0.0	3.96470203009411	6.12125887533615	5.4196124099904095	6.358004049315991	2.63970741587962	1.50647156610659	2.27974877019144	1.6159291089866599	4.7411095521272495	5.61827709819694	5.0043565451739696	5.3550594642064	6.150600168918659	0.49158815123897204	6.28466102937366	2.98076038945934	0.7152803748452081	6.4466195541786595	4.200458654352411	7.6768342789101895	4.742282325008049	6.80455563307044	5.208427765482781	3.04011011519222	2.0317389568634097	3.67389241146861	0.43956199474053703	5.53479790645957	4.3807706765316095	1.25131458449461	3.50215709946202	1.7684929947806498	8.12228504262531	3.9737643012008195	6.889954406639499	1.34989792618224	5.73948416552387	1.42611626635842	5.62694889845824	5.63728489051077	4.34801940203937	0.773594987599698	4.01534997695347	7.81456420945518	0.200012694779061	0.24550510289546698	5.13262537512909
hsa-miR-125a-5p|0|-1	8.813786190376849	8.868134027261881	8.46632474071442	8.38862785008551	9.662884282324669	8.16845160550406	7.59696239791683	8.95733467718626	9.772578896017249	8.50855342814651	9.04506784244825	9.80792613822965	9.8111790843208	8.16911905816852	9.140776265913098	8.135884887418639	10.137271842984099	7.93455018485612	8.6063372008569	9.139215381451429	8.04851847668516	9.165350772453369	8.79995189844273	9.089514979003	9.476857041124429	8.470906124437152	9.34461090594239	9.086042750626449	8.868387748370381	10.2881970734005	8.04050818235514	9.01719623288341	7.8050334250209294	9.149735397576599	8.873486878843321	9.7223704289334	9.246804462583631	9.023147831055608	8.03585667586073	9.386246749738179	8.60546072192421	8.90838755031616	7.9768118503907	9.25038424052601	8.07367633894122	9.58614146712009	9.75782745805285	9.696690483937019	8.5146620171072	9.022082364529721	8.93389692470851	9.03028358614745	9.1328387298499	9.29163370661361	10.305749306984099	9.18882167151057	9.12559612484932	8.44688015374908	9.89900173539899	7.670114791932019	9.394150317015448	8.7618455094008	9.223692363672921	10.241892888027301	8.96186313693594	9.58266202058897	9.72217967489017	7.929557497441761	9.241737099015829	9.571096397993179	8.74669819822244	10.116723598071099	10.0506364584725	8.922212185504561	7.970120720765459	9.748565705453801	9.75286877209281	8.40899450891196	9.08001426749498	8.43194149695886
hsa-miR-125a-5p|0|-2	10.464522693324302	11.1577639563727	10.758357674883099	9.914939415739529	11.1213125574861	10.489992472131599	9.268223049766698	9.1815502034514	12.153781928477098	10.030619556939198	9.44166042112434	11.4763882978114	11.579034244674098	10.0617699929685	11.3398764924137	10.2545087740067	11.998364596809699	9.990103625988981	11.2209590074811	10.5124172832931	9.88500927444993	9.91137639177154	10.7105176695481	11.4265634121147	11.7743625772257	9.37456967648641	11.312078363525	11.6626238804054	11.508665746059199	12.128709886375502	9.11370980169229	11.4940080926843	10.2046522261682	11.3665542439566	10.988909489349501	11.802430056249099	11.3877542186567	10.8280017898349	9.83927968146729	11.820703563012	10.7278541424771	10.562051802849501	9.91872839489584	10.664010295520699	9.07811931948363	12.1906217762885	10.889181151186099	11.469090001412802	9.071696546325231	10.83520360356	11.275080481080899	10.8922571499968	11.574889050604698	12.015376591789	12.587457606163301	11.0466838029866	11.219740869642902	10.1177014568806	11.2210721762957	9.664792459164339	11.415477371598499	10.0116395346559	10.7786033845838	10.936104632264199	10.1429691108375	11.6957416402213	11.5122164461309	10.7032905149965	11.7319744016698	11.207540896517301	10.5833312860675	11.885947823094401	12.1118785299412	10.6354368687812	7.37781072096758	11.766133658199198	11.780551998135099	10.3344907611779	10.8522620605458	9.1107246351838
hsa-miR-125a-5p|0|-3	6.9249086608229105	8.31651259906494	7.6567877268499505	7.062090270595241	7.27385129934155	7.434322815154671	6.4386657500720705	5.32094293967153	9.25499781218268	7.00013183264395	5.9465926771918	7.96027300032032	7.793075025776191	7.11215590171593	8.408517103103371	7.084413869626871	8.20516556235131	6.932023023628321	8.63278833252904	7.77857594507084	6.50398195479028	5.748067034623291	7.30003419575633	8.23559671079094	8.621635955718348	6.2047565712437	7.989623582658219	9.167080254805859	8.31831929216151	8.57494374695292	5.6062686808636295	8.01856827985885	8.01585612197411	7.69103681204117	7.869569139992759	8.07466249417641	7.92341975003021	7.99789393818089	7.1621729177948	8.302491100882241	7.85978325092978	6.696962494176099	6.66217180160578	7.830544005051019	5.3550594642064	8.95875394268585	7.38764365524829	7.99214437008034	5.10403949589296	7.25233742995374	8.09075564227432	7.264346864879419	7.937577592301589	8.82138765983806	8.913068056897618	7.31871492863446	8.13251688272854	7.257592053571349	7.41690871300305	6.65610499656779	7.97671601346676	6.84451266840888	7.404554532543191	6.814689898705879	7.291412927197991	8.97221998448241	7.98891562855835	8.02675637869918	8.48081607924343	7.567522816517299	7.53065877139868	8.1336969720113	8.50913470219498	7.230726283286951	3.58467726451926	7.915389651692821	8.23400243244814	6.7774971262793695	7.65088919753628	5.638196951346001
hsa-miR-125a-5p|0|-4	3.57159017263489	4.3760574169147795	4.610592567218969	4.23442752946098	4.40738758113656	4.85838122337933	3.60797835552969	2.92099972266385	6.48871167799144	3.6466221407958	1.69919118523738	4.935478754201861	4.25373842483833	4.04382584194902	5.32465371031518	4.246737903998509	4.90935973144599	4.1347767029475	5.01121057996858	3.55022411187607	3.35136488149646	3.00392992192208	4.6911818958211295	5.01505022351016	5.50877369806223	2.40052956468982	4.38239793555375	5.154661348326161	5.276835017697469	5.69865157130151	2.5763956290885	4.542751469794969	4.38200044681252	4.55974660685962	5.324698616836231	4.76649099141761	4.28596944050133	4.78640124559257	3.9106096021938197	5.4822217649288	5.056020749560901	4.01989478962045	3.27318962800364	4.75028390384237	3.16765419464175	5.98986458103611	4.807275201254289	5.10721180158326	2.67490217078729	4.1960294819807205	5.40340400137237	4.1758894905236605	5.02358395277321	6.0206709582963	6.14119549019878	4.54248700130519	5.06673170788662	4.36716486680137	4.42227164520913	4.0999174601999595	5.62077684062955	3.5081143199965696	3.4756389107129597	3.80906483701386	3.1412171697639	5.52499350799303	4.77175548860276	5.62980518149241	5.10673036661783	4.35947106781943	4.79621728121987	4.760749915300651	5.52330911143836	4.11138180170958	0.773594987599698	4.26343820360843	5.70341504939167	3.2889194810018396	4.74338453623866	1.99969117617971
hsa-miR-125a-5p|0|-5	1.58321534924372	2.27992183949001	2.23250789948794	2.18030506624783	2.2027799276625295	3.14244717133668	1.63778745287104	0.5553749786240629	4.318168490290359	1.45143211861797	0.35715624530390705	3.1377750920871095	2.51963482320337	2.1209976121334	3.2823900732158897	1.60215419279005	3.4427676316066402	1.83620896756204	2.99684380006986	2.07531066703977	2.15455114321741	1.30432624658251	2.15352124062226	2.9013934347335897	3.0579471458088396	1.1524095562131598	2.5762866856708597	3.30108538867895	3.5077112711805403	3.1870384130908196	0.8698025862875491	2.6016949099410898	2.7310326760807904	2.7180036488511603	3.12507266975694	3.26560436267604	1.91412964389197	2.7372664390542596	2.22721320349171	3.5422236323095797	2.28452670234703	1.48070115650182	1.22959132363095	2.1806967876344903	0.529729072608842	3.69416446057015	2.08676140991544	2.4991166259701	1.55529760241193	1.834795754636	3.6050969872242797	2.57704153371406	2.887583922276	3.9705164338480197	3.6392668380188797	2.5936690230865698	2.81173447506434	2.4940216091228398	2.7623633169570296	1.85282924467725	2.96945749596214	2.22952183934018	2.2269872360692298	2.52408703722606	1.5877565610439501	3.63994637208383	2.7131988470790698	3.28086077299096	3.319597306546	1.6427159904808302	2.95399033858106	3.1877401083586903	3.2489718269271703	1.6783276759863301	0.0	2.5407885425160397	3.30868429957509	1.9906533171691998	2.83223300542471	1.39829380287277
hsa-miR-125a-5p|0|0	8.154045368561949	8.23864029525877	8.50683012475193	8.68612672029423	9.25932110084649	7.930959414423139	8.03125327934043	8.629818432448879	9.939514347910869	8.18159377917886	8.77596933286861	10.398741786779	10.807260559031	9.179691689254419	9.16553005470642	8.22366024838161	10.383741772529401	8.20695839313319	8.92548835906683	8.6767421801847	8.58832440202659	8.15138367835855	9.75022373028604	9.2829563097302	8.77058555681564	8.59851372104476	9.00297933689646	8.80882896094543	9.51519276280581	9.85313876592842	8.05104845862434	9.30426953458893	7.96986719512707	8.89581834789557	9.22906689446393	10.5868055749044	9.510769365175461	9.12128896727716	7.90344836314936	9.29936388083662	9.47815818746345	9.36050495186423	7.959592544396651	8.97516032459182	8.82081797587761	10.051129869496	9.71908748085717	9.36003107042893	8.6957199095404	8.714578237857241	9.56479893039058	8.23309980069916	9.815498478810039	9.473061056654482	9.44573834119586	8.50983161327545	10.109597477739099	8.690547744814191	8.700378074736541	7.45463328525218	9.19925190731913	8.28903603903774	8.64215326710613	9.44303734108043	9.317065442128849	9.949430802724029	9.915030039297019	8.89136899878213	9.53530129243439	9.05313386632141	9.813908098023278	10.372330747441099	9.933643175406289	8.82195386594351	8.22742225068812	9.57611666889364	9.717952905986552	8.4408306333092	9.5238897432484	8.19345095342404
hsa-miR-125b-5p|0|-1	6.372449523004019	7.45637810718206	4.954525401673809	4.78943045153789	4.54983833679853	6.1653697212212	1.98427401690714	6.74937300303659	6.15609055641273	4.0216044167222895	4.01511600027081	5.3139286738552896	7.39595833430272	3.94922149267656	5.2713023124998	5.02491473869355	7.322992238619009	6.12002288796365	6.02968995382179	6.33350403428939	4.69245886225351	5.98223170608017	4.469536062516821	6.75875985744651	6.79334989515759	5.78693466445827	8.01327066236814	5.806091454812139	5.651859023810441	6.049013247487499	4.38252254901706	6.3596598223440095	2.62951108083266	5.569758714383579	4.95369548648203	5.912164970995481	5.7944911744699095	6.374497440348491	3.8194786945171	4.86261168943042	4.86477260299194	3.63420134792023	5.1627215716255	6.11026082983725	2.7586346654475498	5.31713159533633	1.4992529867631998	5.0460025357666	4.08256839229512	5.907991614539401	5.1727097146662	6.848552857229071	6.40391541530651	6.98186557227049	7.3397602432052995	6.185223216848611	3.7315542207536603	4.27151562756288	3.3852853420437	4.52137778976762	6.38471238924496	5.14409224711934	4.20846867858746	5.811614958933379	6.81408064759135	5.00551052502379	5.8510405670295595	3.1954142548965496	6.572519961246719	5.5757868943960895	2.69676751065261	8.61429975218208	5.27125049009145	4.84434290785198	6.1618408269108995	6.159895666869541	5.6505305988724395	5.562191492171039	2.7148461507121895	2.7496711851519198
hsa-miR-125b-5p|0|-2	5.276106712825889	6.38878514419299	4.586111622111099	4.64876369703704	3.7455161307658797	6.20713446666998	1.1808666904081397	5.419201715719909	6.48871167799144	2.82207312670061	2.21775231696842	4.84622848259213	6.429928029827041	3.19621268209304	4.911637994832691	4.88281330375249	6.59825455848983	5.86113105734321	5.36380508443749	5.466469560807379	4.19073377909691	4.54670008707179	4.584611319005731	6.5569689567153	6.18165181546898	4.376386411786971	6.89470977732709	4.97242296980291	5.83507240497259	5.53828702123153	3.5553703644982497	6.0912218979665	1.3668151163777802	4.826126108106981	4.6222209116907695	5.631857116562379	4.89987529184943	5.828036462280901	3.5905851827681396	4.90743447874883	4.7994065375267	2.62027547670409	4.585836210735049	4.950415645617579	2.18563331547391	5.0873211902825	1.59929820435012	4.05058563636485	3.13023468779908	4.8215365448626795	4.7137587444432905	5.6893779796789	6.06902417787975	7.3977718522318305	7.02005695174134	5.3487616284478205	4.09904568126648	3.160771215693	2.8027937095275	3.93051981772223	6.09540164119994	3.7984910471442097	2.7053873747629305	4.45074193890224	5.73203059198698	4.8907105310803605	5.15599800845805	2.42214637250233	5.95485402152333	4.38900183011898	2.69676751065261	8.032574131678409	4.5773715980651595	3.68740382396668	3.62671829052032	5.211548866535731	5.43291704072717	4.885185080221451	1.20072674829432	0.627885901991173
hsa-miR-125b-5p|0|0	9.95461509949319	10.866654877869001	8.531079498011039	8.651981567794731	8.946319732801829	9.8319596865501	4.8412514374996904	10.3793144760436	9.9716870066626	7.37765370168435	7.55519075879064	9.33644487120549	11.5486792652575	7.82332433819207	8.93009485805783	8.50137316611422	11.631939781832699	9.63233012594407	9.3680494945904	9.801044940702571	8.50669143929553	9.872195405620369	8.63368314033049	10.6266783688026	10.5197116169617	9.29348543173961	11.8263946231172	9.23371291403366	9.57742974419593	10.3119948979746	8.2884454570587	10.5951091374217	5.54119269481486	9.82879470110966	8.54795551619657	10.1816209155775	9.593377827721971	9.93767079498434	7.36309751211167	9.12720076111793	8.89863530699118	7.380703576407679	8.93571120098329	9.36408985875395	7.292082127393661	9.18583938608828	5.35720675464707	8.2022297426315	7.801654980890071	9.07711985387404	9.35592234110131	10.3660793023437	10.565578916339199	11.200563622624701	10.7049028510254	9.80623759207427	8.06664931015052	7.938106985630079	7.11766864393798	7.63089996150907	10.6188037584696	8.72064142537555	6.95270440073094	9.61254164894727	9.99088029132735	8.85207324077157	9.902271683728891	6.948579064796999	10.5219197038318	9.345393158188651	6.0342222149015905	12.338212430546598	8.950634849872472	8.436666061403429	10.5587885346281	10.1808906052925	9.804464192373331	9.18230248750341	5.84749252484907	6.042000035050569
hsa-miR-126-3p|+1|-1	2.72816674764395	3.3100774770240293	2.16799182835668	2.12826896843848	1.3794128802163703	3.7385120492615895	2.3850898360077797	4.18099078913908	3.7608457586514197	2.38213348914968	2.5298898442204196	2.65021109590553	2.72140847787664	1.6293409874848999	2.6789908987204702	2.3425336778586603	3.41735243786928	1.71592461935817	2.62082976131872	4.12341027193949	1.10485125016305	2.51995630551752	2.4851258195053703	2.52818536508843	2.8852614790329802	3.02383769141127	3.1105242693964796	3.68659604765601	2.5111831237211297	2.5257402120993797	0.8698025862875491	2.01506787416251	1.7996241150650099	3.2073584180539196	1.8977417302797601	2.22245156807466	1.53330704398175	3.14536425648087	2.8039947909035	2.66103378312711	1.7325841775122601	1.88215980704092	3.57403964191441	2.57221412829528	3.2371817596277896	1.86061945303812	2.08676140991544	2.7878979142785605	2.7691010830236804	3.53477595148394	3.6313395906240498	2.9106140200565696	1.7529548328707	2.43373414002617	2.18498973931993	3.5597502153618903	2.27906130589804	2.3763401930792405	2.160610749833	1.3468156210125	2.3716608031516	3.2873599655332	2.7053873747629305	3.0044714307889597	2.00314293769195	3.63994637208383	2.8503178769534703	2.12220839335295	2.71725138068698	2.83902042204389	3.27008335018867	1.92160389685909	2.5643990838991	1.86420827332827	4.9281457889704905	3.96677129125435	1.26701098702675	3.3321660133637	4.39470878671137	3.2816659258999903
hsa-miR-126-3p|+1|0	8.141118817271192	9.024213247549339	8.304119731868969	8.07053563970889	7.43941590499645	8.25206099781695	8.17838747883132	9.05290100704135	8.76857457286759	7.989570463822661	7.64296282797562	8.449357019952481	7.776178923449531	7.95575402169507	8.31745426759743	8.07182946480377	8.4890469498604	8.01321735333966	8.088989448106659	9.56022585103933	7.26295650187375	7.5303966046774695	7.700075027729289	7.60461548222928	7.93375367056979	8.678195783975589	7.79500131669782	8.72415464025424	8.45387873674753	8.79641439948926	7.53752022423209	7.397146453022731	6.660410891868731	8.30309497267573	7.330402572074361	7.858055947911089	7.197016830708639	9.18751502793085	8.899737426721131	7.70887991233449	7.66985511337214	7.63743670439654	9.43469900808742	8.843738571613779	8.80802242086162	7.57654202254866	8.060288517612161	7.62844013599834	8.39788410488614	8.873055993019731	9.25931613531404	8.66801234525151	7.38517883548419	7.6528481420931	7.52961864299413	8.6240729130865	7.9576541441366695	7.79495057611792	7.27503326058591	7.047847094161849	7.88587071889657	8.28903603903774	8.35234122154417	8.230653919492559	8.459504366795251	9.03438288239069	8.44104135110801	8.24339987392776	7.887213338061191	7.96807586895778	8.34218620226427	7.03668130878142	7.95684461785993	7.833513480580961	10.3813715540131	8.64932172658325	8.07251520876455	8.95087896943029	9.29423179254757	9.389366816080631
hsa-miR-126-3p|-1|-1	5.05766175639813	6.53469633326012	4.715889564473651	3.70515878348279	4.48682574703593	5.86346126086511	4.79809739723149	6.07556261754758	5.4032754062879595	4.30996960627144	3.51010710047554	5.17422482695903	5.34328498838983	4.23239905708982	5.5779139859595	4.56893926981322	6.07590532167899	3.56731276525627	5.16641768602533	7.04909993544162	3.7222616657103393	4.10152570128455	5.09219003054896	5.5901726300033605	5.1678513210369	4.53699029732528	5.53729406503483	6.46857112061163	4.66191292448587	3.91645915123847	4.26326598295058	5.05287045050803	3.50796267912827	6.57875453417245	4.40735398421566	4.77617651804345	4.26425183785321	3.4631124624525804	5.2411867317459295	4.94231628914356	3.9739566449026604	4.80026059859887	6.054347867243281	3.9640346380802702	4.64140356392817	4.15396590397411	4.72107105794867	4.83604511363495	4.18864248315187	6.2496513384406605	6.32728139060225	5.77366109649423	4.7963093255757006	4.574698265489331	5.2877886854296205	6.0855753641309	5.05632650693873	4.64673123936115	4.746311223409901	2.9126874620644396	4.43876118814851	5.181244536899929	5.51218996214054	5.3531912914963	4.84198604003961	5.41851444438605	5.527188503098429	3.8154764951206297	6.02516511459283	5.496610916431051	5.55387769767596	3.9729392331063997	4.7595693422271905	4.14765772261196	6.94711619990458	6.51556456750991	5.07985745899002	5.41408036831296	6.38137759091687	5.51458019776402
hsa-miR-126-3p|-1|0	5.17826413268756	6.37837300353604	5.55576241251735	5.245290959031379	5.46086261336301	5.66367749654256	5.412919676593571	6.195953519797599	5.6129596773712	4.95359825454581	4.73127940641998	5.86135151514842	4.96013193089567	5.781828778437309	5.4670389464047595	5.54871917909461	5.475154392732769	5.08099433126458	5.37180372233143	7.2688219663631	4.40962849876588	4.66285656574836	5.62987166295073	5.451072849809769	5.20507036609288	5.792250293460901	5.19029414521897	5.995509804090769	5.494766206709031	5.643765694057831	5.09155230125679	6.0586717667260395	3.53628884500261	6.4919841992258895	4.843849626601769	5.290399451187059	4.87859224399128	5.712830088690139	5.876906581030201	5.0260003560839	4.87749779003142	5.56492904653008	7.05808782970101	5.6233470999204895	5.41629450183521	5.31713159533633	5.50640197332036	4.93220949828281	5.41208931347314	6.5750843447152905	6.75482937038208	5.34827432035828	5.7125807854155495	4.900309396747111	5.60736724086859	5.84043428993472	5.935761930126	4.85904564613387	4.99338892202337	3.81356496047945	4.9623873693941105	4.99557274478431	5.13152226208278	5.26291819295363	5.86209793672667	6.28516435018442	5.87534819791005	4.855324733121099	5.4409847712420305	5.72218624170691	5.7073428670641695	4.54272359682196	5.0748575226445	5.21293132270569	7.6440118861764095	5.74077419731349	5.779275513982509	6.0342921643695	6.20759125493353	6.313300985686211
hsa-miR-126-3p|0|-1	6.6556159404665305	8.51492053360303	6.2006798330535995	5.56204565504155	5.69631619614738	7.80061674925861	6.1775514664429005	7.2205543536656105	6.79783481932168	5.947614425171289	5.33363127425916	6.80515592439355	6.6249806180456305	5.40075017192009	6.89552464691345	6.32916945530923	7.54605258150049	5.03145528942591	7.61256788331334	8.4136573943881	5.29298286046075	5.4306509503018	6.6084465453580306	7.21744550085851	6.795791738932331	6.20076467941729	6.7588806888693895	8.060146436581679	6.473425132092639	5.91215238018254	5.031990241152481	6.0750386300358405	4.6645856056537305	7.62071831271945	5.6847191627632805	5.976590472547049	5.70058911360645	5.46481312234055	7.01847709995746	6.34737799683269	5.29293455404134	5.83763324628332	7.55539602427302	5.501099912825019	6.38405670759303	5.723093737829	5.781278543211419	6.470838346122661	5.544512906238119	7.525399783127661	7.40828692478793	6.93527912404417	6.29489188943129	6.6944801505076805	7.1765525627952504	7.699390688320559	6.25524485426031	6.00232739575834	5.77613384893592	4.3302475524358	5.934592541215349	6.43172795271332	6.39737754953076	6.40743390217715	6.45039732293077	6.91379623133146	6.76015659594724	5.27322086011713	6.935895401413551	7.018204532272709	6.95123228421775	5.0306370401745895	6.26668887270981	5.2467703036557	8.41754225527393	7.77196528661242	5.942159026880269	7.30953065555292	7.57010163950042	6.865465587624071
hsa-miR-126-3p|0|-2	4.95165942868152	6.1229666677123795	5.0825519882062995	4.94792932993629	4.447653351449441	5.3055586874379905	4.95367160362861	4.38928444355692	4.7439783143756	4.89472142164897	4.158168523883161	5.65346149673916	5.68247423928002	4.86075431164355	5.30202997350864	5.428831406424769	5.953054540575629	5.17524389862203	5.669815653592059	6.2343333890778	3.7222616657103393	3.2215998463435205	4.17118099192603	5.152642215225621	4.53427935261286	5.47284898679567	4.0579506762608	5.594014733642799	5.580345747534761	6.222486644506169	4.65939807453802	4.37663584676813	3.38874554401125	4.38730768407222	4.42271803556309	5.30385411971847	4.2751515045194	5.587619229227309	5.68373283145643	4.19060651689956	4.43635462871287	4.81180525269259	5.9879582607485	5.7232298545412	5.11761246341491	4.75015031598337	4.00195492873008	4.31987219570034	4.4946598479402	5.8368758938342	6.02476379955463	5.4745185937530305	4.58458214490602	4.88446696383988	5.215465678735169	5.36773976937251	4.67620142246728	4.6210900026237	2.9177011020800903	3.81356496047945	4.11452394794814	4.33204626191984	4.55762532177985	4.64195510792721	5.51505924805248	5.11184499854539	5.89132869641333	4.28958210765148	4.999044714478861	4.417940227334401	5.403846233011451	3.74644527975536	4.42065149823359	5.0306967115876695	5.5798019077482	5.3121947319337	4.6113931158454005	6.4906930363265	5.66963872293731	5.5316873478689095
hsa-miR-126-3p|0|0	11.509176946119098	12.482339612106	11.276647601633199	11.3912524362141	11.3084367362889	11.7056240658851	11.231794495775599	12.3718712117547	11.878354876995802	10.972457005389199	10.8228825380424	12.123159043267	10.0253207221706	11.1311827764081	11.318549134481499	11.2161424343205	11.857605178333001	10.5606094011811	11.570614805770099	12.627921650976601	10.123646707696901	10.4819867561065	11.3429082509271	11.280033174709	11.4865285852073	11.770354679993801	10.812465709524501	11.5589295649631	11.2278840963979	12.112493675720598	10.940922599925301	10.8686678683587	9.729878641166199	12.2196063245799	10.7940832449863	10.795709079403801	10.6005908447994	11.6100298019033	11.8713569125562	10.939876534556902	10.499699611579802	10.991729792797999	12.6358698827214	11.6979362615634	11.400990713025699	10.705862777345999	12.0706814187784	11.0839667751424	12.083669089954	12.340707775945802	12.217952140485599	12.0887706568867	11.050153234207098	10.9989817266695	11.733373567620198	12.026886696506601	11.6950522166483	11.133014813399999	11.376693021147899	10.0177676159961	11.550953975726198	10.725756779467801	11.037084332128599	11.748308494851802	12.2477192432876	11.9617282506884	11.7033962392797	11.3609684694927	11.0771718252318	11.896494864002	11.5115973027904	9.82655401919644	10.834030133468799	10.543983642064001	13.4813011466407	11.8016951727758	11.7718733910374	12.3264440742104	12.495402093228	12.3843965710575
hsa-miR-126-5p|0|-1	3.33262272955344	4.5494228500328395	2.0296007254823203	2.57956756386688	2.4866297185063	4.91708289611372	3.63275259274429	3.53167928994229	4.70662664764996	2.3474267209438597	2.12789172574286	3.9923090705823396	3.70610192380942	2.5909419762535	4.69721217839456	3.64813446883788	4.41393142345532	2.549860417314	4.009858607098971	4.36759888089687	2.3625431784991897	2.4782856419837205	3.21379784581072	4.23891769342106	3.5263275731267405	3.53580655548089	3.2327621032609906	4.17865720266568	2.8399124318077003	3.37032175475694	1.07259777781492	2.18554793403875	1.59938947015066	3.4012287879278795	2.63816606137355	2.9940420408070803	1.85723819910457	2.5350696022191803	2.89607831157635	3.34777830309996	2.3590090547311697	2.3303856028686	4.52157993941966	3.3150013529302402	3.64790270609335	2.0131058304526697	2.69619170627638	3.2883369062540098	3.1653029023752794	3.4525868652920697	4.0562459879199	4.12545913123129	3.0199590124012405	3.05973038245468	4.19588940109445	4.54248700130519	2.81173447506434	3.58881064409526	2.5412397959029103	1.85282924467725	2.8223751232033996	3.5081143199965696	3.0640388994461296	3.33499163970769	2.8109462924353097	2.7512676642491605	3.3670059761876803	1.6433694100167298	4.1225711464067	4.783018650297559	4.1425221772616405	1.18108519664538	2.92912091480815	2.54627669002244	5.6929569610173605	3.98314661071258	3.9132478749101	4.6318815478570805	4.456962272539401	3.6694719769026696
hsa-miR-126-5p|0|0	6.94204529721254	8.02364466063996	6.78582303661803	6.65869425423133	7.00819970882853	7.95392092435189	7.69726006907232	7.2914562607900795	8.132646031196881	6.73236110468305	6.646122289230781	7.836838132369389	6.9947695512625705	7.3249170011374005	8.306130155380549	7.168488954302711	7.49685316325041	6.33435117745602	7.613411448174619	8.16888061743031	5.93781967593295	6.930784080121571	6.99138500523866	7.57399664732807	6.3769449078377995	7.56622502778573	6.39648331827028	7.543691949217969	7.2639485415113	8.223319403711379	6.448351548833609	7.10205777408939	5.2391032559005595	7.106782440586901	6.79685390006455	6.49059108884541	5.9073838401673	7.21305056803817	7.1102501733153	6.74321858100821	6.7496714961982205	6.88083891526178	8.74888453474826	8.18721432950298	7.28389088490845	6.16695094716157	6.90146546025346	6.63311370106691	7.21295547124297	7.641241087971669	7.900215960643069	8.00105471457078	7.296592771130659	6.42558811515254	7.80426537488791	7.927557427897151	6.85656323330122	7.284384497185191	6.15754897804155	6.111688693978669	6.631120197018549	7.148768106237509	6.79423909623083	6.82261188174909	7.0243034102266	6.942899265766309	7.32237400344002	6.5356924092814195	7.55068896084023	8.168692002824109	7.89387173332748	5.314140559390401	6.77740671989354	7.06989957126999	9.48921355363213	7.118610797971639	7.379489290309559	8.35366583326176	8.04871589263463	7.85077116678803
