	TCGA-OR-A5J1-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5JA-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5JI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5JP-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5JR-01A	TCGA-OR-A5JS-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5JZ-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5K1-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5K4-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5K6-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5KU-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OU-A5PI-01A	TCGA-P6-A5OF-01A	TCGA-P6-A5OG-01A	TCGA-PA-A5YG-01A	TCGA-PK-A5H8-01A	TCGA-PK-A5H9-01A	TCGA-PK-A5HA-01A	TCGA-PK-A5HB-01A
hsa-miR-30d-5p|0|+2	8.96447895154343	8.41963250914278	8.4854791703023	9.8199767755259	9.15120879968359	8.81581411315442	9.697184706079609	8.96005769537719	9.367969170795849	8.80522050832504	9.9323957095171	10.0861846631782	11.448926284460402	9.592673385268881	8.78604859543639	8.12189410902782	9.538778932427212	9.19540628857837	8.73748091544492	8.79977365774925	10.2525382103576	9.39650162196345	9.58857347712866	8.22167233411958	9.5229065340621	9.53020464445022	10.1977321276441	9.51305726343457	8.62238253424903	9.34846879547182	10.4519391773502	10.200569373768	8.52623638154668	9.722098780483849	9.24967406298123	10.0322587189301	10.111604611550801	9.056608849551301	7.57990558248899	8.57605253671837	9.56430351216344	10.0695982559043	8.31411579440205	8.75841224972674	8.99651052812895	9.508876313976891	9.56096845766245	7.774744222508071	9.452741925123949	8.68788389221959	8.89651718450873	8.75869581697095	9.4600912315473	9.119178776866901	8.81071023176299	8.945269515269551	8.6911760709789	8.4183207120128	8.491320258799371	8.1980595620795	8.67344315389499	9.50299398954138	8.64049054946095	9.13854445405163	9.642981716726949	9.175932607525072	10.061915925437301	8.19908799997242	9.070263541563891	10.083730534686401	8.83396346226895	8.97054230438581	8.36437360329891	9.60733188287999	9.25212587686727	9.045542389304499	10.337796575592199	9.88030790429358	9.458443272694419	9.617807374134589
hsa-miR-30d-5p|0|-1	6.08294993081746	6.780659034584861	7.1433888263305905	7.77194834071935	7.032671798412911	7.779019716560639	7.879086492899951	5.19715146213296	8.53903809460273	7.16989077568108	6.6501627753354295	7.579110330190309	9.03678848897009	7.49530743501203	7.77363980362831	6.7442876145614195	7.40770842577118	8.08022272247138	7.8153309711677	6.49073686907397	7.848390979567831	7.72445489234293	6.6683803389679195	6.86163866710393	8.2642323229581	7.14388068556522	8.05736631596624	8.02155371976001	7.231636648741981	7.574726248529901	7.55455277386805	7.568771267808289	7.43367789714468	7.69103681204117	7.53688017462583	7.75896436243559	7.4257689923138	7.21305056803817	6.274400411364041	7.37565368170854	8.35098204925451	7.36119335217584	6.28197193101536	7.8833182865801295	5.784668437197441	8.15796083625442	7.54959388594419	6.195870125378731	7.0228943994031905	6.74440699753283	7.151490623115669	7.4928768130291905	7.26358871881671	8.17890216162315	7.5328108485076	7.84869958902681	6.53174772680306	7.094808466708799	6.70808679552377	8.22120407181854	6.780560584249691	7.946036746146821	6.92565371825479	6.74692491977295	6.66806165306365	7.7846037788930795	8.16356542522761	8.09558573963217	7.34064997928197	7.13609450152514	7.269841320814611	6.50764502719617	6.48335700064534	7.747489100383719	5.852047528568731	7.64778351825762	8.650649504576	8.31174389202332	7.66809758315036	6.8888882299019505
hsa-miR-30d-5p|0|-2	4.76204506263213	5.11871348995755	5.4913069747820495	6.13019365150785	4.59833892212604	6.36832912503989	6.5598771179228	3.84621151502302	7.14128116439854	5.26386007300893	4.9697972964312305	5.65346149673916	7.4922156452748	5.588223533214659	5.8670653746566	5.71637990990386	5.412217869380161	6.31894864699275	6.56429301622509	4.720150514824639	6.444225972567319	5.78271516307994	5.3416283307459596	5.252697244110959	6.56905083870872	5.088180051237799	5.99147886415368	5.79043638231318	5.8227299660587	5.7749333496907695	5.7010996263362195	5.35941387095122	6.84157605035138	5.050903143583089	6.65444905163915	6.12419550985924	5.01488546543146	5.37672128807583	4.80357422371159	6.0201095040443	6.82386691759008	5.175736201790089	4.7866601548350705	5.76132389533867	4.32749312314342	5.9288515792695495	4.98424202079076	4.4555088533767	4.76995448331382	5.5901368686580595	5.163747556623731	5.533726063263191	5.01303160669495	6.6030555570580995	5.58293694817629	5.652026873080009	5.5911662857733395	5.61114581516193	4.60484872247338	6.39015393646559	4.09862964879374	6.32372619012439	5.4678744848950895	4.75666070839961	5.1659598982894	6.00144049467032	6.27613679330675	6.7972932756196105	5.18252754747343	4.2020067103660095	6.34239672425761	4.77417731872513	5.13041680784846	5.533927333180991	4.11428876309528	5.55608874647719	6.5664340169742	7.2739312441829505	5.94194033549179	5.766576357324281
hsa-miR-30d-5p|0|-3	4.41458662245893	4.6974869749852	5.510947760582299	5.46048695597643	3.32324599285688	5.24955531501149	5.2622946514854005	3.20431830205644	7.35552489380558	4.695252461289621	3.98983153002478	5.49366058915632	6.90435921325513	4.73027806972087	5.956699126560401	5.03987329458185	4.560441314958269	6.63725801330439	6.67832835733389	4.416674920472991	5.95397876619586	4.55674508798237	4.80235689826374	4.86293899518391	5.784333435247951	4.72661372038904	5.513371963390809	5.715045582614111	5.906988552718881	5.15155652295627	4.61137090850724	4.71972920633281	7.02267125210069	3.93993994870493	6.0927275393886795	5.256203351519161	4.927772921233419	5.093236196373571	4.40956578580863	5.84683668729455	5.846288197853969	4.3870269516025004	4.4345226881967506	4.532608383714161	4.12228742039246	5.77734904523607	3.74230259429645	4.41976352149418	4.10079789934616	4.96184119952074	4.99210985269623	4.85500333067415	4.05703255347059	6.1254797149235305	4.8010101830468	5.02134615889526	5.50961625953174	5.53080138982962	3.65192839959705	5.71504729183982	3.8928400349319396	5.600090837587089	4.71757651429839	3.4485589675202797	5.244392727915731	6.19126787111268	5.62121886784725	6.364233762549139	4.5804063399095805	3.88717945494295	6.349876853856441	4.2477842002488	4.69785788629573	5.12468948613282	2.48849145906858	4.89413551131957	5.21347789935953	7.01165202190655	5.531814757702531	4.4410423643457095
hsa-miR-30d-5p|0|0	12.6767989979498	11.9412227804754	12.328423140597698	11.9471115883866	13.002661131126402	12.5252115302265	12.1780570210238	10.5174360552637	13.401967395404501	12.078641013916302	12.851968968636301	13.230544935685101	14.3565096369707	11.8798293447559	12.407073093152098	11.4470656062168	12.885593912822499	12.889070867021198	12.742645611031598	12.089527317759199	13.0730123157077	12.8769365836815	12.487209897258301	11.998288478843401	13.763391122368699	12.6698904576861	14.4431605399723	13.8882524202425	12.3391611304111	13.4371751239838	12.97176768442	13.6944671873628	11.9988215631472	13.6811454036093	12.3518520960519	13.085533896063799	13.9661854432099	12.1653574444887	10.835951205622099	12.5761960274599	12.633739925757999	13.1080647577956	11.612535053703699	11.7841092450792	11.8405380665906	13.4026887705607	12.2243656303156	11.600290281637198	12.5570746165331	11.9049377955442	12.3097398481924	13.117164902532199	13.010185328730099	13.1475346417056	13.103497985324099	13.445124669704402	11.714931457153002	11.6755691742173	12.691582430037801	12.638009408520698	12.1863921901605	12.8972231042027	12.10930948674	12.1511898944158	12.158373355425198	12.595405909776302	13.7596307056975	11.503208123609099	12.820008661084199	13.823365037286502	11.997359313284099	11.9771236459602	11.6519991207304	12.9863632902916	10.9584053963885	13.049312763516701	12.9432019956061	13.4127085047541	12.476836008623	12.3655130210774
hsa-miR-30e-3p|+1|-1	5.141647400951321	4.965763540693571	3.7805966440323298	4.00839571054221	4.30881886524199	5.01439215760015	4.830583338163009	4.02329018851479	4.179641648048809	4.78228085967162	4.46384431237143	3.6928674217819903	4.285925937462681	4.13260646700015	4.76495085629766	5.63990099757136	3.9117872675989505	3.63521525532072	4.69150330591263	4.59781487267895	5.241250801275769	4.55674508798237	4.3444800808263	4.2900498455244795	5.61767682963441	4.41824437528926	4.38239793555375	5.38058048687629	4.35416244623061	3.91645915123847	4.51023645070227	4.619147018908361	5.3469824710993095	5.640623080554239	4.71249810455413	4.6865728811143095	4.82025293768209	4.13489173928491	5.342859762322429	4.9249808039263305	4.5035673936833	4.09740771745641	5.08227309308439	4.0486188411160695	3.9257201520584903	4.23374611014746	4.85864906894184	5.53791899170316	4.46681893508633	4.9165723108432005	4.28835529642217	4.7917317738185	4.33634784635173	4.26782670233577	4.998651126608349	4.91354538663925	4.70313022900513	5.00496796458272	5.69253222024376	5.7117827014527	4.30663741621544	3.91334958308491	4.2439410525507	4.409258476511651	4.99501237778126	4.0497379676515	4.700985228029389	3.88261900802966	4.8048575046551605	5.680999115012	4.016586409498871	3.9960432310759	4.02789560802083	3.95640470061421	4.08442985009493	4.978231109540941	4.6921126927046295	5.131516968746969	4.4447246253727695	5.12136901171471
hsa-miR-30e-3p|+1|-2	2.56075865014706	2.6832981067978396	2.35348077414766	2.371493479388	2.2027799276625295	2.93084316011063	3.20732137793859	1.8409779735096898	1.61098198045467	2.44913837645697	1.4251324099857101	1.9938505399576598	2.15159183678308	2.68788100824558	3.04871058179362	3.9937101427273305	1.3328664904510399	1.2798691163039801	3.09674339141209	2.40212240471984	3.17877344626053	2.1470662795872	2.7545753448603905	2.9013934347335897	3.0250241217308504	2.40052956468982	2.26857870956861	3.30108538867895	2.9347171415055198	1.7186225744569998	2.5763956290885	3.01756395711956	3.56406954187697	3.03100580152493	2.83474413928037	3.0903553239630197	2.9179730643471498	2.1660839536115	3.3513055202259903	3.3989012216262697	2.3590090547311697	1.7917764161299898	3.2278832569645397	2.02238961819277	2.3198845296759703	2.0131058304526697	3.28226529055412	3.17854685346495	2.34860779798555	2.95213293388345	2.81374424721852	3.1813594652004804	2.93307195628591	2.38952006295389	2.99241296341406	2.41057034405894	2.9530483716285896	3.01087155918113	2.7623633169570296	3.861490514935	2.3716608031516	2.36485487149087	2.7053873747629305	1.9607261095596298	3.17364921400009	0.8631551665707611	2.91428101115575	2.3289278657165697	2.96630863464989	3.3993612206121804	2.54862583717217	2.66069716189919	2.41898880261442	2.17661249199118	2.18511229137181	2.8924738647958796	1.52381242289318	3.39469818794973	2.2357745802706	3.2406398789077095
hsa-miR-30e-3p|+1|0	4.968483070022651	4.84391913081585	3.49523396123034	3.22489398874273	3.90825728150141	4.13454118063361	3.7046206432897097	4.91227303041443	3.40437435508619	4.06497414255475	4.62032133006087	3.7676894264896696	4.94004491689319	3.73908413769306	4.4589570820083395	4.79736819694116	3.71723384697378	3.6016634643057994	4.19255655788176	4.36759888089687	4.226648169151851	5.56610530932096	3.10233434407845	4.2900498455244795	4.78099558737011	3.65730384351369	4.57959603845813	5.3309419277534005	3.9167271449398102	3.07080213324414	4.01517953137942	4.24781178979892	4.06953546050363	4.54340115013478	3.9579366716329503	4.69680812397489	4.62106762666172	3.40491626308631	3.50543756471141	4.38062673941877	3.2893371873490502	3.65997955771652	4.5947864367912805	3.59363312426937	3.74657351709638	3.3084590822967597	3.45243708329105	4.6735447811414295	4.18864248315187	4.06386143820228	3.8027755284866296	5.04334514175085	4.15626884159427	3.11508460403634	4.98006180614115	4.63937774084538	3.85675385450002	4.077768784510839	4.71487546541917	4.82314267707247	4.06630587685268	3.8455373471513394	4.2439410525507	4.990287757034871	4.737386140739231	2.7512676642491605	4.700985228029389	2.72013199421387	4.4226380253921	5.04658802363088	3.3617302887241	4.26690699006364	4.06095233530531	4.28427469271824	5.433517004853179	5.1763770670778495	3.8205358090866297	5.010277546519919	4.38192911909683	4.57909281595308
hsa-miR-30e-3p|-1|-1	4.03795220214076	4.17897683691567	2.88193172615024	3.6323055738536696	3.4073185425033503	3.70558776728168	3.39279411276591	2.3856946692358703	3.3079024946293396	3.15873876262555	2.7263890848851604	3.2111021828824198	3.44614184819104	4.11528203998678	2.4235330740997596	3.72418943091294	2.61511387509923	2.549860417314	2.99684380006986	4.29070520298595	4.36198160637967	3.36569202903633	4.4239009038407495	2.8681286189980697	4.29289291051666	2.55860893780679	3.8055853744620602	3.9346372811003	2.55163244655615	3.24182343003988	3.77473400612087	4.14820018417359	2.52030102674356	4.36887366310898	2.9663818199404197	3.3458427099426	4.065124590138529	2.9145771099006	3.8194786945171	2.70231997447375	3.25073323710258	1.5920138626405302	3.49974501253294	3.28043983645482	4.69180500561321	3.1197667339531	4.3131455112996	4.31987219570034	3.3894675704869996	3.64989599412659	2.56418428643659	4.56453744519306	3.62974275792961	3.63400392911874	3.71616345634729	3.6860884564924197	3.16158013040057	3.2965514615761804	5.49077927784558	4.4210013795783	2.6145478815483303	2.22952183934018	1.9111795442188102	3.8509822428437595	2.58845423143595	3.32324517492819	3.3205515145303397	3.17770043230369	3.4883877487341404	4.28288614868871	2.44067623661867	3.22732828739802	2.41898880261442	3.58530351847711	1.8004693462710901	3.6349394019298704	3.16524814428102	3.1508112376777295	2.3451609198099397	4.38566634901338
hsa-miR-30e-3p|-1|-2	1.8962026673638799	2.5411791607803704	1.51083588021708	1.7691448313017	2.00109833189486	2.38301716996915	2.3255522629069905	1.4024094308827	2.69575443836988	1.3143869060059699	1.69919118523738	1.9082464274841202	1.65626115132047	2.98354351872969	2.1128957635230203	2.13529569612593	1.79427802862555	1.58469185446046	2.6474307853996204	2.9608551591060297	2.8508277953722696	2.1470662795872	2.4851258195053703	1.68433683668778	2.55710250438008	1.2789698828615201	2.1494654719023	2.9340306708201895	1.77883370766678	1.7186225744569998	1.6809698029137201	2.4758615279307	1.8902005042296899	2.7751165619742	2.52882520971253	2.3831890987313797	2.21513240858074	2.2998423257792897	2.15450011504253	2.1662983396485203	1.9409176188497401	0.741200545701765	2.67356142404239	2.1037134984525703	2.5558747155344905	2.2153068184797404	2.82576051215939	2.89591477594035	0.8966614088192829	1.3810095614465001	0.739950800949305	2.6502118724974997	2.57966573744959	2.34390800657186	2.14104146259429	1.57461204175253	2.4792756648026697	2.0317389568634097	3.0909531050587304	3.3423093543822002	1.3324586325971002	2.08016714205861	1.25131458449461	1.9607261095596298	1.92908727595633	1.39945783621369	2.7833867861966004	2.53774946704872	1.79838462881417	2.26919960737736	1.5351204841233799	2.54012558377973	1.21617068633548	2.0288499962057798	1.27443983543653	2.19209355410691	1.52381242289318	1.62382870144176	1.91938446211436	2.6899675256442404
hsa-miR-30e-3p|0|+1	2.6881004427199002	2.86132797944511	2.6653302730816	1.62638434205079	2.72370851967731	3.04052126026022	1.9051378582920102	3.7233744289701898	1.61098198045467	2.27540325007016	2.8439373637841405	2.15117929837284	2.4070731884528103	1.8124817026216	2.6789908987204702	3.3450888050252003	2.14333149586886	1.58469185446046	2.0721366691033998	2.40212240471984	2.15455114321741	4.2939584449620405	2.2262203870039103	2.6506181375129	3.3246542404464705	1.2789698828615201	2.97696250718794	2.8152821583727503	2.4267144895678596	2.33733927157907	2.4363933146197096	3.0620336479804804	1.7996241150650099	3.9890462626653203	1.4944308284646801	3.1511679306064098	2.99910240665671	1.20665144769654	1.6188429285679098	3.12298204696495	1.1957764468067902	2.1236103517789	2.19745070088316	1.74666381374789	1.2209330273363	1.93887634520389	2.2800422670865803	2.86080014273673	1.65735720823177	2.3706426806720002	2.3906914167002995	4.0995671065463	2.84061483070112	1.6415067721768999	3.13366738214126	3.4921744685406804	2.6550605508703904	2.10755906028279	3.0909531050587304	2.07235716029688	2.52224002367129	1.8224149878172902	2.5998261176528197	3.57899611819381	2.7691085337707997	2.5641520032605403	2.67678139951995	0.8339072055246272	3.60316633210599	3.88717945494295	2.19703177598975	2.47583764055734	2.92912091480815	2.6510773427945695	3.49673119532493	3.69581929633451	2.62237347705053	3.1508112376777295	2.63092197219548	3.1549126717282796
hsa-miR-30e-3p|0|-1	12.171368420684098	11.7995496547756	10.5971550319844	11.223624286064599	11.0885285684887	11.7088725549825	11.720918235032899	10.4147320837909	10.8751477696284	10.8742557473956	10.6915753608779	10.6616389447267	10.6843521684194	11.4446618329292	11.1595866648077	11.913940480198699	10.4787559106084	10.064721976642302	11.128535459810697	11.6404681683306	11.914980467450302	11.2307887599922	11.908397773605099	11.0422257972297	12.701461654089	10.4690984748699	11.261139784599	11.846948467149401	10.9928939842257	10.9039628870415	11.3805133999187	11.6957861962548	11.7839164387622	12.3579807644431	11.544578759783402	11.276005728506599	11.714275113597601	11.259870732238701	11.717672435369801	11.456803113414098	11.1900455580094	10.7210773522123	11.4275879492572	10.4777920352773	11.6545161693767	10.869968246068598	12.1522736746275	12.157386365971801	11.051347724512599	11.6111085030935	11.062956378836999	11.884788852230699	11.428470616547502	11.519767478197	11.725838784052801	11.3260722584112	11.439963885349501	11.6210298105966	12.8553206181146	12.465998292209498	11.102848394390499	10.233463856931	10.266270192157698	11.373453115360599	11.5271614235851	10.7714505800632	11.386253319669098	11.0200451140113	11.7018361959798	12.4036907651725	10.560141287140802	10.8509269675723	10.7618863992532	10.8025973420801	10.820305484498197	11.842023356628802	11.569082283118501	11.989797340653801	11.0778897696808	12.1999017822294
hsa-miR-30e-3p|0|-2	9.92286818380831	10.2952375840064	9.356233638862669	9.647590218656891	8.704672212867269	10.151758105382699	10.265073286751699	8.52338062340049	9.25984109704495	8.96828799786423	8.742298435888019	8.77292105757615	8.94149610816454	9.64492036667703	9.803666394991788	10.718020818271901	8.60403927519756	8.69258403990425	9.82915665543383	9.56907134214533	10.227553927929	9.156295629979711	9.90321455557025	9.49631266179882	10.6221577866028	8.76996289509059	9.07420599686297	10.074247766092599	9.686460526601461	8.95237675786777	9.29566500719266	9.60546185517445	10.8398907198662	10.192042421578	10.1446045465213	9.830035716903131	9.431995901686259	9.64263665066083	10.1764698268041	10.142644951812802	9.57361956162881	8.51877020889326	10.0212504327402	9.04631339632115	9.55565658170503	9.3023600563657	10.3429110307463	10.495585609128598	8.71063438065119	9.714514194489722	9.6075612895705	9.92216027648425	9.612035156186339	9.931698063504589	9.92094128609767	9.27804739996109	9.992026004568721	9.80153004397467	10.3482905475041	10.869602125132802	9.55239574293157	8.58686622838501	8.900145680163039	9.387153226700699	10.1967248972198	9.483810926889529	9.464892037493891	9.80423317398218	10.1604112074653	9.964361336325359	9.42740407077987	9.39231755236211	9.414276154297552	8.9887151353913	8.86557240220094	10.0776837730729	9.53857244697369	10.313738761948699	9.236836240152801	10.139372461640699
hsa-miR-30e-3p|0|-3	6.97363796051957	7.636682725559571	6.521103016292339	6.902793301965961	5.44768691945517	7.58674774434477	7.25990053791537	5.02058604322239	6.728093670186079	6.1798751002962105	5.51294974874941	5.80917047897347	6.55406382247233	6.73502535916503	7.60676247253181	8.260843209833961	5.97499599018486	6.24481249306984	6.95613832425161	5.6724543145517	8.00005618620636	6.256326836901049	7.306335569771201	7.0157799220366	7.77944796568737	5.418886616632809	6.370086045668581	7.13639885365914	7.14341203749204	6.26608869947637	6.32473549764267	6.76806329248551	7.691547575028991	7.4159933644811495	7.931296569547699	7.326504295363329	6.77184789936985	6.886125514912361	7.159852894221981	7.779302632606809	6.59261221715819	6.03277003266754	7.43097874531425	5.58845468001511	7.132459952217999	6.515507123462349	7.580523455407589	8.11923049136539	6.892933446371241	7.1902919745833005	7.02605799197742	7.13010863068934	6.93788243129223	7.28161231776813	7.39225675295252	6.68629681964736	7.12650147483685	7.56885834389114	7.512946959656169	8.29067957040517	7.07874932564655	5.2174640513145	5.54099498996773	6.56054623619186	6.965315750298389	6.31515254898898	6.490631906794679	6.987226869601151	7.45713897936926	6.975043559299281	6.98525157685615	6.93275088556091	7.025743801997531	6.742374751204059	4.9281457889704905	7.56181276386892	6.92482226256224	8.037420082364969	6.94760911801509	7.388781998741639
hsa-miR-30e-3p|0|-4	2.91333399588552	3.41160129077366	3.20494131319009	3.4952277177132203	1.92707848867482	3.77070168830273	4.19514552191495	1.8409779735096898	3.34078179336435	3.0333354853362997	2.45795596361845	1.9938505399576598	3.1981085981347994	3.19621268209304	4.34553629548419	4.416814729013031	1.87117218946291	2.8647201621482496	3.8124258208702497	2.8931103699872898	4.20880272765445	2.03656151736324	3.47475138868773	3.5933097116855497	4.591617625593821	2.02045632674443	2.66581905152733	3.75271748797979	3.69992177950275	2.69235556416068	2.28133025441227	2.33799492052502	5.70611354442417	3.57210607526438	4.20896382345576	3.20952050498364	2.4254298022751404	3.14536425648087	4.640092316470549	4.45497944252909	3.21106784656686	2.76982270642704	4.06106168440012	2.4531359565527797	3.48595942106402	2.97869705972425	3.8679680385448902	4.8717600124427305	2.4657659172655	3.9783285320070805	3.82568436082488	3.13112331215298	3.0199590124012405	4.20543411694946	3.45411612716848	3.0026796131139504	3.85675385450002	4.6210900026237	3.21597845449664	4.82314267707247	3.67434083286672	2.29877465032463	2.8037485990475295	2.1062826245182498	3.89143167261294	3.5419060312416204	3.11815356391181	3.7923828338883196	3.67490700430813	3.0007847900102003	3.7712702994141205	2.4085508090621697	3.27737793627657	3.35647950019866	0.773594987599698	3.6349394019298704	3.16524814428102	3.8904357040481	3.3348371258741896	3.1549126717282796
hsa-miR-30e-3p|0|0	10.8399445391995	10.8391102071592	9.76482503531106	9.44314755499004	10.131776096557	10.043117883735501	9.649423009037841	10.390208032247198	8.93729241255656	9.62019334679781	10.0964767363758	9.43873089643367	10.5705507353028	9.703696693887538	10.3330128891436	10.685988652674698	9.97635687232069	9.03890554314892	9.79777347639136	10.125996424255	9.98832446860426	11.5963374841953	9.18901399939395	10.2536978664485	11.2053808854507	9.47301505045973	10.3599427331495	11.1797912554958	9.8354471993165	9.715048822166779	9.74609656163647	10.568623549106599	9.60171258053041	11.2080483110422	9.691464489620131	10.5682847186876	10.583565466262199	8.78440067442845	9.58681515841385	10.5249489863285	8.7325943259462	9.84432120775111	10.337453766318099	9.387114160270938	9.81780419316798	9.51926137965853	9.8200603821334	10.5895712455149	9.73540644181918	10.5905563778687	9.90411244489369	11.1360279914518	10.4617366816311	9.26396621553942	10.7703741588275	10.7009633370936	9.948027977008461	9.86264025928762	10.890499538760002	10.3799916833712	10.140725112086301	9.54412834932391	9.850544830505472	11.404463660141401	10.9148296213719	9.098295601811	10.436393757907599	8.44797304050238	10.8891950701789	11.162295606614899	9.47777501417766	10.4564635467222	10.1115623749644	9.87005798793868	10.9869300702386	11.419216837428	9.947655294892	10.921516310227098	10.337609713230199	11.094086014201
hsa-miR-30e-5p|+1|+1	9.39884372234241	9.81983802279082	7.565818594072519	8.63226778083215	8.66963652813066	8.87067890921448	8.2984094896588	7.905485994412991	8.43914696880906	8.66604036387754	8.64846713773411	7.83973116667365	8.30204646794035	9.048932039549461	7.982498402496869	9.10603766011627	7.70547286683609	7.89873680853828	8.485756868361982	8.81587019984439	9.34078816600841	7.85433068244651	9.111369791446089	7.91872826340235	9.642704800374618	7.77393583294393	9.25277865759033	9.832919729993481	7.65126911999804	8.09156217343833	9.4199488108645	9.52633592308076	8.71075629730006	9.55533388868534	8.41791162935023	8.51511779518366	9.524822551742501	9.156987433928	8.90528800820833	8.364085796497559	8.13349982684282	7.713263515853179	9.11826642325069	8.20920097506939	8.39595886063027	8.04970315657049	9.5308004217724	9.538679550107501	8.34533619739262	8.294062859669289	7.788048562180049	8.962770454211839	8.8615222409619	8.236979512271	9.421257938569608	8.28120373969799	7.8697677158228005	7.94458210097826	10.5301129435761	9.962871241005981	8.10358061911084	7.63564361779955	8.38448399998072	8.61286145390652	8.74362237456727	7.984451141703469	8.41433184586077	7.65975273734846	8.717925783767202	10.3195759089932	7.5680177998597005	8.52776660759888	8.34101352631137	8.66186418957782	7.9075499493285095	8.76511449662164	8.74826141242446	8.206008467132111	8.738468318984799	9.597641251780189
hsa-miR-30e-5p|+1|+2	11.0453091723368	11.095480677444598	8.85431105403021	10.269315472377501	10.2557830935191	10.2680189463986	10.026819241571198	9.46646151846044	9.99608006858244	9.80260653013968	9.95747553535645	9.782967057004859	9.94696475529866	11.027483400258	9.403738850570571	10.1830359403061	9.37020062814899	9.14388879298979	9.8369420719922	10.521209299516	11.030628284709199	8.88747938909512	11.448168170815	9.35826037530182	10.7709010765658	9.42805070920996	10.674337715703802	10.8944781324825	9.02113276897426	9.54405221250824	10.9970963807549	11.197155169022698	10.088702280944801	11.0246271874566	10.2314131517749	10.2821211182104	11.0517690612112	10.898567522978698	10.404983223916801	9.706238088339141	10.116618297741901	9.63361940225637	10.5875803191408	9.66343304144924	10.62811831329	9.48869244665635	11.438767820759098	10.6998627420119	9.92542191566741	9.84256315519165	9.54896837905633	10.011218356555199	10.588414573654699	10.1235861914879	10.6371839242074	9.46406479830336	10.0393520604889	9.534676169841731	11.6251074696567	10.630472462016	9.78649980985428	9.2467606380944	9.583502627820131	10.192820643831	10.6333608728875	9.846666663138349	10.0991580074075	9.545519526323801	10.1095372403296	11.956590575378598	9.17552786331234	10.0746122235695	9.82056436577488	10.048531544604401	9.725192893420079	10.1073990078275	10.1788151366951	9.59005366624189	10.3425650273029	11.1080534627988
hsa-miR-30e-5p|+1|+3	7.10116220878489	7.07567626742449	5.13412357955963	7.12650488745199	6.6710436315418695	6.41998481438452	6.704194713341099	6.483981431817191	6.24127488958144	6.1798751002962105	6.67019718918406	6.9298581837109	6.39346187883176	8.00949072752412	5.5525819175574505	6.15463024004902	6.038886488145191	4.8717330539185095	5.74256091807308	7.5364153892545795	8.118289862671581	5.81236435878147	8.76910861946852	5.9848294721938595	6.9151444675789495	6.03129260303535	6.53361890436803	6.76671574103878	5.43114712567713	6.12384427593665	8.07633017399243	7.2607153726377796	5.93079000931796	7.21909787106187	6.984552233367599	6.617235833544049	7.13554539002761	7.21728391123162	6.59603240373912	5.670826862141	6.66412677954764	6.5937461357669696	6.734820851275781	5.65066588952897	8.20744854290328	5.91439752215281	8.370113328495059	7.46268276215525	7.14430829817902	6.42152456400327	5.78867604228027	6.26207614864919	6.71512667755141	6.18165722036542	6.8010296805241595	5.55048440168435	6.61563796395551	6.289545948553751	8.29803292077823	6.6763436811904295	6.063004645281629	5.537000290255799	5.5266643654540895	7.2715869335171295	7.25777280411659	6.57268348446478	6.64234187911216	6.07948105586142	6.3218557087675	8.36536046425653	5.86182371103793	6.69225695244312	5.92001107784735	6.42528977434792	6.323945862040921	6.319942245493821	6.94692172217013	6.7558235241688	6.74295525650538	7.7916408703681395
