	TCGA-RZ-AB0B-01A	TCGA-V3-A9ZX-01A	TCGA-V3-A9ZY-01A	TCGA-V4-A9E5-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9E8-01A	TCGA-V4-A9E9-01A	TCGA-V4-A9EA-01A	TCGA-V4-A9EC-01A	TCGA-V4-A9ED-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EF-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9EI-01A	TCGA-V4-A9EJ-01A	TCGA-V4-A9EK-01A	TCGA-V4-A9EL-01A	TCGA-V4-A9EM-01A	TCGA-V4-A9EO-01A	TCGA-V4-A9EQ-01A	TCGA-V4-A9ES-01A	TCGA-V4-A9ET-01A	TCGA-V4-A9EU-01A	TCGA-V4-A9EV-01A	TCGA-V4-A9EW-01A	TCGA-V4-A9EX-01A	TCGA-V4-A9EY-01A	TCGA-V4-A9EZ-01A	TCGA-V4-A9F0-01A	TCGA-V4-A9F1-01A	TCGA-V4-A9F2-01A	TCGA-V4-A9F3-01A	TCGA-V4-A9F4-01A	TCGA-V4-A9F5-01A	TCGA-V4-A9F7-01A	TCGA-V4-A9F8-01A	TCGA-VD-A8K7-01B	TCGA-VD-A8K8-01A	TCGA-VD-A8K9-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KB-01A	TCGA-VD-A8KD-01A	TCGA-VD-A8KE-01A	TCGA-VD-A8KF-01A	TCGA-VD-A8KG-01A	TCGA-VD-A8KH-01A	TCGA-VD-A8KI-01A	TCGA-VD-A8KJ-01A	TCGA-VD-A8KK-01A	TCGA-VD-A8KL-01A	TCGA-VD-A8KM-01A	TCGA-VD-A8KN-01A	TCGA-VD-A8KO-01A	TCGA-VD-AA8M-01A	TCGA-VD-AA8N-01A	TCGA-VD-AA8O-01A	TCGA-VD-AA8P-01A	TCGA-VD-AA8Q-01A	TCGA-VD-AA8R-01A	TCGA-VD-AA8S-01B	TCGA-VD-AA8T-01A	TCGA-WC-A87T-01A	TCGA-WC-A87U-01A	TCGA-WC-A87W-01A	TCGA-WC-A87Y-01A	TCGA-WC-A880-01A	TCGA-WC-A881-01A	TCGA-WC-A882-01A	TCGA-WC-A883-01A	TCGA-WC-A884-01A	TCGA-WC-A885-01A	TCGA-WC-A888-01A	TCGA-WC-A88A-01A	TCGA-WC-AA9A-01A	TCGA-WC-AA9E-01A	TCGA-YZ-A980-01A	TCGA-YZ-A982-01A	TCGA-YZ-A983-01A	TCGA-YZ-A984-01A	TCGA-YZ-A985-01A
hsa-miR-106b-3p|0|-3	2.49324317479631	2.8060938980300296	3.6728550400416404	1.90252330705066	1.87605310740961	2.06210314192653	3.75318293855995	3.74902519087115	2.5263514804475697	2.6802712535254	1.9303155919338102	2.18903945003667	2.58664494602352	1.67310245828143	1.85096428956709	2.2020585870944505	2.77590363993797	4.48973966190613	2.6116104533205	1.9618754478393798	1.5698020578043401	3.3699502048750096	1.87022268229674	2.7047725471317405	3.08019668286266	3.37122977637523	2.33176998791848	2.50887306493019	1.84811736317375	1.4903468260755401	2.7058838356357002	2.2713489105380402	4.4427188959752595	2.55462028907391	2.17530710014367	2.61135100882569	3.6013473966379905	1.82873591606379	2.5271413671944702	3.44673724637087	2.50733898050296	2.19384459618237	1.2555473189311899	1.15186960375821	1.17518373819456	1.47749536630595	2.90135128960909	2.95123880773901	3.12720553046183	2.12653155238785	1.68368371903684	3.6928802657355	2.56315081876349	2.0069222539734	2.6054599892192596	3.16765933434686	2.84266523914204	1.63648547653575	0.6969099037216279	2.21120628041673	1.28047275645185	1.78045866857564	2.32069217853332	2.68794011013904	1.86550804757597	2.4271620850307403	4.38945877747962	2.52563623714035	2.36495427367342	1.4887274881384298	3.8492804300232	2.1829333206570403	2.8156646059343498	2.27124544972159	2.8346176003992003	1.33007451062052	2.35255220670123	2.52009607139332	3.0494710412654196	2.84673249896088
hsa-miR-106b-3p|0|0	3.82886743283223	2.94467987543931	2.7073478875532597	3.51183840661327	3.82078301728118	3.0721986455262296	3.96020915404675	3.41679146526271	3.24598682789698	3.34668437403341	2.60777687031214	3.2783216869518195	1.21265143978503	3.68038967417665	3.1762463286151403	3.17040739655436	3.14953895657726	3.40722580971336	3.2873512762393498	3.6366755299934796	3.7107318494866495	3.03534250806935	2.4976909388900297	1.62534699654124	3.3675977324678703	3.8339632535842205	3.0363230993187202	1.7423842026096201	2.70611912566741	3.59882965443743	3.5908593687092205	2.2713489105380402	3.90791939956594	2.8696719027802495	2.87386716282435	3.2180029586115997	2.9808245170998697	2.02244177086697	3.15550783800616	3.2215765367220004	2.9705950779786403	1.3635084541426399	1.5110139535914902	2.49663187687861	2.1227534521383102	2.9434399458143403	3.079250481864	3.85481930312453	3.08913169834746	2.8928315966073104	1.8190709637697	3.05826355934337	2.78491517774541	2.32931065365594	3.12481863093813	3.35710224898767	3.5303944057857297	1.88138170205629	2.6504765722856	3.41706411471162	2.19312960732644	3.02362927408242	2.9142676140174903	3.54240183761269	2.33587404070433	3.24996817279024	3.36952160932455	4.75421900838774	3.21765360979378	1.7220600314327	3.71312416718076	1.3748121093925199	3.6109304593296097	2.50536494957239	3.5189244242262596	3.36978737197906	3.2929719250302796	2.68095517529937	3.49116503102282	3.5898749408816
hsa-miR-106b-5p|0|+1	6.182600125564849	5.15189855187266	5.29912351413563	5.7436865714878795	5.680832996323531	4.3003283656145	3.3142482695457405	3.9560068204309795	6.00772726075263	4.53041230004766	5.94121881588334	4.88167158076861	4.20106458396457	5.0426157587816	4.450175149211071	5.178445486850941	4.84149516459523	4.1674544763267	6.17394382781768	6.8005145259515	6.6758770711545505	5.509450852274059	5.746182484099901	6.356732083604689	5.81925044015613	5.86765331126475	4.259575086372879	6.370071819293781	4.9797295974803095	6.75519270468121	7.0616659369159605	6.17502372647215	5.97351227161278	5.97596952412699	6.80224437362812	5.0040714750464	5.30515967433657	7.6590528761288095	7.55715912158071	5.89533845924397	7.21590176502454	6.848802985159731	7.39868088163402	7.28042652340332	4.53782344274127	6.317369677759321	4.84045935226695	5.42185324799459	5.21660098105055	5.642980479165581	5.794977825876889	4.84722803329493	6.735581151542621	6.3666622024720505	5.910411554224369	5.52271796776453	5.44020511800274	6.023237387705599	5.315215248406759	5.7383544785517095	5.32424925340089	6.560916855640089	6.25843231295395	6.4297714279255995	5.864391929919781	5.3960151556932106	5.34322839194376	6.0316532078854	6.0940542374124504	5.342585789522361	4.7757333890891305	6.055369925694491	5.783359130643049	6.036513907843389	6.698037093734531	4.16253892146584	5.74974211652966	5.87063685701743	4.74852484362917	4.73241265232633
hsa-miR-106b-5p|0|-1	2.96521998547572	1.6394584019113303	3.41678549340824	2.6953993640648197	2.04117653280327	1.04169769552471	1.4138871397836799	0.758220480575027	3.53073065916485	0.556222669164741	2.52210931697873	0.840858020061607	1.63608445374302	1.21001338184645	1.76133968960332	1.58532431217612	2.33609524757078	2.2265294957123998	1.83022602747775	3.47701443807282	2.78783350064884	3.03534250806935	2.9747218967559506	4.113812062483049	2.72092915630076	2.4189291220073996	1.44834807911093	3.1407113272994702	1.84811736317375	2.43153152429708	3.3633575308437096	3.18541446482701	4.0671256692994	2.8119265724568496	2.97412490380285	2.7085521007810303	3.2185645522910202	3.5508365204033	5.13582278590868	3.1502170516240495	4.54938544332237	4.36403069384548	3.99593648515684	3.2925638005025797	1.9766709314388302	2.7655577602693	1.7455320503565201	2.26491072212037	2.9259148976783402	2.31579366599307	3.5147817027107995	2.65172869615449	2.9770890294246297	3.13154941773396	2.8883848121395497	3.9736871535959204	2.8821703183478498	2.58137213561277	1.8007926633555502	2.03982710846428	2.11595429373814	2.2711221864682596	2.8430193028463595	3.3548761538408303	2.6525839345863904	2.4271620850307403	4.29798298064673	1.06905803001478	4.783408048135491	1.79214355489839	2.5259151821684798	2.6978128952415497	2.75548484777116	2.60956489317092	4.45458293528812	0.8131784805350929	2.89806915443894	1.59922316769633	1.52965593506291	1.23048273085048
hsa-miR-106b-5p|0|0	5.3637221229441	4.5585866881644	5.36110838033024	4.813154533367809	5.22879920608784	3.29602753197236	3.08583853757816	3.89025803945987	5.474798613381809	3.8486786782714395	5.322215734731549	2.8736007148871203	3.46126691626615	3.9896091112147496	3.95958948803864	4.59745540466745	4.104115701840549	4.651045392313639	5.21521735710659	6.22852324923913	5.751464806443701	5.55792084660172	4.73734085248689	5.978751211872241	5.58719060779837	5.152367071509389	3.35347687323796	5.684716228939611	4.31122548393959	5.68395783722861	6.181268610729901	5.85367791726014	6.34981689653585	5.29059792772715	5.90464589516168	4.597611781905259	5.5037135466957	6.78445941820868	7.5516398066271195	5.64581717961908	7.015845608820679	6.57137466148887	6.85240089234311	6.40650843434052	3.89145615939867	5.490152142392651	4.7487314027948795	4.89206285301113	4.5976638829990195	4.96808968034662	4.872239265226269	5.031447670380139	6.30503158415592	5.541518765892559	5.57064981622559	5.98198458344205	4.94820305295799	5.03684884278483	4.09986359230105	5.254392348812031	4.95479647756899	5.27604931707061	5.45493790539428	6.33143060216096	5.29175847986922	5.01694791080695	5.74935372553341	4.42607530175962	6.0300298983245195	4.623374815326099	5.18041557430433	5.37648783870524	5.35691595501511	5.44382649672275	6.309117912257639	2.96600672832696	5.538331477904579	4.664347168031361	4.7912917024593495	4.10076398445156
hsa-miR-107|0|-1	5.5429786025963494	4.219483827700491	4.75100816110085	4.7112592337084696	6.15640253153876	5.71481989274802	5.40617820726284	4.29776971433257	5.05714145656424	5.90777975314442	4.320257433738569	4.376976317519601	3.90370333942847	4.98394893916332	5.16049655457663	4.52408104854256	4.66084015473335	5.45054083958575	5.753396441107169	5.996304494717309	4.99710125787526	4.472884096055339	4.3243698583334	4.74849129032606	4.7726025679264295	4.43641249126295	5.243530170381179	5.12990981459508	4.83936474533698	5.52295395313782	5.51408534434494	4.6179650235941505	4.76210135519353	4.760022550522731	5.01344837017212	5.73836941340404	5.10480578395398	4.84471328730497	6.30590261295514	5.398833203652179	5.1882181717158495	4.52503044668817	5.626761023612231	5.9622073723823705	5.03891088265043	5.34725585222254	5.23536194229326	4.86332737638321	4.70225825011007	5.350067495325731	5.05479953991724	5.79562573196498	4.92883552486627	5.14412028377393	5.45150311677599	5.13113898805388	6.36544035962299	4.93201635730804	6.007755207495349	5.0436970441633395	5.33280120777051	5.955540595629981	5.20795008484959	4.98959414551526	5.19094049218715	5.228287742935691	5.29672573646893	6.662344492945009	5.84519377110324	3.6242340364090198	5.07325038327872	4.40478895352426	5.0029317849196	4.23734845805475	5.3076181057802305	4.121294220484399	4.89486077373146	5.469313833099929	4.62786475940261	4.59449028322641
hsa-miR-107|0|-2	6.58994661565312	6.010436479186279	6.1392584582298495	5.08167977115989	6.96537731016513	6.78651408538828	6.27353132125903	4.65530067830137	5.4545101378851	6.10799874914446	6.438746321929389	5.0287725693693295	7.04409472556123	5.95079730515247	5.812247280227821	5.771361791776671	6.37306842826842	7.469514578941389	7.08851308344265	7.16748900107095	6.2008189512405805	5.813847600735331	5.47182272688796	7.051052511390179	5.90029240906847	6.235465549939491	5.53109954241992	6.12541094639185	6.12066148481609	6.29559060754282	6.03975677569258	6.5821081382389295	6.14809589928041	6.2340799098422	5.6251612058747495	6.957647690192809	6.022232751336969	6.1552663300739505	7.34142203876055	6.19478674695349	6.1139360858999	6.95072418810171	6.14337719813315	6.08155495718204	5.657921336620059	6.234309794648991	6.46054341580262	5.27685690138642	5.95394006622497	6.48796071119614	6.948088113260241	6.513218230982	6.08269391840546	5.760117401427691	6.39026530937523	7.72931779341617	6.413417936653	5.74241437733996	5.663410668415151	5.31203503572121	5.99738655782546	5.850723220568169	5.69640003616199	5.56656324477332	6.77567879673338	6.2918751319505	6.603643265941451	5.70716423993057	7.510373457471791	5.64204817961002	5.964383731499571	6.6149569049910495	5.75290156812717	6.16177100527969	6.80431773981228	5.6643351547181	6.091344298950549	5.469313833099929	6.0671856829587005	5.58874225929055
hsa-miR-107|0|0	6.3912700176412995	5.581752811027	5.616248647791459	6.042345935195531	7.219178156146799	6.93536218881888	5.84785665633381	5.0050916978826905	6.534551566684639	7.197987457037519	4.72673218821855	6.0842603844504	5.92022090976056	5.898815465044861	6.11779000240322	5.87336218360324	5.763314084599741	4.98491892873197	6.384049018102879	7.032004729191941	6.3122360113050995	4.472884096055339	5.88232348772151	5.30877059145919	5.655483329805059	5.32659678404249	6.806597505905139	6.14148054544101	5.728084091294559	6.799391342928691	6.32376389571356	5.2902109553609	5.121607563424241	5.62832182165635	6.439795708991361	6.32583119248023	5.05196960615015	5.57353285172809	6.72539003069038	6.135974847277531	5.73955726555567	4.64533001764514	6.71729883850615	7.132472934360219	6.4904731943899	6.15071124675501	5.90278807263256	5.99886040105042	5.88339031247991	6.21828693080453	5.994112954540481	5.8132269535208705	6.551491930051969	6.5637133622962	6.181474344292849	4.865954663838361	6.85928374658407	5.975678674128491	7.71834305210971	6.16411656632115	6.19325676932961	7.583664710407691	6.656681727551191	6.02555286108212	6.04493937043558	6.82189206594334	4.98100624087336	7.660434933975309	6.64228861430947	5.4110026567696705	4.99711232181355	5.20706115521826	6.1823407725321795	5.16477978256104	5.592885006066201	5.58312352837467	5.29053247110643	6.79812660145209	5.5242667734745705	6.0063738882499695
hsa-miR-10a-5p|+1|+1	3.10878841209137	2.8060938980300296	2.4578829765335	4.03002927209388	3.09878472892101	5.2895156126331795	1.6232471928073702	2.3641292655295603	3.1816143519467097	5.2717670843632805	4.43016867163673	4.13860285751735	2.14595224501898	2.42706781108429	1.85096428956709	2.43340160895563	3.2888861055503305	2.65893208935104	2.52273952032419	1.45281071088767	3.43871854804142	2.50315353870407	4.30834300013368	3.90524130835833	2.0106105000800203	3.5691687969712595	5.969611605911349	2.69459315708144	3.5111140733348702	2.3606869957126	2.76036821083384	3.53604096018901	1.38770403135881	1.95148423852369	4.74677600964655	2.84307886457439	3.10458611668513	3.88578784283823	0.9251802452639829	2.7283701232263304	3.22624381384366	4.66985337124184	4.7742053749972095	0.574156400278497	4.2819830834919195	2.66765289368079	1.7455320503565201	4.191760387934	2.34944323388165	0.9397389452589731	2.9626320499690495	2.2479506517240297	2.78491517774541	3.6440710364497	2.64943614530092	1.8999530821747899	1.48144836931002	4.06369244552011	4.0466416678494195	3.7117235610332204	4.8750681486539404	3.19783873646058	3.5725761235523796	2.10892403573306	3.0623842901883798	3.6360263271077002	1.7019354324201599	3.82545559456275	5.68811526728709	4.85386076968759	2.5259151821684798	2.5310754891136096	3.39123326563396	2.9642620584096497	10.060039088398499	3.47175678883124	3.45612241633712	3.07768815809735	3.45615431005259	3.8273371665386002
hsa-miR-10a-5p|+1|-1	5.50454349154729	4.601124419950691	5.22104547722792	5.5798793574545	3.86552604085598	6.3354178525828395	2.63266170222921	2.85252374682964	4.63259647083184	6.96796821342804	6.845952020055491	4.88167158076861	4.98043938956021	3.77570155515288	3.81116900895921	4.733876625844981	4.7837543312574695	5.00342818006422	3.7457220656480597	3.4389999841657697	4.57167528763683	4.44738060974363	5.50735568769255	6.39087258643684	4.013250976594991	5.986184687239651	7.4774975099262795	4.1547869298959705	5.40189568795307	4.04531696959638	3.67835367931136	6.04595909419732	3.89491302451644	4.23111583706321	6.13145558761698	4.0850093847463596	6.188815502137349	6.09549369452613	3.6651629689667202	4.2312423951542995	5.111021774519481	7.28428284840681	6.18982127299415	2.49663187687861	6.272989785775371	4.16624651163482	3.58274020209898	6.14926714727265	4.24626346543186	2.5599728612022297	5.529747091558889	5.21478916873109	3.67625929591288	4.725079572536139	5.03710480362543	4.89681377909272	3.06493457846575	5.445096667034889	5.29253454535926	5.41500549494138	6.12103429624282	3.8474403257072503	5.736268982186281	3.9035064676876496	5.08605787954433	4.70342513869577	4.63350982573561	6.234621374387059	6.89142891482874	5.93707401074139	4.74114093443699	5.75313222762313	5.33652078908007	5.215198555081651	12.158928582583801	4.43918916347354	4.760779781977639	4.8106496179957405	4.9632297733550095	5.47105241295257
hsa-miR-10a-5p|+1|0	3.90952891795928	3.18735170399674	2.7073478875532597	3.76530773854946	3.70244986936867	5.377871125336171	0.6997319131637819	0.758220480575027	2.72009259988334	4.53041230004766	4.05643896261057	2.61876674188263	3.8519833768907796	2.17069237592021	2.01506251259393	2.63272338292478	3.3852188899936895	2.1620874824433	1.67391603444823	2.2077682240795298	2.8454205346587207	2.04012861136343	3.48296594667649	4.83782991949938	0.9502161752905479	3.5953526851111	4.81182786238382	2.17594442313164	2.47262450523165	1.9424590637149999	1.32579058689171	4.1878345599198505	1.52909921215123	1.71991846581105	3.8792738800727897	2.88527089865221	3.37424310375875	3.3962178247065298	2.08274253809207	2.27094879279796	2.57021644774557	4.887615351688731	4.15421866405216	0.9837603444683578	3.89145615939867	1.3570270024577298	2.29923729534119	3.85481930312453	1.9849250959931397	1.15331342925749	4.18790010968863	2.3954605025947	0.9869526021062199	3.57613130703528	4.1199997994870605	1.97898825588128	1.48144836931002	2.9468606361255003	2.41878445430381	2.92023586118945	3.76812855467822	2.86043412271558	3.1685516956696405	0.559134402305629	3.7872958539801402	3.0943174372195097	2.281823460724	4.49794696796304	6.1967709037290595	4.5942460099068	2.22580176774037	3.13580880144916	3.6445013123480896	2.13820194184999	9.175609626217641	2.01017585239171	3.45612241633712	2.82566430753323	2.48107325656513	2.61271309606698
hsa-miR-10a-5p|0|-1	7.899573309942269	7.09533210635618	7.114664544768571	8.501852366918781	6.26476609597476	8.58317711865159	5.064303164447749	4.73237300937437	6.846243600423289	9.36231367457157	9.35263628833242	7.515356580914731	6.93956965267385	6.60460275333141	6.3621954123926505	7.184422410544241	6.840545371956231	6.726312701006661	6.21706861350014	5.45470479084192	6.830038983617659	6.15052908241979	8.0257666376464	8.33527328982172	6.44281014306362	8.28678012079348	9.8990642646518	6.356368154888719	7.707525117529731	6.65513124929009	6.27313494857176	8.01888260502243	5.60556156661874	6.5794643570402505	8.54197849078136	6.88672636135568	8.12997163419095	9.02790794723569	5.79609240383724	6.72640205185738	7.775282329871629	9.66991182795069	9.10817970276448	4.87532720608323	9.05177747964104	6.81143848852522	5.586875765409419	8.81328202887658	6.491535730812019	5.39273264419729	7.755447441991769	6.671167965003081	6.05099357602694	7.7554538673764695	7.3602980650898395	6.166356349646421	4.97585559476515	8.3529172716507	8.27739176183333	8.1070451151684	8.93107465131892	6.92746942083967	8.09313812804161	6.36909829975851	7.436883664035459	7.521005568634	6.290174458498111	8.93987929566395	9.47977346863336	8.97823119342334	6.840164499992389	7.837128178293941	7.9910151847365904	8.22454049717633	14.6324780964664	6.89608065148276	7.75518735941288	7.8562433939814005	7.093883658827361	8.0226891797708
hsa-miR-10a-5p|0|-2	4.34616430425997	2.8060938980300296	3.10524204516915	4.25362557785128	3.13578537614141	4.32593879662074	1.5223615601181901	1.6202153125910401	2.8080065104231804	4.89216125692763	5.882272033131349	3.4962700557448594	5.69656673872921	2.17069237592021	3.06826975029823	3.98236099546598	4.3306939376175695	3.35052129618329	2.42803261545461	1.79132591968316	2.12922072328648	3.0691783461272095	4.6886451657174995	6.30171554931713	3.33465136265406	4.34677536408936	5.0810893030533	3.62508378856512	3.02694637956908	2.49905941437082	3.5604743369651497	6.0265413143066	2.21331411877827	3.12810371108289	4.565809330261231	3.1153886849810695	4.744683201827191	5.05868825907792	4.4319773526200406	2.27094879279796	3.3022964278858704	7.926341393940111	4.37395646856625	2.2222017180025295	5.38136402061137	3.1748728741291	2.1794401537994	3.82532462112279	3.46115101703798	2.31579366599307	6.48634270201838	3.93720055767891	2.67828988273746	4.10822163224908	4.1199997994870605	3.91459918415756	1.37470340955847	3.50508319020506	2.78654942797787	2.8869035712667994	3.36312996538287	2.3221988097080497	2.9821622602030198	1.94122264041481	5.18111736028916	3.3904492864816405	2.83112595606093	5.5914613363087	5.57600314839399	4.63295517224344	2.86269675545035	6.30189282986886	3.8598770620473903	3.69013289187788	10.7756323624611	1.709835355782	2.6509426225583903	1.2346244602671201	3.00170996124233	3.4546715704523803
hsa-miR-10a-5p|0|0	3.10878841209137	3.00928059168154	0.42835676181910404	3.76530773854946	2.98172381149513	5.10952258444388	1.168902504975	0.0	1.96276307856006	4.12635337842106	3.69470070855371	2.94943744861276	3.68467143076088	2.30456754456046	1.9353452974853997	1.58532431217612	2.45923967727679	1.7880085393718002	1.29896920356804	2.45636069438535	2.12922072328648	1.81932803588875	3.42468880896272	3.9631175889529002	1.3957668434712198	3.1057691957171802	4.67205840234306	2.85910898322685	2.5547272477834504	1.4903468260755401	1.32579058689171	3.8027555223817497	1.3114455778603602	1.44394257972198	3.9300860307507497	2.39477856672706	2.0641992300502396	3.69047656080238	1.8143371803275001	1.9730873388618202	2.5391202382634703	4.71768386405823	4.28547826838067	0.315454152257667	4.04596730038105	1.78822299145085	2.04878717368725	3.6000261215172897	1.6079280713026003	1.7859618420229502	4.08418356805636	1.6852468191101297	0.0	3.78615941819675	2.95998156664285	1.03616802405668	1.37470340955847	3.11592617299667	2.57730362435591	2.9528153948824705	3.36312996538287	2.41922766555023	2.6053662911552005	2.02750870535521	3.3227929776066203	3.24996817279024	1.1938604638869799	4.73451838826458	5.85631301240044	4.83738106725692	1.0577474710323	2.84726083181356	3.39123326563396	1.43352851419727	9.07689486767252	2.18047636235414	3.63710934208193	2.68095517529937	2.08241243772134	3.09426097649144
hsa-miR-10b-5p|+1|+1	8.609179633773559	1.9338186168337501	3.6728550400416404	2.27325667916045	10.656911654201302	8.87320645493819	1.02880834319584	1.25266155084974	0.49979353616800504	2.5120100646296497	7.26720623091227	2.94943744861276	2.5219238302719	10.2045631340026	1.5634311009175301	2.63272338292478	6.65655009100095	3.1981686330400003	3.92980700662181	3.6366755299934796	5.1534735489148895	0.8304220469112981	5.887726476755719	2.0237581902445902	3.8596069639913	8.16858890479956	7.79453253580575	1.3583499411376598	5.27442413526057	4.13295475173167	6.87365552494862	5.35391820519928	2.48037404875836	7.13015388160691	9.133350180256471	2.7996156426626	1.16185634425802	2.08163233772576	0.44314893550340206	2.05351333605066	0.591260609823385	4.808835326142099	7.05667211767666	3.49376766760768	2.25539473332729	5.4757598064238096	3.7602549768181404	2.26491072212037	1.4959851210352502	3.6234260439766097	4.8004198920848	4.17359126280262	0.9869526021062199	8.84344746341363	6.5952861633353	1.97898825588128	1.13412856820797	2.79571649554291	0.6969099037216279	1.4483026407758102	6.4817399174832	3.2515279546507596	6.7905196807424195	2.02750870535521	3.51230296404688	8.510352004031638	9.16247786486534	1.97385667583397	10.519260128625	4.4390674408368	0.28254152537812105	1.27280162482171	6.414109356681711	7.0441976754127005	10.127202671747199	5.807724726149269	1.6105275241943702	7.34613695346684	2.73584907832389	1.6573326115373102
hsa-miR-10b-5p|+1|-1	9.23655790627397	2.48118486103529	5.56449378745749	1.4022851322510201	11.1437870434852	8.2535405941865	2.3083857333170696	1.91288442382922	0.8702837314663578	3.41189971627351	7.857265977103371	3.44479138679039	3.7707514793669303	9.49421519338885	1.76133968960332	3.78709972704487	6.87413405139851	4.352093312485491	4.67038037346559	3.9921117989092703	5.4039982917858	2.55183202797015	6.54025755654849	2.88325862993246	5.34400792747338	8.589988701070581	8.62328540469504	3.48097141865863	5.655515303015091	4.8667850425643495	7.27317662205299	6.204123479123349	4.4867276015687505	8.04892524315262	9.91064020105041	3.59374886066229	2.9808245170998697	3.16945550065194	2.08274253809207	3.03608893045923	1.0094368831331302	6.6225248664158896	7.459340539660491	4.25443122324333	3.89145615939867	5.453898459495099	4.84045935226695	3.41440767317989	2.28353794564834	4.67156680726872	5.31745919260129	5.81759390941701	2.4380194704109504	9.32144254858404	7.14294361140573	2.64474842960415	2.19678906748036	2.7137593629526204	1.16482360418179	2.03982710846428	7.3921158122132695	3.6008698487769	7.95846307949561	2.10892403573306	4.17816736178667	9.29870155360731	11.463108697857	2.32947702430115	10.6026471121535	4.76080020268782	0.8994409610693109	2.7366511226315	7.44664316999501	7.767428530253871	11.560573692716698	5.82066595217968	1.97591039813325	7.98511305163788	2.48107325656513	3.6217847749891203
hsa-miR-10b-5p|+1|0	9.38734418459743	3.61854472027954	5.59576895719352	2.63307403810952	11.510246643784	9.47227383311645	2.3083857333170696	2.85252374682964	1.02504862521165	4.14565352855129	8.40842303234846	3.54597495804541	4.78744103936991	11.112203298108302	2.01506251259393	3.98236099546598	8.19587648621784	4.68584121743723	4.56304934823447	4.586203996662281	6.11561436518472	2.29013755211882	6.9471081670629795	3.27926690644808	5.681920237558299	9.31384010383951	8.52626793989379	4.516951050328269	6.51862142004802	5.155435393159389	7.35733162415303	6.58653499537858	4.2620547688690404	7.93857953330606	9.62634791185695	4.02965339042529	3.76035858133669	3.50832444076682	2.20028019372517	3.3859099617363704	0.815447452415408	6.6999770624627	7.33260113193504	4.80138453853042	4.68621601551251	6.1909149376659505	5.39178962669165	3.85481930312453	3.08913169834746	4.63649173880234	6.15952878554509	5.99386786389984	0.9869526021062199	9.27866808972826	7.518356713010959	2.5443758835603	1.8435265193394301	3.3509550043149603	1.51757151497008	2.2640889085245	7.28160783447895	4.22830243292635	7.7454344306367	2.3951901864320297	4.39763794521312	9.44835623500339	10.8113239811941	2.8524697846811495	11.444962633929	5.35999657772535	1.55925774063707	2.1829333206570403	8.09332365836196	7.91707807302265	11.284722341012198	6.814330837743079	1.6105275241943702	8.14882724484584	3.3069413387734503	3.22466087864834
hsa-miR-10b-5p|0|-1	13.5233651728283	6.5449850149404005	9.04113786392716	6.15197711712917	15.0921014570567	12.5168377850439	5.18473653863527	5.28640685211401	3.87404633685665	7.3801218066752305	12.2085128303446	7.17579786338469	7.65117026446785	14.2227388050999	5.2036678036531505	7.46488114354595	10.859242077216	7.57691812243746	8.55595512925735	8.13374610596946	9.84074642416937	5.41393228856207	10.9044705670327	6.75758256373374	9.3906517559887	12.754468416237199	12.553697663645199	7.6354321742713	9.82062481712639	9.264347790854869	11.618607089542902	10.2227483114871	7.69712822412422	11.840648050425802	14.054312360525	7.564120521932269	6.369323258331	7.584277171451009	5.23901181198536	6.82134209319471	4.18769871588096	10.6146659158357	11.991630034774198	8.76263813399696	7.96651609758199	9.9586242830941	8.58709920000145	7.00078970804269	6.18358216799644	8.54605147963931	9.43281980356098	9.14613502944037	5.9854234573954	13.785184601438	11.3640523827612	5.86200665745818	5.3158897938305	7.0790993541938905	4.58364382350226	6.23867630833871	11.614124436596198	8.0301644396342	11.8116170881108	6.097133626952901	8.4188493553622	13.597399616860399	14.661164278942199	6.677900308793499	15.0565868957818	9.13055888651351	4.26094426237004	6.285614874252759	11.5511291278724	12.1462705616158	15.3672510641333	10.110254751876099	5.6094108145502695	12.195531397454	6.91850642132903	7.243494461689511
