	TCGA-3G-AB0O-01A	TCGA-3G-AB0Q-01A	TCGA-3G-AB0T-01A	TCGA-3G-AB14-01A	TCGA-3G-AB19-01A	TCGA-3Q-A9WF-01A	TCGA-3S-A8YW-01A	TCGA-3S-AAYX-01A	TCGA-3T-AA9L-01A	TCGA-4V-A9QI-01A	TCGA-4V-A9QJ-01A	TCGA-4V-A9QL-01A	TCGA-4V-A9QM-01A	TCGA-4V-A9QN-01A	TCGA-4V-A9QQ-01A	TCGA-4V-A9QR-01A	TCGA-4V-A9QS-01A	TCGA-4V-A9QT-01A	TCGA-4V-A9QU-01A	TCGA-4V-A9QW-01A	TCGA-4V-A9QX-01A	TCGA-4X-A9F9-01A	TCGA-4X-A9FA-01A	TCGA-4X-A9FB-01A	TCGA-4X-A9FC-01A	TCGA-4X-A9FD-01A	TCGA-5G-A9ZZ-01A	TCGA-5K-AAAP-01A	TCGA-5U-AB0D-01A	TCGA-5U-AB0E-01A	TCGA-5U-AB0F-01A	TCGA-5V-A9RR-01A	TCGA-X7-A8D6-01A	TCGA-X7-A8D7-01A	TCGA-X7-A8D8-01A	TCGA-X7-A8D9-01A	TCGA-X7-A8DB-01A	TCGA-X7-A8DC-01A	TCGA-X7-A8DD-01A	TCGA-X7-A8DE-01A	TCGA-X7-A8DF-01A	TCGA-X7-A8DG-01A	TCGA-X7-A8DI-01A	TCGA-X7-A8DJ-01A	TCGA-X7-A8M0-01A	TCGA-X7-A8M1-01A	TCGA-X7-A8M3-01A	TCGA-X7-A8M4-01A	TCGA-X7-A8M5-01A	TCGA-X7-A8M6-01A	TCGA-X7-A8M7-01A	TCGA-X7-A8M8-01A	TCGA-XH-A853-01A	TCGA-XM-A8R8-01A	TCGA-XM-A8R9-01A	TCGA-XM-A8RB-01A	TCGA-XM-A8RC-01A	TCGA-XM-A8RD-01A	TCGA-XM-A8RE-01A	TCGA-XM-A8RF-01A	TCGA-XM-A8RG-01A	TCGA-XM-A8RH-01A	TCGA-XM-A8RI-01A	TCGA-XM-A8RL-01A	TCGA-XM-AAZ1-01A	TCGA-XM-AAZ2-01A	TCGA-XM-AAZ3-01A	TCGA-XU-A92O-01A	TCGA-XU-A92Q-01A	TCGA-XU-A92R-01A	TCGA-XU-A92T-01A	TCGA-XU-A92U-01A	TCGA-XU-A92V-01A	TCGA-XU-A92W-01A	TCGA-XU-A92X-01A	TCGA-XU-A92Y-01A	TCGA-XU-A92Z-01A	TCGA-XU-A930-01A	TCGA-XU-A931-01A	TCGA-XU-A932-01A	TCGA-XU-A933-01A	TCGA-XU-A936-01A	TCGA-XU-AAXV-01A	TCGA-XU-AAXW-01A	TCGA-XU-AAXX-01A	TCGA-XU-AAXY-01A	TCGA-XU-AAXZ-01A	TCGA-XU-AAY0-01A	TCGA-XU-AAY1-01A	TCGA-YT-A95D-01A	TCGA-YT-A95E-01A	TCGA-YT-A95F-01A	TCGA-YT-A95G-01A	TCGA-YT-A95H-01A	TCGA-ZB-A961-01A	TCGA-ZB-A962-01A	TCGA-ZB-A963-01A	TCGA-ZB-A964-01A	TCGA-ZB-A965-01A	TCGA-ZB-A966-01A	TCGA-ZB-A969-01A	TCGA-ZB-A96A-01A	TCGA-ZB-A96B-01A	TCGA-ZB-A96C-01A	TCGA-ZB-A96D-01A	TCGA-ZB-A96E-01A	TCGA-ZB-A96F-01A	TCGA-ZB-A96G-01A	TCGA-ZB-A96H-01A	TCGA-ZB-A96I-01A	TCGA-ZB-A96K-01A	TCGA-ZB-A96L-01A	TCGA-ZB-A96M-01A	TCGA-ZB-A96O-01A	TCGA-ZB-A96P-01A	TCGA-ZB-A96Q-01A	TCGA-ZB-A96R-01A	TCGA-ZB-A96V-01A	TCGA-ZC-AAA7-01A	TCGA-ZC-AAAA-01A	TCGA-ZC-AAAF-01A	TCGA-ZC-AAAH-01A	TCGA-ZL-A9V6-01A	TCGA-ZT-A8OM-01A
hsa-miR-125b-2-3p|+2|0	2.4546422579147	3.14793927919989	3.2326775955930196	3.94252578206316	0.20144695720006797	2.3379252704866897	7.5103876722382	3.2951309751623796	3.4059357070508303	2.98639171848692	3.13857292436512	3.3424186551223	2.96360968620269	6.14676328966678	1.77062389052562	4.223658873847779	3.1095701260479505	1.85290986322122	3.8532752963707697	2.7418489963164903	4.01962785778127	2.4585071195185497	3.84442063477974	2.9371961614496	2.71749517635655	2.41926924282591	5.0503294135483605	3.64511448015548	4.96902506495106	3.22197837571904	0.887878273559676	4.28716974902083	2.39196761652848	3.1250394215485198	3.8086613943592202	3.66258716979637	0.699358134399082	3.1763053926247204	2.35925787829776	3.90768412505252	3.3092682236882998	0.84873767114199	3.3437964747216498	3.4057124758153	3.1941454980077797	4.3549795753781195	4.481182707146799	3.25438346584441	3.8967617757043302	3.0654880133187503	3.2843612579135697	3.02964681052827	2.52171420495125	3.3464071108814	2.2974211533635898	2.82314551421085	3.5278272847287404	4.13785172824424	2.17776473400013	3.4976736144401497	2.1233693358518	3.67997234860713	3.24017880062917	0.8943295332472541	3.89347673429881	4.24025450700318	3.9391964977193497	3.8914448762373	4.59851946940484	3.96775867767764	3.7802914356882	2.93231777942235	4.75709855442605	1.80492365755813	2.82168270211751	3.3144987447074103	3.00684918042274	3.3243457352034302	3.61234411282786	3.2040541368802407	2.2984577386462997	4.84327272306597	4.0058457649574795	3.4036353024521695	3.8840102211636602	2.9095745920853697	3.84435301092843	3.5784793125181604	3.36067523707624	3.22985094836546	3.72823102120853	3.8977654638556802	3.86081688325345	2.82958460502078	4.38070743990393	0.669604011702691	1.48751114237871	2.9043373364978	2.1887112322148896	4.20296921887224	2.7979780290699203	3.49144946195491	2.8800392095254503	2.8714461592715494	3.3794889217421096	3.5132418945047497	2.34670554917555	3.28122228245224	3.6353892419537	2.7373622183183803	3.90165981821723	3.17484149985281	3.1882663021973996	1.6310194857729798	1.23685190310362	3.83493957916893	3.23973665742803	2.1546263107918002	1.4692993805815802	1.83375899662622	2.9347489556129904	1.89575700852203	3.11975315541125	2.7012513647162204
hsa-miR-125b-2-3p|-1|-1	2.06371422579612	2.7298417300936904	3.52836120778935	4.07147370635373	0.20144695720006797	2.45688372251233	6.05434397683221	2.53821815564601	3.07345354663831	2.2261540305435	2.15612978402595	2.55248981960235	2.2706522132218	4.53453808859896	1.05102857275737	2.86184593857643	3.80749868713785	2.33261071023496	2.38626386953602	2.5213169263443103	2.8520003460788597	2.36473877604829	3.13805169401245	1.5751990550885901	2.3476710418985896	2.4907787296309998	3.6715216047973	3.53326309517874	4.958405527590309	3.4190448208715805	0.51119107129365	2.89590312910001	1.64356235822447	2.49430811457828	2.98489039194666	2.45909598125904	0.0	2.28070329350859	1.32319993750963	2.71259507265549	2.9337208449410404	1.89652109678442	2.40495259104846	2.66270477160615	2.9622977200398903	3.00000421299155	3.7799778554565098	2.68039588176374	2.8527634991295	3.8291478709808904	2.95669377250252	2.7968496226713198	2.52171420495125	2.5089870135767796	3.4021646002705004	3.3260686069869103	3.3203483529669797	4.27976040408013	1.42134064290034	2.94756202725892	2.57595958873808	2.5177163607638398	2.43816924898821	0.599553480645594	3.47797860170825	3.76835150367888	2.68388167497936	2.74671156763303	2.6451602195072996	2.00278980951641	2.64288848946289	2.80450810230034	3.99545731097533	0.9982985451556949	3.4557442812637595	3.01742206058314	2.3433146429749905	2.2227549246012797	3.42242557115832	3.31176954635281	0.985375832772997	5.689641789690371	3.7858918142717304	2.77548649627507	3.7562454717527403	3.6788114815383195	3.05124632188862	2.42719801371975	2.24627062196923	2.91830977448002	2.53806167407364	2.9914468830325402	3.75690999018229	1.55761863038032	4.48266736847658	0.669604011702691	1.7421194845478098	1.8118801441024097	1.8246167194389702	3.7779144360438504	2.8366688890447	2.61433916371869	1.37318899215822	2.7411833023075496	2.7122784063252996	3.1004309561602796	2.8471618568430097	3.35014731067672	2.8402696738596203	2.6985205668086296	3.0568434886774396	3.0404805516488396	3.0508626182533596	2.8663054278234	0.42138136198708603	2.9492730236080495	3.71899485221563	1.72320409365364	0.914133546718869	3.57285904917089	2.50512315146269	3.4456168385013903	2.9142837603093397	2.08819638127536
hsa-miR-125b-2-3p|-1|0	1.5257946076562199	2.28488634901516	2.82968127659919	3.9922415682622496	0.20144695720006797	2.16232528518157	5.11872465237794	1.5867069886746397	1.76549059083179	1.44954743478852	1.0808063040451101	2.35871027378783	1.93871438935069	3.36650047374924	0.342556612294247	1.7006932969528201	3.4452454458535295	2.33261071023496	2.2176865183431698	1.94284682863069	2.59190491633862	1.9134399906465802	2.6327869195399503	1.38946139735315	1.6064467293960198	2.18064521167745	2.96310582666064	2.42101543611149	5.31539024686528	2.2702021715375698	0.9943587512590809	2.8038214002793502	2.06576027054358	1.9622205038966598	2.77853856926271	2.41470419298498	0.0	1.6277803643514899	1.61613734554494	2.2087744341448103	2.05159308270072	1.28786470323739	2.76351900413953	2.1416297050809	2.42710329868684	2.7665734145005096	3.65791010999676	2.14308081832227	2.33706168122064	3.47938747792609	2.15839994397068	2.76850273359665	2.35728034825219	2.0701244830899297	2.86962687158477	2.1039887209901202	2.8439790294368397	3.33602886526049	1.5090254457016101	2.2977075002956098	2.6108501673815097	1.5892209629993501	2.40314480699321	0.425994545457557	2.89209439290649	3.36408101914527	2.5470762848263	2.43128455734875	2.7579328179443197	1.5012097067923502	1.7805428663539198	2.5089070421331803	3.2929337532623304	0.0	2.01254456989778	1.91730300793625	2.86734709212784	2.12505132475371	2.46610338484148	2.58513244818312	1.7164499986157	5.2838918534280594	3.36819975640122	1.63758311670849	2.77384153159218	2.7730316526475	2.3361686782043503	2.6230121400687096	2.07368743281276	2.73303840592081	2.03632327252859	2.34195161624364	3.2139153811161805	1.55761863038032	3.10895428730656	0.0	1.17813058211123	2.04919314162939	2.43465672373721	3.62467392046472	2.25723108581192	2.2406588071038	1.49448163064857	2.70669311246794	2.6088580708658196	2.74040131719401	2.6791706975704903	1.94650805308577	2.5948493025655	2.12620364444846	3.0568434886774396	2.9534156194044	2.93066387701563	2.4341258313637297	1.75465858373128	2.77376720673124	3.3451121742038596	2.9401474218771404	1.0741945464574	2.9508783853206597	2.50512315146269	3.07405627202471	2.63049034099532	2.17067107737136
hsa-miR-125b-5p|+1|0	2.4921980272097097	4.93440326944332	3.6027937513273596	4.97119594907853	5.51744756037104	3.4201901912756	3.4272748131990296	3.3528569333830602	2.36324813260255	2.86308319914256	4.16601741459585	4.4843265786880595	5.34592651012675	2.55548333422014	3.76511854477	3.0131449334911604	3.4822035613677595	3.45603878335535	4.517830996295411	3.90555544371972	4.08858354375913	2.74568191066317	4.47038670522467	2.9371961614496	3.6469019278369803	3.53613844625383	1.61353294403236	4.9479530361801505	1.90934640042602	2.8643611606596897	4.641223366005099	4.80337910091734	3.9491307803199	3.9161754580005	4.632150196242169	5.3394498994579696	2.93615297880975	4.3544899944203195	3.85995406436767	4.082398211437431	4.680369769095809	3.06496992485215	4.594669318438401	4.91745116888768	3.8666394493332006	5.36781895152133	4.18544864018759	4.0460605163448	4.72651909993685	4.133491856721379	2.75993510553033	3.52936274838002	4.60293179209271	2.45389171474292	3.48858490613493	3.5132100311565604	3.98987689099198	3.80373964731389	3.7994230514392204	4.09716103183589	5.05560280450353	3.7322200536838697	1.79482777565751	2.58032062856827	4.38864250300624	4.8867083892158805	4.88193771065946	4.535328892930099	3.7954369690576	3.50219584307717	4.80624398645699	4.26919631670431	5.552566323695309	4.041195788297291	2.82168270211751	3.7709896794952593	3.62034650716065	2.94941768815889	3.5722478479693995	4.56570546056952	2.09291666303254	3.1813860064740895	3.84710279390796	3.0261657269847797	3.6037354354663	4.23094837726823	2.78071278076005	5.08059738022171	3.6745260861433704	5.308475618302929	4.14980687576226	5.422429773616019	4.11731168249489	4.78952690504042	5.33479212805364	3.3580167212554	4.02984240468167	4.6232352259482505	4.77811081848647	2.1102066104594197	4.51309393380349	4.58829003010214	4.943155897005161	5.52899574809379	4.30845516463215	5.31581401169081	2.6491670631980098	4.61291564445969	4.3882571299480295	4.87491981873265	4.7252463360411605	4.02311105456272	4.960788929423059	2.54196855880937	3.72372584352481	5.470846311701009	3.8678807245579	3.44589370092619	1.95398042111404	4.24431817795778	5.43759258735003	2.94096352494451	4.89016252124946	3.78224914686507
hsa-miR-125b-5p|0|+1	2.37646409188725	5.6422361633466895	3.0317966766806603	5.074822164484719	5.129949909388491	3.09290224163688	3.76590331323892	2.68027941832468	3.11036867886706	4.05146019988396	2.6418983877400004	5.13196842903274	5.516377413894019	2.9359680758233497	3.4125185742811603	3.6888379658976698	4.06060652869364	3.2553921311518104	4.80248087842591	5.2650755578894595	4.20703051960441	3.0766412862525803	5.03349079135424	2.14391445464678	4.51962836821126	3.3175664157537996	1.79576831326975	5.36221112522025	2.3602471764868196	3.36269878243359	4.420271193606809	6.05455488493734	4.11749555513856	3.36024631332268	5.25407808270262	5.26638696353336	2.7255317257499	5.07218976306835	4.461454477943549	4.20081467575985	4.398973627162929	2.53743194985405	4.90460587483447	4.494546920516259	3.5320535885622104	5.033696252665231	3.90790202626162	4.37784373664776	4.46806625374777	3.9247347235634	2.9870278151577803	3.89981049258707	4.60293179209271	1.5457398072876498	3.43155033305417	2.8581136954953505	3.4922559769993198	4.21055019420431	4.19274108858479	4.7348066878059605	5.33662167327386	4.11330742879852	3.29852215114187	1.83844258888062	4.31703939667567	5.52218670124525	5.90935875745093	5.379969042913481	4.74252624716242	4.91466138053558	5.66775554099298	4.40760096773339	5.7973924635693095	4.14653424098765	3.54776127947258	3.92546668037148	5.09394103792195	3.4707396670770096	4.434036895059981	4.41684113856089	2.09291666303254	4.1885865366160395	4.43858784914841	3.38132178132967	3.5787725846683105	3.4649771958681397	2.8226073312496096	5.005331247517639	5.00118315731055	5.33476833683762	4.98685146947328	5.67793628997488	4.72474379754793	4.6998910149841	4.502222320738531	4.11611003190473	4.151992573600721	5.67272686846076	6.02748858072626	2.01473744460853	4.3217961440322	4.80809825801021	4.5541687570086395	5.9312302075854895	5.2329733803176905	5.81168182076017	3.99062511396478	3.7578409348889905	5.492718376692951	5.6252526064707995	4.94527814933373	4.88700726965017	5.34277002514479	2.19075406855191	3.34463662453655	5.03776089140872	2.68704641531936	3.2503928879234505	2.75463962654689	4.71841005826308	6.152886542093	3.60075341279396	5.48072790626965	4.67334690912058
hsa-miR-125b-5p|0|-1	7.769170512081581	10.5795350046601	8.28731980476204	10.0408903572603	10.4071626183709	8.03670062301416	10.436457516715599	8.712038199291849	8.25843944392313	8.41806785326594	9.3466478581972	9.949667795581789	10.478798626916	9.563242995142948	8.86247260337416	8.916191547477391	8.58699420866109	8.325915249016381	10.1859381427524	9.733539010142948	9.60847364648348	7.99659671587949	10.3873798706685	8.41430384725696	9.6065734213908	8.79900132068108	8.24609641798536	10.066272965213301	8.25106655015117	8.79005940258198	10.2492881633301	10.954180532550001	9.1711520212059	9.23627544297158	10.4249193379267	10.1861170867934	7.63623949717681	10.422701242365001	9.156617093256779	9.74307150994214	9.71726226319814	7.703484445966691	10.1226103153441	9.929699197383439	9.25198022802626	10.830384749912099	9.506126788615509	9.68763759569953	10.346430345602501	8.366043638379589	8.42330682884246	9.41144322775618	10.060823003362401	7.56961105742573	8.859799283122179	8.140983156723781	8.817030386346769	9.169943527133869	9.05717679241044	10.324562632775901	10.562231386173499	9.562655163174231	8.135045207336349	7.813530600451231	9.54065234369395	10.6594080477207	10.8915188044946	10.540281056044801	10.3247783886403	10.057640936333302	10.825992727593801	10.064842219455	11.123732579217801	9.081409747081	9.01707202746417	8.98689261632512	9.4892417605049	8.3223880053776	8.97776033987013	9.568227624855789	6.773922632637099	9.50369319794888	9.16387143975381	8.40925331498909	9.11308864924543	8.748553517432821	9.47102430082525	10.4482288958924	9.95816362550148	10.8783035037219	10.1227295155482	11.1333906112687	9.3207235561543	9.92934582707054	10.6981572197448	8.069091228941518	8.345927956134041	10.4273395918463	10.2565101509508	8.14037361299164	9.82519188644339	9.859595101735119	10.071328695805802	10.7093577824395	10.0111178359868	10.473100670911801	8.253247875541659	9.96401303435233	10.382534546364699	10.160652774215901	10.1015843365212	9.663520257668619	10.2419656807508	7.40619958576223	7.7866458389944695	10.362325267465	8.42326938647049	7.5938841122933205	7.08615362810785	8.501657523365509	10.6652571770932	7.57733266473334	10.2452027107121	9.6560414255585
hsa-miR-125b-5p|0|-2	6.2430670751715995	9.22614736928391	6.96597084481684	8.932734300447471	9.03089047667443	6.784184199080009	7.894979238725999	7.51039622138313	6.77962752845127	7.40948177986907	7.378397325468071	8.65463231240788	9.1236300162414	7.96597230776854	7.32125142923837	8.07822970598667	7.23512738229346	6.7999707716949205	8.961625480388358	8.48763895799147	8.3270220750028	6.76247581445903	9.40572963439674	6.83777424338799	8.166420861683001	7.41226661104311	6.728738743151769	8.878876886046902	5.509747113194781	7.472346212543759	9.03856531998987	9.82377354963738	7.68203793449198	7.81504901764883	9.1400106333543	8.57953526407921	6.6070093857381105	9.15253508606642	7.53153820757199	8.91032774466751	8.48885586819964	5.98805085542111	8.50827310896622	8.48999452013268	8.15315835313767	9.454680257308661	7.819951484618571	8.307390759980839	9.17512310759603	6.97292533349051	6.80972508835661	7.991621633869669	8.485216036321631	5.78031876077376	7.8756525846053895	7.060473428100719	7.594559948975769	7.6587157979387595	7.603722243724741	9.17379418060818	9.76544160451093	7.98127832463893	6.20030776412243	6.52129125880704	8.44938786431672	9.287654684338651	9.655257797848929	9.447219650443	8.72617248445178	8.75932326953552	9.2700209586995	8.8840293187304	9.877900742262382	7.835813755536691	7.44047152040388	7.22921370432164	7.40865824495111	6.818506786695569	7.81116859383734	8.4584634791897	5.030386309362799	7.47689114429491	8.0685787973465	7.1262446367387104	8.05843738403949	7.37403758311998	7.737426105416139	9.075620365626131	8.274530669380221	9.59505756611652	8.84042587908703	9.816392574331779	8.49351400856348	8.79763238643441	9.35968593720544	6.69725559705611	6.9836976874294105	8.79095186415808	8.64548980233837	5.4083429985041604	8.440885574955491	8.631789127749808	8.96101180632643	9.681923845628779	8.80737025585451	9.21517909426513	6.90736064384037	9.31599560583902	9.35564048045508	9.347533546137061	9.194812641140109	8.3109358272494	8.960514930539428	6.1336352844663296	6.6347482286630095	8.91104247236785	7.34792854385844	5.13195951333475	4.987965884986701	7.0785571903303	9.138820357173222	5.9216838895335195	9.11645962789336	8.371643679607331
hsa-miR-125b-5p|0|-3	4.23131825016405	6.41797785521078	3.82117109419856	5.82993274302583	6.69137014959517	4.16569034869746	6.164747761905531	5.10687662344165	4.65633228529713	4.29356572967964	6.9800135560269	5.753314888865219	6.2946211042418305	7.62066716877986	4.39917950774811	6.59228547221911	4.41616482955068	3.86159432664294	6.10518476448687	5.3597302378148095	5.50252462360407	4.38462056138189	6.59012756462365	5.8322162199279	5.13780808244704	4.73066037915029	4.98613970145582	5.5559274212170395	3.10098929000369	5.534205274836769	6.57592116872108	6.874316484615541	4.87056376765515	6.46724198294542	6.296589142316309	5.67202315283046	3.5105024603317796	6.15519565463616	4.91194175870441	6.22234259189655	5.878841349297991	3.62913829074909	5.68463463524892	6.05019731905321	5.623818450419299	6.66620711611946	6.31848267930663	5.57590481556878	6.87315327202329	3.8571107048147595	4.90848872925296	5.0285248165118395	5.7765950944964	3.4056775387045004	5.0146347823064	3.89630778215491	4.40771821433059	6.060363634993559	4.8170682746977	6.52150304166579	6.9849587975590595	5.229362413600049	3.73862762234662	3.91489284225169	5.24223867067156	6.326039575559079	6.810306990246509	6.612969460429139	5.99770530150676	6.13831521745571	6.23248289526609	6.276613837954731	7.16252493260154	4.903599303778059	5.26419242629054	5.164658507217481	4.31409192896796	3.69158754423379	5.562566121913839	5.75126593944266	1.85314827851316	4.539279196127469	4.971270055867611	4.89472503860718	5.481887353655501	4.531090892654309	6.4303529922735	6.21908879246822	5.35550418656421	7.0425082546391	5.7352106931233005	7.237518296338981	5.37801184808309	5.71825842916722	8.82970044802976	3.65716521890884	3.9478891824671902	5.902052938784849	5.43858612682335	2.93263995615335	5.61793892014004	5.579225028932309	5.9569342030212304	6.913701295895231	5.927005690190179	6.15626928137214	3.75739601165497	6.48104002741364	6.315487336351549	6.39973900263446	6.27012630015011	5.466147117962691	5.99476517095002	3.9901341427434502	3.39202309240802	6.1689558580681805	4.9637497826535	2.70576846552037	2.37881002016651	4.23206473877722	5.978001038595151	2.84488402611448	6.173019896088671	5.01215669294085
hsa-miR-125b-5p|0|0	10.6968231103015	13.555536363064402	10.9530009292514	13.0765301955609	13.277640272570801	11.108464126591999	12.5142781281795	11.2506610182163	11.0060595087939	11.260367888587	11.205265233215801	13.064574231224501	13.477985410432101	11.3168349380175	11.628979222181599	11.2804222400684	11.722061967217698	11.0794635338636	12.898461850445099	12.8506064318542	12.7426453423122	10.764523305113899	13.2478880846845	10.6345136331906	12.6093809608201	11.7329393709689	10.562057312674801	13.215220904011199	10.931633110291	11.223693023794198	12.6343877232939	13.8246619218539	12.227841784100699	11.5738504926997	13.421444050919199	13.2909284078439	10.520995065189698	13.0750732797179	12.2072055128636	12.644371966556301	12.5291740667504	10.7267587451501	12.8538840457478	12.890368211958199	11.9882203799472	13.6233844916845	12.225729208743301	12.6236196053739	12.868825376951301	11.8063353309214	11.1121987976525	12.465496781683399	12.9353409531406	10.206162411679	11.734872002720802	10.9295098759531	11.6715059225594	12.056595715700901	11.822914871663402	12.9616260662499	13.436186552160699	12.2367023791592	10.897474672799099	10.3335143493872	12.136728036021399	13.7072411231238	13.948771945132899	13.368424783970498	13.132340610985802	12.647074224367001	13.923770635196	12.8987226317644	14.2626995803962	12.1388624740587	11.645337545883999	11.469887669203501	12.488461047416699	11.3094321575002	11.9454606390099	12.0278013913088	9.835335797980141	12.2045523185503	12.185898071306	10.822435552007699	12.031386050667901	11.593507087353899	11.5550884116084	13.2431109074443	12.7561170299581	13.8384737252102	13.180411738419599	13.884195828340198	12.294830056601	12.6577773023764	12.538500395067802	11.3452769195088	11.448596140328801	13.413808771738902	13.5049813375455	10.4879492508591	12.5762420599603	12.7245879718293	12.9013795420595	13.8567934667392	13.3750462246577	13.590054737460301	11.6098315691215	12.3073487683047	13.328529269400198	12.819695545941501	13.222992463415402	12.775936962568801	13.4719557450652	10.2876579442493	11.0017614970813	13.2956113754406	11.5125790820086	10.9448917541525	9.9816058505891	11.8096643815607	13.614473739835999	10.6434636852297	13.222845445653201	12.3388595872807
hsa-miR-126-3p|+1|-1	3.1386436609598305	4.27127198877345	3.6386177947669	3.53625823726291	3.184590598307	3.4775965481337296	3.1251072433621605	2.48757598403855	3.70038197602073	3.481678517248	4.1388756445130195	4.59410329738254	3.3518157034599305	3.0941891132231403	3.76511854477	3.90551390062871	3.1787484541275095	2.7943120477967596	4.1934905664910005	4.52643978015668	3.9472101722043598	3.5931446093761097	4.22262233559815	3.6251138172016204	3.3897605830185	2.80320124121911	2.92448165761072	4.15378119297035	3.41242397036376	4.05039418978887	3.39186696040838	4.153649350628521	2.9630974060380697	2.2815944389304	3.9245747836343803	3.1695603546987496	3.04918795839727	3.89031172542215	3.8967945145613503	4.06168150833453	4.43438701281472	3.4714018632425203	3.65317598615023	3.4626438165959104	4.60882837041878	3.3771619670542203	1.6181145272273	4.19927718215815	3.95177596130768	3.4612833641241902	2.7946486449658705	3.76282430006527	2.88601439729913	4.84431794421499	4.31660072883583	2.78730867252546	5.087746693559531	2.2139031976825096	4.0683632101886404	3.42437695842314	4.10447695616569	4.62946815464416	4.60095688033857	2.77388493075	3.79149601824829	2.93737707136941	3.61343839086351	4.28197160699758	3.8974385919870196	4.52165365432088	3.4987956692635094	3.75036737458104	3.3452145174748598	3.8297242994978196	3.1616673062807594	3.7709896794952593	3.5074005185957495	4.10430512234129	3.0946565807121598	3.5937115558852404	3.5174658638391603	2.48059648991336	3.2279603529960497	3.08257563297999	3.3763646938020804	3.6788114815383195	2.90291435874804	3.7049621162422204	4.01404309846268	2.65171111940357	3.5864113703067497	3.2447222026445095	3.93886952472569	3.6624394170652206	2.88892028003821	3.46477506885701	3.9478891824671902	3.92874688675057	4.08156754736547	3.1727062584537404	3.87824941196978	3.8586987051806303	3.1622304385707904	3.3449812852196605	3.31523229429969	4.19254606811825	3.0673409940599705	2.6761891543781404	3.54134861163527	4.08258810222318	2.67896514939825	3.17484149985281	3.3375457164071	3.02341168251238	2.4355538753439503	4.196906365882899	3.0532794306422995	3.56290628366031	4.51663390972307	3.85443396612687	4.20766864864962	3.37856874177001	3.6702621734772003	4.8082798466112
hsa-miR-126-3p|+1|-2	1.0086396090051999	2.0185120954536	1.5779631350635202	1.1749324017218798	2.2005120739729	2.06580014437614	3.1251072433621605	1.5867069886746397	1.4570052566407299	0.518843185645536	2.9432288761203997	2.1348038395873896	1.50683811182924	1.87226865633865	2.40272933908318	2.12956557335454	1.50444429200407	1.12921716718622	1.8066844330336898	2.7418489963164903	2.0157235910615503	2.1566646113194703	2.9830224382708104	2.08393398736728	2.3476710418985896	1.6665294109008402	1.70752612154601	1.51935750226336	2.2942190624279704	2.2702021715375698	1.2734688621140402	2.45605889937691	0.5108330531580759	0.254724044466456	1.97481732571392	1.9382962500977599	1.71685984904877	1.46924836275416	1.78286267984629	2.76479589381727	3.02946302464284	1.62405577821838	1.9958998354291897	1.9156124187028198	2.6859208331251003	1.6082355156226102	1.89008774572898	2.43660969546193	2.3778082069925897	1.3391010090426598	1.4057835703895398	1.72183617576157	1.79677259387303	2.9282262900803198	2.23212018164662	1.77855129247171	2.45799556111977	1.24167714359859	2.23031193199649	2.04733136233254	2.77366738209365	1.69830995112214	2.17300947360206	1.69275714577032	2.6801534835328398	1.4141590155001	2.16608241947883	1.5739467437063999	2.92826591062384	2.8105428357642994	3.5225100772084303	2.5493429676902	2.5416346740868	1.80492365755813	2.06331420121178	2.64287532201942	2.11564014452476	2.6313617821013398	1.11987150723091	2.35268042030155	1.7164499986157	2.1668762268635904	1.54251124421429	2.2922062720536203	1.7198394222763798	1.8393327589402801	1.69031838002051	2.0452627565148704	1.9459780210072901	1.29730221568149	1.2605644435093601	1.6801075374188101	1.59415851896617	2.8848640232310294	3.1590919309195398	2.7879261909643103	1.6621406910246999	3.22804673455069	3.10875639735434	3.2162729536892	2.34035868443508	2.31005253088835	1.37318899215822	2.5206705621934704	1.93864262237139	1.8498021839890502	1.4402831701373702	0.9645599751225009	1.4815302808553001	2.0664443813662903	1.70760357669444	2.27939612970458	1.4093382177709999	1.1752951357601	0.42138136198708603	2.1249232425963	1.65413453766923	2.65395058133485	2.31613600794256	1.46633708453791	2.8387336675562103	2.15811388207698	2.4391244552006497	2.85880790340829
