	TCGA-3G-AB0O-01A	TCGA-3G-AB0Q-01A	TCGA-3G-AB0T-01A	TCGA-3G-AB14-01A	TCGA-3G-AB19-01A	TCGA-3Q-A9WF-01A	TCGA-3S-A8YW-01A	TCGA-3S-AAYX-01A	TCGA-3T-AA9L-01A	TCGA-4V-A9QI-01A	TCGA-4V-A9QJ-01A	TCGA-4V-A9QL-01A	TCGA-4V-A9QM-01A	TCGA-4V-A9QN-01A	TCGA-4V-A9QQ-01A	TCGA-4V-A9QR-01A	TCGA-4V-A9QS-01A	TCGA-4V-A9QT-01A	TCGA-4V-A9QU-01A	TCGA-4V-A9QW-01A	TCGA-4V-A9QX-01A	TCGA-4X-A9F9-01A	TCGA-4X-A9FA-01A	TCGA-4X-A9FB-01A	TCGA-4X-A9FC-01A	TCGA-4X-A9FD-01A	TCGA-5G-A9ZZ-01A	TCGA-5K-AAAP-01A	TCGA-5U-AB0D-01A	TCGA-5U-AB0E-01A	TCGA-5U-AB0F-01A	TCGA-5V-A9RR-01A	TCGA-X7-A8D6-01A	TCGA-X7-A8D7-01A	TCGA-X7-A8D8-01A	TCGA-X7-A8D9-01A	TCGA-X7-A8DB-01A	TCGA-X7-A8DC-01A	TCGA-X7-A8DD-01A	TCGA-X7-A8DE-01A	TCGA-X7-A8DF-01A	TCGA-X7-A8DG-01A	TCGA-X7-A8DI-01A	TCGA-X7-A8DJ-01A	TCGA-X7-A8M0-01A	TCGA-X7-A8M1-01A	TCGA-X7-A8M3-01A	TCGA-X7-A8M4-01A	TCGA-X7-A8M5-01A	TCGA-X7-A8M6-01A	TCGA-X7-A8M7-01A	TCGA-X7-A8M8-01A	TCGA-XH-A853-01A	TCGA-XM-A8R8-01A	TCGA-XM-A8R9-01A	TCGA-XM-A8RB-01A	TCGA-XM-A8RC-01A	TCGA-XM-A8RD-01A	TCGA-XM-A8RE-01A	TCGA-XM-A8RF-01A	TCGA-XM-A8RG-01A	TCGA-XM-A8RH-01A	TCGA-XM-A8RI-01A	TCGA-XM-A8RL-01A	TCGA-XM-AAZ1-01A	TCGA-XM-AAZ2-01A	TCGA-XM-AAZ3-01A	TCGA-XU-A92O-01A	TCGA-XU-A92Q-01A	TCGA-XU-A92R-01A	TCGA-XU-A92T-01A	TCGA-XU-A92U-01A	TCGA-XU-A92V-01A	TCGA-XU-A92W-01A	TCGA-XU-A92X-01A	TCGA-XU-A92Y-01A	TCGA-XU-A92Z-01A	TCGA-XU-A930-01A	TCGA-XU-A931-01A	TCGA-XU-A932-01A	TCGA-XU-A933-01A	TCGA-XU-A936-01A	TCGA-XU-AAXV-01A	TCGA-XU-AAXW-01A	TCGA-XU-AAXX-01A	TCGA-XU-AAXY-01A	TCGA-XU-AAXZ-01A	TCGA-XU-AAY0-01A	TCGA-XU-AAY1-01A	TCGA-YT-A95D-01A	TCGA-YT-A95E-01A	TCGA-YT-A95F-01A	TCGA-YT-A95G-01A	TCGA-YT-A95H-01A	TCGA-ZB-A961-01A	TCGA-ZB-A962-01A	TCGA-ZB-A963-01A	TCGA-ZB-A964-01A	TCGA-ZB-A965-01A	TCGA-ZB-A966-01A	TCGA-ZB-A969-01A	TCGA-ZB-A96A-01A	TCGA-ZB-A96B-01A	TCGA-ZB-A96C-01A	TCGA-ZB-A96D-01A	TCGA-ZB-A96E-01A	TCGA-ZB-A96F-01A	TCGA-ZB-A96G-01A	TCGA-ZB-A96H-01A	TCGA-ZB-A96I-01A	TCGA-ZB-A96K-01A	TCGA-ZB-A96L-01A	TCGA-ZB-A96M-01A	TCGA-ZB-A96O-01A	TCGA-ZB-A96P-01A	TCGA-ZB-A96Q-01A	TCGA-ZB-A96R-01A	TCGA-ZB-A96V-01A	TCGA-ZC-AAA7-01A	TCGA-ZC-AAAA-01A	TCGA-ZC-AAAF-01A	TCGA-ZC-AAAH-01A	TCGA-ZL-A9V6-01A	TCGA-ZT-A8OM-01A
hsa-miR-218-5p|0|+2	5.857032314819549	5.9979942896522305	7.382528790944871	9.73533007009917	6.543932451252401	5.08854008893453	3.1908161751586404	6.029375914875049	5.84017286331535	5.18085125220619	6.292710415178161	6.34119165208908	5.471014190245639	8.615366710620659	6.900344267232	7.035751733107309	7.989271002506309	6.3319167496250595	4.89856581572859	5.597250824452491	5.39319588446457	5.611903296731841	6.584745116379549	4.681285420964089	5.85982934712888	7.42373157267131	4.24199449677804	5.78482780732554	3.92991805219949	7.06333261705371	6.52575855860614	5.346747121196731	5.3403188194507	5.72644758715945	6.66153349420941	5.7229740611164805	6.027896412525259	5.31296552536737	5.4093369802976	5.602283310896669	4.77549213794261	6.09672231784117	5.136792751163861	5.6017899107328795	6.293655976699299	5.697057035378361	7.0791051072831	5.11866279661997	5.969457141367901	8.26464706089738	6.7840408080369805	5.377221520106651	5.43534053996876	3.5958211790973995	5.8470274243391005	5.98883619407854	7.061652837893809	7.19546072555166	5.41355693085972	7.16785791089991	6.777958245203131	4.7163383471644105	7.64673186051123	6.75717641825867	7.0426007065264296	7.639649433899519	6.78771187426201	7.25760677654696	4.5260581832899405	5.6637185270542005	4.5419291610938295	4.95850831293856	5.85562366251415	4.7649044993794805	7.48537770870884	7.91883954368737	6.738176935541611	6.782909412241019	6.513210642382799	6.105735387225669	4.986470500894639	2.2353155403620097	7.33497770895998	5.502721117962889	6.87233243650502	6.3240463204489	6.61453146540774	4.97695803997333	4.960451241739049	4.16556079832134	5.98173530324737	4.95491121739817	6.56514202321336	4.94065859140803	6.75610371446697	3.11740781543334	5.9620315954383	4.29448963744401	5.35741693351218	2.01473744460853	6.289491836866371	5.1578347990898	6.0389854914883605	6.3964238100869295	5.7316026213930495	7.335679547528991	8.73160769975566	5.568742487125241	4.34118971177982	5.876463923408309	4.8869749745031905	5.00715985387591	4.82408164521192	5.85915079779574	7.20162575005103	5.357119579551981	7.64376344419431	4.75537270540619	3.94224244445535	7.90588457399835	6.2633401006819405	5.93341116194589	5.71002705263916	5.21038662014164
hsa-miR-218-5p|0|+3	3.85252978340951	4.02310324037465	3.6027937513273596	4.97943687419548	2.15269405655413	1.79178071706704	1.39300690439168	1.26456094811669	2.1669588932701997	1.6617630565232802	2.04355804937601	4.00376238802774	3.64111094317163	6.178029435436651	1.65260724080378	3.1237066558810898	5.4062174991914	1.2779134664989098	2.71661680147084	1.85103240614301	2.62323077072163	2.21156349171283	3.62075004771105	1.81545337637396	3.5811930266779703	2.18064521167745	1.79576831326975	2.2428363479927005	2.9375841247633905	2.72231142340801	1.8848324355323798	1.86642225540176	2.5572964351058998	2.39186809399285	3.39173229174235	4.08707674182785	1.62259024602851	3.04192666098064	2.9207023174392	1.1424840164760401	2.6421758946042	2.0716589772686897	2.8407827852639103	2.5090188136684	2.7520749277263796	3.69502048926532	5.44324827294209	2.68039588176374	2.82356342848323	4.12201358110827	3.1567459655718397	2.6799586958205297	2.75993324974909	2.7567270559083505	1.93661544278797	2.3200460625292503	2.5299298702397	3.2350916327379196	2.59336058737384	2.5935527416850097	2.26152672370464	1.12544429513014	4.15122873768656	1.69275714577032	2.13118629199449	5.296310476156731	1.8925513024266898	2.59760146241995	2.6451602195072996	2.29957945861529	3.2084258633097402	3.3071962967992206	4.19856809434654	1.90439444126939	2.66613443491845	3.1233916361022	2.9732177810378504	2.12505132475371	1.94462795127957	2.0129774451408298	2.97430959508928	1.6697355813376498	2.7779134402450003	2.70536566848672	2.48233068524145	2.38043478201483	1.00891682357497	2.97828087850582	2.92553175336618	3.78186079309501	2.75246554844704	3.0218865560069	2.08089429099044	2.51610461261984	2.0182880680090203	1.9830142173149299	2.59725343632419	1.8118801441024097	2.52238406236144	1.07439838836679	1.66626578681957	0.949745642781	1.98318407435936	4.385544789454	3.86795086607218	3.01849219363911	6.03260861424096	0.842287130188982	2.23171608460629	1.93894435208626	3.74166331792791	2.1285915691736	3.63545900590261	3.02341168251238	2.8962670271645297	3.7615524583077002	4.1143511037675795	4.3781316627179105	0.914133546718869	3.9016165835808505	2.62510481002326	1.98861237559528	2.27685268122613	1.90759404901943
hsa-miR-218-5p|0|-1	2.06371422579612	1.5827073860844298	3.4089759038081002	4.41311047997752	2.29164087647219	1.73012765355768	1.6006591735569098	2.58714278126654	1.93969322693859	0.518843185645536	5.36664977869543	1.92672070787875	1.5770285584742099	6.52925391644155	2.7285811024845397	3.88995416136598	3.8505347893924506	1.6495328184470202	1.6387729136037998	1.6477642329924198	1.5123625298241399	1.77449389983269	2.6327869195399503	2.41128780516792	1.6919447855343401	2.7458961717309998	1.9575446248389798	0.0	1.2498666540043601	3.32387379788619	2.8553226495565296	1.91124192319655	1.43268734307826	2.58995403520839	2.47820148436628	2.11516166310673	2.42397486312174	1.9613865493692801	1.5249443407203098	2.0495543763969097	1.26186774185095	1.18996946382636	1.5199972568594098	1.6474878519921599	2.4670433266697698	1.68684543406807	4.247227335168991	1.58172481864995	2.3778082069925897	2.55286367094596	3.3789019494116097	1.8355111638878403	2.10407763976298	1.8316272766006898	1.93661544278797	2.3200460625292503	2.75672742871036	3.4899918565959305	2.00756047445382	3.7344183409369505	3.24271512701396	1.89448045755902	3.04949750549104	3.09709895640531	3.95766714348297	2.51541547280996	2.1024064688054196	2.3712934237865	0.22593769644937	2.60882936254449	1.20879958519302	1.90705084784235	1.60859898910807	1.31988610814655	2.85087656988948	4.45831694450392	2.79218818030663	2.3142593537844705	2.06509203621333	2.70851764954559	0.0	1.2072292197255101	2.23464208334987	2.55398888102036	2.8171753105858905	1.53600651252464	2.86331955508839	1.9315831974717301	1.2788735533429099	1.4004831916108302	1.59277619592029	1.6016680084485702	1.93616003760739	1.55761863038032	4.57789465949747	0.837955415779943	2.4140585648137503	1.3014397822121202	1.8246167194389702	2.19974839365066	3.3051996210798995	1.7350152877108502	2.14014198134693	2.5206705621934704	2.17423879551907	2.8391753282223	4.07203289344565	2.81269648230322	1.7452750537380501	3.49494749517395	1.85392428348516	1.46819701780666	1.1105684113640402	2.9857097550452103	2.6842234677942995	2.57391492607994	2.83909640785261	2.65395058133485	0.914133546718869	3.63001150182827	2.15257100173846	1.44977518026362	2.21843586096313	1.90759404901943
hsa-miR-218-5p|0|-2	2.11276200564011	2.28488634901516	4.064461649843859	4.008439933828851	3.0605144056626896	1.2039115776773601	0.8584803078258741	3.2951309751623796	2.01949306071295	1.2006410127776599	3.5491876203428196	1.86964714291218	1.88438567035413	5.1354735414918204	2.7285811024845397	4.05252405467995	4.43513842541758	2.1126068764249	1.8066844330336898	1.5342726461514598	1.57778351185234	1.62072570774542	2.9830224382708104	2.36163104116239	2.2939910587707	2.6239692961957997	1.61353294403236	1.16634420339073	1.2498666540043601	2.75186234391626	3.26997108825403	2.26207989648448	1.64356235822447	2.9194650301842797	2.50823985597757	2.58462064709944	2.7701878172614105	2.50160138948883	1.5249443407203098	2.86385156546606	1.9245255808658202	1.54706415994402	1.8540224096945601	2.1416297050809	3.0437909984217204	3.35325877278596	4.42882231439523	2.09581171186876	2.96398979651418	2.51825657863264	3.5100231086119	1.59843230250013	2.03316793633989	1.6474615885576498	1.8522073624424398	2.8922543331632298	2.8719284022990696	3.4303635178118097	1.88180106825354	3.17908611059331	4.2332165387399705	1.644796303238	1.6824689481929498	2.69954575588186	3.7558350359974804	2.71152675434615	2.99567637486992	3.2246725341044504	0.593221297654897	2.51292741230592	1.20879958519302	2.28775035676515	1.9610639830603	1.31988610814655	2.66613443491845	3.92546668037148	2.23396396016285	2.59533158975929	2.2288000219636404	2.7474074927679504	0.985375832772997	0.9050621041086451	1.95215341856229	2.03067259013952	3.5661272944249203	1.06050468606361	1.86085914114322	2.15063532555843	1.56629391344294	1.8282072000375	2.33129946361644	2.29287058138518	1.4942954235558998	1.25600800420195	3.10895428730656	0.25927703239194894	1.88989101934792	0.5043653865683599	1.5181462743173701	0.6349852475009771	2.3131782277530397	1.83257136483293	1.98318407435936	2.8077844325092203	1.1678184981065	1.9415875043152402	3.33571351936771	2.5646023441156602	1.2965242400369499	2.57529714054267	1.36114663829237	1.3819171366691598	0.58192568598734	2.05171208438657	2.6842234677942995	2.0651800756363503	2.74980212791248	0.757455652368656	0.5282897420389471	2.57748986044892	1.44524845803791	1.68993126317515	1.88453424478717	1.7011038265714198
hsa-miR-218-5p|0|0	6.31818013666111	7.205518748812339	8.63863242366842	9.780538999591212	7.08125833435387	6.34422347366678	5.47580852761348	6.97528778670324	6.10541834680696	5.45443203909492	8.216381734132879	7.123840639159349	7.21560655678729	9.41974352747855	7.90401111193825	7.6918587790510795	9.04549872876698	6.637410465433099	6.76827193647796	6.65534174775664	6.66080633820656	6.667493377307889	7.72703335663017	5.61630831521593	6.82623732135256	7.426013672087421	5.53996713051402	6.620235241579469	6.74309711071998	7.309245380026799	7.43170407619161	6.742558675427349	6.151858792857009	6.33545109973734	7.48252574017808	7.8586085750435695	7.13888756060917	7.07622328303236	5.86472008032583	6.82717201977594	6.3311796072250095	6.08315166384176	6.611135208724459	6.9147363109267	7.45550084624905	7.69637866854591	8.25761047807699	6.889999413693321	7.32646256045261	7.99653939307596	7.64345038725668	6.6724453322401205	7.12907671401634	6.7699560555945	6.84266767335137	7.45958467536802	7.7783822346233205	7.13370936837327	6.627130930801929	8.436537081206088	8.33469357926691	6.74143119216252	7.550980692518849	7.11983687607944	8.86059786499639	7.828499228369	7.4984690144813	7.73320526154799	5.29078783616283	7.240851923962491	5.88913161105018	6.92328198542249	6.82481708140052	5.47240511563863	7.386666202967559	8.75205168124587	8.3039918796163	7.617007845300191	6.54463366780348	6.91480093501551	6.256384838937219	4.9891405943293705	7.288290229284179	6.25171532008882	7.6607119573031905	6.86738506284029	7.0108616390162	6.7247965913732894	6.55579717200891	6.839424407790211	6.862872306803171	7.098051303508919	6.48935155478279	6.68515705338197	7.364924355334719	5.05693542085755	7.3787822663423	5.52320654647239	6.606315238918	6.0007457980226695	8.25207979434876	6.961865041790331	7.233619485443961	8.04086100880881	7.2005806678052195	7.83180716314124	9.45136486304582	6.95853779485195	6.71218223788386	8.29221139743802	6.81908499489323	6.52211516014997	6.527539981160491	6.71173219231959	7.579665691893609	7.7547418237939105	7.451853678620731	7.81938068940606	5.56107656314983	8.497184519700179	7.03851377760052	6.49275902412783	7.01425070713932	6.983945164459139
hsa-miR-219a-1-3p|0|+1	1.3731225954933401	2.5962127614074104	2.01955438234998	2.50383567270095	2.74294159904404	1.96235084371309	1.6006591735569098	2.07238285630196	1.93969322693859	1.7572078243377802	2.3261877081899303	1.86964714291218	2.91022783845618	1.58294553918585	3.04195159007383	1.08765675846902	1.50444429200407	2.5234617487092	2.9852405565985602	1.94284682863069	2.15083754450954	1.25310055713343	1.8120550419469899	1.48531722949028	1.84909428556654	2.4907787296309998	1.1609212483270301	2.91326618222481	1.2498666540043601	1.7319035311241102	1.82837086423106	1.8201654246403602	2.50426442140597	1.3475863199512899	2.24835398606538	2.2220701043897004	1.62259024602851	2.37315912100087	2.46116567163757	1.6661632126685801	2.60121333861614	2.27632913769518	2.5953469739945803	2.1416297050809	1.77210408489475	2.6139955776914	1.37412389022141	2.3586569646911	2.41743545460244	1.6894609836874	1.92764925050755	1.8355111638878403	1.95859198453417	0.5125443439292511	1.8522073624424398	1.91765102618133	1.9816824485047502	1.80818321664498	2.00756047445382	2.67164540578744	3.2865353511619104	2.06714151534496	1.5606147669460901	2.30749584398085	2.60197297635054	2.44363732831295	2.03578977047051	2.48888037098909	2.79364631856745	2.4101936248920803	2.3566247786485097	2.18883215450029	2.4491116173515	2.08485980316543	2.3353051038225	1.6599316781089801	1.68820206711524	2.4003045561415095	1.5904010801881598	1.8792941040118	1.85314827851316	0.5223697244837221	1.35294017407527	1.0955396721931299	1.62548194171896	1.4668615501516202	1.3894783722956399	2.2955336338132404	1.73033713194641	1.5870394583431202	3.29875593016419	2.29287058138518	0.683251876112155	2.2890527049491496	1.50111646464268	3.2123994389700496	2.36437935929004	2.31491193172905	2.4791871053744705	0.35214938612592206	2.25723108581192	2.2406588071038	2.41057684620754	2.21189701462517	2.24493314034277	2.79063347709516	0.943196516780055	1.68710214706404	1.8386063761198703	2.53176736653036	1.85392428348516	3.0404805516488396	2.26578245268457	2.1229074770999	2.34213103406372	2.1249232425963	2.68704641531936	1.2515756238693998	0.914133546718869	1.89721597132696	2.50512315146269	1.16149836605498	1.9577834375788998	0.8077660728457942
hsa-miR-219a-1-3p|0|0	2.5644980656658998	1.33675672568708	2.3995592677956297	2.08215825415262	2.05202335077768	1.2918877808771	3.1251072433621605	2.92827142813886	2.01949306071295	1.7572078243377802	2.8119183127437095	2.0855285495569	1.93871438935069	0.9161143950242611	2.4740538421254104	1.19285111412185	1.7665662087593001	1.7548021407878602	3.18136801328373	2.68979519520005	2.77040321229379	1.8456390379840901	2.08030634581702	2.50575045796105	2.2939910587707	1.9963661837402702	1.51298658068936	2.14475172851231	1.6169653316937	2.0968133167408003	1.82837086423106	2.39425250810146	2.65784782104243	2.9194650301842797	2.38414097846313	3.0871008760692202	2.18102804292373	1.7706038323114	2.46116567163757	2.4825670428716298	3.02946302464284	2.17762049897599	3.11410223050627	2.3369874673572	1.8943160248630402	1.83227601699561	1.6181145272273	2.86087909396728	2.01419237381586	2.44644774339175	2.15839994397068	3.07664740145082	2.8451994948412205	0.0	2.3598939456641497	2.41703989447763	1.56869175570741	1.60743642933047	2.37736175196584	1.79159009628315	2.67819758789692	2.86055413139103	1.5606147669460901	2.8445805366137202	2.33826198847833	1.4141590155001	1.11281805881826	2.54426482330206	2.3416703518824	2.22082507294763	1.8571468093176398	2.5089070421331803	2.6837624832516203	2.08485980316543	1.4511436770696002	2.13563672167313	2.2896750983086203	2.26923248803766	1.0040808554557	2.8581568024897996	2.7120155851276295	0.9050621041086451	1.90687273988874	2.2922062720536203	2.79567111536628	2.41755389218519	1.86085914114322	2.6591764118227403	1.8058559117806	1.8282072000375	2.4175914777910097	1.9571091779395902	1.00690250320637	2.8848640232310294	1.1508268835857098	2.65894876889195	1.17813058211123	1.41899784419475	1.5181462743173701	0.871356996188729	2.00883981591045	2.0909761214603897	2.06379650405161	1.17861693700535	2.43834047860377	1.9415875043152402	1.69645960929328	1.5375129934003202	1.6962430011313603	2.00410240597335	1.92187143461786	1.89934805947853	2.16282913105175	2.19075406855191	2.34213103406372	2.3418565495779	2.19500277576459	1.2515756238693998	0.7340724574280509	2.68927091489469	2.7358698012587004	0.9924182464646151	1.80736615034303	2.32269548160328
hsa-miR-22-3p|+1|+1	3.73213121806893	4.542293430054901	3.70770281277646	4.49586655350979	3.5033132039594705	4.27766683684531	3.9668266533571694	3.9093322885362296	3.2492514471255296	3.5893500923610895	4.29455747140827	4.269488504534681	4.66501141502271	6.07264612447626	3.6466316357606203	5.15227854932264	4.20024538885094	3.3922076715109903	3.3539957320531295	3.1794792978414397	3.30258508421258	3.92421350961306	3.95701985597277	4.3531611436970605	3.90142171938654	3.91974532191235	3.2397052503222	3.23263789789968	3.76907864891428	4.28071107321462	3.11337953529823	4.23523484844332	3.73566393614686	3.4898894169910095	4.488858392825059	4.169537561216799	3.88002018330537	4.23638226784767	3.70239593496957	4.06168150833453	3.49961533454172	3.85354969805295	3.9948729709551203	3.8937210523848	4.10045392082353	4.293504255874501	4.1599768914362905	3.9160276797891895	3.8395662837622404	4.11044324989574	3.8106457116967998	4.1943078651915	4.540386245539461	5.633090595204299	4.45181606484151	3.2752278754001303	3.79927054167599	4.9232325830237	3.72812761259664	3.3312033505739804	2.46592001404305	3.9014857098342097	5.48560063557372	3.18145421626074	3.47797860170825	4.15292870519317	5.165120172696129	4.906825620324111	5.333875226757519	3.8549387222379203	4.53027920220178	4.14276374413293	4.2724291870833	2.99702113587896	4.7401000493803	5.0212359833336695	5.9655651681867	4.39371067148094	4.15064804926118	3.63577610088246	4.829606663558559	4.02422563584694	4.46225673677067	4.28656461281158	3.6037354354663	3.33519894579175	4.30965882190044	3.33194947254751	3.8453279942240797	4.4200540175362	3.7450169856930398	3.81327141022167	3.9763673662357797	3.6624394170652206	5.04595812906695	4.34298984542517	3.99761758340051	4.14893166079033	5.696065564572179	4.38578906622899	4.28029279455144	3.1567238758473097	3.1622304385707904	4.39640596191731	3.8339563833751695	3.7851073696687205	3.47905218760266	3.02432175704266	4.71799573071221	4.405586049190781	4.744137895988461	3.12258892278978	4.71913633326525	3.78593125843627	2.8289901600192002	4.31703163243453	4.45291218147225	5.445635360060099	4.57132805595944	4.0060554236732795	3.15007472992231	3.54068546583345	4.56636187864384	3.8588740356002904
hsa-miR-22-3p|+1|0	8.47836627244504	9.29596409951164	8.94303438135975	9.398772433021081	8.57826326256537	9.14257646989026	8.47380131998219	9.11687412618896	7.9741958297744695	8.461227282250071	8.7642737289904	9.09559646979162	9.716503227247669	10.6025578460915	8.364441163746491	9.757458162349359	9.276734175592589	7.899160590785081	8.05225966427808	7.999052529928651	8.09743323369643	8.95004487319547	8.76198482623644	9.12839130476447	8.68144796504167	9.10273542803265	7.92266361111429	8.283011393520809	8.58375466633074	8.926699898787211	8.4993493750552	9.031318163898211	8.851708137480472	8.81493862418155	9.26375347227574	9.420252413080679	8.97184537757004	9.51599090284882	8.39952007952463	8.725949957291741	8.31054838043798	8.7857737321869	9.03602896360778	9.48541338081815	9.10388637159019	9.571294990470411	9.672703798103448	8.57473879424984	8.63565586312095	8.61049176242461	8.649352796754469	8.82596443566343	9.61613134643743	10.083911892727699	8.692371369900089	8.15423308990499	9.0687043073576	9.74147552225206	8.67775010445282	8.46651325861265	8.0861770160894	8.63765099594971	9.727241568194211	8.03469164239815	8.82984370459017	8.83455990820307	10.185675379947302	9.91731623556973	9.830889702037279	8.81777024317182	9.21786705942683	8.807951765067331	8.91265638596716	7.96815221663684	9.3804986418215	10.404756641543198	10.442886419114199	9.5005003210918	8.925008069359901	8.62760701981379	9.39341079158433	8.388944683391239	9.10494471772616	8.9618852364096	8.483093726905839	8.792928755783711	8.58150045523565	8.29274524016571	8.43402363033555	9.479395889300461	8.70113694789413	9.40685254770131	9.0114893521059	8.844572117263711	10.494466359238801	8.911044983041391	9.22085401598881	9.10072741980764	10.5821950198967	9.29718968437382	9.74419308696262	8.05539566767864	8.86374831797757	9.52065380423816	8.58271460375915	8.87666470237474	8.16919305041357	7.749795226899379	9.91036110110335	9.606466301043099	9.97561091350302	8.23452252599741	9.858673641741472	8.984286359324189	8.54870382078956	9.5672779076395	9.08135303900677	10.2050421195796	9.26552735716569	8.749594572355269	7.970675883010711	8.23396012485945	9.69403867706652	8.56986279918039
hsa-miR-22-3p|+2|0	3.39805433360372	3.78591517625983	3.70770281277646	3.92556570732103	2.8666593752597302	3.45871376930412	3.1908161751586404	3.85043133866717	2.4806837847317595	2.9464485598077594	4.0248945765035895	3.36324280252255	3.93639065513426	5.0020685270699605	2.4740538421254104	4.1602171150175895	3.7780777761802202	2.5234617487092	3.18136801328373	2.5213169263443103	2.59190491633862	3.10591638896782	3.6416364754211004	3.74615498233172	3.2835911092856	3.43098775684247	3.17536661934965	2.91326618222481	3.47336598655521	3.17911590616422	2.8833071017138	3.6837747210642005	3.07643469280654	3.7808450161647302	3.5589150478901703	3.82404716287463	3.28287726096986	3.77642281294272	3.1516276167305697	3.90768412505252	3.62751781224918	3.1191693696017797	3.0175726201271003	3.74100126964432	3.83646396933264	4.10597690388429	3.92312352112837	3.49199780228876	3.33894226611831	2.9917269037745897	2.9870278151577803	3.91282002988525	3.9286470828143902	4.58703183384807	3.0319130005262704	3.16783370274413	4.0276394190199305	3.7800481660839598	2.8831716702910097	3.23159429814408	2.26152672370464	3.6666093227876604	4.03019378629614	3.18145421626074	3.79149601824829	3.32466444969579	4.34893674900452	4.33003815234904	3.99270224990612	3.50219584307717	3.7404010585868597	3.44216612812524	3.67977112600733	2.95123118786677	3.3776567060777496	4.19220401134532	5.0782080436529	4.25047228582796	3.3531254166105002	3.9173493672915503	3.38842106486993	2.48059648991336	3.83506660216813	3.42560896013421	3.55337018680791	3.33519894579175	3.1200594440105496	3.2631218746121298	2.92553175336618	3.87438701017795	3.25254691039868	3.9302245170944397	3.18217337902364	3.4589128501251	4.521515756940401	2.24509907914727	2.94016267046812	3.259910386315	4.50416484859603	3.83492605567736	3.87824941196978	2.50020558849219	3.3017253349341296	3.6832718946980094	2.98433655120666	2.79063347709516	2.8733525660010297	2.1663030901048703	4.35705008210307	3.85426368963171	4.521333339620701	2.5406308671727	3.8659637464901	2.94699606416182	3.24492212447815	3.9047736464328	3.57044745656636	4.31279927165586	3.45284789688519	2.79301042464483	2.56636090501649	2.30977809002429	4.16376126903499	3.04523705996409
hsa-miR-22-3p|+3|0	2.2061218263992797	2.5390914384657597	2.51969469385883	2.01959981492729	1.99892497135552	2.66888716164219	1.39300690439168	2.48757598403855	2.23539930400308	1.84672814564063	3.1201866321599	2.22857582011919	2.13762368182062	3.5954829577827696	1.98112858511342	3.4337687778839303	2.42784880825929	1.7548021407878602	2.7581918492628597	1.5342726461514598	1.86663571881219	2.41238462599699	2.6327869195399503	2.50575045796105	2.0567462482874297	2.18064521167745	2.2351158308814103	1.9259805700235102	2.59774079798169	2.3496606637108304	2.3128914783695698	2.48599670283591	2.13716961962392	3.02591075419732	2.50823985597757	2.58462064709944	3.01248493271233	2.7631399205580496	2.1914794767742602	2.9565408371473505	2.8661701057836604	1.37953719605078	2.5500518128323	2.20973092186287	2.7520749277263796	2.80232345676754	2.78466870240855	2.91634900741845	2.33706168122064	1.97114338230647	1.10750814763248	3.0055595577382404	3.24096635371713	2.9680948031724195	1.7625522191212402	2.26898884414577	3.34049249062657	2.41187462963437	1.88180106825354	2.33017570648022	1.2984296679999499	2.36061861085133	2.04252955888294	2.30749584398085	2.01531842522864	1.4141590155001	2.9601931032116604	3.4443891856831903	2.96004573095815	2.22082507294763	2.64288848946289	3.0776367209659905	1.91568459863576	0.8058966550801779	1.78945808226443	3.7709896794952593	3.22258153143846	2.7343488584287	2.55107680519786	2.70851764954559	2.39119737208508	1.06404221665794	2.23464208334987	2.51352579116011	2.4551554920455696	2.74410086048649	2.21556635657373	2.42719801371975	1.6506458569333602	2.0975432691082	2.1414938732172097	2.79394617294106	2.33295630358248	2.2890527049491496	3.7229153897083096	1.66250926764783	2.2041708901860297	2.48632610235492	3.367530333945	2.70691036680615	2.99898100005693	1.6303808633257402	1.98318407435936	2.5979808449561497	2.2790223186373297	2.1863741732253	2.34670554917555	1.6142455142762	3.04994766244595	3.1071934669387598	2.8280728831105297	1.6266671409587903	2.6552807002036602	1.42107749707148	2.24223706352217	2.91583845663288	2.8676738362008103	3.41509508772981	2.6568674339903198	1.5476891113814	1.7914254265262601	1.68993126317515	2.4893977609502	2.3930939425926803
