	TCGA-N5-A4R8-01A	TCGA-N5-A4RA-01A	TCGA-N5-A4RD-01A	TCGA-N5-A4RF-01A	TCGA-N5-A4RJ-01A	TCGA-N5-A4RM-01A	TCGA-N5-A4RN-01A	TCGA-N5-A4RO-01A	TCGA-N5-A4RS-01A	TCGA-N5-A4RT-01A	TCGA-N5-A4RU-01A	TCGA-N5-A4RV-01A	TCGA-N5-A59E-01A	TCGA-N5-A59F-01A	TCGA-N6-A4V9-01A	TCGA-N6-A4VC-01A	TCGA-N6-A4VD-01A	TCGA-N6-A4VE-01A	TCGA-N6-A4VF-01A	TCGA-N6-A4VG-01A	TCGA-N7-A4Y0-01A	TCGA-N7-A4Y5-01A	TCGA-N7-A4Y8-01A	TCGA-N7-A59B-01A	TCGA-N8-A4PI-01A	TCGA-N8-A4PL-01A	TCGA-N8-A4PM-01A	TCGA-N8-A4PN-01A	TCGA-N8-A4PO-01A	TCGA-N8-A4PP-01A	TCGA-N8-A4PQ-01A	TCGA-N8-A56S-01A	TCGA-N9-A4PZ-01A	TCGA-N9-A4Q1-01A	TCGA-N9-A4Q3-01A	TCGA-N9-A4Q4-01A	TCGA-N9-A4Q7-01A	TCGA-N9-A4Q8-01A	TCGA-NA-A4QV-01A	TCGA-NA-A4QW-01A	TCGA-NA-A4QX-01A	TCGA-NA-A4QY-01A	TCGA-NA-A4R0-01A	TCGA-NA-A4R1-01A	TCGA-NA-A5I1-01A	TCGA-ND-A4W6-01A	TCGA-ND-A4WA-01A	TCGA-ND-A4WC-01A	TCGA-ND-A4WF-01A	TCGA-NF-A4WU-01A	TCGA-NF-A4WX-01A	TCGA-NF-A4X2-01A	TCGA-NF-A5CP-01A	TCGA-NG-A4VU-01A	TCGA-NG-A4VW-01A	TCGA-QM-A5NM-01A	TCGA-QN-A5NN-01A
hsa-miR-103a-3p|+2|+1	2.6481001027003903	3.4645467458163797	3.0923249601351204	3.4075633696351897	3.03354928183394	3.15918669620592	2.49802240107279	2.36419287540821	3.21973021247909	2.66400844513343	4.01557626442136	3.93633872472169	2.73263952478527	3.98554762557529	2.2664266837068103	3.38068720019596	3.2959564903293104	3.72895794488164	2.76845795989613	4.8341555404028	2.50254487126133	3.82142790986952	2.55987980103159	3.5129711218188	3.9242579641128397	3.74105158036984	4.04949996485951	2.26706984225994	3.0774388337888396	3.0757797081244203	3.69697323136654	3.17035943351335	2.0823356262127803	1.26355980190508	4.25103430128718	3.78490575800636	4.0966461468479505	4.75515125925017	1.44280844899746	2.08344928670439	2.5265122871046297	4.07558409956276	1.93051605635939	2.7566434138213802	3.9212890305242802	4.05015337241923	3.23609014476206	2.8993576713824503	3.58425944347624	3.13724353309723	2.6888382139586096	2.90228590650019	2.88445938188564	3.25817992432672	2.9981149936548297	3.5231256118788	2.7774508428283102
hsa-miR-103a-3p|+2|-1	2.8951418091786096	2.8779892795191495	2.9760488303065897	3.5072054650341404	2.2551422845842097	3.33750521622568	1.2598639684127502	3.0600319643974103	2.64644444337046	3.29158307372815	3.92745508287687	4.421024350472679	2.2523159239814703	3.54938770730824	1.1829676224639598	3.7018958915849303	2.78263072026056	2.73104954600303	2.7996808118295498	4.74536820420317	3.1964453868983598	2.81476084320651	1.6673291277289501	1.8495877559223202	3.36551290276416	3.0925905347754705	3.56606038278565	3.0098619275135694	2.5754972135131298	2.51830867918151	3.16658705170914	2.04666407099477	2.14574665048367	2.3354174720177703	3.2482405501761495	4.1904711727317405	3.1469537172722	4.24027630394621	1.78011491909365	1.83044524640071	2.5265122871046297	3.89205648200715	2.17469214944311	2.7150762223754303	3.5551221593810802	2.6767544728892796	2.71263559431601	2.01451348008897	3.34980547153704	2.7380271759052097	2.6888382139586096	3.71231972614642	3.22146507543944	2.79912357598813	2.86603729629752	2.73053589510557	3.5767570621077502
hsa-miR-103a-3p|+2|0	8.3679534582273	8.63979283182637	8.61068211493776	9.07818130294407	7.9442604849348495	8.67327607725813	7.04045258512279	8.50592177149302	8.15964238670161	8.97373772746006	9.595704548205921	9.921435405022802	8.29857922165947	8.72936380530724	7.55025487256641	9.577421222626311	8.763969669861421	8.63293298855698	7.967213048661179	10.0093164431437	9.16454194347265	9.11144572991263	7.969967017756081	8.14205272206012	9.26397363297889	8.97240686734918	9.332162077113331	8.81755034277718	8.19906306774654	8.4411826562678	8.51172248922896	7.937124671418331	7.71512622819736	7.47175768640963	9.433654895019199	9.986920514010599	8.33615452482212	9.86174324604733	6.78860857871825	7.40126501565313	7.77467696436216	9.78239872561841	7.63156067265455	8.506874387263661	9.51888153475543	8.530626040840719	8.78089827602516	8.008638024302241	9.221787723109529	8.19168658424368	8.11939901802628	9.15423721847792	8.351375831112371	8.6234116640944	8.27094869936305	8.37347618852337	8.62620395217172
hsa-miR-103a-3p|+4|0	2.6923242608707296	2.3498124096874102	3.0923249601351204	3.3370942202056897	1.7381929890112702	2.26894862123173	2.37411992922179	3.0600319643974103	2.436332034451	2.80031093382529	2.68494909024385	3.9750891169598503	2.38819765112123	2.7705107678965097	2.06215042884865	3.1362404970039504	2.78263072026056	2.62035260856853	2.1468659121598797	3.60983041823331	3.66301481673973	1.04626828891907	2.42021841820429	2.9579752939364905	3.01628801163742	3.26393835679467	3.05446295450022	2.7069715103815	3.10968556420002	2.51830867918151	2.3852329965085497	1.9845979022811397	2.7460304490505694	2.54231583039875	2.7668677595113302	3.37501365293338	2.7005468628637797	3.28996540856023	1.8390498690632502	1.96248630848149	2.7697595042999397	3.56382804794192	1.93051605635939	3.1173006214809003	1.93737852282451	2.36770873726612	2.78943289319821	2.6601015165677797	2.37789216418716	1.7498156321244898	2.42991530524672	3.1962163638543304	2.4439370069280497	2.34982391667107	2.16824956191371	3.0680588076679904	3.1065689803511103
hsa-miR-103a-3p|-1|0	3.138332087353	3.20087456533347	3.3192711946405	3.8983488987064	3.0648694223382598	3.5332742247327404	2.49802240107279	3.64253478421761	3.2964980791423	3.2445622538560497	2.8216026480566203	3.4040663256304198	3.2070775097961897	3.95091709769423	3.59887622041998	3.1362404970039504	3.94566348796355	2.73104954600303	3.12956707523302	3.7070749854595695	3.1964453868983598	2.48948762543932	3.63521648180363	3.86202023372203	3.7920361818126	3.13737283529253	3.09482966479983	2.7888610654719903	4.05705908174683	3.47687249239605	3.74826435623835	2.71525707899541	3.285893416092	2.24356687304611	3.48039443854805	2.45268592072201	3.9206837955645497	4.33987904572478	3.00309667013204	3.2511980415184505	2.7697595042999397	3.9867366815021903	2.2476907024600496	3.2686336101755	2.9620339403169704	2.60547554294627	3.39198313842427	3.54121131287808	2.8066975282835602	3.17548146543938	2.7550163422724996	2.60128107828407	3.7239326752205097	3.41755339431486	3.43100453856002	4.03175012925581	3.26143808740172
hsa-miR-103a-3p|0|+1	6.861951569891599	6.72653206073007	7.7542061048307405	7.828944255997991	6.91723497434244	7.60241290330178	7.95071675019177	7.358199944141379	7.1689388270694	7.42469789900103	6.88748120182857	7.8143376471300305	6.8586230156055095	8.10960647868925	8.13997773626691	7.070852176213861	7.9746046517792095	8.15198247135796	7.66315864430885	8.14062087046592	7.46901714845975	6.02038807737364	8.04321010814875	8.6341740210369	7.637350211245151	7.4288921359373	7.568515536386321	6.52577664906785	8.26854929287557	6.88113041259027	8.47413209680473	7.49338416307877	7.570977675426309	5.58984628913032	7.53410502211326	6.49963651077721	8.886476174321539	9.08673708210425	6.446441382071071	6.80232061831241	7.364152247673339	7.921445855364059	6.91576856788931	6.75369758843098	7.457060101041041	7.25265398796036	7.1056899134299805	6.90179945231727	7.12852150834826	7.0741909328722405	6.9243374197025505	6.75859643822541	7.73141633133804	7.38812398471228	7.583570438461781	8.4841225780172	7.92751057559375
hsa-miR-103a-3p|0|+2	3.03908157644222	2.51405068192927	3.85523239030226	3.6593575358791397	3.00153408046557	3.2510992472418203	4.1486721506578705	3.31259891210535	3.2713599525626402	3.5061240967323197	3.11548319706011	3.17914123460581	2.6806453849194902	4.46203412044116	3.70808964082052	2.70477135568546	4.3716668411933	4.16335011456464	3.97802059228831	4.30219898241328	4.11552817074041	1.47264466922251	4.70193673163016	4.93947481797987	3.6464624004564703	2.4781814092748	3.56606038278565	1.7985645782033401	3.9183000758479305	3.1869805820869797	5.11101378260072	3.62154529998547	3.51928100410485	1.7375960464952	3.3397308210176497	2.50777112803778	5.19979552413914	5.681484153429401	2.40496817063204	2.8001424850419503	3.32112805294815	4.23837769118231	2.96263451441948	2.48712006448371	3.78970255625073	3.68562045269795	2.9652443316860597	2.4752572946704	2.9253333728671	3.3190386880391802	2.6888382139586096	2.9556233662521403	4.501507512392901	3.6915732420642002	4.33780197907777	4.67196617878034	4.38624209833521
hsa-miR-103a-3p|0|-1	10.3167006178815	9.898611638355039	10.806214438892301	10.5788342388944	9.905401415899359	10.1712838968181	9.71292878636148	10.635906397445199	10.4406544154801	10.706616530188699	9.81339827395974	11.229465718274698	9.72552681511402	10.759854273622198	10.153137751755901	10.282879705342301	10.558722568304802	10.2296814000223	10.2268252638994	11.2124811383451	10.7081320400531	8.63389383339744	10.1238489257964	10.502465016098801	10.622098495846302	10.4297283093608	10.2001309069005	10.6040938148248	10.9299698014803	10.1853199264355	10.4158974290335	9.95335606653934	10.3815196232111	9.80886263053339	10.5365731446305	10.0448118891858	11.077299930077801	11.773910793480502	10.1698778782366	10.0676800485283	10.5910463980219	10.7591211922819	9.649012727594869	10.5048500253749	9.26208926734723	9.71190049154266	10.571964548350302	10.1291323289198	9.5860737970786	9.8882565317263	10.2479771606861	9.923338157923821	10.769946933770198	9.901606906846661	10.7832991956129	10.895686532174402	11.260030464273699
hsa-miR-103a-3p|0|-2	4.412317088114571	3.5427170464019797	5.666616037041661	5.00499868590611	4.16126769175598	4.61506043740779	3.7101367976167703	4.46351475510603	5.55438226887427	4.3329726140952	3.26679259799258	5.75303239850009	4.22079086340527	4.982779591812241	4.4980826653871695	3.6654438170458996	4.6333318694085595	4.20230294108813	5.085119645793481	5.8971692479257	4.4594832336773695	2.48948762543932	4.40124867446984	4.85112432051535	4.83172388669943	4.89609594523903	4.533505653454769	4.22747307255841	4.6680182237049905	3.75470981384623	4.51257210367165	4.1598940092008	5.30847673862333	3.4128447312629104	4.4960919053874004	3.6928269015935498	5.42758619159501	5.22783565379442	4.34575647658234	3.2511980415184505	4.75088499019517	4.9405031061232	4.32051559330334	5.32062758504599	2.69410204436195	3.55928582013629	4.864646904652849	4.4778781114737995	3.4587343731871303	4.96571017577315	4.69875871213363	4.37224660589344	5.076994605296799	3.60588874374132	5.33952868570048	5.91839323021111	5.85803753752879
hsa-miR-103a-3p|0|0	14.9537157794263	14.5129586622595	15.2402949464976	15.2124823465285	14.321184508525699	14.992828691419499	14.7417188771843	15.3933798749857	15.0141824631814	14.958258283601001	14.467998749379499	15.450204858434	14.271102495550801	15.0645324858151	14.9433025183742	15.117487698908802	15.2719994885994	14.8582806207896	14.5642081688101	15.3975330691711	15.0088619928425	13.8191898694703	15.1605523187116	15.2168021109439	15.305486571258301	15.115674015415099	14.8160829082238	14.7154664580009	15.586145350987302	14.7785581602986	15.0700143083451	14.5186473885308	14.8594811457322	14.178754303296499	15.1322719827795	14.5615857272024	15.313947260853	16.1023617104747	14.3013041635239	14.6487428201226	14.8611615010145	15.474106646821301	14.037347539821901	14.821833863020801	14.4935187361093	14.308490123059402	14.9799461263421	14.5805241378317	14.456626750822501	14.548473872984399	14.640771903452102	14.25162202395	14.873313073437801	14.8676526707618	14.9962112239345	15.450308251388302	15.1890913783653
hsa-miR-105-5p|0|-1	6.73556786713325	3.61686862088884	5.21173200738984	4.12439494145206	4.1319926045655	3.5332742247327404	0.0	4.23810564594081	3.7246081784486496	6.944203328147019	5.04196984751404	5.4570680433191505	5.55088483518088	1.42797722769069	1.3718607862206	2.70477135568546	9.623457068707829	7.57760062056586	5.58368613555135	1.43433625839746	3.9069410636677597	2.18605792380817	1.39626647608559	1.35748620498427	5.13441102158146	3.0463735052540697	3.53705587851433	7.34259677715075	4.39464130675261	1.23337984349566	6.47201994761971	4.974763062998139	4.778747387017759	3.84660675003924	3.81394977431528	6.3644049720452305	6.67759335989742	2.13002956306142	6.13571241548966	5.616522418608191	2.38755147106111	0.323952885755518	1.7412567355940902	1.2287169823198703	6.09499937513944	4.47692572502088	2.9652443316860597	0.46472615632838793	2.37789216418716	2.8837226172813	6.4818427837206904	8.20023128941363	2.9890384503708303	3.07898868436944	0.43240114359775605	0.8298659334401619	2.35034973147529
hsa-miR-106a-5p|+1|0	3.73259073738177	3.29422316825968	3.1144964757471096	0.814596773496861	3.0955240418078	1.97755261453444	5.08782974222176	3.0600319643974103	3.36938657566808	4.2639141818811	3.24265089080968	4.6696438973423895	2.62670711350649	3.2118851907360697	2.1679010640266396	1.55977314106221	0.6673071653390059	3.0197959317793197	4.582376906813019	4.0035517800335	2.77263566377614	2.48948762543932	2.68720643680464	3.09618061682481	1.8714738160559898	3.7697809856143	1.845222305064	3.7638756377904903	4.8697823008878	2.01440390133481	1.6379076120932499	1.9845979022811397	2.3747252760932995	1.16685777728802	2.8101661134234797	1.43536816481736	1.90698345482793	4.0766568409959305	2.44345992195649	3.19860386072043	4.22684522053424	3.40145462568321	2.17469214944311	1.34228475901962	2.00675161308434	1.79323042953507	3.59817006142477	0.46472615632838793	2.43233448442426	2.57594815487072	2.9929960660129704	2.5327365545714904	3.9737606598461004	4.3484143512990805	3.83593951635993	5.8997260388621	4.08809813870299
hsa-miR-106a-5p|0|0	6.8375450614086795	5.426271173216691	6.2458511988240994	4.5859918960813	4.18996052597565	5.191908290599099	9.021924268824481	6.872361747913341	5.99537688008869	6.70465574277358	5.65861483478853	6.414943386077	3.3133355039652206	6.21822266021509	5.80596921936186	6.40543452434076	4.95388928565622	5.67987642664605	6.90280909924644	5.914240816283491	3.79012709466585	5.29816410140975	7.260573506601269	5.414932115607099	5.87314896085649	7.47759769477145	6.54911137976071	4.98633052579868	7.2987944710068	6.13437590157487	6.044547534034519	5.75187817206261	5.772457326251451	4.0769501636320005	5.630054802271889	1.43536816481736	6.46947629356553	8.07048096904268	4.8326838849454505	6.068827917951309	6.76027933422835	6.5098303739309005	4.66504777258646	1.6375395367399401	5.532362152066151	5.73877851952085	5.82606560277552	5.07402421064448	6.0610206939255	5.47515193997988	5.35584638397533	4.22796306673935	6.25216586297899	7.6672779010242	6.5432192351258	7.774128332969509	6.21344399222147
hsa-miR-106b-3p|-1|-1	2.8951418091786096	3.5678600957165294	3.5804875617310796	3.22448356843592	3.00153408046557	2.8420361103415095	3.4280246005120802	3.2654994726745703	3.3212056793737204	3.65739034467134	3.0334289355316097	4.14331648959688	3.1316258055474298	3.2408424157790297	3.4390722400899905	2.63107312155058	3.6057329140352405	2.92981887642762	3.7087168936337798	3.2498836984714004	4.4594832336773695	2.48948762543932	9.73641189214059	3.6687855561423497	3.5944798195514602	3.7979494344677	3.2812811262314803	2.7069715103815	3.9719107107577902	4.1610528632943	3.44050841228108	3.8475802231109704	3.87782756631664	3.7990015943454303	2.67616611353452	3.2513492827453305	3.8037874325903	3.8249034167529303	3.7958413636093504	3.5943130988379	3.6897941940380696	2.8160126595616504	3.4069960735434996	3.45692643017245	3.1577315284271497	3.1721959582649903	3.3418674495514704	3.2841104092598505	3.0697136689024402	4.073232767406299	3.89941852149418	3.51324744339953	3.22146507543944	3.07898868436944	3.87082143220723	4.62727795092966	3.5529585498259997
hsa-miR-106b-3p|-2|-1	1.4626478499929199	2.29063101935059	2.1050273399228896	2.01264948356559	1.48390819577254	2.26894862123173	2.23856807464816	2.36419287540821	1.6809180787289097	1.67715425855282	1.6942658140059799	2.8856860503124904	1.64039637266548	1.2110013649022	2.35865171050086	1.20082858055667	2.26983768250448	1.7873933411803897	1.9932873889085099	2.2722622764828198	1.11550633382342	1.47264466922251	8.335776737869839	1.74139134731181	2.0364114999046103	3.3037741734503	1.9368990600750602	2.26706984225994	3.17209407622188	2.67912794037021	1.26789186987921	2.8255859736266298	2.14574665048367	2.6535625470690096	0.697864597799951	1.9145000760231998	2.86517966543396	2.7530374550659102	2.32475959644428	1.7595977152343798	1.6398538491446497	1.4658642957939199	1.6364211320484798	2.9482128135168795	2.00675161308434	1.510671184623	2.6726474469809	1.7138419456213603	1.5844512203421102	2.10715828598708	2.54661371100173	2.38502885246103	1.68733975132275	2.7197669825514303	2.47072171218161	3.57110428124674	1.8228412512301102
hsa-miR-106b-3p|-2|-2	1.65369761857961	1.50787623435887	3.1790371082245397	2.10035924859038	2.01969910136969	2.26894862123173	1.92199349620376	2.1732528728734497	2.60679893793343	2.1550838661389897	1.6212424494589202	3.4040663256304198	1.74536390280536	2.7705107678965097	3.21067190843985	1.39143542532609	2.7196229808227796	2.50045080310917	2.9740324364825694	1.99259134746058	3.36928264975061	0.7740981729685559	7.6719745614321795	2.63411548926754	2.84889385025573	2.611130485593	1.9368990600750602	1.22324076054998	2.82894743757555	1.88843864369582	1.8405664232114198	2.71525707899541	3.9327904311035002	2.68881685003702	0.0	1.83056672090476	3.5370567018149703	2.5180743853176697	2.05331125385771	1.96248630848149	1.86608830865311	1.5917007815773703	2.77782089724769	2.7150762223754303	0.647100907555185	1.79323042953507	2.0166352076589797	1.33355053588463	1.5844512203421102	3.13724353309723	2.6194778593609	3.10473561104163	2.20430107912838	1.31617108763051	3.6068314675275897	4.4332455533658	2.8956977035266203
hsa-miR-106b-3p|0|+1	1.97338931257754	2.66148819743825	2.58955493134438	1.47017162847893	1.8138841245227	2.08136306379083	2.7178521726697404	2.8841155457628798	1.6809180787289097	1.17375436625822	1.6942658140059799	2.91255360505287	1.64039637266548	1.61654649911809	1.9480306878898102	2.1926583130571298	2.4358404841810297	1.4416611349427801	1.82139067784195	3.1146337180694403	2.50254487126133	1.94128772243989	8.38591365491259	1.35748620498427	2.65949619946757	2.7900706727539597	1.5290106232037	1.94863218331636	2.42984838407944	2.67912794037021	0.5551925761157429	2.5957869865025	2.4267102662206	3.2334655409211	1.02633037097319	2.45268592072201	1.12345091878638	2.2372550021401296	2.1022493067616	1.24089415103904	3.11632182478929	2.09518939667526	2.31717283311784	2.8746086279021	1.6207739628678	1.34550316854995	2.3052078193891297	1.7138419456213603	2.06980499266461	2.10715828598708	2.7223067034815003	1.9319461375288303	1.80661309303302	2.12187692209078	2.5589258553656498	3.5231256118788	1.1185455074258899
hsa-miR-106b-3p|0|-1	7.35350220068197	8.542472241177041	7.67343399231456	7.38306218560621	7.184708312483981	7.23978261539739	7.419178637496151	8.579977218977751	7.3313021767501505	8.00333214533767	7.79270666012178	8.62720350425754	7.115183691564	6.9956432658207595	7.22535871525656	7.210229571958459	7.37982735348341	7.68807238165773	8.07880393800946	8.51761720886015	8.22164101297267	6.799913255727709	13.9631126230987	7.69693255594762	7.75152838520751	7.958215858762161	7.6350398355171505	7.93137060388235	7.802712669822941	8.547901514794379	6.603177890660549	8.12145731020825	8.16110196382882	8.92346659197019	6.941716750163231	8.62320875588841	7.602161987090111	8.10274289684741	7.70297002221986	7.20025663944543	7.17374919636688	7.1949018534413804	7.55812233762625	8.21976956252735	7.232936839441989	6.69762435976686	7.162736837197231	7.7274490040469805	7.43886056832932	8.65284560952356	8.16423063003896	8.29768898008316	7.38123131864984	7.9712839500665	7.80939035508317	8.55443192580025	7.43285648330109
hsa-miR-106b-3p|0|-2	2.29352578732222	3.517128024378	3.1578427629464305	2.71470293861625	2.2551422845842097	2.08136306379083	2.7178521726697404	3.1142066575398397	2.64644444337046	2.04961346423356	2.57323201646316	4.0003562951830505	2.6806453849194902	2.95657113080885	2.35865171050086	2.63107312155058	2.51218834823598	2.73104954600303	2.7039088993447997	4.21671141028954	2.16996705828095	2.06885762739539	8.12702091483941	3.33826774113109	2.7573008215763597	2.54618686748275	2.5146768957680603	3.04361498161758	2.48004963541047	3.29022023282818	1.6379076120932499	3.02376112884896	3.7201178121052	3.43377660739833	1.61996394494014	3.1853005819035	3.012934977668	2.01419032028153	2.8395449080330497	1.8979758644454097	2.31270652077492	2.00757835739067	2.67570400853761	3.37921801308419	2.4667954508389505	2.41015836279992	2.58918407547805	2.82392988883473	1.99942479683149	4.05283568222298	3.41754549430305	3.1512009610425	2.77170288325943	3.41755339431486	2.7951686810966896	4.03175012925581	2.7774508428283102
hsa-miR-106b-3p|0|0	4.10395832481562	4.594030433702059	4.668756645956161	3.3727590146905695	3.64398853124744	3.79994468731201	4.03051685379007	5.17408364267298	2.6850295583335297	4.16637255262379	4.15144580981379	5.67279793613655	3.7766397211006897	2.95657113080885	3.05397863708635	3.33499950981638	4.3510272959374	4.20230294108813	4.33844123699935	5.0285503475545195	4.20950451567691	3.7470771972448795	10.3814990483696	2.0443123678463	3.74512495301323	4.28959282192696	3.80378659618904	4.28504770448094	4.7418882559573	5.00346493192386	3.31003909665952	4.35648615863927	4.2099711092966094	5.13290328191575	3.39765215699069	5.19304953547283	2.05072213422483	4.56240559416363	3.8541501066554	3.96874365201141	4.41750133660574	4.21900511285023	3.126438852147	5.02990393530837	4.22768212918189	3.2207038526628797	4.3344491478806	3.87597596253077	4.54770242179319	3.70620946550669	4.796270820692881	4.29157349398804	2.5840969964323	4.656107949194349	3.97067548477902	5.379393238145959	3.6001693595198
hsa-miR-106b-5p|0|+1	8.41324780403513	8.79358211187338	8.30987311701117	7.9296613102015305	7.48162716691446	8.20083380039654	8.843612654345382	10.0068963774209	8.453751076918191	8.00333214533767	8.35030138741628	8.50674168479308	7.47897728599592	8.129098396725759	8.56587851280047	8.34298623348034	8.50140374114234	8.5940994452	7.85928657459862	9.02001107509401	8.57054216121211	7.91301387111076	14.655601735399198	8.87404119896432	8.42448463878022	8.5334109318321	8.308886896670671	8.16973335784495	10.394602232789198	9.03780054214689	7.31021793454696	8.58528659707716	8.02227960173725	10.3355456025791	7.843771544077059	9.381164171084212	8.912588042913711	8.80020664065756	8.59331422076343	7.77914966888862	7.420933549891241	8.19741321614924	7.3059060569803504	8.844668830070619	8.78581893597098	7.83980744449001	9.04837511334016	7.08661031768497	7.87575322267766	8.485061129025361	8.95729117750092	7.60525627788913	7.405054331301531	8.63832429153357	7.80939035508317	9.1810203065225	7.131209351098899
hsa-miR-106b-5p|0|+2	2.6481001027003903	4.66565420489492	3.13633240755677	2.53748854566818	2.3084538381083397	3.29494901394157	3.4280246005120802	4.26229888575604	3.16618400156052	2.66400844513343	3.42533861039381	3.1568419138542003	1.2700363870297	3.4287376748129397	4.32599787221317	2.3842788465209703	3.20687500399113	3.10448927651856	2.56544185094019	2.96538018353172	3.0000473138572596	3.54248228038823	8.80631573374569	3.54550939085809	3.42625047258856	2.611130485593	2.62904559747306	2.62015257833229	4.78246133472947	3.47687249239605	2.31892428787621	2.71525707899541	3.0410683509125094	4.5396758702543	2.36382906855052	3.0055995732281695	3.88276108971228	2.8235610848640498	3.30434946029323	2.6901485873763002	2.31270652077492	2.86668833989067	2.0165824494993	3.1488638327371	3.9391443544958697	2.77747542985	3.6811298057351	2.01451348008897	1.8474430112976297	3.21273203324205	3.4378346145215697	2.72931162695567	1.80661309303302	3.1412250796117402	3.33434235354983	3.8685487937552296	2.40454671280089
hsa-miR-106b-5p|0|-1	4.28813753847558	3.83967080084297	4.668756645956161	3.7704881579886003	3.4441101740677404	3.7056242819462297	4.18600048206729	5.40893098968365	4.11210116910083	2.66400844513343	3.8335991961325	4.7388334293432095	3.91807751131231	4.0847145346659905	3.8735334335382903	4.07974313151871	4.59873351812507	4.58784021333502	3.97802059228831	5.39244635199058	3.9069410636677597	1.94128772243989	8.89801763317032	4.864081936980139	3.96576954551858	4.228811765116149	3.56606038278565	4.0056791780418	5.60017617968379	4.52083322615812	2.44862749610122	4.25497829918974	4.42970121360664	6.737256464156599	3.7034669282754	5.11537069154208	4.81298702329416	3.85888195084135	3.42467238400352	3.53190978622217	3.15967516000258	3.9401731433008904	3.66860860402122	5.143939554354549	4.183424292621569	3.52106067518372	4.67526920592073	3.44379754975065	3.8472831942922	4.29784665586003	5.26224215021992	3.6489661050222897	2.82918243889144	4.6128354188301905	4.83838399444596	5.317449107636969	3.8742981325242103
hsa-miR-106b-5p|0|0	7.88461270332128	7.83939470856865	8.03412123267369	7.44719693532743	6.808101167345621	7.110780922995289	7.4843051967242005	8.73388796597659	7.806312738834291	6.57286709386687	7.235156678986701	8.19554586742794	7.24168333545498	7.2500425646472895	7.03932504160728	7.7544705887996	7.85510226597646	7.69832759739108	7.493327565890441	8.76398164218554	7.77593840959593	5.93086034134239	13.081023349380699	8.302959642546881	7.62768401557143	7.871407966923259	7.41755560095091	7.56662385698913	9.26083377898468	8.02097640192965	6.729793454300059	7.83420170351655	7.729426477582161	9.95312319060537	6.9610553908046695	8.87572088401295	7.997708879285151	7.552766889399559	7.2282056854910195	6.94883489655057	6.5604645613385095	7.4509069207152	6.49630750978279	8.71624443228003	7.817114910178059	6.88423519470078	8.34902764761453	6.44115999711637	7.01716083914757	7.79565908200596	8.63202195523396	7.257836329182481	6.940832518170401	8.14271091083415	7.31572381785018	8.9945834961519	6.954014292983429
hsa-miR-107|0|-1	4.198985053754161	3.4910769227129603	3.9932492860686297	3.7159926297614403	3.2669154448803197	4.0249286928265	3.2976756772961897	3.21681034081788	4.41724654434314	3.1959571340056803	3.29053696362899	5.424770798996769	3.7766397211006897	3.4782148931501604	3.10812287143332	4.71836013016288	3.49721049300287	1.97903305303352	3.47727172696666	5.15457859434899	4.01500106966528	2.661271985956	3.86805718578068	2.9579752939364905	2.9350173880661297	4.02940586027242	4.10983718262838	4.53094354512599	3.4986497718810803	3.5618604487252905	3.4089804739357596	3.94857032623797	2.61772595165985	3.89269110907614	3.81394977431528	3.6928269015935498	3.63155333810215	4.36374117994724	1.1014239585918	4.2910879397450294	4.53739530937753	4.88011638871192	2.0165824494993	5.388305460643281	2.56205686551937	2.53049107850484	3.5766627020654	3.1669022553984703	4.08674098097967	4.032146078715559	4.31588909789891	4.1839425171210705	3.49446437708363	4.0889870711031495	4.20741541293271	4.90509218796738	4.16860625646533
hsa-miR-107|0|-2	4.412317088114571	3.5427170464019797	5.666616037041661	5.00499868590611	4.16126769175598	4.61506043740779	3.7101367976167703	4.46351475510603	5.55438226887427	4.3329726140952	3.26679259799258	5.75303239850009	4.22079086340527	4.982779591812241	4.4980826653871695	3.6654438170458996	4.6333318694085595	4.20230294108813	5.085119645793481	5.8971692479257	4.4594832336773695	2.48948762543932	4.40124867446984	4.85112432051535	4.83172388669943	4.89609594523903	4.533505653454769	4.22747307255841	4.6680182237049905	3.75470981384623	4.51257210367165	4.1598940092008	5.30847673862333	3.4128447312629104	4.4960919053874004	3.6928269015935498	5.42758619159501	5.22783565379442	4.34575647658234	3.2511980415184505	4.75088499019517	4.9405031061232	4.32051559330334	5.32062758504599	2.69410204436195	3.55928582013629	4.864646904652849	4.4778781114737995	3.4587343731871303	4.96571017577315	4.69875871213363	4.37224660589344	5.076994605296799	3.60588874374132	5.33952868570048	5.91839323021111	5.85803753752879
