	TCGA-KL-8323-01A	TCGA-KL-8324-01A	TCGA-KL-8325-01A	TCGA-KL-8326-01A	TCGA-KL-8327-01A	TCGA-KL-8328-01A	TCGA-KL-8329-01A	TCGA-KL-8330-01A	TCGA-KL-8331-01A	TCGA-KL-8332-01A	TCGA-KL-8333-01A	TCGA-KL-8334-01A	TCGA-KL-8335-01A	TCGA-KL-8336-01A	TCGA-KL-8337-01A	TCGA-KL-8338-01A	TCGA-KL-8339-01A	TCGA-KL-8340-01A	TCGA-KL-8341-01A	TCGA-KL-8342-01A	TCGA-KL-8343-01A	TCGA-KL-8344-01A	TCGA-KL-8345-01A	TCGA-KL-8346-01A	TCGA-KM-8438-01A	TCGA-KM-8439-01A	TCGA-KM-8440-01A	TCGA-KM-8441-01A	TCGA-KM-8442-01A	TCGA-KM-8443-01A	TCGA-KM-8476-01A	TCGA-KM-8477-01A	TCGA-KM-8639-01A	TCGA-KN-8418-01A	TCGA-KN-8419-01A	TCGA-KN-8421-01A	TCGA-KN-8422-01A	TCGA-KN-8423-01A	TCGA-KN-8424-01A	TCGA-KN-8425-01A	TCGA-KN-8426-01A	TCGA-KN-8427-01A	TCGA-KN-8428-01A	TCGA-KN-8429-01A	TCGA-KN-8430-01A	TCGA-KN-8431-01A	TCGA-KN-8432-01A	TCGA-KN-8433-01A	TCGA-KN-8434-01A	TCGA-KN-8435-01A	TCGA-KN-8436-01A	TCGA-KN-8437-01A	TCGA-KO-8403-01A	TCGA-KO-8404-01A	TCGA-KO-8405-01A	TCGA-KO-8406-01A	TCGA-KO-8407-01A	TCGA-KO-8408-01A	TCGA-KO-8409-01A	TCGA-KO-8410-01A	TCGA-KO-8411-01A	TCGA-KO-8413-01A	TCGA-KO-8414-01A	TCGA-KO-8415-01A	TCGA-KO-8416-01A	TCGA-KO-8417-01A
hsa-miR-10b-5p|0|-1	17.3195794027855	18.0459479825038	14.515892497878802	17.2696582626153	17.627396021817997	14.5045723220487	16.9928165704598	17.5867376375837	16.8309401726365	15.949223388275199	15.5900124622985	16.6802200156101	16.0760232729875	15.681135461673698	17.270545047209403	16.093660327163402	16.0563545094502	16.9302104388078	13.8602674243646	15.7976928889087	17.3413695940902	16.7383693536658	17.025021806818	12.4693457253756	17.6111617453428	18.2255339966508	17.7879455714059	17.8281875154164	17.636400752946898	17.5610289312485	17.5730831130091	17.1213395147593	16.898679492625	17.6776238448866	16.515295195097803	17.5942757344948	17.779704987351803	17.5912833093295	16.2183245943388	17.1480852792479	16.4431752372178	15.1685136043248	15.0280742208973	16.8031577497994	17.6371899827251	17.684392484929102	17.7054432732478	17.088778871297702	14.5506367142356	17.791255968648898	16.7940725272627	18.128188248954803	15.352431922827401	14.4096016147667	15.3771478629706	17.440438086754902	16.3552354247205	17.6021724731714	17.6423449790365	18.2522805615245	17.2040653996181	17.465040218956197	17.4717642004098	15.259897852096401	16.2224639067629	17.9945377047306
hsa-miR-10b-5p|0|-2	14.0104136765116	14.9909590343524	11.4916690872255	13.9768761050961	14.140837703297	11.9397312158638	13.6963484037917	14.6976740513397	13.494075894061199	13.650057224346302	12.671926210366301	13.5052154862241	12.954445406405098	12.755048864341301	14.115154834828598	13.289888740168099	13.3931733802966	13.5543195881725	11.2681764406129	12.910332080014	14.1125137347525	13.679677414707001	13.6930467944563	10.4190470293883	14.241314127567	17.1153801513138	14.4805429388293	15.5784720351805	14.561440605774	14.358351590390802	14.445670639787801	13.8682631882171	13.6220812197101	14.430656689686101	13.7127205649439	14.5905946785959	14.8162210160341	14.1160789374869	13.7196548461437	13.7627296896975	13.6337277436575	12.032204789861	12.188242752515599	13.498819397555302	14.186637405278098	14.6104176522618	14.896381986368999	14.518024652191698	12.279346818594401	14.6264359547229	13.5081696469334	16.2004391405076	12.3646707746892	11.949009604130001	12.448210589114499	14.1451578135261	13.3996731604567	14.2730055164325	14.244597287973	15.370584267709	13.765077515893099	14.5807090633235	14.573308113537701	12.0126974296152	13.1281662213077	14.728828443006101
hsa-miR-10b-5p|0|-3	11.2466583752356	12.2809223339321	8.46078018222709	11.1752869073313	11.5718679368904	8.69053565103924	10.9434362798154	11.890918079658402	10.786738452860101	10.897908592652302	9.571989547848858	10.7063020333515	10.3625045915959	9.89800575101242	11.603163005620699	10.803233936507098	10.3849391889279	10.730594931134801	8.10241608144943	9.91966515446979	11.464373130076401	10.890258045407501	11.1783497557075	7.67376910668794	11.5029640311725	14.3774650320851	11.7861720246058	12.585287093869699	11.9016344526207	11.9236546276671	11.7471005490485	11.3260694932539	10.9791892161902	11.683832646201001	10.7802443960938	12.002081443720698	12.1891208230968	11.4800474160097	10.8149398190925	11.007542162070301	11.005072919468699	8.989845234532678	9.07856279828494	10.7293535177744	11.414189704755302	11.848662722551401	12.383359223345598	11.6629246519024	9.308830769494849	11.842283373661802	11.0008953180962	13.2406734228834	9.33354342016074	8.93444409508432	9.422440244617391	11.302066802740901	10.663955682184401	11.6208316242254	11.494686226533599	12.8517552062271	11.1942201135475	11.7375537203085	11.7631833449252	9.078159484226811	10.6223195440471	12.192109333062199
hsa-miR-10b-5p|0|-4	8.78722007208332	9.709609670056789	5.92366445358675	8.76126226731207	9.344704802484419	6.14358889740603	8.79785008109277	9.43734827798566	8.18229711868111	8.138933468456381	6.981213844503389	8.257165159508471	7.83004853870911	7.10237696441071	9.24016232805767	8.62686028438624	7.71194844420336	8.43172968661412	5.36589209041537	7.25455854188102	8.991713222446482	8.09611751985074	8.72018904612732	5.21457969627325	8.850586791160119	11.1703786879227	9.269804830073	9.450881635320641	9.39344806630286	9.27268874858153	9.11047639963168	8.818393958306169	8.20291062926206	9.190995502005089	7.979787952815419	9.48301295353976	9.61263344842033	9.158084028135429	8.431547817772481	8.616297723402111	8.73147924246479	5.96387946120074	6.585610769144941	8.020515938768058	8.77617454682647	8.99410466569714	9.576358075439732	9.447307285683392	6.64357038547008	9.21349735086939	8.24837374466817	10.1116444483449	6.95037548332286	6.104482531433951	7.063523127607059	9.04710246303554	8.29296196905887	9.2983603042972	9.03331885559908	10.1601617093002	8.94269661586657	9.26112044132737	8.97884038009191	6.81293354529384	8.36812702316611	9.64615919035624
hsa-miR-10b-5p|0|-5	6.9315148863503495	7.93517718306082	4.01599634366071	7.2304045029669295	7.8528005772990195	3.9970311464712798	7.15159632967547	7.36652111797978	6.64918998096853	5.522998653655041	5.24071794777846	6.431157774141919	6.092668568764731	5.056795352203411	7.64087616412976	6.897830181775	5.71302930960343	6.8637212344577	3.67186619524918	5.35187173527376	7.345306418160501	6.425650162092309	6.761247840841791	3.4788884268674396	7.05925132194239	8.06646586127632	7.77878317698296	6.94473037586817	7.55264580361716	7.6025555423206	7.30245000495688	7.12213965447497	6.14658747154448	7.26212476073731	6.19692445396978	7.9721330435021605	7.55886544451267	7.61918234993071	6.635434635587679	7.17865931558092	6.943384476952901	4.23679370682085	5.09672417475968	6.230321996702441	6.85572377949717	7.1003592632636705	7.14080783561419	7.6151251925706305	4.884458534765151	7.65774582747589	6.88010553488245	7.32492612690019	5.29907416500493	3.6514231665835695	5.440796143154469	7.548958909457441	6.720536284497401	7.52095133064648	7.38215788287493	8.035194113671	7.387886343691031	7.337672920632429	7.25566438114822	5.336624643092709	6.6076593895568	7.94901828899038
hsa-miR-10b-5p|0|-6	4.844171367777269	6.8387311697630295	2.4994522647419	5.20386533827232	6.02304538966894	2.76725891296768	5.501334400289821	5.512848201055171	4.7861821759153305	3.7311376821695	4.00420105365788	4.55266284213688	4.07732242219425	3.58187053745353	5.821794080648509	4.793038878836019	4.05621312675705	5.572930736415219	1.85200411477817	3.6328333844469	5.2758324469009805	4.64549751148906	4.610506114153889	1.7806651009278402	5.098813573809809	6.5217187784996	5.7732858104219105	5.59245180796781	5.9783267003718	5.4413717031999	5.5342080609226505	5.402259465017459	4.1399347139002405	5.3173532898352	4.30310528079938	6.15889100170502	5.91468295196966	5.664734124688059	5.5232818171105995	5.512776321593191	5.19651230776204	3.14661142041997	3.1192856157771702	4.660377138320929	5.23040858472755	5.43841556472728	5.7888670177269805	6.007208050142831	3.2840858543270097	5.7152290811755195	4.81491964586569	5.88642826812725	3.6135424414734705	2.13805649251084	4.0139503515720705	6.0922172254793505	4.757730801874231	5.2905473618223	5.50549519533571	5.99463114804358	5.38637416441658	5.4287884015221595	5.69945957423667	3.21561594067912	4.91667562493697	6.0682600034761
hsa-miR-10b-5p|0|0	13.527721103030801	14.3035068733661	10.4468693507563	12.992896931421699	13.200225889640501	10.6682439884006	12.902588052736098	13.412071028046698	12.824118071120902	12.395980626480998	11.8063754085565	12.890742344321598	12.1355558280059	12.128600202425098	13.108266023075302	11.861592864706099	12.286365982526501	12.9717964570455	10.2998363390323	11.982605992064302	13.3867358891715	12.8363160330999	13.045784396349099	8.58662460748487	13.700857496870698	14.5005204740362	14.021979537205	13.9015707740908	13.591003656032902	13.1695179010902	13.763408574010501	13.027517724839802	12.881082099175698	13.713780723296	12.6926817864987	13.3570486924317	13.934787110361901	13.5905471510253	12.346712118394	13.406469027906802	12.143154839591801	11.735870923413401	11.2875106747641	12.858435880403302	13.812478836834	13.8534685347532	13.2927515748348	13.268321036601801	10.5241412807691	13.664406911902	12.560774468865098	14.2605613478094	11.462537639045301	11.070093390169802	11.638729540360401	13.4700702024734	12.3285544252843	13.654236591526502	13.5634460799292	13.941694276263302	13.073299739150698	13.384738906458	13.609754272515499	11.5625593214369	11.868106128717999	14.073474584749
hsa-miR-1180-3p|0|0	3.00969967705469	2.7590022839417703	3.11942016348208	3.36776393395523	2.9689982569512003	3.1766464322447803	2.2355974252536	1.91103151483503	2.86752558348705	2.8488822268035197	3.09141711245167	2.27599674545328	2.07922918787016	2.69758583360974	1.1094063637851699	2.03446846920468	0.0	2.1773203435010298	2.53232299724838	1.87023685855591	3.61186557116247	3.24498327799754	2.0965126688710503	2.5030188333778898	1.3744239689820201	3.78615054007927	2.0858273563009297	3.44721171793445	1.96217274213441	2.66702290034582	2.02274458363553	2.3341163255662596	4.54246490072159	1.6115514032698999	1.1470973338018402	2.72336002340468	2.11986600777665	2.95247097538064	1.1408558013560401	2.4504164331789102	2.89238277956941	4.9372281370151	3.57521507660559	1.1469136229858201	2.45367731027066	2.16009407613309	2.09375819547032	2.6075688570517297	1.93659289207893	2.63422284878936	3.1303285701878196	3.7348105779707597	2.63980088581034	3.6251484255423496	1.6423619704963202	2.29907669480473	2.06874361924333	1.87831124728069	1.93199683704104	3.1275907165495496	2.40859013534621	3.0951506686012	2.67436875897756	2.8582140294443303	2.07635662122054	1.41300663838737
hsa-miR-125a-5p|0|-1	7.082335595651269	7.63719430588824	7.4532537044077305	6.924567872404929	6.75795401226905	7.6214126800863005	7.1360134990359105	7.1526592687363495	7.63692181046611	8.18259093113109	7.09758248575588	7.17525784004004	6.31803293362281	7.42086140872596	7.463000633878349	6.3078072618318	6.921876219217809	7.504940545813531	7.00023264622543	7.63282008396607	6.60853157119208	7.180045393303441	7.1403776754433705	7.03021207610004	7.55630768936227	7.831080432816861	7.863462785683679	6.31740734075041	7.02033880890845	6.85638607509953	7.953748446491571	6.4627194594250295	6.898043851226389	7.327373418868481	6.8520842276603195	6.53522835854761	7.8297203479181805	7.40096220393349	6.96261193619907	7.5810005825166105	5.967882686253231	7.094762849626809	6.1492417299587	7.6324586301282595	7.491413289492621	7.73347936030015	6.79988197889912	6.61819590599568	6.72296053356689	7.00527509022022	8.009577511599389	7.44278977517689	7.31763012804762	8.16246641517874	7.1290316782132495	7.15432673853851	6.9529480517233	6.827538982585441	7.1976827192013095	7.000816851103799	7.2950906590820095	6.628810262949179	7.6085746972178105	7.11683835128284	6.97141644175974	7.409338197092941
hsa-miR-125a-5p|0|-2	9.39185171255017	9.603941597886891	9.92212490058742	8.927722822999561	8.95369586202698	9.44472262848533	8.936665927406938	9.792339443058788	9.77934479359193	10.0084690407899	8.80897627736816	9.21696115025008	8.59195012156654	8.84990720632882	9.589217762813	8.69312341023893	8.41725708197136	9.08459824344684	8.54443084239271	9.29666880903325	8.868084277557609	9.37175338189281	9.383663539351161	9.064648648663301	9.36361321833601	9.784532154882669	9.6913108583924	8.367303734209079	9.330277077936632	9.31774327379607	9.758982692279789	8.542655244755348	8.15172378302176	9.408149036587462	8.58289551521755	9.50416230651146	9.78968670383433	9.54040554114014	8.69751966209522	8.8393884459648	8.56085036558049	7.92115775774117	8.15508586898047	9.30726260434078	9.47234980610965	9.12017462656567	9.7693711401442	7.928702110840731	8.92977334429105	9.230056268270019	10.9439198584839	9.52549567423963	9.05527545938881	9.20055025622439	8.00122817394246	8.91855238268906	9.256862079119301	8.55665408583764	9.027275950549779	9.58511053563702	9.253756216230439	8.62065015469037	10.2469540316311	8.648216809970991	8.92653654918961	9.6882059260915
hsa-miR-125a-5p|0|-3	6.524273662376231	6.9038939272328905	7.168714895500389	6.184159832724809	6.104063888143309	6.73086458667817	6.38718573566106	7.29073784338263	6.67905453370033	7.77262287059655	6.10244746084928	6.4677599525893	5.72751833621371	5.836621739549139	6.6971949889801	6.18582636549476	5.88944005062237	6.17198935016605	5.55129243510221	6.11746963631324	6.23872133767759	6.5851802601636695	6.18508715479315	6.021056371648519	6.50894913896988	8.236185258852469	6.84393969621127	6.190177849316941	6.7591869928849695	6.4631010309906305	7.018696100356691	5.6463507621045395	5.13904313925636	6.8242788691968705	5.79858290010395	7.01406096491976	7.17892410817235	6.492311558595411	6.28775940085257	5.86967681269528	5.95248084989293	5.198017449560719	5.24450502701304	6.48065257178828	6.47201470989253	6.533972186940661	7.1306021428071	5.8486127321916905	6.46195391265095	6.557701870562051	7.864765996064941	7.53106716321611	6.6774323912048805	5.78660183940266	5.566076032031269	6.21153019583798	6.686514384730179	5.68230962564309	6.19828592202547	7.30420440353033	6.400353782383831	6.25652303443064	7.70602422612699	5.657233810683169	6.369338512644651	6.99771360625551
hsa-miR-125a-5p|0|-4	3.3013639089962403	4.03428134174516	4.2792074940923	3.2993498551983795	3.92334809766876	3.89240655459929	3.43555765686525	4.423729025240901	4.07569870325417	4.505603181679191	2.9974638328711802	3.5595975284571804	3.46592884261594	3.17621418540823	4.66888822956281	3.8950973392770805	2.5442038154338102	3.45006455075489	2.7808412393265294	3.9423499532587796	3.15955344176126	3.5263525608023	3.8349954194232594	3.6978004623591603	4.22466092936123	3.39434651095827	4.29175518406632	2.80110400406663	3.9945577747696	3.8985032357513796	4.72397116424263	3.1834611456703104	3.26428225311373	3.90850903284179	2.98932441304389	4.468285450033781	4.36617312200381	3.93022419420407	2.85328560734698	3.33994112227269	4.045138729124241	2.6681600520115	2.4076687207076	4.008380634857319	3.8692242902437997	3.4650753732357598	4.72454794080554	3.3255302279766603	3.62199579641945	3.70725654879214	5.0145202374193705	3.8281805887411298	3.3374756231356297	3.6251484255423496	2.85074753818806	3.39553798353047	4.04303713296747	2.97423363996973	3.75646817943134	4.24887564665824	3.51521440511145	3.2192066410432405	5.02608065006122	3.51902815828314	4.2899797328581	4.36031208041463
hsa-miR-125a-5p|0|-5	2.15217074281064	2.8093457313526295	2.08340299899553	1.6560010551477	1.3429715889651799	1.69327361738013	2.2355974252536	2.66883601770933	2.50214643049417	2.74144211553328	1.9838942641203898	2.555340524489	1.6365368895468997	2.0224025962539898	2.7629530899905896	2.89196773868653	2.04514435983894	2.32295286256562	1.45418052880077	1.9885530353421101	2.44669010107883	2.59109529652933	2.25346138387785	2.1540584863505	2.3420112214432	2.0415619435898	1.9819140104455701	1.60038896237454	2.39739285496302	2.66702290034582	2.89403743802833	2.5628292775122996	1.61082055924494	2.4555936010814596	2.1604394993778704	2.6879507222192403	3.20386268498866	2.5442334760599996	1.8524339013393	2.34409372724668	2.38113243618658	0.440504375064808	1.85377832701273	2.26803757704127	2.01617979472752	2.61184727375734	2.77116924109284	1.7968454813159698	2.5569778723341496	1.903526615454	3.0803204340395296	2.36567259015878	2.2271554242514	2.2795441069222595	1.77605106665127	2.21453674494535	2.1508836718292	1.7406638281874498	2.6234817250942597	2.78875848075806	2.52686734423776	1.93113265690366	3.0317700279624504	1.7849689441909502	2.63165179640384	2.4784587014591004
hsa-miR-125a-5p|0|0	6.58469940434917	6.708830678022901	6.527832472225049	5.87307958618681	5.54194040472843	6.59411228391023	6.409577692873991	6.4441260886741505	7.10041089112484	7.7018384944627405	6.75944603640072	6.751223740548349	6.22777143459167	7.29169621286758	6.66097972252028	5.87223801757514	6.23263462994022	6.527961805504741	6.56263126162917	6.973522766807519	5.6869606632793	6.5613872986382695	6.404644227725231	5.96590189009084	6.882286411454429	7.21092422381451	7.107350953360321	5.76411725837648	6.046461759504121	6.37902619225132	6.68243604680608	5.68734773005296	6.25588794687547	6.50908673203163	5.85157021803787	5.8500337415943005	7.41839963759317	6.66678958531038	5.78213208405657	6.699137203870679	5.623455949625111	6.77547097241165	5.4360506217952596	6.39104485484233	6.66771949405731	7.74825771353787	5.9534103334863495	5.64544914245366	5.976341385055929	6.1252746194852605	7.1940815628312995	6.548024551025491	6.084471775932139	7.2927564940317	6.11269161674385	6.465840661254901	5.95885644367457	6.464652017702759	6.847966140804269	6.1768483345454905	6.46104250413821	5.613477150027981	7.44585667832725	6.41830306762388	5.72719933436223	6.35507381140621
hsa-miR-125b-2-3p|+2|+1	1.9217325735761899	2.12611816152084	0.0	1.8597750711107999	2.61410739195344	0.0	2.3634507835908	1.97202269231993	2.01164944627271	2.24747293565099	2.21017674619055	2.27599674545328	2.5146653656298796	1.4108334375088998	3.35903587993104	1.9513383117737202	0.360966480889704	0.9714811495215291	1.45418052880077	3.18966784770572	1.73231018795595	2.8951084226696895	3.3469401128217102	2.8257069534143198	1.86963700785333	1.2093804947770301	0.669057251466686	1.771166171995	3.0294503650572095	1.80620596469771	2.2253592519414305	1.59512649683275	2.9541395857908	1.52050349279727	2.5505841044730295	2.65165042588929	0.20428505540295103	1.8252460628085903	1.26661919150231	2.54943841157456	2.11211756997099	0.777499567998739	1.34364374982169	1.84890968170131	1.88239415742162	1.1879037343998202	1.3579667156781203	1.9676445410382302	0.5985393979245229	1.7937459125603799	3.6072751576456406	1.93309569937825	2.9957754774085097	2.5823490085719403	2.51050476127299	3.0004594635158903	2.1508836718292	1.58848484316324	2.3850844048604705	1.0879927572083299	2.21073061174892	2.5190061005995	3.31797773404803	2.62386942779377	1.4501953603217599	1.96720627546751
hsa-miR-125b-2-3p|+2|+2	3.03878968411241	2.65271735320387	0.684491741963968	3.0305820095759	3.53435820640378	0.9211001447897691	2.30093995586528	2.63151418647569	2.91291566266086	3.1513365980233403	2.7889336187936	3.40712205440652	3.1401888445251602	2.38158023751844	3.59230275609383	2.18760644860256	0.0	0.400848542119094	2.7344448690115297	4.05511702268709	3.0288047597215404	3.01206687261174	4.551250997590531	3.36980246935401	2.8107832392106498	1.2093804947770301	2.0858273563009297	2.10514405162179	4.2470682912075	2.29988730569867	3.3491788805206	2.3341163255662596	3.73612106659454	2.50392846758977	3.2483450852962594	3.60977649565074	0.383198887537044	3.2317588835201003	1.7698715073757199	3.31200828472181	2.89238277956941	1.4778811232014901	2.13205461258591	2.82211479108482	3.15079806166867	0.791112589345326	2.47186317178723	1.9676445410382302	2.2014079336013	1.903526615454	4.68709627347054	2.14148371951428	3.2520168386204	3.0456057936370997	3.26882584538038	3.79542292777361	2.1508836718292	2.22654284954483	3.44034157066883	1.6373036234931002	3.29952638579825	3.1376990063075603	3.97408461932229	3.0119502233203197	2.38055762884561	2.67908038151536
hsa-miR-125b-5p|+1|0	3.6419162672019905	1.28825216346745	3.44844503376746	1.54219435746616	2.65379170703778	2.61775983677427	1.93987919729333	1.09544603207745	3.08141509759538	3.0423798720783197	0.74133827752406	3.71383264956361	1.8989956591163102	2.23285694589831	2.03098905757474	2.97848758280438	0.8897522496427909	1.83279841375403	4.4939424613704695	2.33970877011479	1.4552000524821898	1.17401642728774	3.73202905204916	3.9459901412501903	0.7721742207049019	0.988620996702664	2.1827563575704096	0.8172908496081601	3.58209209333294	3.5265661692901897	3.7613491582708996	1.7268113227716801	1.24458472604119	1.52050349279727	1.1470973338018402	1.69672229847597	1.0460068164165799	1.4078358585289	2.72767731821821	1.5566135521268	1.4711365087203703	2.40188825321288	3.8915392423496096	1.35691400231722	2.5000960165707404	0.0	1.09551900890028	1.67059906655009	3.4288758088494404	4.0069230884722	3.3781104725431095	1.62150773796424	2.9957754774085097	1.49274175695763	1.41527252733697	3.54149913909687	3.99936115108401	2.91146796600206	1.2677844164827299	0.9891812279410841	3.5435541247979105	1.2670997246723898	2.96702438354728	2.83091974816356	3.54129129641663	1.71655584116525
hsa-miR-125b-5p|0|-1	9.854952568740302	7.66137913803641	9.14682439160614	7.30862659237252	8.818915153820528	7.80266322164362	7.7675299173659695	6.957225819813679	9.26432628529019	9.08372964383476	6.61268965556465	9.67491636430967	7.47209185934401	7.923729361098549	7.612711840729929	8.78863651682332	5.5735835431103	7.99969702806318	10.1155451996144	9.075554154037881	7.44962311460137	6.9774035976722	9.3758576958981	9.62350290833848	7.08580528857025	5.89639538368253	8.069209341202379	5.865029525784401	9.33061870110978	9.16697658539202	9.282863482187482	7.23151689370047	6.969603447593861	7.00727018311867	7.40656045554815	7.57181454018546	5.612243590676429	6.99920352361146	9.092530279228061	7.722998969980919	7.084304110822719	7.55542684702475	8.97874869281832	6.2135565843689005	7.65548901124053	4.649815342770889	6.488969116680679	7.083715103524099	9.36052748556153	9.998898060305619	9.32630020438289	6.8613539819859195	9.36441208694353	7.141080166143769	7.09104709453918	9.42233670140442	9.769102991827882	8.02670272110457	7.3548434475861	6.999230785377669	9.64154739449615	8.12030037205029	8.41617264546027	8.79756117499732	9.492778414532939	7.94171848322845
hsa-miR-125b-5p|0|-2	7.923645105624209	6.06319963461708	6.96645422817126	5.12699732743341	7.53189952800349	6.175151429741599	5.936074185397509	5.160005921166269	7.00669431519323	7.38454621263803	4.3177865999124805	7.71842216113611	5.890271264849041	5.5721927163898	6.3805213642442205	7.25817258059649	3.5954025475666898	5.85425628321625	7.88336843041155	7.080642827898519	5.3530128318216	5.56944335739872	7.6919492784893295	7.71477252604656	5.679670314317349	3.67936172693786	5.70964693953112	3.7492697928077297	7.45700071846454	7.63657658052814	7.99591167053226	5.37240197390989	4.960190784937691	5.19755919180288	5.454860265732191	6.17815953110906	3.9209334392886697	5.0128902245601505	6.66429072380597	5.68055218106634	5.29749207250554	4.8683517461848895	6.314469163284019	4.57894172419364	5.646164013825	2.84969339146304	4.86484286373522	5.10157744937841	7.47891576617246	7.89388030408866	7.596682845214831	4.87458689889333	6.9616349824162995	5.01326207765191	4.8523012918510995	7.165629416374741	7.8944372654702	6.2243780658212495	5.59692924776091	5.38089658083945	7.7444048861492005	6.429175307679159	7.3315634960929	6.59499779674886	8.10574960767832	6.163376111679651
hsa-miR-125b-5p|0|-3	6.455823761300089	4.60392328574851	5.79810787524623	4.14838505517858	5.629136805868981	4.598872905171651	4.539621689173151	3.51014172855177	5.7092367021332695	6.10831742734171	2.9974638328711802	6.357646827296821	4.28439525609147	4.528335447235	4.45712485509837	5.74535029822728	1.94218030546132	4.4044880623656795	6.608372948103019	5.76635614197572	4.09293564322161	3.60293914210874	6.09805135835513	6.3716251818549505	4.0195769949817	3.54388106426539	4.78405958731069	2.9508099026768897	6.15846397847116	5.99115254713719	6.115145893429309	4.2182698555528395	3.4945788724739106	3.81581936429366	4.35296026327717	4.37116693459148	2.43598657474642	3.681234034784	5.8439760293060194	4.25225793666755	3.94493029241893	4.03160547687781	5.38386833355936	3.3980339184514303	4.51432173952708	2.37846956459053	3.61198462197552	3.93218606367323	6.27344404673464	6.56607388665854	6.01217428047466	3.9439584473443996	5.7314756984003905	3.5149856616011	3.8866938197881202	6.15594315571481	6.65870713076483	4.87956971969925	4.08375536847227	4.160816155927249	6.449856129766671	5.23174276892766	5.9035353402995	5.36544505144807	6.54020352378637	5.11578397087386
hsa-miR-125b-5p|0|0	11.310390182958601	8.945652947938278	10.7704305753735	8.8669743747472	10.2841865586013	9.392931238253949	8.9328060138878	8.129288549879401	10.7168756315861	10.4282179228386	8.07803187110762	11.2551288325914	9.01611337402447	9.412643484002439	8.989822658109642	10.1326093068782	7.2979001468828795	9.38403262925507	11.8669992849597	10.474892535893401	9.05134904961774	8.369825744636	10.8559142510431	10.8864913714363	8.387691248341909	7.448956486587981	9.50529813864665	7.51079075443799	10.7375293722156	10.4557732273134	10.566279860819199	8.854839938250109	8.41043250182581	8.28274655570343	8.75443273171294	9.207480135714949	6.97772347838708	8.35806447138407	10.467819629974601	8.83816486397963	8.10242782228349	9.337522327712561	10.5937405400919	7.722903783045759	9.34342768481878	5.936842717473859	7.899381652812999	8.41009215111016	10.6402404943827	11.3549013319782	10.7027569122777	8.55018339572528	10.5687161375806	8.81385382673372	8.49744053059785	10.6492418495794	11.122369554279402	9.71320824656693	8.96450929088423	8.33589943388222	11.139715439389999	9.32292412421776	9.881859973610858	10.211067142957999	10.602476742184301	9.28485150153376
hsa-miR-126-3p|+1|-1	3.80318724607091	3.1197500259034	2.73695112143264	4.7321588905024505	4.1203367587689	3.46630544588396	2.5362092991525897	2.33912856350963	3.76513659146855	4.4469613702047095	4.793619637548519	3.79289123375472	3.09900147930362	3.8981405231674904	3.59230275609383	3.8950973392770805	4.1516049452761505	4.1288408813496895	3.78999679069919	4.1342603422629205	3.84347316247105	4.871290423733281	3.20035661156856	3.3120018907662403	4.755591625649	3.58390525319062	3.0144272810580297	3.9523135394502997	2.5923337619596403	3.3358537783590902	4.18236988815958	5.6380096903625	3.34982341602182	4.0290176933777095	3.51242041634565	1.7662785320990402	4.17288023699584	3.4489445829360403	3.5905917431789907	3.52165097741948	3.26910201195059	4.88588156356305	2.7085170183965297	4.42433472953454	4.45664441888352	4.97703036055665	3.5951180398798197	3.6933519506714902	5.0503460929291295	4.23405904889712	3.0285164294947897	4.72075105292341	4.81410203253593	3.48607851805354	4.02742120771275	3.9602615040812004	5.40231174887556	3.52838386045696	4.17403994607539	3.4397003788657896	3.8462218043790095	3.58477042812008	3.09373437359674	2.9371289590860896	3.41308279482593	4.38922163558115
hsa-miR-126-3p|+1|-2	3.03878968411241	3.7548987829403297	1.9385868703583797	4.26059242009812	2.8373239343030296	3.1035394252569004	1.8554016587579798	3.02601132624731	2.50214643049417	3.08695477429954	3.7398217182801603	2.78927063909629	2.5146653656298796	2.8585388904583104	2.0756928265862	2.97848758280438	3.5954025475666898	2.6146032879831003	3.14241991093106	3.18966784770572	4.262557644828689	4.48275985029145	3.1744098494032698	3.2517885710073	3.60270701004714	3.5234447272322	1.61594242559272	3.2494527966768	2.2663855654591702	2.29988730569867	3.0622161296827994	4.9952873002531	2.6286682884507098	2.7239374060481203	2.67339605842824	1.7662785320990402	2.9995133697629797	2.99911692150788	3.10976396284544	2.92628915315614	2.49890324561092	4.09326783358433	1.7910488737481898	2.9571575568295096	3.3155970913329202	4.32125123178018	3.2303003689503	3.5211317071893102	3.89558724950117	3.2886615105518198	2.28634057074116	4.051131293848741	3.7855975232435	2.9215495306609904	2.58527586295761	3.1445120691873503	4.18626173856119	3.39709566343161	3.03492167098403	2.49667844132581	2.63617822321281	2.34835391386373	1.8124339768342	2.59170716432778	2.9415400062297303	3.65997116636727
