	TCGA-2G-AAEW-01A	TCGA-2G-AAEX-01A	TCGA-2G-AAF1-01A	TCGA-2G-AAF4-01A	TCGA-2G-AAF6-01A	TCGA-2G-AAF8-01A	TCGA-2G-AAFE-01A	TCGA-2G-AAFG-01A	TCGA-2G-AAFH-01A	TCGA-2G-AAFI-01A	TCGA-2G-AAFJ-01A	TCGA-2G-AAFL-01A	TCGA-2G-AAFM-01A	TCGA-2G-AAFN-01A	TCGA-2G-AAFO-01A	TCGA-2G-AAFV-01A	TCGA-2G-AAFY-01A	TCGA-2G-AAFZ-01A	TCGA-2G-AAG0-01A	TCGA-2G-AAG3-01A	TCGA-2G-AAG5-01A	TCGA-2G-AAG6-01A	TCGA-2G-AAG7-01A	TCGA-2G-AAG8-01A	TCGA-2G-AAG9-01A	TCGA-2G-AAGA-01A	TCGA-2G-AAGC-01A	TCGA-2G-AAGE-01A	TCGA-2G-AAGF-01A	TCGA-2G-AAGG-01A	TCGA-2G-AAGI-01A	TCGA-2G-AAGJ-01A	TCGA-2G-AAGK-01A	TCGA-2G-AAGM-01A	TCGA-2G-AAGN-01A	TCGA-2G-AAGO-01A	TCGA-2G-AAGP-01A	TCGA-2G-AAGS-01A	TCGA-2G-AAGT-01A	TCGA-2G-AAGV-01A	TCGA-2G-AAGW-01A	TCGA-2G-AAGX-01A	TCGA-2G-AAGY-01A	TCGA-2G-AAGZ-01A	TCGA-2G-AAH0-01A	TCGA-2G-AAH2-01A	TCGA-2G-AAH3-01A	TCGA-2G-AAH4-01A	TCGA-2G-AAH8-01A	TCGA-2G-AAHA-01A	TCGA-2G-AAHC-01A	TCGA-2G-AAHG-01A	TCGA-2G-AAHL-01A	TCGA-2G-AAHN-01A	TCGA-2G-AAHP-01A	TCGA-2G-AAHT-01A	TCGA-2G-AAKD-01A	TCGA-2G-AAKG-01A	TCGA-2G-AAKH-01A	TCGA-2G-AAKL-01A	TCGA-2G-AAKM-01A	TCGA-2G-AAL5-01A	TCGA-2G-AAL7-01A	TCGA-2G-AALP-01A	TCGA-2X-A9D5-01A	TCGA-2X-A9D6-01A	TCGA-4K-AA1G-01A	TCGA-4K-AA1H-01A	TCGA-4K-AA1I-01A	TCGA-4K-AAAL-01A	TCGA-S6-A8JW-01A	TCGA-S6-A8JX-01A	TCGA-S6-A8JY-01A	TCGA-SB-A6J6-01A	TCGA-SB-A76C-01A	TCGA-SN-A6IS-01A	TCGA-SN-A84W-01A	TCGA-SN-A84X-01A	TCGA-SN-A84Y-01A	TCGA-SO-A8JP-01A	TCGA-VF-A8A8-01A	TCGA-VF-A8A9-01A	TCGA-VF-A8AA-01A	TCGA-VF-A8AB-01A	TCGA-VF-A8AC-01A	TCGA-VF-A8AD-01A	TCGA-VF-A8AE-01A	TCGA-W4-A7U2-01A	TCGA-W4-A7U3-01A	TCGA-W4-A7U4-01A	TCGA-WZ-A7V3-01A	TCGA-WZ-A7V4-01A	TCGA-WZ-A7V5-01A	TCGA-WZ-A8D5-01A	TCGA-X3-A8G4-01A	TCGA-XE-A8H1-01A	TCGA-XE-A8H4-01A	TCGA-XE-A8H5-01A	TCGA-XE-A9SE-01A	TCGA-XE-AANI-01A	TCGA-XE-AANJ-01A	TCGA-XE-AANR-01A	TCGA-XE-AANV-01A	TCGA-XE-AAO3-01A	TCGA-XE-AAO4-01A	TCGA-XE-AAO6-01A	TCGA-XE-AAOB-01A	TCGA-XE-AAOC-01A	TCGA-XE-AAOD-01A	TCGA-XE-AAOF-01A	TCGA-XE-AAOJ-01A	TCGA-XE-AAOL-01A	TCGA-XY-A89B-01A	TCGA-XY-A8S2-01A	TCGA-XY-A8S3-01B	TCGA-XY-A9T9-01A	TCGA-YU-A90P-01A	TCGA-YU-A90Q-01A	TCGA-YU-A90S-01A	TCGA-YU-A90W-01A	TCGA-YU-A90Y-01A	TCGA-YU-A912-01A	TCGA-YU-A94D-01A	TCGA-YU-A94I-01A	TCGA-YU-AA4L-01A	TCGA-YU-AA61-01A	TCGA-ZM-AA05-01A	TCGA-ZM-AA06-01A	TCGA-ZM-AA0B-01A	TCGA-ZM-AA0D-01A	TCGA-ZM-AA0E-01A	TCGA-ZM-AA0F-01A	TCGA-ZM-AA0H-01A	TCGA-ZM-AA0N-01A
hsa-miR-127-5p|0|0	8.242738809449769	10.057341229406001	8.28494464061244	8.34875449832505	7.672819264808981	9.15727535487353	8.31387063409481	9.233639186347721	9.13869220447065	9.8250566673728	9.603135265380471	8.24625731809371	9.42261894877378	8.79303081638869	9.58308089743496	10.3138756615563	9.66494968088329	9.364281388222631	9.35880703978591	10.5089370535635	10.3438042317204	9.47339582142069	10.6400697825684	9.801697049213	8.59497898947372	9.29540343147215	9.860688972412051	10.15038407232	9.770668112366769	7.59524751336645	11.6090474430425	8.33048993839685	10.1272010990066	10.974601866174	9.423529631696839	10.0471677758651	7.62598073221742	11.1630105393476	10.0954000424095	9.277181706298421	10.9063723012514	11.805738895229599	11.1753765805251	8.606201205601291	8.60106534187331	7.520663945286349	8.681604289560749	11.208261643196499	9.102731812288411	8.41409564515429	8.90548550015975	10.3541620767599	8.71129931545416	7.52870413885985	8.980567495704062	8.783840421507009	10.0236139146901	10.6933071480362	9.077006450467652	8.775137636441821	8.42798126256693	11.0024776357411	8.35803961897608	10.4599966281235	9.425814893475302	8.44046223658334	8.3003887108982	8.963822621840949	9.12968667689238	9.645670210425099	9.54743475104867	10.3583051052655	8.83585633215605	9.9551789632906	10.3605446363751	10.648901115144	10.5895566569905	9.514451836305051	11.140693828283	9.91659052223796	10.005416466093802	9.307324251145381	9.466001179195171	9.51044864299179	9.488078304258831	9.456652250937001	8.78781837643446	9.668009008388289	9.48578970746744	10.5970043528589	11.295087457551801	9.96833377713388	8.844134302194881	8.96901038654792	4.3133047153302995	8.33395116455036	8.43476772326308	8.78104374292637	9.853331577460779	9.68448061644135	9.86947965215741	9.661157369218211	8.95653860522868	8.894037183946509	8.91095543866557	8.75242464241131	12.064416597063598	10.828196928550401	9.63114050711512	8.72666491591022	4.392319642398951	9.010354505768829	8.21204507691313	10.1737924094543	9.99604589661013	8.50051702399858	9.766023196257759	8.953080503118539	7.0569311955849505	8.41537434659217	9.89957929962158	8.951462088258221	10.7078808565658	10.1696506607868	6.86981808318072	10.5063931577673	8.12027778206024	9.21160686892869	9.81181967356058	8.62214539764956	9.351406824986539	7.530305279661231	6.75085588824556	8.550817572976731
hsa-miR-1270|0|0	3.1064188447915604	5.48385422347224	2.7380101464362205	4.78497124990771	0.929396965662777	4.90797714738283	2.68705215773091	1.1351624449379099	2.99674393206356	4.0291674311886	3.36114908579558	3.58283916432245	1.97243940971707	3.6201555046041807	2.17949491474866	1.4494221354538799	4.187022109048931	2.1217711877377097	2.4398346012961603	1.5375301575428102	2.5461774307537404	0.820076050220444	3.5609586020275	3.8696079221352	4.35554097150389	3.9227458737273904	3.55102177046616	3.8849567105173795	2.5769592849346097	1.7438180353680102	3.25063108587007	2.53793250384985	3.9860807684631903	1.7705358761836498	4.2643292089814	3.06265616458896	2.59043386815011	3.7966756127949797	0.9247521225223531	0.16752173817399998	5.230510941351469	2.9225708054215	1.4922731572059	2.85355319080823	5.81123851778499	4.773614554446639	3.1987856585865804	3.8631256879466003	4.91558552636441	2.57280093566718	3.9089359046765	4.24607412197464	4.153152622396149	3.30249452889646	1.4135186748678503	2.89987617558806	4.3608535766286005	3.26309332411019	4.87849083138583	2.55810446187777	3.50678982180452	2.1766723196041298	4.6605186235384695	3.75404311217924	3.98665008626142	2.35722353844656	4.16455076250815	1.93372466846105	1.24273243693126	1.6764081080009499	0.90593342234991	3.7891341389421	2.43790533146852	4.33767969220459	3.6822958476032297	4.68924468732218	3.9022081056459905	0.391024635906195	4.56124631129218	1.7815995173627202	3.7287023213332597	3.8216192175668104	2.58569792992395	2.8678608765634706	2.83905749943768	4.638351443464139	4.3838166362388	5.6295843801377305	2.69164507321791	4.8938486533938095	4.2276410499659995	2.7061075868840803	3.1450610010252404	3.57038111396469	3.3218220707872304	3.29133222555486	3.7481219155683796	6.1820660919829	5.01309446017293	3.1310830791238904	4.3485686959394805	0.620296465181885	2.67233257812733	5.43189369326298	2.7844164956190403	1.81659183764296	1.38762224673524	2.3874508513193904	3.58541885670541	2.43080736983825	1.38174961729379	4.748641890244929	1.64538739489229	4.57499646146841	4.88365816427778	2.53086143702929	3.83939241122115	2.62396118204178	2.13691204141121	3.84341025077735	2.7381572773599903	3.9929761909903596	0.252443103609003	0.833033070038451	4.8242393898753795	3.33482735610381	1.2775497842338301	1.9334659394407099	3.88813851866682	2.37547903597161	2.63023429315755	2.043409519652	2.14071625906824	3.49438617627732
hsa-miR-1277-3p|0|0	1.7153338832398701	1.8106611456811699	2.7003579877797095	1.91856529270446	2.5788514854313	1.7733846220947098	3.16831214033259	1.58210066587015	2.3524868411628703	1.04914942759837	0.817522669630171	1.7325686741748798	2.70569015494579	3.5222373664255295	2.17949491474866	2.83289585352983	1.9669867231592801	2.02175575966862	1.68387500743795	0.9645727415335099	1.98932772429728	1.0508141837673102	1.44801227285935	2.2368958469745	1.8401823547301999	1.7488733587655698	0.689413363362574	1.07168984177682	1.73024588014297	2.6963221268339597	1.41251791444466	2.3803460727979	1.74164567318066	2.1175037387213997	2.32417484125848	1.6329454727105301	2.38202232874168	1.65510372125718	1.63048411622512	1.15786844998267	4.249574647102009	1.9338898112874199	2.16899985689207	1.39211902670965	1.6271637478300403	1.90990635475363	3.6147158159687205	2.51862204772764	2.3698194892529303	3.13389167455323	1.70553424330757	2.40558799168836	2.9742876026504304	2.1645127673761397	2.36727373657087	2.29993117438168	1.94230627971715	2.35183538377959	1.6060917219123	1.7843644943606698	1.70831915777258	2.14324112321951	2.90254503636995	2.33796134582869	3.61917786301231	3.17289785444102	2.6956257233951604	2.04169403475084	2.09744611815076	1.24652654873718	3.1479265976255095	1.13899645032926	2.28280341186072	3.08308965762061	3.04395126075067	3.1665253785569196	1.53475368975661	1.96557909312979	2.80036838401473	3.39652160408423	2.8587100538414503	2.90019549129542	3.0882415193218193	3.2532692371303904	2.9146113377789904	2.3046133385826097	2.35000871954496	2.92878759310462	2.39483989868075	2.7387821419386897	4.01802630458945	4.08229315575213	3.8592672230874996	3.25875866197288	1.8666479664380802	1.97454871458488	2.24216095615889	3.41346892233792	2.7374268108385498	3.2932875567028703	3.1426644534799397	3.75856514792724	3.06868136813187	3.69461595579457	2.2537873966859303	2.50706065795232	2.9442603084796204	3.3462516405068796	2.5821676345134303	3.09238653806566	3.6643521025328396	3.6055744607933904	1.77920254873995	3.17765065895378	1.0646786346407	2.53086143702929	1.58359403681371	3.24736185185296	2.00741765096325	2.7713209243256096	1.88954810189242	2.69300346982467	1.95171456906735	2.80548594487164	2.7774401958472903	1.8423331356601798	2.46210079115666	1.72554118641965	2.2826657163114397	3.0584709099692797	3.44765820406329	2.57830352577281	2.47155488104214	1.73074008290864
hsa-miR-128-1-5p|0|-2	3.4657649939566704	3.34994701379331	2.14967229611351	4.7522693439189805	2.5788514854313	4.40289849392114	3.7990779328195203	3.1661079587061	3.20383955023786	1.9454174100197	2.99791685431305	2.38514975325571	2.47220917494927	2.54628525820879	2.09687243904401	2.35832221956645	2.54823401130322	1.20899257740951	3.0821114692431597	2.20653223320169	1.5212151015033502	2.2939722729597403	3.02313385853787	2.43861518242178	4.022254282336201	2.5991273097570198	2.5609646404557798	1.40753812212778	1.99279910661902	2.00063465352294	1.88782626263487	3.5627935252667404	2.8582007561992095	2.56471350474906	2.21519644946863	1.89990734496966	1.96955145537498	1.9913805527595	1.63048411622512	2.02792826571988	3.46101223788387	2.1013071415286	2.7715740695708195	1.78113245757254	2.58825834442462	2.8022625706455897	2.3479285287934903	1.72301196407447	2.79812891144577	2.39026692100337	3.88705055548819	3.2625879096622503	2.8377746053969903	3.53701955110963	1.16857501428229	2.7093454645736097	0.774670114663708	2.7373493483016698	2.4587422810681403	1.9758503772501201	2.38173364978116	2.24129671390155	1.8871098102731698	1.9709388111009398	4.03972910459729	3.1357750078014797	1.5811709995373502	2.3663593524003903	3.64134835987514	2.75815779815898	3.8837834169890297	4.33888392459809	5.41616457645935	5.0574302649779	4.92946134580008	4.439742504209191	2.74247383419953	2.24363644914547	2.92489843553932	5.0885141694747995	3.00073999179043	3.6161333115717103	3.39740347906218	3.5319976960997903	3.92928446661592	1.95961816868494	3.7327923359762902	4.79360569697856	2.71582893516959	2.8134749890145896	4.989333289979889	4.43394012903134	3.72303752025343	2.7234496555637597	3.2433486713229702	2.9045754591780097	3.6494422860626297	5.49992335272071	4.35759887993705	3.01183840212842	4.53965830205538	3.1209719753063796	3.6604888832757	4.575376125820929	3.87419012806703	5.1090662660338	3.20129149597041	3.1141144981379996	3.95652241627968	3.0710031055395297	2.46611931584013	3.11013969963387	3.6845690370976096	2.8051790872916604	3.63956684820727	3.98118212258606	3.10252236926282	3.0869050103997004	2.17761664914769	3.86760958880331	1.70879212489609	2.93518556965381	2.73832230057093	2.63447963772185	2.9330426039055197	2.76525318726094	1.80424802468117	4.03388786855119	3.61224842865236	2.83471351277566	2.7362148870542997	2.68592130582818	2.7708482476410894	3.42932749163161
hsa-miR-128-1-5p|0|0	2.43701573603118	1.8106611456811699	2.35747426121102	3.80483035132606	1.8927560038226297	3.66558144482363	2.9316742818798702	3.031853477177	2.2315351233862404	2.2988933007553	2.5112973869812096	1.9051921765706599	1.97243940971707	2.7329558381770997	1.81614599308703	2.96177015401847	2.48715690867302	0.7897345919857621	2.70757868950983	1.71526309990015	1.3449814427098101	1.6870370603193798	2.86099376375134	2.00231494360676	3.3762665532172598	2.1285573496595203	2.31674810739849	1.40753812212778	1.40903925351313	0.936273565305583	1.5209327241748998	3.03761804414339	1.74164567318066	2.3452597898248904	2.21519644946863	2.1250985678653795	1.9085968146966699	1.40785820752825	1.88560331137665	1.84224588832664	3.17147051462402	1.74446249049242	2.5341470653812004	1.14957107928616	2.33308940564222	2.3171757933536603	2.7825570886787303	2.45276695979509	1.47851285637157	1.2715339394462	2.73416596365882	2.04481112962789	1.6454973283496601	2.63801009858263	1.8056189921435901	1.62180255070621	0.774670114663708	1.90168303710261	1.78789727836918	2.22249559054729	2.19019884424437	2.6271588520572595	2.0836292041729902	2.13977614842856	3.47246005886747	2.42033017369986	1.8032922176907	1.02792947482473	2.49722263801648	1.0691218470236101	3.28356093705011	3.0380263997666095	4.28559859059614	3.57827113072405	3.1260861661982102	3.2342107325116802	2.29466201805621	1.71503480970882	2.80036838401473	3.6969635521101005	2.17058279066385	2.1166696189943304	2.3844177082817097	2.74204070088119	2.3873413145109703	2.14240371728911	3.06641507026035	3.33559978245571	1.67093034502719	2.18488846824691	3.04240856374144	3.1128355840297903	2.6394203822395603	1.57437249384455	2.6937972740990297	2.12056157115612	2.18693870791608	4.02566696707649	3.26552291913412	2.85899018699383	3.0012913934616603	1.2824453917209	2.26513720139264	3.0668499602838497	2.02239719573969	3.6053741845047997	2.46022520942919	2.6180614903132797	2.8403879034138297	2.55921969212279	2.5037406251189	2.59160862596033	2.7606179148388903	3.0201417279329403	3.28297810511852	3.7321916138022595	2.2000272709782998	1.9995258575284498	1.70728813261975	2.8217372822919704	1.7838332596992998	2.81917038733803	1.74777957620939	2.2948804258096698	3.00497175053308	2.20306973546953	1.2775497842338301	3.55657583038427	2.78464735596506	1.9971842376243099	1.2725008071700101	2.043409519652	1.88730391301667	2.2659629316311003
hsa-miR-128-3p|0|+1	5.70895191444247	4.9843023225109295	5.45831221919237	5.85412403881763	5.14446375170162	6.168805275737929	5.94297366360034	4.79287280800793	5.02787034959325	4.4139244012592105	6.317936573329769	4.764934445749041	4.44593198661615	5.71809720233263	4.59674495156168	5.941373306518541	4.49689973388317	5.30298934609358	4.34786788393071	5.2663566137939295	5.22134921557142	6.06083358017045	5.220898579776599	4.62630428940641	6.385045990406259	4.539808944256849	4.4881272732885895	4.57678201041773	4.65373633868191	5.61169319749954	4.53788192481042	5.34562281187196	5.06296806022348	5.9954785000325295	4.56006541291418	4.7691473015872505	5.245718842560709	4.9274719605412995	5.453574651954451	5.99815401130311	5.601615602167731	6.21427656146453	6.430050947268961	3.9654842992441406	6.03915122457597	5.54404298724455	5.88985600319834	5.34002007714729	6.161307841915059	5.35581331027331	5.36648463537097	5.419971119794849	6.0348809284948	5.45113690990179	6.511981035985791	5.958229696135841	4.6329521913883704	5.11352191906575	5.092419599869809	4.53893969627506	4.585080269982821	7.3066095757878395	4.14839684040805	4.8773093398324106	6.71381117849882	5.31172879560151	5.83989822187338	4.594368770149679	4.83807211857785	5.06158602919397	6.16977890596992	5.164547185304889	5.5833696554522	5.28189269218009	5.34410026635954	5.83459399007493	6.956738711843309	6.30637938572277	4.5991221446717505	5.16180420281174	4.5706656849283895	4.556072861074	4.76073809189793	5.0491410589703	5.2886282929262505	4.4775407944125405	4.7670694063814105	5.38510873550688	5.570567101984019	3.9248282215897596	5.4378310508442995	5.06677599559361	4.09831339927899	4.3540936073678	5.0570811349988	4.32519523803109	5.70019114347474	6.853671635223531	6.055961494922321	7.78921896627345	5.342336720860981	5.32322167303731	4.4627380198051	6.17660939432856	4.47264996102621	4.99957065516492	4.29200248650707	6.6960515776018	3.9700924150743298	6.6902734159508395	5.98162165490284	6.15006075113412	5.05436327459374	5.46104316601932	4.98660079417639	6.01110737803173	5.2126450692748305	6.0974090899131	5.575727900468769	6.253037075926089	5.1378142683596595	6.72453486787161	6.91915043556195	6.192819999650659	6.347438357513241	5.43155343480313	5.41078810648554	5.99554780299929	5.674427329468339	5.3182665310345305	4.59244074002772	5.0151359815989505	4.34498841546125	4.84107354893087
hsa-miR-128-3p|0|-1	6.56426807706987	5.36206593166026	6.017061286899559	6.4255731097254	6.232034072930309	6.2086654878370595	6.397450747109281	5.057610088823941	4.70337388319226	4.33967691639545	5.29447073013624	5.02097599514536	4.73708927343655	4.458046791480361	4.76672664014187	4.82931565241642	4.49689973388317	3.98792388381738	4.36733376301525	4.41696061323564	4.39393101702326	5.374862128742469	4.53928945873113	4.427232005076769	6.73563143684916	4.0748615947141404	5.02459999649744	4.302479631324	4.23882565922895	4.9550151658770005	3.9091240163478	4.610987123704571	4.67884510552439	5.766351142830191	5.109348887783099	4.67734082281291	4.9828961800759295	4.286763642423311	4.83540099017345	5.00126786615547	4.70211147414542	5.260368775173959	5.429445434106599	4.06219461023326	5.87767263101026	5.5345367418887905	5.1914020802238	4.5388737873232	6.36787211049201	6.458974823398499	6.002157078328559	5.78966652233747	6.45999424651911	5.97873104415422	6.121725305057759	7.0202663727174	4.14598488748328	4.5043943490544995	4.708430149499651	4.6968619914128	4.44189246207539	5.5153410050672	4.39040055128925	4.41138452687583	6.40546179591916	5.721837934387441	6.62372322230079	5.23516156464795	5.695783069582009	5.0967347410612	6.208647203989531	5.8456670662315	5.48004292647351	5.87427269547288	6.06505434352372	5.42795882958984	5.2415229550448705	4.9096264570794	4.1914465715519205	5.9217678431462595	3.70122035782281	5.003378870031691	4.88807327487117	4.34382705175139	4.82350173283874	4.0442814227258	5.2896110330470005	6.01494679065276	4.54769882494071	3.85581853584835	5.41353510331938	4.607477187120691	4.482793595863759	4.28257969637223	4.77040466514312	4.38422263673516	5.4881382158384096	6.97858105741076	5.762526984415059	5.0731939600976395	4.796602864990071	5.03884590205188	4.32445108201723	5.793561155114781	5.478418824105691	4.56695680421858	3.8703194354452597	4.75480942421167	3.65428264825491	6.663735273440031	4.738415071672111	6.652816700942299	4.97290167937887	4.14226310491021	4.09614649583043	6.271259164251171	4.61861674723513	6.6623390285380495	5.452598837933789	6.39299420732291	4.14302356201443	6.64157090433344	5.648011617782309	4.81195681488979	5.01050471747967	4.95110705721453	5.13190907753876	5.72192673422593	4.52920050564053	5.467191415150241	4.794045767103559	4.32768909547932	4.979394694379	5.207275797550901
hsa-miR-128-3p|0|-2	4.47992760102789	3.2265240183348296	4.07137151699807	4.893921066725589	4.111084403782971	4.40289849392114	4.80011361656837	3.031853477177	2.99674393206356	2.66597196291637	2.44551480128185	3.44974045987541	4.08076417598671	3.24370640863675	2.8685842394996803	2.77794004127412	3.57418043339322	1.85739306701264	3.77864608063931	2.86389966452716	2.46225879366025	3.59690370336573	1.44801227285935	3.1050885221022897	4.67990509072785	1.88683883804801	3.5128172518144	3.21166705329131	3.3132826997620803	3.2845522508085696	2.14662360029955	3.40804915803803	3.31990151084623	3.1513315720230097	3.89191510485087	3.29662090790126	3.60641571331434	2.3127321826759504	3.3621939683154305	2.8141911674019404	2.80884526683995	2.88633627241776	3.4214534420799905	3.03130504220507	3.6823436578592097	3.7778656594915003	3.38684817373964	2.64194684328771	3.96261157591808	4.666451264685611	4.33790539207284	3.66939214307195	4.31618235205063	4.333232287833851	4.03480662313177	5.1169959101105	2.66243137360261	3.32067514374951	3.3503800373732	3.49410849185601	2.6284330251280097	3.13210331158047	3.80269846428877	2.8409532003147997	4.46536926891491	4.1098813180829	3.9946653506790097	3.9447551425061	3.9270636227566005	3.44405777876118	4.74285855256917	3.83036238164532	3.55706715327317	3.6101578813083397	4.42857741461385	3.5047345008207498	2.9017737885262003	3.11758456970628	2.80036838401473	4.22738902611801	2.08810957766842	3.4879115757088703	3.9286024630025898	2.6516188828249403	2.9864045538139097	3.27333246652851	4.0508010562169305	4.2828877643887004	2.99809360715729	2.7387821419386897	3.47691496792095	3.0401502152687003	2.82835028162697	3.20819164211098	3.51234251940642	3.35173256147004	4.27052301619167	5.66915597827118	4.37346850824521	2.7137101407187902	3.0737089156443704	3.2074133042906294	3.2494100954380296	4.71703807210154	4.31082455028952	3.32320575022461	2.92245401856058	2.9544864079139304	2.8105271608486198	5.0054049067805995	3.2650096354581297	5.0936280168686	4.37594004017786	2.2459235744650097	2.34876769239027	4.02217398641394	3.4575652094838	4.71821003644976	3.99794595816491	4.3349700206211095	2.719164039205	4.8016592742792	3.3743315191847905	2.85826216045517	3.20145920039909	3.1434007061502003	4.02776374340926	3.8148821579918097	3.27081943012986	4.0625581059441	3.7969618955508597	3.03024135537041	4.03070171374633	3.9458704494025696
hsa-miR-128-3p|0|0	9.25983422032855	7.91082986539986	8.82008258519451	8.91572402246443	8.59698306936953	8.97975279937942	9.210490807037859	7.90381536384832	7.4791662714850595	7.084627650604401	8.26373181665378	7.47389745130313	6.98208608085635	8.04903125245466	7.07559611678584	8.421236933907911	6.9757487761652195	7.591026223720981	7.069606381648001	7.339772934257129	7.434295153924661	8.2659057684122	7.73719448401514	7.244838300995441	9.16932248646634	6.95935840800598	7.52613787749339	7.18336840260605	6.78921918699463	8.110503427987519	7.107566169536869	7.590224074865481	7.54062379421481	9.147523510117269	7.53700719472414	7.40724128865626	7.77642430409001	7.43426680851042	8.05699029308431	8.05378561525336	7.81551205476951	8.26591201290849	8.563880370131661	6.59167259077484	9.15742883739714	8.05975443918066	8.38437326588498	7.7611114792413405	9.458887632079358	8.964337571203231	8.34260897474437	8.176877532337821	9.334227955217369	8.40524306092861	9.13157185445218	9.54557778373475	6.615063680736601	7.586188720639959	7.688206479222701	7.0041322126130305	6.8459652140108	9.2498320866015	7.1703611121590995	8.14613094802652	9.4584666710338	8.36828146216154	9.46090340243604	7.654961525109741	8.066126296820151	7.81217252429893	8.592861169786639	8.512899107540902	8.450340465685361	8.571067608762139	8.609814756981221	8.527882785323289	8.744930589039349	7.92729167675864	7.22122504844777	8.374660393549549	7.158186686851799	7.54070041255455	7.65640881776531	7.272716724836821	7.56761613541395	6.423727345052639	7.83705441858454	8.37867441266091	7.68411330164704	6.69850430240556	8.3326909942101	7.722362272513401	7.2667984904836604	7.15412182055506	7.7125109029664	7.04684581789016	8.1059022812321	9.78796314034269	8.53285808663796	8.73587747053029	8.30337072439526	8.037772586694409	7.3138129274761905	8.64074073674446	7.63069094600312	7.3909778973115	6.67773122035736	8.09476410449385	6.49277280501971	9.56757541906747	8.275685054077599	9.202258981859211	7.465470881251509	7.55445965806373	7.53738059420789	8.8967588130298	7.6997829440497005	9.196585545792631	8.18039860566153	9.30721862166361	7.23429925764584	9.45330778417572	9.29011825697879	8.70473338980458	8.751061609867769	7.64975295505162	7.688824562543191	8.7172705204224	7.72137080150594	7.99541354856474	7.42755962582774	7.2282398080773795	7.3395953952898	7.98831259575572
hsa-miR-1287-3p|0|0	2.4770173707254903	2.52039465826876	1.76811609149165	3.0728920312364303	2.87408053719281	3.04538192750691	2.08064995201973	2.62866692015426	2.46407799632235	1.6501298922343501	5.40675740193964	2.74467237708713	2.19350619710123	2.54628525820879	2.33177050368738	2.7496566365383703	1.14554352749693	3.62861028652048	2.70757868950983	3.6778938307502096	4.37110180152998	3.69396474174477	2.98427498845669	2.00231494360676	3.2396188640493198	1.88683883804801	3.2595417288427	3.3738010458406	3.21381584481458	4.26840315672222	3.81643143705574	2.00170349476183	2.60383932729636	4.42628865915721	1.4965768569658702	1.81629115705329	3.9915325667436403	3.6139229747612593	3.08513857949246	3.0252762013382406	1.3229714978674099	4.3483576000986295	3.60157288173457	2.48623655704009	2.29265281305178	3.76166031775398	2.83519472173575	4.06395169333285	3.58705880029217	2.57280093566718	2.465450491387	3.3201674295624604	3.0170648637464703	2.70959391904528	2.11360766787861	2.9438213942237996	1.80231560163077	3.55464902350824	2.22640634751594	1.1520753126673	3.02278815757353	4.21765542351071	1.38921478811263	3.2131900056604303	3.3091145562722497	3.17289785444102	2.6956257233951604	2.9687069811472004	3.32461716180573	2.97516683632706	2.59074558080288	4.62321115102866	3.8883001266466803	3.47815080415652	3.70919281987858	3.94936012863211	3.9235881424795895	3.29584909869897	2.04966434121184	4.08391843130534	2.8587100538414503	3.7784181944545696	2.5476259573107995	3.34268272486474	3.29991372310355	2.58282341135084	1.7022365640761203	4.62659580653426	4.39131527353622	2.4882556698850498	3.91794479841138	3.9094360492822497	3.51873978080333	3.3548672943415694	3.88397088679463	2.48655188862333	3.27884527795415	4.12879550637847	3.19583096579623	4.70797351056865	4.058582576770831	3.17917111471968	3.17981120799195	2.56550253900005	3.56521101238671	1.4863395535695498	3.33935330305302	3.77578390757671	2.78003527764608	2.70516174734591	4.588908322467749	1.60801622470784	2.39414010184709	3.37274553580324	3.4722617332727403	4.0815573640227	1.3013423107521298	2.5844356661325203	2.13691204141121	2.71907872003663	2.53593680185611	3.09339438617598	3.9865589870794	1.7416956016256397	4.12083070157291	3.09129410442737	2.1892465656091398	3.4923041916591098	3.0954923633750804	2.4951607106367097	2.7698795432257097	2.57830352577281	2.7708482476410894	2.05213331042382
