Project	miRNA	shift_5	median_expr_5	fraction_5	shift_3	median_expr_3	fraction_3
TCGA-HNSC	hsa-miR-143-3p	0	15.565169901878406	0.9924816307465673	-1	15.148542497854303	0.7734103136366459
TCGA-HNSC	hsa-miR-145-5p	0	9.480246831948465	1.0	0	7.94886158207171	0.3605046094129071
TCGA-HNSC	hsa-miR-146b-5p	0	9.326383401646467	1.0	+2	8.12263841802207	0.45230769230769313
TCGA-HNSC	hsa-miR-148a-3p	0	14.2631042354525	1.0	-1	13.308592328673	0.5469120685696899
TCGA-HNSC	hsa-miR-150-5p	0	9.249121321697915	0.9634684022674785	0	7.897890898459059	0.3748000000000006
TCGA-HNSC	hsa-miR-151a-3p	0	10.741738277982508	0.8664461443043207	0	10.133796992068593	0.5782791525149532
TCGA-HNSC	hsa-miR-152-3p	0	8.482102727423948	1.0	0	8.15103456331632	0.8080177276389998
TCGA-HNSC	hsa-miR-16-5p	0	8.98787537212002	1.0	0	8.69431439258204	0.8421237693389596
TCGA-HNSC	hsa-miR-17-3p	0	8.387435087268054	0.8907894736842108	0	8.512616627144734	0.9757412398921833
TCGA-HNSC	hsa-miR-17-5p	0	8.95269549704284	1.0	0	8.78966293136771	0.90671031096563
TCGA-HNSC	hsa-miR-181a-2-3p	0	9.59828861419917	0.9839357429718876	0	8.5774463410307	0.5228490387645764
TCGA-HNSC	hsa-miR-181a-5p	0	10.15486472989733	0.9929078014184398	-1	9.393748200912714	0.5848020141908893
TCGA-HNSC	hsa-miR-182-5p	0	13.795017517189617	0.9973169072632453	-2	12.160605075950901	0.3334891994917437
TCGA-HNSC	hsa-miR-183-5p	0	12.082705458857212	0.6385819201760253	+1	11.628939505314754	0.5075052808552828
TCGA-HNSC	hsa-miR-193a-5p	0	8.03647586624059	1.0	0	7.488545396019112	0.719797887000459
TCGA-HNSC	hsa-miR-197-3p	0	8.102591065586914	1.0	0	7.864258019012389	0.8553905745642352
TCGA-HNSC	hsa-miR-199a-3p	0	10.260938755214182	0.6033038065597293	-1	10.07078704602711	0.5466278429212256
TCGA-HNSC	hsa-miR-199a-5p	0	8.933577921162104	1.0	0	8.02744329850755	0.6022386568059155
TCGA-HNSC	hsa-miR-199b-3p	0	10.250523845467407	0.6022626441881107	-1	10.07078704602711	0.5486922648859214
TCGA-HNSC	hsa-miR-200a-5p	0	9.324689392704018	0.9706666666666667	0	8.944268174594095	0.7311072056239011
TCGA-HNSC	hsa-miR-200b-3p	0	9.241377707671372	1.0	0	8.050567680341441	0.46389496717724327
TCGA-HNSC	hsa-miR-200c-3p	0	13.219216208530653	0.9969006381039196	0	12.644653239925082	0.6567803547066869
TCGA-HNSC	hsa-miR-203a-3p	0	15.481605436984255	0.5960595173646883	0	16.20556326527019	0.9059653032170228
TCGA-HNSC	hsa-miR-205-5p	0	13.707350490259412	1.0	0	12.8407968182279	0.5400401214487053
TCGA-HNSC	hsa-miR-20a-5p	0	8.433916367254552	1.0	0	8.38692716768441	0.9691934925579787
TCGA-HNSC	hsa-miR-21-3p	0	12.323359683501565	0.99298526710696	+1	11.784453800758849	0.6962960319725892
TCGA-HNSC	hsa-miR-21-5p	0	18.222412179285953	0.9982999196381241	0	17.74473620750902	0.7448684954383789
TCGA-HNSC	hsa-miR-210-3p	0	9.92794928942322	0.9941520467836257	0	9.628505847437857	0.8312642070291966
TCGA-HNSC	hsa-miR-22-3p	0	16.512762119108583	0.9893686705451414	0	16.522526102309094	0.9815410300575526
TCGA-HNSC	hsa-miR-223-3p	0	8.748069363025087	0.9287356321839079	0	8.027799710975996	0.5618336886993596
TCGA-HNSC	hsa-miR-23a-3p	0	12.144861711339448	0.9789851160638546	0	10.603919373601697	0.3289999999999993
TCGA-HNSC	hsa-miR-23b-3p	0	10.307639415513616	0.9720353238015136	0	8.96890918747015	0.3971456692913383
TCGA-HNSC	hsa-miR-24-3p	0	11.784319591116795	0.9949324324324322	0	11.368722004002946	0.7416830346182128
