	TCGA	miRNA	5shift	3shift	5frac	3frac
1616	TCGA-HNSC	hsa-miR-127-3p	0	0	1.0	0.4792597319719203
1622	TCGA-HNSC	hsa-miR-1307-3p	0	+1	0.6506067961165053	0.8331482950039659
1621	TCGA-HNSC	hsa-miR-140-3p	+1	+2	0.5249320036264731	0.40692307692307667
1635	TCGA-HNSC	hsa-miR-141-3p	0	+1	1.0	0.7080443828016643
1631	TCGA-HNSC	hsa-miR-141-5p	0	-1	1.0	0.726970770593445
1625	TCGA-HNSC	hsa-miR-142-3p	+1	-1	0.8323076923076916	0.6204458945078857
1593	TCGA-HNSC	hsa-miR-143-3p	0	-1	0.9924816307465673	0.7734103136366458
1591	TCGA-HNSC	hsa-miR-145-5p	0	0	1.0	0.3605046094129071
1620	TCGA-HNSC	hsa-miR-146b-5p	0	+2	1.0	0.45230769230769313
1585	TCGA-HNSC	hsa-miR-148a-3p	0	-1	1.0	0.5469120685696899
1588	TCGA-HNSC	hsa-miR-150-5p	0	0	0.9634684022674785	0.3748000000000006
1633	TCGA-HNSC	hsa-miR-151a-3p	0	0	0.8664461443043207	0.5782791525149533
1650	TCGA-HNSC	hsa-miR-152-3p	0	0	1.0	0.8080177276389998
1636	TCGA-HNSC	hsa-miR-16-5p	0	0	1.0	0.8421237693389596
1586	TCGA-HNSC	hsa-miR-17-3p	0	0	0.8907894736842108	0.9757412398921833
1661	TCGA-HNSC	hsa-miR-17-5p	0	0	1.0	0.90671031096563
1643	TCGA-HNSC	hsa-miR-181a-2-3p	0	0	0.9839357429718876	0.5228490387645766
1607	TCGA-HNSC	hsa-miR-181a-5p	0	-1	0.9929078014184398	0.5848020141908893
1645	TCGA-HNSC	hsa-miR-182-5p	0	-2	0.9973169072632453	0.3334891994917437
1606	TCGA-HNSC	hsa-miR-183-5p	0	+1	0.6385819201760253	0.5075052808552829
1654	TCGA-HNSC	hsa-miR-193a-5p	0	0	1.0	0.7197978870004591
1634	TCGA-HNSC	hsa-miR-197-3p	0	0	1.0	0.8553905745642351
1604	TCGA-HNSC	hsa-miR-199a-3p	0	-1	0.6033038065597293	0.5466278429212256
1596	TCGA-HNSC	hsa-miR-199a-5p	0	0	1.0	0.6022386568059156
1642	TCGA-HNSC	hsa-miR-199b-3p	0	-1	0.6022626441881107	0.5486922648859214
1610	TCGA-HNSC	hsa-miR-200a-5p	0	0	0.9706666666666667	0.7311072056239011
1613	TCGA-HNSC	hsa-miR-200b-3p	0	0	1.0	0.46389496717724304
1657	TCGA-HNSC	hsa-miR-200c-3p	0	0	0.9969006381039196	0.6567803547066869
1602	TCGA-HNSC	hsa-miR-203a-3p	0	0	0.5960595173646883	0.9059653032170228
1637	TCGA-HNSC	hsa-miR-205-5p	0	0	1.0	0.5400401214487053
1632	TCGA-HNSC	hsa-miR-20a-5p	0	0	1.0	0.9691934925579787
1658	TCGA-HNSC	hsa-miR-21-3p	0	+1	0.99298526710696	0.6962960319725892
1630	TCGA-HNSC	hsa-miR-21-5p	0	0	0.9982999196381241	0.7448684954383789
1649	TCGA-HNSC	hsa-miR-210-3p	0	0	0.9941520467836257	0.8312642070291966
1608	TCGA-HNSC	hsa-miR-22-3p	0	0	0.9893686705451414	0.9815410300575526
1603	TCGA-HNSC	hsa-miR-223-3p	0	0	0.9287356321839079	0.5618336886993596
1648	TCGA-HNSC	hsa-miR-23a-3p	0	0	0.9789851160638546	0.3289999999999993
1660	TCGA-HNSC	hsa-miR-23b-3p	0	0	0.9720353238015136	0.3971456692913386
1663	TCGA-HNSC	hsa-miR-24-3p	0	0	0.9949324324324322	0.7416830346182128
1653	TCGA-HNSC	hsa-miR-25-3p	0	0	0.9990683374481761	0.9165449614020426
1662	TCGA-HNSC	hsa-miR-26a-5p	0	-2	1.0	0.44232130219391363
1601	TCGA-HNSC	hsa-miR-26b-5p	0	+1	1.0	0.7536453164363693
1652	TCGA-HNSC	hsa-miR-27a-3p	0	-1	1.0	0.48178742038217004
1614	TCGA-HNSC	hsa-miR-27b-3p	0	0	0.9929180750040238	0.6258278145695372
1595	TCGA-HNSC	hsa-miR-28-3p	0	0	0.9168665067945655	0.6573782274561898
1641	TCGA-HNSC	hsa-miR-29a-3p	0	-1	0.8756464351401074	0.6457290767903382
1651	TCGA-HNSC	hsa-miR-29b-3p	0	0	0.9534883720930232	0.5913154533844185
1647	TCGA-HNSC	hsa-miR-29c-3p	0	-1	1.0	0.40535633227417106
1587	TCGA-HNSC	hsa-miR-30a-3p	0	0	0.7754521438731962	0.4997939843428096
1646	TCGA-HNSC	hsa-miR-30a-5p	0	0	0.9961538461538462	0.7178607467204863
1629	TCGA-HNSC	hsa-miR-30b-5p	0	0	1.0	0.7913803872579634
1583	TCGA-HNSC	hsa-miR-30d-5p	0	0	1.0	0.7324124181145025
1623	TCGA-HNSC	hsa-miR-30e-3p	0	0	0.9795371759160059	0.49002191717613974
1624	TCGA-HNSC	hsa-miR-30e-5p	0	+1	0.8624828284288897	0.28095005693834285
1599	TCGA-HNSC	hsa-miR-320a	0	0	0.8911076443057723	0.6024737748551744
1609	TCGA-HNSC	hsa-miR-338-3p	0	+1	1.0	0.6498127340823964
1611	TCGA-HNSC	hsa-miR-374a-3p	0	0	1.0	0.8397737983034871
1594	TCGA-HNSC	hsa-miR-375	0	0	0.9728529747558035	0.9191049913941481
1640	TCGA-HNSC	hsa-miR-378a-3p	0	0	0.9182518471938377	0.7789646672144617
1612	TCGA-HNSC	hsa-miR-379-5p	0	0	1.0	0.7210113339145596
1615	TCGA-HNSC	hsa-miR-451a	0	-1	1.0	0.5162950257289883
1605	TCGA-HNSC	hsa-miR-532-5p	0	0	0.9737952866690117	0.9103395650515069
1584	TCGA-HNSC	hsa-miR-9-5p	0	0	0.9904548006737788	0.5999101258238348
1618	TCGA-HNSC	hsa-miR-92a-3p	0	0	0.9879088378566456	0.948909492697923
1627	TCGA-HNSC	hsa-miR-93-5p	0	0	0.9958062261411905	0.9579102522109403
1617	TCGA-HNSC	hsa-miR-99a-5p	0	-1	0.9840399002493767	0.7706422018348621
1639	TCGA-HNSC	hsa-miR-99b-5p	0	0	0.9971918594118003	0.6434880485250197
2364	TCGA-KICH	hsa-let-7a-5p	0	0	0.9981242726243532	0.4733445586707024
2376	TCGA-KICH	hsa-let-7b-5p	0	0	0.9996697515556925	0.39645400199914593
2346	TCGA-KICH	hsa-let-7c-5p	0	0	0.9905840266077023	0.5479387536402636
2394	TCGA-KICH	hsa-let-7d-3p	0	0	0.9649574384454114	0.60577645209027
2388	TCGA-KICH	hsa-let-7e-5p	0	0	1.0	0.583107945274697
2360	TCGA-KICH	hsa-let-7f-5p	0	0	0.9997418998283929	0.5643097082386205
2365	TCGA-KICH	hsa-let-7g-5p	0	0	0.9955648474941605	0.6816469736855781
2374	TCGA-KICH	hsa-miR-100-5p	0	-1	0.9911440262132538	0.8966208337249747
2363	TCGA-KICH	hsa-miR-101-3p	0	-1	0.8009578798160146	0.8803398266674148
2399	TCGA-KICH	hsa-miR-103a-3p	0	0	0.9854840598606835	0.8252982731640002
2379	TCGA-KICH	hsa-miR-10a-5p	0	-1	0.742010009602118	0.8835825449203247
2392	TCGA-KICH	hsa-miR-10b-5p	0	-1	0.8949555920474123	0.7915786526403146
2373	TCGA-KICH	hsa-miR-125a-5p	0	-2	1.0	0.6311478708745251
2361	TCGA-KICH	hsa-miR-125b-5p	0	0	0.9965531275376802	0.6615964181108458
2402	TCGA-KICH	hsa-miR-126-3p	0	0	0.8535474108064799	0.8902032090969658
2382	TCGA-KICH	hsa-miR-126-5p	0	0	1.0	0.8458579091725528
2412	TCGA-KICH	hsa-miR-1307-3p	0	+1	0.6765487248934619	0.8508154938105328
2370	TCGA-KICH	hsa-miR-1307-5p	0	0	1.0	0.7225011105003905
2406	TCGA-KICH	hsa-miR-140-3p	+1	+2	0.6314815362095696	0.39326802204226313
2366	TCGA-KICH	hsa-miR-141-3p	0	+1	1.0	0.5716345163726235
2351	TCGA-KICH	hsa-miR-141-5p	0	-1	1.0	0.8623905510554507
2414	TCGA-KICH	hsa-miR-142-3p	+1	-1	0.9033951267005234	0.718941563142719
2369	TCGA-KICH	hsa-miR-143-3p	0	-1	0.9913889353870111	0.6808868136129281
2401	TCGA-KICH	hsa-miR-144-5p	0	0	0.9566175829920711	1.0
2348	TCGA-KICH	hsa-miR-148a-3p	0	0	0.9970036627967719	0.7355844721784688
2359	TCGA-KICH	hsa-miR-151a-3p	0	0	0.8447437318296569	0.5472234910985907
2368	TCGA-KICH	hsa-miR-16-5p	0	0	0.9899759381516401	0.8134409949206206
2387	TCGA-KICH	hsa-miR-181a-2-3p	0	0	0.9903053644498403	0.5210360453167782
2411	TCGA-KICH	hsa-miR-181a-5p	0	-1	0.9904842019980222	0.6132896147024021
2389	TCGA-KICH	hsa-miR-182-5p	0	-2	0.9971838420744012	0.31439476712403447
2410	TCGA-KICH	hsa-miR-183-5p	0	0	0.7140668505640991	0.354769028074754
2354	TCGA-KICH	hsa-miR-191-5p	0	-1	0.9951834209550908	0.4716803465572276
2385	TCGA-KICH	hsa-miR-192-5p	0	0	0.7448621478207729	0.5115051942542395
2344	TCGA-KICH	hsa-miR-196b-5p	0	-1	1.0	0.7530931792504837
2349	TCGA-KICH	hsa-miR-200a-5p	0	0	0.963227686665779	0.6004536661571251
2367	TCGA-KICH	hsa-miR-200b-3p	0	0	1.0	0.518530560670023
2371	TCGA-KICH	hsa-miR-200c-3p	0	-1	1.0	0.5223335545140733
2404	TCGA-KICH	hsa-miR-203a-3p	0	0	0.6096083002944858	0.8118652549770418
2350	TCGA-KICH	hsa-miR-21-5p	0	0	0.9990811160108071	0.7099181834612212
2405	TCGA-KICH	hsa-miR-210-3p	0	0	1.0	0.8607615464016033
2345	TCGA-KICH	hsa-miR-22-3p	0	0	0.9881570832632378	0.9858735033437303
2357	TCGA-KICH	hsa-miR-221-3p	0	-1	0.995307100221253	0.39087194730865515
2403	TCGA-KICH	hsa-miR-23a-3p	0	0	0.9754877077135193	0.4757191649168128
2375	TCGA-KICH	hsa-miR-23b-3p	0	0	0.9326144848460535	0.4973930733952347
2400	TCGA-KICH	hsa-miR-24-3p	0	0	0.9854851025950944	0.6951551253040613
2358	TCGA-KICH	hsa-miR-25-3p	0	0	0.9988525599204141	0.8234796345152109
2386	TCGA-KICH	hsa-miR-26a-5p	0	-2	1.0	0.45937606545018883
2355	TCGA-KICH	hsa-miR-27a-3p	0	-1	1.0	0.4937108935371194
2372	TCGA-KICH	hsa-miR-27b-3p	0	0	0.9878910073478275	0.5513607230524008
2377	TCGA-KICH	hsa-miR-28-3p	0	0	0.9357511507131154	0.6792061602361148
2383	TCGA-KICH	hsa-miR-29a-3p	0	-1	0.8746593205871478	0.6660345011011313
2352	TCGA-KICH	hsa-miR-29b-3p	0	0	0.957914129711313	0.6238973967806914
2395	TCGA-KICH	hsa-miR-29c-3p	0	-1	0.997482328787856	0.43804462161551516
2356	TCGA-KICH	hsa-miR-30a-3p	0	0	0.7765923727646978	0.44479203889031105
2390	TCGA-KICH	hsa-miR-30a-5p	0	0	0.995828000793894	0.7174877246667377
2347	TCGA-KICH	hsa-miR-30b-5p	0	0	1.0	0.6998026043234413
2407	TCGA-KICH	hsa-miR-30c-2-3p	0	0	0.9877645661974739	0.9353370807387373
2398	TCGA-KICH	hsa-miR-30c-5p	0	0	1.0	0.5029530757946772
2343	TCGA-KICH	hsa-miR-30d-5p	0	0	1.0	0.802619190839804
2413	TCGA-KICH	hsa-miR-30e-3p	0	-1	0.9882864506376374	0.38835930447098677
2409	TCGA-KICH	hsa-miR-30e-5p	0	-3	0.8708569208026027	0.5325206684681172
2391	TCGA-KICH	hsa-miR-361-5p	0	0	1.0	0.6422336490593522
2362	TCGA-KICH	hsa-miR-374a-3p	0	0	1.0	0.7122167113469596
2381	TCGA-KICH	hsa-miR-378a-3p	0	0	0.9221089228258834	0.7982522427524129
2378	TCGA-KICH	hsa-miR-451a	0	-1	0.9561124165922326	0.5295997587795555
2408	TCGA-KICH	hsa-miR-532-5p	0	0	0.9693921310424254	0.9283674409828419
2396	TCGA-KICH	hsa-miR-582-3p	0	0	0.914428782507305	0.3729278172912093
2353	TCGA-KICH	hsa-miR-874-3p	0	0	0.9596439601631646	0.577670505525726
2397	TCGA-KICH	hsa-miR-891a-5p	0	0	1.0	0.7261630222945776
2393	TCGA-KICH	hsa-miR-92a-3p	0	0	0.9918180949673682	0.9498369179851709
2415	TCGA-KICH	hsa-miR-93-5p	0	0	0.9918881698656159	0.9430791165075173
2384	TCGA-KICH	hsa-miR-99a-5p	0	-1	0.981934068141536	0.8537027847555081
2380	TCGA-KICH	hsa-miR-99b-5p	0	0	0.9962032277897639	0.5937502292270946
183	TCGA-KIRC	hsa-let-7a-5p	0	0	0.9939602431162595	0.5225788036559367
191	TCGA-KIRC	hsa-let-7b-5p	0	-2	0.9987829393040624	0.4423674267172101
169	TCGA-KIRC	hsa-let-7c-5p	0	0	0.9919942348008386	0.5815640889630649
204	TCGA-KIRC	hsa-let-7e-5p	0	0	1.0	0.6484050937255514
178	TCGA-KIRC	hsa-let-7f-5p	0	0	0.9967639644967676	0.6075879088684248
184	TCGA-KIRC	hsa-let-7g-5p	0	0	1.0	0.7500088665344748
189	TCGA-KIRC	hsa-miR-100-5p	0	-1	0.9721888352136703	0.8729062420123712
181	TCGA-KIRC	hsa-miR-101-3p	0	-1	0.7053185481180444	0.8344686480342625
213	TCGA-KIRC	hsa-miR-103a-3p	0	0	0.9816587899895681	0.8864468177523385
194	TCGA-KIRC	hsa-miR-10a-5p	0	-1	0.7973859396206167	0.8895797565335337
208	TCGA-KIRC	hsa-miR-10b-5p	0	-1	0.9027481477649517	0.7752833084014803
188	TCGA-KIRC	hsa-miR-125a-5p	0	-2	1.0	0.6197913341662937
179	TCGA-KIRC	hsa-miR-125b-5p	0	0	1.0	0.7262084909625888
215	TCGA-KIRC	hsa-miR-126-3p	0	0	0.888027335734862	0.9465462124021968
197	TCGA-KIRC	hsa-miR-126-5p	0	0	1.0	0.8715600381574153
224	TCGA-KIRC	hsa-miR-1307-3p	0	+1	0.6068493508650599	0.8591890330864291
219	TCGA-KIRC	hsa-miR-140-3p	+1	+2	0.5447820324010604	0.41450473726251624
226	TCGA-KIRC	hsa-miR-142-3p	+1	-1	0.8007827546487074	0.6780898513106723
186	TCGA-KIRC	hsa-miR-143-3p	0	-1	0.9879748301994495	0.6623840596210381
182	TCGA-KIRC	hsa-miR-145-5p	0	0	0.9960693437618344	0.4528351438631424
171	TCGA-KIRC	hsa-miR-148a-3p	0	0	0.9955484093221467	0.6303260771749717
177	TCGA-KIRC	hsa-miR-151a-3p	0	0	0.8542720693107576	0.4802428203740088
185	TCGA-KIRC	hsa-miR-16-5p	0	0	0.9749821173104436	0.88456871389646
203	TCGA-KIRC	hsa-miR-181a-2-3p	0	0	0.9864922127663397	0.49444239570331816
223	TCGA-KIRC	hsa-miR-181a-5p	0	-1	0.939304540461037	0.5918454843870861
205	TCGA-KIRC	hsa-miR-182-5p	0	-2	1.0	0.4786870780771436
200	TCGA-KIRC	hsa-miR-192-5p	0	0	0.6462098693968767	0.3942909922566036
211	TCGA-KIRC	hsa-miR-194-5p	0	0	0.9868069185150078	0.6518859376173805
167	TCGA-KIRC	hsa-miR-196b-5p	0	-1	1.0	0.7573626861706362
220	TCGA-KIRC	hsa-miR-199a-3p	0	-1	0.6434658510222535	0.6316944441511545
201	TCGA-KIRC	hsa-miR-199b-3p	0	-1	0.6434658510222535	0.6316944441511545
190	TCGA-KIRC	hsa-miR-21-3p	0	+1	0.9935792197036464	0.5861735593992445
172	TCGA-KIRC	hsa-miR-21-5p	0	0	0.9958442420774444	0.6681400881774671
218	TCGA-KIRC	hsa-miR-210-3p	0	0	0.9921887580515298	0.8424266087352059
168	TCGA-KIRC	hsa-miR-22-3p	0	0	0.894042461082176	0.9800796314042071
216	TCGA-KIRC	hsa-miR-23a-3p	0	0	0.8953518259490574	0.38099074283989415
192	TCGA-KIRC	hsa-miR-23b-3p	0	0	0.712701695871163	0.3867765450090792
214	TCGA-KIRC	hsa-miR-24-3p	0	0	0.9596039264255469	0.6576171321300281
176	TCGA-KIRC	hsa-miR-25-3p	0	0	0.9943448075452344	0.900939918076874
202	TCGA-KIRC	hsa-miR-26a-5p	0	0	0.9643943344162751	0.4020109836483887
217	TCGA-KIRC	hsa-miR-26b-5p	0	+1	0.9739283578506344	0.7009532045032649
174	TCGA-KIRC	hsa-miR-27a-3p	0	-1	1.0	0.5225614310879219
187	TCGA-KIRC	hsa-miR-27b-3p	0	0	0.9893393165866526	0.5498073793928846
193	TCGA-KIRC	hsa-miR-28-3p	0	0	0.9473545480059732	0.6851643270635663
198	TCGA-KIRC	hsa-miR-29a-3p	0	-1	0.7644051700403478	0.7097973293996787
173	TCGA-KIRC	hsa-miR-29b-3p	0	0	0.8416511873304905	0.592695933566346
210	TCGA-KIRC	hsa-miR-29c-3p	0	-1	1.0	0.5129598650290568
175	TCGA-KIRC	hsa-miR-30a-3p	0	-1	0.8256975363356055	0.5236787524419305
206	TCGA-KIRC	hsa-miR-30a-5p	0	0	0.9930030528102105	0.801427932954579
170	TCGA-KIRC	hsa-miR-30b-5p	0	0	1.0	0.685429124271359
212	TCGA-KIRC	hsa-miR-30c-5p	0	0	1.0	0.49981856618101916
166	TCGA-KIRC	hsa-miR-30d-5p	0	0	0.9987926560542921	0.824706331271132
225	TCGA-KIRC	hsa-miR-30e-3p	0	-1	0.9854634765786578	0.5276873794208023
222	TCGA-KIRC	hsa-miR-30e-5p	0	-3	0.7678922919517264	0.28176557038853883
209	TCGA-KIRC	hsa-miR-320a	0	0	0.9165650531242469	0.6181334658036151
180	TCGA-KIRC	hsa-miR-374a-3p	0	0	1.0	0.7668656919894425
195	TCGA-KIRC	hsa-miR-451a	0	-1	0.8716458203425888	0.5354533898994736
221	TCGA-KIRC	hsa-miR-532-5p	0	0	0.9736316667009737	0.9135342249543117
207	TCGA-KIRC	hsa-miR-92a-3p	0	0	0.9888340474858305	0.9371713665280109
227	TCGA-KIRC	hsa-miR-93-5p	0	0	0.9416461653841864	0.9264383374387213
199	TCGA-KIRC	hsa-miR-99a-5p	0	-1	0.9523241524682503	0.8631558369158125
196	TCGA-KIRC	hsa-miR-99b-5p	0	0	0.9958726247224707	0.5868079953427214
829	TCGA-KIRP	hsa-let-7a-5p	0	0	0.9983061047094747	0.5932318421223828
840	TCGA-KIRP	hsa-let-7b-5p	0	0	1.0	0.43434913468773817
811	TCGA-KIRP	hsa-let-7c-5p	0	0	0.9892644135188866	0.6852207293665981
853	TCGA-KIRP	hsa-let-7e-5p	0	0	1.0	0.651685393258427
824	TCGA-KIRP	hsa-let-7f-5p	0	0	1.0	0.6964123800630636
830	TCGA-KIRP	hsa-let-7g-5p	0	0	0.9933026370866471	0.7703589347742186
838	TCGA-KIRP	hsa-miR-100-5p	0	-1	0.9966582443556933	0.8708878669968124
827	TCGA-KIRP	hsa-miR-101-3p	0	-1	0.6738343141693094	0.8154271051652207
864	TCGA-KIRP	hsa-miR-103a-3p	0	0	0.9896208571347104	0.9054557087186696
843	TCGA-KIRP	hsa-miR-10a-5p	0	-1	0.7991433788731999	0.8795033987915393
857	TCGA-KIRP	hsa-miR-10b-5p	0	-1	0.906586303577722	0.8144694237502333
837	TCGA-KIRP	hsa-miR-125a-5p	0	-2	1.0	0.6091565178168703
825	TCGA-KIRP	hsa-miR-125b-5p	0	0	1.0	0.8322147651006716
866	TCGA-KIRP	hsa-miR-126-3p	0	0	0.8227897838899805	0.925337569499603
876	TCGA-KIRP	hsa-miR-1307-3p	0	+1	0.7173698494942016	0.8288112434120629
834	TCGA-KIRP	hsa-miR-1307-5p	0	0	1.0	0.6895840495015477
870	TCGA-KIRP	hsa-miR-140-3p	+1	+2	0.5990928562429129	0.439825327510918
878	TCGA-KIRP	hsa-miR-142-3p	+1	-1	0.7947082004128353	0.6758903746855552
833	TCGA-KIRP	hsa-miR-143-3p	0	-1	0.9927076324355779	0.670764525993883
862	TCGA-KIRP	hsa-miR-146b-5p	0	+2	1.0	0.41262975778546773
813	TCGA-KIRP	hsa-miR-148a-3p	0	0	1.0	0.729906492960717
823	TCGA-KIRP	hsa-miR-151a-3p	0	0	0.8506673382019644	0.533613445378151
832	TCGA-KIRP	hsa-miR-16-5p	0	0	1.0	0.8577777777777778
818	TCGA-KIRP	hsa-miR-17-3p	0	0	0.9180171591992372	0.977263818110545
846	TCGA-KIRP	hsa-miR-17-5p	0	0	1.0	0.8979744936234061
852	TCGA-KIRP	hsa-miR-181a-2-3p	0	0	0.9851045545688916	0.5928539920599912
875	TCGA-KIRP	hsa-miR-181a-5p	0	-1	0.9937411095305834	0.5315739868049065
854	TCGA-KIRP	hsa-miR-182-5p	0	-2	0.9995640276957142	0.42062292107650445
874	TCGA-KIRP	hsa-miR-183-5p	0	+1	0.6234772978959033	0.4214876033057846
819	TCGA-KIRP	hsa-miR-191-5p	0	-1	1.0	0.48263579697239567
850	TCGA-KIRP	hsa-miR-192-5p	0	0	0.6309648313339465	0.42248317720015655
861	TCGA-KIRP	hsa-miR-194-5p	0	0	1.0	0.7729477118419861
809	TCGA-KIRP	hsa-miR-196b-5p	0	-1	1.0	0.7214700193423604
828	TCGA-KIRP	hsa-miR-197-3p	0	0	1.0	0.8901023890784984
814	TCGA-KIRP	hsa-miR-200a-5p	0	0	0.9461206896551726	0.7556109725685785
831	TCGA-KIRP	hsa-miR-200b-3p	0	0	1.0	0.5735211267605621
836	TCGA-KIRP	hsa-miR-204-5p	0	0	1.0	0.648112847884102
817	TCGA-KIRP	hsa-miR-20a-5p	0	0	1.0	0.9704663212435233
839	TCGA-KIRP	hsa-miR-21-3p	0	+1	0.9881278538812787	0.5425841674249322
815	TCGA-KIRP	hsa-miR-21-5p	0	0	0.9986680277749489	0.7678666438048163
869	TCGA-KIRP	hsa-miR-210-3p	0	0	0.992929292929293	0.861525704809287
810	TCGA-KIRP	hsa-miR-22-3p	0	0	0.9903116379139664	0.986158787136646
867	TCGA-KIRP	hsa-miR-23a-3p	0	0	0.9835630294601088	0.40198839537172415
841	TCGA-KIRP	hsa-miR-23b-3p	0	0	0.9677034444356057	0.4560975609756092
865	TCGA-KIRP	hsa-miR-24-3p	0	0	1.0	0.7326367547633689
822	TCGA-KIRP	hsa-miR-25-3p	0	0	0.998936912394937	0.9032795997776513
851	TCGA-KIRP	hsa-miR-26a-5p	0	0	1.0	0.4631840024802364
868	TCGA-KIRP	hsa-miR-26b-5p	0	+1	1.0	0.7670036764705874
820	TCGA-KIRP	hsa-miR-27a-3p	0	0	1.0	0.5397114441798577
835	TCGA-KIRP	hsa-miR-27b-3p	0	0	0.9936281859070464	0.587195649487089
842	TCGA-KIRP	hsa-miR-28-3p	0	0	0.9386940181647336	0.7309949501842501
848	TCGA-KIRP	hsa-miR-29a-3p	0	-1	0.8251423874111918	0.6797374270630719
816	TCGA-KIRP	hsa-miR-29b-3p	0	0	0.9140298507462689	0.7005141388174811
860	TCGA-KIRP	hsa-miR-29c-3p	0	-1	0.9961417046650298	0.5412799218368339
821	TCGA-KIRP	hsa-miR-30a-3p	0	0	0.814250010819228	0.5365407962752015
855	TCGA-KIRP	hsa-miR-30a-5p	0	0	0.9955869023059091	0.7318197417383868
812	TCGA-KIRP	hsa-miR-30b-5p	0	0	1.0	0.7811387900355866
871	TCGA-KIRP	hsa-miR-30c-2-3p	0	0	0.9855605889014722	0.9388400219901043
863	TCGA-KIRP	hsa-miR-30c-5p	0	0	1.0	0.5661683713611384
808	TCGA-KIRP	hsa-miR-30d-5p	0	0	1.0	0.8418402268504888
877	TCGA-KIRP	hsa-miR-30e-3p	0	0	0.9834113035782022	0.46630888491354017
873	TCGA-KIRP	hsa-miR-30e-5p	0	+1	0.8538712234651629	0.344050656256727
859	TCGA-KIRP	hsa-miR-320a	0	0	0.9263750541359899	0.6339840283939664
826	TCGA-KIRP	hsa-miR-374a-3p	0	0	1.0	0.8113302139037438
845	TCGA-KIRP	hsa-miR-378a-3p	0	0	0.9501779359430607	0.8299174873569342
844	TCGA-KIRP	hsa-miR-451a	0	-1	1.0	0.5185831878273885
856	TCGA-KIRP	hsa-miR-500a-3p	0	+1	0.9837209302325581	0.7201735357917577
872	TCGA-KIRP	hsa-miR-532-5p	0	0	0.9681478568619748	0.941320608718081
858	TCGA-KIRP	hsa-miR-92a-3p	0	0	0.9895836129828984	0.9453420993982607
879	TCGA-KIRP	hsa-miR-93-5p	0	0	0.9943515850144092	0.9580055823395066
849	TCGA-KIRP	hsa-miR-99a-5p	0	-1	0.9847052758205878	0.8656126482213441
847	TCGA-KIRP	hsa-miR-99b-5p	0	0	0.9981061002406613	0.6589677927706075
1572	TCGA-LGG	hsa-let-7a-5p	0	0	0.997038609486386	0.6829294863910358
1575	TCGA-LGG	hsa-let-7b-5p	0	0	0.9998090940645609	0.48199893316185016
1542	TCGA-LGG	hsa-let-7c-5p	0	0	0.9890026688875847	0.7465343534580707
1559	TCGA-LGG	hsa-let-7d-3p	0	0	0.9677047289504037	0.8330194601381042
1563	TCGA-LGG	hsa-let-7d-5p	0	0	1.0	0.6993788819875773
1556	TCGA-LGG	hsa-let-7e-5p	0	0	1.0	0.7076149425287359
1571	TCGA-LGG	hsa-let-7f-5p	0	0	1.0	0.7492261620152533
1503	TCGA-LGG	hsa-let-7g-5p	0	0	0.9893341952165482	0.815261044176707
1533	TCGA-LGG	hsa-let-7i-5p	0	+1	1.0	0.43938562808557374
1551	TCGA-LGG	hsa-miR-100-5p	0	-1	0.9955128852956037	0.8390162630871455
1502	TCGA-LGG	hsa-miR-101-3p	0	-1	0.6814258911819929	0.7940857045334723
1511	TCGA-LGG	hsa-miR-103a-3p	0	0	0.9924347042930051	0.9097279794772305
1539	TCGA-LGG	hsa-miR-106b-3p	0	-1	0.8890479599141017	0.83704974271012
1508	TCGA-LGG	hsa-miR-10b-5p	0	-1	0.9115281907195593	0.8300590959910532
1526	TCGA-LGG	hsa-miR-125a-5p	0	-2	1.0	0.548442906574396
1501	TCGA-LGG	hsa-miR-125b-5p	0	0	0.9975134981528844	0.8357067673828229
1582	TCGA-LGG	hsa-miR-126-3p	0	0	0.8562475518997253	0.9460595048830343
1529	TCGA-LGG	hsa-miR-127-3p	0	0	1.0	0.7302396736359005
1523	TCGA-LGG	hsa-miR-127-5p	0	-1	0.9867256637168142	0.5205799812909261
1561	TCGA-LGG	hsa-miR-128-3p	0	0	1.0	0.5522668869309835
1573	TCGA-LGG	hsa-miR-129-5p	0	0	1.0	0.9632867132867133
1536	TCGA-LGG	hsa-miR-1307-3p	0	+1	0.6721473851030112	0.8894414690130067
1565	TCGA-LGG	hsa-miR-132-3p	0	0	1.0	0.9258241758241759
1520	TCGA-LGG	hsa-miR-134-5p	0	0	1.0	0.6010242854782752
1507	TCGA-LGG	hsa-miR-139-5p	0	-1	1.0	0.5866013071895423
1535	TCGA-LGG	hsa-miR-140-3p	+1	+2	0.5850874731031904	0.41509883305548906
1504	TCGA-LGG	hsa-miR-143-3p	0	-1	0.9930169162403376	0.6569879085863745
1534	TCGA-LGG	hsa-miR-144-5p	0	0	1.0	1.0
1497	TCGA-LGG	hsa-miR-148a-3p	0	0	1.0	0.768264308980922
1547	TCGA-LGG	hsa-miR-151a-3p	0	0	0.874244256348247	0.5520307618360965
1549	TCGA-LGG	hsa-miR-153-5p	-1	-2	1.0	1.0
1550	TCGA-LGG	hsa-miR-16-5p	0	0	1.0	0.8835836909871247
1498	TCGA-LGG	hsa-miR-17-3p	0	0	0.9303278688524586	0.9705882352941176
1576	TCGA-LGG	hsa-miR-17-5p	0	0	0.9833984374999999	0.898678414096916
