	TCGA	miRNA	5shift	3shift	5frac	3frac
1888	TCGA-CHOL	hsa-let-7c-5p	0	0	0.9886675843109328	0.6194779425929489
1934	TCGA-CHOL	hsa-let-7e-5p	0	0	1.0	0.5923290605333797
1902	TCGA-CHOL	hsa-let-7f-5p	0	0	1.0	0.652774586963806
1910	TCGA-CHOL	hsa-let-7g-5p	0	0	1.0	0.7526848514876123
1917	TCGA-CHOL	hsa-miR-100-5p	0	-1	0.9964874345927746	0.8643655702770787
1905	TCGA-CHOL	hsa-miR-101-3p	0	-1	0.7077805624870399	0.8123477409741553
1943	TCGA-CHOL	hsa-miR-103a-3p	0	0	0.9865758381020099	0.899439951635834
1922	TCGA-CHOL	hsa-miR-10a-5p	0	-1	0.7957460590792826	0.8615755293012719
1938	TCGA-CHOL	hsa-miR-10b-5p	0	-1	0.8893190856355562	0.7354249461139232
1926	TCGA-CHOL	hsa-miR-122-5p	0	0	1.0	0.5351772167428421
1916	TCGA-CHOL	hsa-miR-125a-5p	0	-2	1.0	0.5431893392164535
1903	TCGA-CHOL	hsa-miR-125b-5p	0	0	1.0	0.8453204747921317
1945	TCGA-CHOL	hsa-miR-126-3p	0	0	0.8059570606321538	0.9446576505923848
1927	TCGA-CHOL	hsa-miR-127-3p	0	0	1.0	0.5726828797529432
1956	TCGA-CHOL	hsa-miR-1307-3p	0	+1	0.6808715181110647	0.7747920818339821
1950	TCGA-CHOL	hsa-miR-140-3p	+1	+2	0.6034628768750003	0.4596421375368346
1958	TCGA-CHOL	hsa-miR-142-3p	+1	-1	0.8184160659204376	0.6558883277056708
1913	TCGA-CHOL	hsa-miR-143-3p	0	-1	0.9916388999287318	0.7615230885758703
1906	TCGA-CHOL	hsa-miR-145-5p	0	0	1.0	0.44488272665247486
1890	TCGA-CHOL	hsa-miR-148a-3p	0	0	1.0	0.6444918955384857
1901	TCGA-CHOL	hsa-miR-151a-3p	0	0	0.8151774704039623	0.48396561039801506
1912	TCGA-CHOL	hsa-miR-16-5p	0	0	1.0	0.8299620835267336
1896	TCGA-CHOL	hsa-miR-17-3p	0	0	0.9093454061636455	0.9768358343055612
1925	TCGA-CHOL	hsa-miR-17-5p	0	0	1.0	0.9088545552206739
1933	TCGA-CHOL	hsa-miR-181a-2-3p	0	0	0.9754377178890039	0.48062242082688983
1955	TCGA-CHOL	hsa-miR-181a-5p	0	-1	0.9957064925393762	0.5574200521471695
1891	TCGA-CHOL	hsa-miR-181b-5p	0	-1	0.9534410794684767	0.3102097672455403
1935	TCGA-CHOL	hsa-miR-182-5p	0	-2	1.0	0.41892913371657886
1954	TCGA-CHOL	hsa-miR-183-5p	0	+1	0.6798620007128512	0.36104567625171474
1929	TCGA-CHOL	hsa-miR-192-5p	0	0	0.6421910700949802	0.39960990281143344
1900	TCGA-CHOL	hsa-miR-193a-5p	0	0	1.0	0.7422638996923809
1941	TCGA-CHOL	hsa-miR-194-5p	0	0	0.9973376553381126	0.7827990502868496
1908	TCGA-CHOL	hsa-miR-197-3p	0	0	1.0	0.8141593955414165
1951	TCGA-CHOL	hsa-miR-199a-3p	0	-1	0.5864419692926517	0.6281602098827235
1920	TCGA-CHOL	hsa-miR-199a-5p	0	0	1.0	0.8619666048237477
1931	TCGA-CHOL	hsa-miR-199b-3p	0	-1	0.5857380574228208	0.6287724815864458
1939	TCGA-CHOL	hsa-miR-200a-3p	0	+1	1.0	0.572584622786326
1892	TCGA-CHOL	hsa-miR-200a-5p	0	0	0.9603240826698409	0.7497375615410851
1911	TCGA-CHOL	hsa-miR-200b-3p	0	0	1.0	0.5115276120838053
1947	TCGA-CHOL	hsa-miR-203a-3p	0	0	0.610746322539823	0.8282176276147288
1895	TCGA-CHOL	hsa-miR-20a-5p	0	0	1.0	0.9852032142506855
1918	TCGA-CHOL	hsa-miR-21-3p	0	+1	0.9900859086771547	0.5515070749785309
1893	TCGA-CHOL	hsa-miR-21-5p	0	0	0.9990068672336287	0.7465838126345297
1949	TCGA-CHOL	hsa-miR-210-3p	0	0	1.0	0.828015513239371
1886	TCGA-CHOL	hsa-miR-22-3p	0	0	0.9909834869301368	0.9820372571191578
1946	TCGA-CHOL	hsa-miR-23a-3p	0	0	0.9909511591120395	0.39205488799267124
1921	TCGA-CHOL	hsa-miR-23b-3p	0	0	0.9796249508364405	0.44578091713626733
1944	TCGA-CHOL	hsa-miR-24-3p	0	0	1.0	0.7205389202886883
1899	TCGA-CHOL	hsa-miR-25-3p	0	0	0.9988979098012195	0.8787770957337725
1932	TCGA-CHOL	hsa-miR-26a-5p	0	-2	1.0	0.46550532970372
1948	TCGA-CHOL	hsa-miR-26b-5p	0	+1	1.0	0.7105055180666822
1897	TCGA-CHOL	hsa-miR-27a-3p	0	-1	1.0	0.5767188213074634
1914	TCGA-CHOL	hsa-miR-27b-3p	0	0	0.9921805693349539	0.5257342863134766
1923	TCGA-CHOL	hsa-miR-28-3p	0	0	0.9307993331553326	0.7000219636034466
1928	TCGA-CHOL	hsa-miR-29a-3p	0	-1	0.8572951675498905	0.6782749154636057
1894	TCGA-CHOL	hsa-miR-29b-3p	0	0	0.9648192865025698	0.7677785158708367
1940	TCGA-CHOL	hsa-miR-29c-3p	0	-1	0.9975571130544403	0.5191128533034568
1898	TCGA-CHOL	hsa-miR-30a-3p	0	0	0.7599211092311573	0.4335910356943764
1936	TCGA-CHOL	hsa-miR-30a-5p	0	0	0.9963300335666626	0.7334084364284709
1889	TCGA-CHOL	hsa-miR-30b-5p	0	0	1.0	0.7455784939012685
1942	TCGA-CHOL	hsa-miR-30c-5p	0	0	1.0	0.4404594508592574
1885	TCGA-CHOL	hsa-miR-30d-5p	0	0	1.0	0.8555838647914433
1957	TCGA-CHOL	hsa-miR-30e-3p	0	-1	0.9774766719762055	0.398371096984802
1953	TCGA-CHOL	hsa-miR-30e-5p	0	0	0.8609394996073326	0.29793780610159826
1887	TCGA-CHOL	hsa-miR-338-3p	0	+1	1.0	0.5220847071106137
1904	TCGA-CHOL	hsa-miR-374a-3p	0	0	1.0	0.8066429033382134
1915	TCGA-CHOL	hsa-miR-375	0	0	0.9678958181483657	0.901909939051713
1907	TCGA-CHOL	hsa-miR-379-5p	0	0	1.0	0.7228747681916133
1952	TCGA-CHOL	hsa-miR-532-5p	0	0	0.9683748514193329	0.9128175220728043
1937	TCGA-CHOL	hsa-miR-92a-3p	0	0	0.9908767849997742	0.9244308983431738
1959	TCGA-CHOL	hsa-miR-93-5p	0	0	0.9951473848110775	0.9525492954068261
1930	TCGA-CHOL	hsa-miR-99a-5p	0	-1	0.9871319342717725	0.8497543525573081
1924	TCGA-CHOL	hsa-miR-99b-5p	0	0	0.9977127174857866	0.645686073871487
248	TCGA-COAD	hsa-let-7a-5p	0	0	0.9958052208402494	0.6103976230293436
259	TCGA-COAD	hsa-let-7b-5p	0	-2	1.0	0.44633716231110465
273	TCGA-COAD	hsa-let-7e-5p	0	0	1.0	0.6260387811634347
243	TCGA-COAD	hsa-let-7f-5p	0	0	0.9991001231410438	0.7158736842105196
249	TCGA-COAD	hsa-let-7g-5p	0	0	1.0	0.8078985860555826
257	TCGA-COAD	hsa-miR-100-5p	0	-1	0.9932313125367864	0.848987411056377
245	TCGA-COAD	hsa-miR-101-3p	0	-1	0.6987804878048821	0.7711745649061986
283	TCGA-COAD	hsa-miR-103a-3p	0	0	0.9686820573249463	0.8780378508372321
299	TCGA-COAD	hsa-miR-106b-3p	0	-1	0.9727815063385533	0.952450621799561
262	TCGA-COAD	hsa-miR-10a-5p	0	-1	0.82006502554575	0.8848006173470796
277	TCGA-COAD	hsa-miR-10b-5p	0	-1	0.9000689124651419	0.7644882434301512
285	TCGA-COAD	hsa-miR-126-3p	0	0	0.7938189845474611	0.9258312020460341
295	TCGA-COAD	hsa-miR-1307-3p	0	+1	0.610414657666346	0.8599439775910364
250	TCGA-COAD	hsa-miR-141-3p	0	+1	1.0	0.6448202959830864
234	TCGA-COAD	hsa-miR-141-5p	0	-1	1.0	0.7142857142857136
297	TCGA-COAD	hsa-miR-142-3p	+1	-1	0.8437500000000001	0.6433333333333332
253	TCGA-COAD	hsa-miR-143-3p	0	-1	0.9903308856936398	0.7234771181324933
246	TCGA-COAD	hsa-miR-145-5p	0	0	1.0	0.35573940020682504
231	TCGA-COAD	hsa-miR-148a-3p	0	0	0.9946634843408148	0.6285157533925022
242	TCGA-COAD	hsa-miR-151a-3p	0	0	0.8978645383951661	0.5996044778754795
252	TCGA-COAD	hsa-miR-16-5p	0	0	0.9730878186968839	0.8691505216095378
237	TCGA-COAD	hsa-miR-17-3p	0	0	0.8314246449839667	0.9628099173553719
265	TCGA-COAD	hsa-miR-17-5p	0	0	1.0	0.9074578116494281
272	TCGA-COAD	hsa-miR-181a-2-3p	0	0	1.0	0.5345911949685537
294	TCGA-COAD	hsa-miR-181a-5p	0	-1	1.0	0.5873482898124305
274	TCGA-COAD	hsa-miR-182-5p	0	-2	0.9931508450407912	0.3352287684936559
293	TCGA-COAD	hsa-miR-183-5p	0	+1	0.5903197381671699	0.5115448968209698
238	TCGA-COAD	hsa-miR-191-5p	0	0	0.9875111507582515	0.434841834418041
269	TCGA-COAD	hsa-miR-192-5p	0	+2	0.5548732297126622	0.42558972185496474
282	TCGA-COAD	hsa-miR-194-5p	0	0	0.9931230996991356	0.6796827059791973
229	TCGA-COAD	hsa-miR-196b-5p	0	-1	1.0	0.7296596994299586
290	TCGA-COAD	hsa-miR-199a-3p	0	-1	0.6215644820295984	0.5645550527903466
260	TCGA-COAD	hsa-miR-199a-5p	0	0	1.0	0.6364829396325471
270	TCGA-COAD	hsa-miR-199b-3p	0	-1	0.6215644820295984	0.5645550527903466
280	TCGA-COAD	hsa-miR-200a-3p	0	+1	1.0	0.6494845360824745
232	TCGA-COAD	hsa-miR-200a-5p	0	0	0.9742149236531262	0.7592592592592639
251	TCGA-COAD	hsa-miR-200b-3p	0	0	0.9958605317624581	0.3976510067114089
254	TCGA-COAD	hsa-miR-200c-3p	0	0	0.9944310149628226	0.5982262966469014
287	TCGA-COAD	hsa-miR-203a-3p	0	0	0.5517697301442406	0.8188702250886377
236	TCGA-COAD	hsa-miR-20a-5p	0	0	1.0	0.9783616692426584
258	TCGA-COAD	hsa-miR-21-3p	0	+1	0.9949606010628549	0.6664904862579234
233	TCGA-COAD	hsa-miR-21-5p	0	0	0.9969190914738737	0.7051674679350072
289	TCGA-COAD	hsa-miR-210-3p	0	0	1.0	0.8590717299578059
230	TCGA-COAD	hsa-miR-22-3p	0	0	0.9824508864398653	0.9830057632628936
286	TCGA-COAD	hsa-miR-23a-3p	0	0	0.970784270162186	0.3701625386996878
261	TCGA-COAD	hsa-miR-23b-3p	0	0	0.9530158730158733	0.4336198662846233
284	TCGA-COAD	hsa-miR-24-3p	0	0	0.9887034659820283	0.7031533762588679
241	TCGA-COAD	hsa-miR-25-3p	0	0	0.9960063196699728	0.8972441917943675
271	TCGA-COAD	hsa-miR-26a-5p	0	0	1.0	0.4083333333333333
288	TCGA-COAD	hsa-miR-26b-5p	0	+1	1.0	0.7471502590673573
239	TCGA-COAD	hsa-miR-27a-3p	0	0	1.0	0.4831820259943828
255	TCGA-COAD	hsa-miR-27b-3p	0	0	0.9918669799385504	0.6347927954312488
263	TCGA-COAD	hsa-miR-28-3p	0	0	0.9364445114595885	0.6750525872949145
268	TCGA-COAD	hsa-miR-29a-3p	0	-1	0.8090580681800278	0.7018606187383084
235	TCGA-COAD	hsa-miR-29b-3p	0	0	0.9738161559888581	0.7644599303135888
281	TCGA-COAD	hsa-miR-29c-3p	0	-1	1.0	0.3962625778629616
240	TCGA-COAD	hsa-miR-30a-3p	0	-1	0.7798300701884004	0.4277052238805969
275	TCGA-COAD	hsa-miR-30a-5p	0	0	0.9971315166271972	0.7554875536985876
228	TCGA-COAD	hsa-miR-30d-5p	0	0	1.0	0.7909141621923174
296	TCGA-COAD	hsa-miR-30e-3p	0	-1	0.977718529803847	0.4194811913384051
292	TCGA-COAD	hsa-miR-30e-5p	0	+1	0.8167496604798569	0.35016762193143847
279	TCGA-COAD	hsa-miR-320a	0	0	0.9227286447328705	0.6318681318681326
244	TCGA-COAD	hsa-miR-374a-3p	0	0	1.0	0.8587786259541983
256	TCGA-COAD	hsa-miR-375	0	0	0.9588254718179262	0.8926215801941583
264	TCGA-COAD	hsa-miR-378a-3p	0	0	0.891514500537059	0.784217565760142
247	TCGA-COAD	hsa-miR-379-5p	0	0	1.0	0.7136678200692044
266	TCGA-COAD	hsa-miR-429	0	0	0.9810366624525917	0.8075412411626077
291	TCGA-COAD	hsa-miR-532-5p	0	0	0.9760319573901465	0.9068627450980402
298	TCGA-COAD	hsa-miR-584-5p	0	-1	1.0	0.8522364217252395
276	TCGA-COAD	hsa-miR-92a-3p	0	0	0.980484875778729	0.9518063183352649
278	TCGA-COAD	hsa-miR-93-5p	0	0	0.993516209476309	0.9534994294408529
267	TCGA-COAD	hsa-miR-99b-5p	0	0	0.9956577266922095	0.5997938530734589
562	TCGA-DLBC	hsa-let-7a-5p	0	0	0.9988539268355079	0.5721344613311398
569	TCGA-DLBC	hsa-let-7b-5p	0	0	1.0	0.4018117114202595
583	TCGA-DLBC	hsa-let-7e-5p	0	0	1.0	0.6470074268239409
556	TCGA-DLBC	hsa-let-7f-5p	0	0	1.0	0.6891079496657972
563	TCGA-DLBC	hsa-let-7g-5p	0	0	0.9930296644512886	0.7368989735278237
588	TCGA-DLBC	hsa-let-7i-5p	0	+1	1.0	0.5345699831365934
567	TCGA-DLBC	hsa-miR-100-5p	0	-1	0.9958426606971541	0.8652818991097946
559	TCGA-DLBC	hsa-miR-101-3p	0	-1	0.7126295601956578	0.7690533598909759
593	TCGA-DLBC	hsa-miR-103a-3p	0	0	0.9863097126540972	0.8717481190890586
609	TCGA-DLBC	hsa-miR-106b-3p	0	-1	0.8292766540966748	0.8198636806231746
572	TCGA-DLBC	hsa-miR-10a-5p	0	-1	0.807434772569845	0.7703947368421021
586	TCGA-DLBC	hsa-miR-10b-5p	0	-1	0.8989198804349811	0.7212385027790109
557	TCGA-DLBC	hsa-miR-125b-5p	0	0	1.0	0.8564778898370831
596	TCGA-DLBC	hsa-miR-126-3p	0	0	0.8454466393340808	0.9487247188044562
606	TCGA-DLBC	hsa-miR-1307-3p	0	+1	0.6535480023852127	0.7950629982000514
566	TCGA-DLBC	hsa-miR-1307-5p	0	0	1.0	0.725583234480031
600	TCGA-DLBC	hsa-miR-140-3p	0	+2	0.49182187765907204	0.36226568867155645
608	TCGA-DLBC	hsa-miR-142-3p	+1	-1	0.7615477629987906	0.6126705456686605
575	TCGA-DLBC	hsa-miR-142-5p	0	0	0.6563919532770922	0.42577128276502046
565	TCGA-DLBC	hsa-miR-143-3p	0	-1	0.9924894362568276	0.7239664283494021
560	TCGA-DLBC	hsa-miR-145-5p	0	0	1.0	0.4618320610687026
552	TCGA-DLBC	hsa-miR-146a-5p	0	0	0.9745033112582782	0.6909318547665881
591	TCGA-DLBC	hsa-miR-146b-5p	0	+2	1.0	0.4366446436998553
542	TCGA-DLBC	hsa-miR-148a-3p	0	0	1.0	0.449176821886856
555	TCGA-DLBC	hsa-miR-150-5p	0	0	0.9701335641850114	0.4523394643433365
554	TCGA-DLBC	hsa-miR-151a-3p	0	0	0.830478700043917	0.4956085319949818
545	TCGA-DLBC	hsa-miR-155-5p	0	0	0.9978933870672284	0.26901004304160564
592	TCGA-DLBC	hsa-miR-15b-5p	0	0	1.0	0.6739811912225713
564	TCGA-DLBC	hsa-miR-16-5p	0	0	1.0	0.8597333333333331
547	TCGA-DLBC	hsa-miR-17-3p	0	0	0.9127704117236562	0.9910797034291012
576	TCGA-DLBC	hsa-miR-17-5p	0	0	1.0	0.9208006962576155
574	TCGA-DLBC	hsa-miR-181a-3p	0	0	1.0	0.6238852268321055
605	TCGA-DLBC	hsa-miR-181a-5p	0	-1	0.9946242580356143	0.6173174636319291
584	TCGA-DLBC	hsa-miR-182-5p	0	-2	1.0	0.4671106650853009
604	TCGA-DLBC	hsa-miR-183-5p	0	+1	0.7038195220013402	0.4252873563218387
549	TCGA-DLBC	hsa-miR-191-5p	0	-1	0.9950217797137524	0.39772007599746645
579	TCGA-DLBC	hsa-miR-192-5p	0	0	0.6537744641192921	0.41079545454545485
561	TCGA-DLBC	hsa-miR-197-3p	0	0	1.0	0.7991803278688531
601	TCGA-DLBC	hsa-miR-199a-3p	0	-1	0.5986862683766025	0.6063581112669465
570	TCGA-DLBC	hsa-miR-199a-5p	0	0	1.0	0.7902542372881353
580	TCGA-DLBC	hsa-miR-199b-3p	0	-1	0.5986862683766025	0.6063581112669465
590	TCGA-DLBC	hsa-miR-19b-3p	0	0	1.0	0.7369727047146404
546	TCGA-DLBC	hsa-miR-20a-5p	0	0	1.0	0.9724122207022345
568	TCGA-DLBC	hsa-miR-21-3p	0	+1	0.9917184265010355	0.6634454562348999
543	TCGA-DLBC	hsa-miR-21-5p	0	0	0.9985541241268835	0.705108648443945
599	TCGA-DLBC	hsa-miR-210-3p	0	0	1.0	0.8481012658227854
540	TCGA-DLBC	hsa-miR-22-3p	0	0	0.9916434540389971	0.9817706339916854
597	TCGA-DLBC	hsa-miR-23a-3p	0	0	0.988225458092385	0.35027223230489946
594	TCGA-DLBC	hsa-miR-24-3p	0	0	1.0	0.7486311597809847
553	TCGA-DLBC	hsa-miR-25-3p	0	0	0.998857590495153	0.8874160093485247
581	TCGA-DLBC	hsa-miR-26a-5p	0	-2	1.0	0.4848532910388524
598	TCGA-DLBC	hsa-miR-26b-5p	0	+1	1.0	0.6956129807692306
550	TCGA-DLBC	hsa-miR-27a-3p	0	-1	1.0	0.607929515418503
571	TCGA-DLBC	hsa-miR-28-3p	0	0	0.916028911564626	0.686266531027471
578	TCGA-DLBC	hsa-miR-29a-3p	0	-1	0.8316539637428401	0.6694898562142951
544	TCGA-DLBC	hsa-miR-29b-3p	0	0	0.9532867132867133	0.6511485451761123
589	TCGA-DLBC	hsa-miR-29c-3p	0	-1	0.9967520061138709	0.49377781814878713
551	TCGA-DLBC	hsa-miR-30a-3p	0	0	0.7982938910291694	0.48292924294903544
582	TCGA-DLBC	hsa-miR-30a-5p	0	0	0.9958524234386305	0.7007438489414484
541	TCGA-DLBC	hsa-miR-30b-5p	0	0	1.0	0.7560565275908518
595	TCGA-DLBC	hsa-miR-30c-5p	0	0	1.0	0.4024505183788873
538	TCGA-DLBC	hsa-miR-30d-5p	0	0	1.0	0.8462295166843556
607	TCGA-DLBC	hsa-miR-30e-3p	0	-1	0.9821145839441741	0.4180595351798727
603	TCGA-DLBC	hsa-miR-30e-5p	0	0	0.8655116467725101	0.2983435760371802
558	TCGA-DLBC	hsa-miR-374a-3p	0	0	1.0	0.7973495306460515
577	TCGA-DLBC	hsa-miR-378a-3p	0	0	0.9177777777777778	0.7372839506172834
602	TCGA-DLBC	hsa-miR-532-5p	0	0	0.9734389561975767	0.9033084808946872
548	TCGA-DLBC	hsa-miR-625-3p	0	0	0.9831196021983774	0.5539739027283516
539	TCGA-DLBC	hsa-miR-9-5p	0	0	0.967303525704156	0.5193378712871186
585	TCGA-DLBC	hsa-miR-92a-3p	0	0	0.9907914123342456	0.934777578527216
587	TCGA-DLBC	hsa-miR-93-5p	0	0	0.9938590708808936	0.9643154217268338
573	TCGA-DLBC	hsa-miR-99b-5p	0	0	0.9980664868553605	0.7031877145017728
948	TCGA-ESCA	hsa-let-7a-5p	0	0	0.9986438111168237	0.6952128965215613
951	TCGA-ESCA	hsa-let-7b-5p	0	0	1.0	0.44400843429755454
921	TCGA-ESCA	hsa-let-7c-5p	0	0	1.0	0.7293677064512024
937	TCGA-ESCA	hsa-let-7e-5p	0	0	1.0	0.6853688877868024
947	TCGA-ESCA	hsa-let-7f-5p	0	0	1.0	0.7810513649004602
888	TCGA-ESCA	hsa-let-7g-5p	0	0	1.0	0.7977537165931303
931	TCGA-ESCA	hsa-miR-100-5p	0	-1	1.0	0.8056308754007495
886	TCGA-ESCA	hsa-miR-101-3p	0	-1	0.651956818555399	0.7154203309649112
897	TCGA-ESCA	hsa-miR-103a-3p	0	0	0.9904510329451667	0.9089299422274177
919	TCGA-ESCA	hsa-miR-106b-3p	0	-1	0.8851205039575993	0.8450467247220385
893	TCGA-ESCA	hsa-miR-10a-5p	0	-1	0.8248365457714513	0.8346936611289894
894	TCGA-ESCA	hsa-miR-10b-5p	0	-1	0.9033266349721991	0.7365142833569409
885	TCGA-ESCA	hsa-miR-125b-5p	0	0	1.0	0.8540615138898582
958	TCGA-ESCA	hsa-miR-126-3p	0	0	0.8382495350897206	0.9513612975838899
911	TCGA-ESCA	hsa-miR-127-3p	0	0	1.0	0.6445353958631566
915	TCGA-ESCA	hsa-miR-1307-3p	0	+1	0.6774647619821625	0.8337884781552415
914	TCGA-ESCA	hsa-miR-140-3p	+1	+2	0.53853679419817	0.4387021922155656
928	TCGA-ESCA	hsa-miR-141-3p	0	+1	1.0	0.7427419370403834
924	TCGA-ESCA	hsa-miR-141-5p	0	-1	1.0	0.6789163560311159
918	TCGA-ESCA	hsa-miR-142-3p	+1	-1	0.7514604801401441	0.5663287289550161
889	TCGA-ESCA	hsa-miR-143-3p	0	-1	0.993179234683704	0.7108973927504918
887	TCGA-ESCA	hsa-miR-145-5p	0	0	1.0	0.5135284743640172
913	TCGA-ESCA	hsa-miR-146b-5p	0	+2	1.0	0.5651410838651474
882	TCGA-ESCA	hsa-miR-148a-3p	0	0	1.0	0.5227858999075705
926	TCGA-ESCA	hsa-miR-151a-3p	0	0	0.8481031383663531	0.5477281502803653
929	TCGA-ESCA	hsa-miR-16-5p	0	0	1.0	0.8461503055951003
883	TCGA-ESCA	hsa-miR-17-3p	0	0	0.9261633848272247	0.9627044475060054
953	TCGA-ESCA	hsa-miR-17-5p	0	0	1.0	0.9200775866931914
936	TCGA-ESCA	hsa-miR-181a-2-3p	0	0	0.98881104085801	0.6008440071924785
903	TCGA-ESCA	hsa-miR-181a-5p	0	-1	1.0	0.5034119208108667
938	TCGA-ESCA	hsa-miR-182-5p	0	0	1.0	0.3350802502470408
902	TCGA-ESCA	hsa-miR-183-5p	0	+1	0.654607434490488	0.5210671549547843
954	TCGA-ESCA	hsa-miR-192-5p	+1	+2	0.5182867795021494	0.49796972074086165
941	TCGA-ESCA	hsa-miR-194-5p	0	0	1.0	0.8057977183856341
927	TCGA-ESCA	hsa-miR-197-3p	0	0	1.0	0.8688691498722081
900	TCGA-ESCA	hsa-miR-199a-3p	0	-1	0.6304064442598248	0.5830620406561728
892	TCGA-ESCA	hsa-miR-199a-5p	0	0	1.0	0.7243985473398058
935	TCGA-ESCA	hsa-miR-199b-3p	0	-1	0.6292907295441157	0.5862368124305035
956	TCGA-ESCA	hsa-miR-200a-3p	0	+1	1.0	0.7574645420188096
906	TCGA-ESCA	hsa-miR-200a-5p	0	0	0.9637638017254617	0.7761052921396386
909	TCGA-ESCA	hsa-miR-200b-3p	0	+1	1.0	0.44012522626933154
949	TCGA-ESCA	hsa-miR-200c-3p	0	0	0.9966589830166157	0.7351659118605058
899	TCGA-ESCA	hsa-miR-203a-3p	0	0	0.6327372288448383	0.8636963958729977
930	TCGA-ESCA	hsa-miR-205-5p	0	0	1.0	0.5551398539105727
925	TCGA-ESCA	hsa-miR-20a-5p	0	0	1.0	0.9618234404844888
950	TCGA-ESCA	hsa-miR-21-3p	0	+1	0.9928843643722491	0.7203908088760465
923	TCGA-ESCA	hsa-miR-21-5p	0	0	0.9985422968889158	0.7112132855516382
943	TCGA-ESCA	hsa-miR-210-3p	0	0	1.0	0.8605856964921934
904	TCGA-ESCA	hsa-miR-22-3p	0	0	0.9900224023749804	0.9812530287911108
942	TCGA-ESCA	hsa-miR-23a-3p	0	+1	0.9858751618305878	0.35257142765505944
952	TCGA-ESCA	hsa-miR-23b-3p	0	0	0.9794095634455399	0.4209252051285286
957	TCGA-ESCA	hsa-miR-24-3p	0	0	1.0	0.7849680807073883
946	TCGA-ESCA	hsa-miR-25-3p	0	0	0.9990700965255853	0.9331167718626445
955	TCGA-ESCA	hsa-miR-26a-5p	0	0	1.0	0.5505587809873871
898	TCGA-ESCA	hsa-miR-26b-5p	0	+1	1.0	0.7956365296570396
945	TCGA-ESCA	hsa-miR-27a-3p	0	0	1.0	0.5406540706681444
910	TCGA-ESCA	hsa-miR-27b-3p	0	0	0.9932018249755887	0.6434117796502485
891	TCGA-ESCA	hsa-miR-28-3p	0	0	0.9248991744456422	0.6873425808540485
934	TCGA-ESCA	hsa-miR-29a-3p	0	-1	0.8500060831634291	0.6556848990157831
944	TCGA-ESCA	hsa-miR-29b-3p	0	0	0.9424186214311199	0.6781002237462908
940	TCGA-ESCA	hsa-miR-29c-3p	0	-1	0.9960803182114017	0.4916601752533586
884	TCGA-ESCA	hsa-miR-30a-3p	0	0	0.8054051383887331	0.5246855969870639
939	TCGA-ESCA	hsa-miR-30a-5p	0	0	0.9959802922042689	0.672604714397565
922	TCGA-ESCA	hsa-miR-30b-5p	0	0	1.0	0.8584045869198429
896	TCGA-ESCA	hsa-miR-30c-5p	0	+1	1.0	0.4108022847484303
880	TCGA-ESCA	hsa-miR-30d-5p	0	0	1.0	0.747360951002447
916	TCGA-ESCA	hsa-miR-30e-3p	0	0	0.9843490340750604	0.5482012197214043
917	TCGA-ESCA	hsa-miR-30e-5p	0	+1	0.8544161664544523	0.3970923591801334
895	TCGA-ESCA	hsa-miR-320a	0	0	0.933600227092495	0.5885014612119991
905	TCGA-ESCA	hsa-miR-338-3p	0	+1	1.0	0.6704152555036782
907	TCGA-ESCA	hsa-miR-374a-3p	0	0	1.0	0.8771531465937716
890	TCGA-ESCA	hsa-miR-375	0	0	0.9679322034943258	0.9497483714570065
933	TCGA-ESCA	hsa-miR-378a-3p	0	0	0.9478793902346172	0.8249547550138798
908	TCGA-ESCA	hsa-miR-379-5p	0	0	1.0	0.7749305519080716
901	TCGA-ESCA	hsa-miR-532-5p	0	0	0.9794004718982733	0.9254158441953761
881	TCGA-ESCA	hsa-miR-9-5p	0	0	0.9878753152075588	0.6268620805408822
912	TCGA-ESCA	hsa-miR-92a-3p	0	0	0.9899573826971582	0.9387092477071268
920	TCGA-ESCA	hsa-miR-93-5p	0	0	0.9959074577541169	0.9737839506736641
932	TCGA-ESCA	hsa-miR-99b-5p	0	0	0.9983420225871752	0.7013866724142266
1656	TCGA-HNSC	hsa-let-7a-5p	0	0	0.997648570091118	0.6199261597731331
1659	TCGA-HNSC	hsa-let-7b-5p	0	0	1.0	0.38129043949132013
1628	TCGA-HNSC	hsa-let-7c-5p	0	0	0.9926673253939363	0.615593929879652
1644	TCGA-HNSC	hsa-let-7e-5p	0	0	1.0	0.6381502890173414
1655	TCGA-HNSC	hsa-let-7f-5p	0	0	1.0	0.7269123854627815
1592	TCGA-HNSC	hsa-let-7g-5p	0	0	1.0	0.7561252268602539
1619	TCGA-HNSC	hsa-let-7i-5p	0	+1	1.0	0.3583458395864598
1638	TCGA-HNSC	hsa-miR-100-5p	0	-1	0.9960138648180242	0.8175318619832195
1590	TCGA-HNSC	hsa-miR-101-3p	0	-1	0.7165498652291115	0.7694425026214606
1600	TCGA-HNSC	hsa-miR-103a-3p	0	0	0.9813780041643635	0.8697009910792325
1626	TCGA-HNSC	hsa-miR-106b-3p	0	-1	0.9340245051837889	0.8632567849686851
1597	TCGA-HNSC	hsa-miR-10a-5p	0	-1	0.7947946175637394	0.8168155970755484
1598	TCGA-HNSC	hsa-miR-10b-5p	0	-1	0.8886973612140353	0.720799348883927
1589	TCGA-HNSC	hsa-miR-125b-5p	0	0	1.0	0.7192572013452259
1664	TCGA-HNSC	hsa-miR-126-3p	0	0	0.8051040967091959	0.9336088340898306
